DLiP-ID,I000M1
DLiP-Mol-ID,28619
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H18F6N2O2S/c22-20(23,24)18-13(5-7-17(30)29-8-10-31-11-9-29)4-6-16(19(18)21(25,26)27)32-15-3-1-2-14(28)12-15/h1-7,12H,8-11,28H2/b7-5+"
Standard Inchi Key(RDKit),KLSZVPNVFKKIRD-FNORWQNLSA-N
Canonical SMILES(RDKit),Nc1cccc(Sc2ccc(/C=C/C(=O)N3CCOCC3)c(C(F)(F)F)c2C(F)(F)F)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),476.442
MW Monoisotopic(RDKit),476.099318136
MolLogP(RDKit),5.3296
XLogP(SDF),
XLogP(CDK),4.669
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),55.56
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.368349425174143
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,LFA_ICAM
Common Target Pref Name,LFA/ICAM
RDKit Descriptors
Ipc,7800686.002571452
qed,0.36834942517414343
Chi0,23.518297090128677
Chi1,14.96436362646857
TPSA,55.56
Chi0n,16.464324852399734
Chi0v,17.280821433327464
Chi1n,9.361087998383407
Chi1v,10.177584579311135
Chi2n,6.8439876291147455
Chi2v,7.9593427007651565
Chi3n,4.580414020834004
Chi3v,5.6301702864488385
Chi4n,3.165663171920619
Chi4v,4.21714861726043
MolMR,107.85640000000004
MolWt,476.4420000000002
fr_SH,0
Kappa1,23.991743909257995
Kappa2,9.452362296033211
Kappa3,5.769187770972845
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1014.3250669431627
MolLogP,5.329600000000003
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.061157448917005
SMR_VSA1,35.87389042392079
