DLiP-ID,T0015I
DLiP-Mol-ID,15359
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H31N3O6/c1-10(23-11(2)21)8-20-14(22)7-12-15-16(26-17(3,4)25-15)13(24-12)9-19-6-5-18/h10,12-13,15-16,19H,5-9,18H2,1-4H3,(H,20,22)/t10-,12-,13+,15+,16-/m1/s1"
Standard Inchi Key(RDKit),DGFFYPGDYTWIMY-KKYDWHDCSA-N
Canonical SMILES(RDKit),CC(=O)O[C@H](C)CNC(=O)C[C@H]1O[C@@H](CNCCN)[C@H]2OC(C)(C)O[C@@H]12
SMILES(SDF),
MW(SDF),
MW(RDKit),373.45
MW Monoisotopic(RDKit),373.221285712
MolLogP(RDKit),-0.719899999999994
XLogP(SDF),
XLogP(CDK),-0.959
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),121.14
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.357636715475253
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Neuropilin-1/VEGF-A
Common Target Pref Name,Neuropilin-1/VEGF-A
RDKit Descriptors
Ipc,451171.2643762145
qed,0.3576367154752525
Chi0,19.319626477379405
Chi1,12.214345834234093
TPSA,121.14
Chi0n,15.949125263853674
Chi0v,15.949125263853674
Chi1n,9.073689021555412
Chi1v,9.073689021555412
Chi2n,7.198800124974626
Chi2v,7.198800124974626
Chi3n,4.253095711530532
Chi3v,4.253095711530532
Chi4n,3.2839852875125435
Chi4v,3.2839852875125435
MolMR,93.26480000000006
MolWt,373.45000000000016
fr_SH,0
Kappa1,21.044763008725713
Kappa2,9.094594320045017
Kappa3,5.88356430115033
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,500.88988430400457
MolLogP,-0.7198999999999947
NOCount,9
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.8681267196556937
SMR_VSA1,28.536526183343838
SMR_VSA2,0.0
SMR_VSA3,10.633577208012662
SMR_VSA4,5.733667477162185
SMR_VSA5,70.4227135130006
SMR_VSA6,26.1790256236503
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,4
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,153.78350273346067
NHOHCount,4
PEOE_VSA1,35.31469650037504
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,20.771211599071872
PEOE_VSA8,26.558006417428352
PEOE_VSA9,25.173510804335187
RingCount,2
SMR_VSA10,11.876485017303356
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,373.221285712
NumHDonors,3
PEOE_VSA10,18.31189916324491
PEOE_VSA11,5.7871111525705965
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,16.367244685174846
SlogP_VSA2,74.36245373226575
SlogP_VSA3,28.536526183343838
SlogP_VSA4,0.0
SlogP_VSA5,34.11577042168851
SlogP_VSA6,0.0
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.8910775403189
EState_VSA2,49.25792859713515
EState_VSA3,19.634269217737724
EState_VSA4,0.0
EState_VSA5,6.923737199690624
EState_VSA6,6.923737199690624
EState_VSA7,13.847474399381248
EState_VSA8,10.633577208012662
EState_VSA9,24.681119292362382
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
