DLiP-ID,C003FE
AATSC4v,-8.01883072991959
AATSC5Z,0.56929091134921
AATSC5c,0.0056061791394790604
AATSC5d,-0.00010459498859260946
AATSC5i,-0.01658314421077459
AATSC5m,2.5655851489955612
AATSC5p,-0.004000374685490251
AATSC5s,0.32311298655736487
AATSC5v,0.1655239575538564
AATSC6Z,0.5900030819291442
AATSC6c,-0.00783239372231154
AATSC6d,-0.006314371107272628
AATSC6i,-0.21729835866360478
AATSC6m,2.8291515015803848
AATSC6p,-0.019399931256410485
AATSC6s,-0.1937522049331572
AATSC6v,1.2366023812677809
AATSC7Z,-0.2571667443767384
AATSC7c,0.006830429165571937
AATSC7d,-0.07649886650481537
AATSC7i,0.1810670522100329
AATSC7m,-1.1732528019197066
AATSC7p,0.024786104306439415
AATSC7s,-0.1975796438913632
AATSC7v,1.5606892202371094
AATSC8Z,-0.8980368828078525
AATSC8c,0.005992167332994586
AATSC8d,-0.17700086944584267
AATSC8i,-0.3010883710770313
AATSC8m,-4.416345105413445
AATSC8p,-0.0464268597133691
AATSC8s,0.09230057403763528
AATSC8v,-9.86408524922753
ATS0are,270.0398
ATS1are,286.47400000000005
ATS2are,449.434
ATS3are,530.834
ATS4are,586.0559000000002
ATS5are,586.744
ATS6are,530.191
ATS7are,498.318
ATS8are,425.412
ATSC0dv,187.21951219512198
ATSC0pe,6.399995121951218
ATSC0se,4.687750243902438
ATSC1dv,55.37953599048186
ATSC1pe,-0.026009518143962414
ATSC1se,-0.15223035336109467
ATSC2dv,12.2700773349197
ATSC2pe,-0.40886995835812057
ATSC2se,-0.5280232337894109
ATSC3dv,-17.818560380725746
ATSC3pe,0.020263176680546502
ATSC3se,-0.1503165734681739
ATSC4dv,-27.69066032123735
ATSC4pe,-0.9373773349196899
ATSC4se,-0.491433986912552
ATSC5dv,55.09815585960736
ATSC5pe,2.0623522903033904
ATSC5se,1.6328147269482445
ATSC6dv,8.872694824509228
ATSC6pe,-0.7212145151695433
ATSC6se,-1.1838182010707907
ATSC7dv,-32.44497323022009
ATSC7pe,0.07015514574657998
ATSC7se,0.32218697441998784
ATSC8dv,-75.29922665080309
ATSC8pe,0.13746870910172526
ATSC8se,0.35901029625223063
AXp-0dv,0.5458489002548951
AXp-1dv,0.2742021672196
AXp-2dv,0.1384700430047844
AXp-3dv,0.07288917954548342
AXp-4dv,0.03765835983769483
AXp-5dv,0.019418534982296138
AXp-6dv,0.009768800028096896
AXp-7dv,0.0050598871416073195
BertzCT,994.1681382966947
ECIndex,493
ETA_eta,16.54791095701946
GATS1dv,0.4918986390683131
GATS1pe,0.7545935984033739
GATS1se,0.8341614338781441
GATS2dv,0.882889372528584
GATS2pe,0.9441873005373076
GATS2se,1.0165761924531458
GATS3dv,0.9601029181865554
GATS3pe,0.9098444434789965
GATS3se,0.9705873315068814
GATS4dv,1.0403441659955466
GATS4pe,1.0986123430387869
GATS4se,1.109209342029225
GATS5dv,0.8463943560347936
GATS5pe,0.8313364852889654
GATS5se,0.8056600693959214
GATS6dv,0.9704477105922383
GATS6pe,1.0408667571989867
GATS6se,1.1001772441453572
GATS7dv,1.1938580059997461
GATS7pe,1.2322602297632765
GATS7se,1.2548595385941668
GATS8dv,1.2079608770593657
GATS8pe,0.9812267094246729
GATS8se,0.9691571719590358
LogEE_A,4.140468225699746
LogEE_D,125.35899829026104
MATS1dv,0.28204188227880317
MATS1pe,-0.003874967502545497
MATS1se,-0.030963652980066213
MATS2dv,0.0395158323881924
MATS2pe,-0.038519487752479056
MATS2se,-0.06791465697194633
MATS3dv,-0.048777032308493964
MATS3pe,0.0016226384318889858
MATS3se,-0.01643373471158043
MATS4dv,-0.06891018049173335
MATS4pe,-0.06823952419171048
MATS4se,-0.0488429524124243
MATS5dv,0.1325953879367115
MATS5pe,0.14518631241586064
MATS5se,0.15693322805166351
MATS6dv,0.023410473577478247
MATS6pe,-0.055666072401961704
MATS6se,-0.12474590905303277
MATS7dv,-0.09601706970128016
MATS7pe,0.006073401959374484
MATS7se,0.03807988695067501
MATS8dv,-0.2536938309215536
MATS8pe,0.013548609060267239
MATS8se,0.04830731942253323
MAXaaCH,1.7922723841347579
MAXaaaC,0.6360432151255566
MAXaasC,0.61803149989207
MAXdssC,-0.49465750188964397
MAXsCH3,1.5466613465098313
MAXssNH,2.719460112748803
MDEC-11,0.08333333333333334
MDEC-12,2.5955745536415886
MDEC-13,2.852482102050694
MDEC-22,6.504387760875292
MDEC-23,17.31563804444906
MDEC-33,9.059440696901905
MDEN-22,0.25
MDEO-11,0.19999999999999996
MDEO-12,1.0962586663483196
MDEO-22,0.4256950235911152
MINaaCH,1.5705914588057444
MINaaaC,0.460594135802469
MINaasC,0.07792517006802746
MINdssC,-0.49465750188964397
MINsCH3,1.5110223841347579
MINssNH,2.719460112748803
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5357142857142858
SM1_Dzi,1.3161701003068016
SM1_Dzm,1.5313282524578438
SM1_Dzp,-6.447834958059396
SM1_Dzv,-2.633621646776986
SddssSe,0
SpAD_Dt,496.15079729868296
SpAbs_A,32.777106186904646
SpAbs_D,250.71799658052225
SpMAD_A,1.311084247476186
SpMAD_D,10.028719863220891
SpMax_A,2.4403150968364082
SpMax_D,125.35899829026104
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,93.29
TpiPC10,9.024015500098916
VAdjMat,5.754887502163468
VE1_DzZ,4.92304405685105
VE1_Dzi,4.918713618332576
VE1_Dzm,4.923023438690606
VE1_Dzp,4.868945761033741
VE1_Dzv,4.900524158323916
VE2_DzZ,0.196921762274042
VE2_Dzi,0.19674854473330303
VE2_Dzm,0.19692093754762424
VE2_Dzp,0.19475783044134964
VE2_Dzv,0.19602096633295663
VE3_DzZ,2.5102177817978757
VE3_Dzi,2.5093377685033276
VE3_Dzm,2.510213593697306
VE3_Dzp,2.499168169360535
VE3_Dzv,2.5056329023562505
VR1_DzZ,145.2048753103814
VR1_Dzi,145.6534889607674
VR1_Dzm,145.20778309567208
VR1_Dzp,150.90855465155855
VR1_Dzv,147.8936738733831
VR2_DzZ,5.808195012415256
VR2_Dzi,5.826139558430696
VR2_Dzm,5.808311323826883
VR2_Dzp,6.036342186062342
VR2_Dzv,5.915746954935324
VR3_DzZ,5.89443641021895
VR3_Dzi,5.897521169409225
VR3_Dzm,5.894456435415557
VR3_Dzp,5.932964786906291
VR3_Dzv,5.912784327676681
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06656543026873192
Xch-7dv,0.08972398263343859
Xpc-4dv,1.079918725224594
Xpc-5dv,1.3575778533299065
Xpc-6dv,1.6476557925551076
Zagreb1,128.0
Zagreb2,151.0
fragCpx,129.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,27
nBondsS,24
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.586336585365854
AATS1are,6.662186046511629
AATS2are,6.609323529411765
AATS3are,6.635425
AATS4are,6.659726136363639
AATS5are,6.447736263736264
AATS6are,6.387843373493976
AATS7are,6.734027027027027
AATS8are,6.5447999999999995
AATSC0dv,4.566329565734683
AATSC0pe,0.15609744199881018
AATSC0se,0.11433537180249849
AATSC1dv,1.2878961858251596
AATSC1pe,-0.0006048725149758701
AATSC1se,-0.003540240775839411
AATSC2dv,0.1804423137488191
AATSC2pe,-0.006012793505266479
AATSC2se,-0.00776504755572663
AATSC3dv,-0.22273200475907182
AATSC3pe,0.0002532897085068313
AATSC3se,-0.0018789571683521737
AATSC4dv,-0.31466659455951534
AATSC4pe,-0.01065201516954193
AATSC4se,-0.005584477124006273
AATSC5dv,0.6054742402154655
AATSC5pe,0.02266321198135594
AATSC5se,0.017943018977453234
AATSC6dv,0.1068999376446895
AATSC6pe,-0.008689331508066786
AATSC6se,-0.014262869892419166
AATSC7dv,-0.4384455841921634
AATSC7pe,0.0009480425100889187
AATSC7se,0.004353878032702538
AATSC8dv,-1.158449640781586
AATSC8pe,0.0021149032169496193
AATSC8se,0.005523235326957394
AETA_eta,0.6619164382807784
ATSC0are,7.046004878048779
ATSC1are,-0.08548316478286552
ATSC2are,-0.5415983343248045
ATSC3are,-0.05525829863176361
ATSC4are,-0.8525982748364023
ATSC5are,2.2872623438429507
ATSC6are,-1.2097367043426541
ATSC7are,0.2875229030339127
ATSC8are,0.2616361689470573
BCUTZ-1h,8.025250013971265
BCUTZ-1l,5.674020999660841
BCUTc-1h,0.4817752715242205
BCUTc-1l,-0.5294625792582874
BCUTd-1h,3.226287852018948
BCUTd-1l,0.9778802643409448
BCUTi-1h,14.559341467919081
BCUTi-1l,10.935113955386203
BCUTm-1h,16.01285099201406
BCUTm-1l,11.686686889611416
BCUTp-1h,2.009979423004903
BCUTp-1l,0.7416534444690879
BCUTs-1h,7.0082721108541435
BCUTs-1l,1.4221383134733958
BCUTv-1h,20.912029160087215
BCUTv-1l,14.696261271549373
BalabanJ,1.6175582437249771
Diameter,12
ETA_beta,35.25
GATS1are,0.7833236594508051
GATS2are,0.9678534315588627
GATS3are,0.9323049179919289
GATS4are,1.1032009238491582
GATS5are,0.829424896701215
GATS6are,1.06775367326241
GATS7are,1.2356321661646732
GATS8are,0.9803831724421905
HybRatio,0.1111111111111111
Lipinski,True
LogEE_Dt,248.07539864934148
MATS1are,-0.011567860800679085
MATS2are,-0.046345687027503066
MATS3are,-0.004019281641005811
MATS4are,-0.05637709510778703
MATS5are,0.14625661067754878
MATS6are,-0.08481129264116041
MATS7are,0.022609015011560023
MATS8are,0.023422073626756485
NsssssAs,0
RotRatio,0.14814814814814814
SM1_Dzpe,1.6159730722154224
SM1_Dzse,1.5229999873188609
SMR_VSA1,23.892667053502556
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.15571272675054
SMR_VSA5,0.0
SMR_VSA6,19.536383686561397
SMR_VSA7,59.64841441487362
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,179.55732800888956
SpAD_Dzi,178.90525479922852
SpAD_Dzm,179.61032461754417
SpAD_Dzp,274.11309348317036
SpAD_Dzv,232.93528002007076
SpAbs_Dt,496.15079729868285
SpDiam_A,4.880630193672815
SpDiam_D,183.71379719372834
SpMAD_Dt,19.84603189194732
SpMax_Dt,248.07539864934148
SsssssAs,0
VE1_Dzpe,4.923055684275473
VE1_Dzse,4.923031978876623
VE2_Dzpe,0.19692222737101894
VE2_Dzse,0.19692127915506494
VE3_Dzpe,2.51022014363144
VE3_Dzse,2.5102153284399322
VMcGowan,242.50999999999993
VR1_Dzpe,145.18654352076288
VR1_Dzse,145.2087253513985
VR2_Dzpe,5.807461740830515
VR2_Dzse,5.80834901405594
VR3_Dzpe,5.894310154493374
VR3_Dzse,5.894462924411182
mZagreb1,8.13888888888889
mZagreb2,5.777777777777779
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,34
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.17185377751338488
AATSC1are,-0.0019879805763457097
AATSC2are,-0.007964681387129479
AATSC3are,-0.0006907287328970452
AATSC4are,-0.009688616759504571
AATSC5are,0.025134751031241215
AATSC6are,-0.014575141016176556
AATSC7are,0.0038854446355934148
AATSC8are,0.004025171829954728
AETA_beta,1.41
BCUTdv-1h,6.024166966141249
BCUTdv-1l,0.9966233673830425
BCUTpe-1h,3.4983478273598965
BCUTpe-1l,2.220398408699824
BCUTse-1h,3.7100293726275724
BCUTse-1l,2.4164058344519037
ETA_alpha,11.466666666666667
ETA_dBeta,2.75
ETA_eta_B,0.2584852593325486
ETA_eta_F,27.498344421120116
ETA_eta_L,4.578067799624826
ETA_eta_R,44.04625537813958
ETA_psi_1,0.5180722891566267
LabuteASA,142.65187450469477
LogEE_DzZ,89.83802919308162
LogEE_Dzi,89.50527420362653
LogEE_Dzm,89.86448335258318
LogEE_Dzp,135.74910411111895
LogEE_Dzv,115.94091568067999
PEOE_VSA1,24.414918473437066
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,41.5539151375202
PEOE_VSA8,5.386224214464796
PEOE_VSA9,19.906981357238628
SM1_Dzare,1.799906933457422
SpAD_Dzpe,178.19523787950985
SpAD_Dzse,179.7629989502725
SpAbs_DzZ,178.26732800888954
SpAbs_Dzi,177.76579512765488
SpAbs_Dzm,178.32400888547966
SpAbs_Dzp,277.9460431802975
SpAbs_Dzv,234.51545300813711
SpDiam_Dt,350.75332521246804
SpMAD_DzZ,7.182293120355582
SpMAD_Dzi,7.156210191969141
SpMAD_Dzm,7.184412984701766
SpMAD_Dzp,10.964523739326815
SpMAD_Dzv,9.31741120080283
SpMax_DzZ,89.83802919308162
SpMax_Dzi,89.50527420362653
SpMax_Dzm,89.86448335258318
SpMax_Dzp,135.74910411111895
SpMax_Dzv,115.94091568067999
VE1_Dzare,4.9236011831599615
VE2_Dzare,0.19694404732639847
VE3_Dzare,2.5103309424319646
VR1_Dzare,145.09345784776872
VR2_Dzare,5.803738313910749
VR3_Dzare,5.893668803551207
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45866666666666667
AETA_dBeta,0.11
AETA_eta_B,0.010339410373301945
AETA_eta_F,1.0999337768448045
AETA_eta_L,0.18312271198499303
AETA_eta_R,1.761850215125583
BCUTare-1h,3.551800181977112
BCUTare-1l,2.1711108799951453
ETA_beta_s,16.25
ETA_dPsi_A,0.19592771084337324
ETA_dPsi_B,0.0
ETA_eta_BR,0.5164852593325486
ETA_eta_FL,7.577660503415721
ETA_eta_RL,12.155728303040547
LogEE_Dzpe,89.15967985505739
LogEE_Dzse,89.94047741325659
PEOE_VSA10,22.645495299907047
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.461206104835256
SlogP_VSA1,20.34454088709018
SlogP_VSA2,25.334027836683862
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,58.10380021149677
SlogP_VSA7,0.0
SlogP_VSA8,10.969244356107037
SlogP_VSA9,0.0
SpAD_Dzare,175.66603780426362
SpAbs_Dzpe,176.837820498849
SpAbs_Dzse,178.4836789609247
SpDiam_DzZ,135.09183443591579
SpDiam_Dzi,133.516618976163
SpDiam_Dzm,135.12780992202727
SpDiam_Dzp,196.1474393869903
SpDiam_Dzv,171.52665982204866
SpMAD_Dzpe,7.1278095151803935
SpMAD_Dzse,7.1905199580109
SpMax_Dzpe,89.15967985505739
SpMax_Dzse,89.94047741325659
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.65
AETA_eta_BR,0.020659410373301944
AETA_eta_FL,0.30310642013662886
AETA_eta_RL,0.4862291321216219
DetourIndex,3038
EState_VSA1,5.907179729351506
EState_VSA2,11.117477867180746
EState_VSA3,28.15565429735841
EState_VSA4,0.0
EState_VSA5,7.109797541277533
EState_VSA6,55.64073408897041
EState_VSA7,0.0
EState_VSA8,10.47250133075687
EState_VSA9,13.890876844653445
ETA_beta_ns,19.0
ETA_shape_p,0.1453488372093023
ETA_shape_x,0.0
ETA_shape_y,0.3488372093023256
GhoseFilter,True
LogEE_Dzare,87.89754102526237
SlogP_VSA10,5.687386274683562
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,174.15411598015945
SpDiam_Dzpe,134.0340591264785
SpDiam_Dzse,135.2490851336962
SpMAD_Dzare,7.026641512170545
SpMax_Dzare,87.89754102526237
TopoPSA(NO),93.29
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.492690381708239
VSA_EState9,56.840642951625085
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.76
EState_VSA10,10.001790208849112
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.041333333333333326
FilterItLogS,-4.709990813766822
SpDiam_Dzare,132.2088001696219
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6569105691056911
ETA_epsilon_2,0.8853333333333331
ETA_epsilon_3,0.44084507042253557
ETA_epsilon_4,0.5660606060606063
ETA_epsilon_5,0.8419753086419751
AETA_beta_ns_d,0.08
ETA_dEpsilon_A,0.21606549868315555
ETA_dEpsilon_B,0.09084996304508486
ETA_dEpsilon_C,-0.1252155356380707
ETA_dEpsilon_D,0.043358024691357966
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.72
MDEDescriptor,"0.08333333333333334,2.5955745536415886,2.852482102050694,0.0,6.504387760875292,17.31563804444906,0.0,9.059440696901905,0.0,0.0,0.19999999999999996,1.0962586663483196,0.4256950235911152,0.0,0.0,0.0,0.25,0.0,0.0"
APolDescriptor,48.55868799999998
BCUTDescriptor,"11.850000000000009,15.998942378148593,-0.34913527171643055,0.23980138327207087,4.379350942226813,10.419059925634718"
BPolDescriptor,24.857311999999997
TPSADescriptor,80.15
ALOGPDescriptor,"3.4311,11.77244721,85.6812"
XLogPDescriptor,3.694000000000001
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,340.10592174
ChiPathDescriptor,"17.811190308942127,12.155728303040549,10.336923407966736,9.132405751348875,7.450287188004686,6.209158378780654,4.207779588434108,2.9578070480781307,13.646222506372377,7.4034585149292,5.123391591177023,3.6444589772741693,2.4101350296124693,1.6117384035305786,0.8498856024444295,0.4857491655943026"
ChiChainDescriptor,"0.0,0.0,0.0,0.20693027063286604,0.41211484264790155,0.0,0.0,0.0,0.06656543026873192,0.08972398263343859"
AtomCountDescriptor,41
BondCountDescriptor,27
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.409242502448735,0.0,0.33093309327558146,0.0,0.5102379953392215,0.0,0.06455974866104193,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,12,2,0,0,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"50.88972683081807,2.035589073232723,19.717464693355158,13.815675241526224,5.901789451828932"
FractionalPSADescriptor,0.2356618773056004
WienerNumbersDescriptor,"1514.0,41.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.7333675194803297,5.877131500909691,8.301392514706658,1.079918725224594,1.3575778533299059,1.4916210605226183"
FractionalCSP3Descriptor,0.1111111111111111
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.753086419753085,9.273922571219869,4.6464"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1249.07
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.1111111111111111
AutocorrelationDescriptorMass,"29.59230578025769,30.376651236535906,41.76047872104809,47.47630789046144,43.72529394531108"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6245424059381889,-0.3288590199184637,0.04569033393957095,-0.09329563274220747,0.008882931455440737"
EccentricConnectivityIndexDescriptor,493
AutocorrelationDescriptorPolarizability,"1555.9211881423819,1824.3754239728705,2539.901319219787,2671.1745414969323,2272.698133921056"
