DLiP-ID,J1005R
AATSC5c,0.0024372158936257983
AATSC5d,-0.043084614324797765
AATSC5i,0.19607140206943835
AATSC5m,-3.284146810173792
AATSC5p,0.02495056773968897
AATSC5s,-0.13446733608448536
AATSC5v,1.9232113837048086
AATSC6Z,-0.9334031871658844
AATSC6c,-0.00306456411319044
AATSC6d,-0.10512662702631217
AATSC6i,-0.2635398363001203
AATSC6m,-4.424018824522762
AATSC6p,-0.030951409428111653
AATSC6s,-0.1182551631646499
AATSC6v,-6.41179990842464
AATSC7Z,-1.0492072995614226
AATSC7c,0.0014315511583567254
AATSC7d,-0.017192618661682167
AATSC7i,-0.0015699742480378594
AATSC7m,-5.0603458056727835
AATSC7p,-0.021361306250581892
AATSC7s,0.013699117274665943
AATSC7v,-7.011291848466527
AATSC8Z,0.26914494181556736
AATSC8c,-0.002696286072819016
AATSC8d,0.034207653183500664
AATSC8i,-0.016554684826080076
AATSC8m,1.2737620892711605
AATSC8p,-0.002266151447760985
AATSC8s,-0.04947333694304639
AATSC8v,1.1237199643029332
ATS0are,291.66469999999987
ATS1are,313.374
ATS2are,513.8539999999998
ATS3are,620.3719000000001
ATS4are,629.7598999999998
ATS5are,590.352
ATS6are,555.9299999999998
ATS7are,572.3409
ATS8are,496.19800000000015
ATSC0dv,191.91489361702133
ATSC0pe,5.449863829787232
ATSC0se,3.558740936170211
ATSC1dv,82.38660027161616
ATSC1pe,0.529363241285647
ATSC1se,0.27439893888637346
ATSC2dv,76.74422815753736
ATSC2pe,1.2478439565414186
ATSC2se,0.6031729198732452
ATSC3dv,40.712992304210054
ATSC3pe,-0.24078899954730887
ATSC3se,-0.6319019918515167
ATSC4dv,8.689904934359436
ATSC4pe,1.2507017202353976
ATSC4se,0.817710283386146
ATSC5dv,-67.59936622906292
ATSC5pe,-2.0100823902218226
ATSC5se,-1.204997066545949
ATSC6dv,-61.71118153010412
ATSC6pe,-1.5612676776822103
ATSC6se,-1.0749305387052968
ATSC7dv,-26.874151199637843
ATSC7pe,-0.18257949298324982
ATSC7se,0.38214104119511083
ATSC8dv,19.728383884110457
ATSC8pe,0.019752648257131605
ATSC8se,-0.1340186292440012
AXp-0dv,0.5715113292103138
AXp-1dv,0.307363691507145
AXp-2dv,0.15863901475412848
AXp-3dv,0.08081382410062297
AXp-4dv,0.04011137694453396
AXp-5dv,0.02128469258853151
AXp-6dv,0.011156708277055663
AXp-7dv,0.005879196716964628
BertzCT,857.7677365683828
ECIndex,673
ETA_eta,19.202966705265908
GATS1dv,0.4108964206525181
GATS1pe,0.661853271336222
GATS1se,0.7056101353001899
GATS2dv,0.7176072143204801
GATS2pe,0.7625701830973699
GATS2se,0.8178273607207776
GATS3dv,0.9347893569844787
GATS3pe,1.0779757409515598
GATS3se,1.1756454979559354
GATS4dv,1.1003930659141299
GATS4pe,1.0855052053266647
GATS4se,1.1305719747070486
GATS5dv,1.3313192904656315
GATS5pe,1.4853169276921228
GATS5se,1.5820241206034005
GATS6dv,1.1715164802311964
GATS6pe,1.1736955451832134
GATS6se,1.222403946878382
GATS7dv,1.0450981093388645
GATS7pe,1.0234291418219417
GATS7se,0.939164810816861
GATS8dv,0.8417334028955261
GATS8pe,0.8036274183700078
GATS8se,0.735698951800678
LogEE_A,4.173857495164673
LogEE_D,152.46369039449462
MATS1dv,0.4117652382460746
MATS1pe,0.09316867250898857
MATS1se,0.07395845522837607
MATS2dv,0.22920339624682276
MATS2pe,0.1312377072098922
MATS2se,0.09714701632702702
MATS3dv,0.0997062084257206
MATS3pe,-0.02076580871042671
MATS3se,-0.08345477838851262
MATS4dv,0.021496562073058736
MATS4pe,0.10895088425856299
MATS4se,0.10908517902131647
MATS5dv,-0.1799467367203316
MATS5pe,-0.1884248760732519
MATS5se,-0.17298149500509682
MATS6dv,-0.16980991056080116
MATS6pe,-0.151286288655042
MATS6se,-0.15951145576139159
MATS7dv,-0.07076866223207684
MATS7pe,-0.016930947185254088
MATS7se,0.05426780026653052
MATS8dv,0.0568410069127429
MATS8pe,0.002004096415402451
MATS8se,-0.020823212437290285
MAXaaCH,1.9087200517548208
MAXaasC,0.8262009998317442
MAXdssC,-0.28791258002792963
MAXsCH3,2.103009642823024
MAXssNH,2.832803209246662
MDEC-11,0.07692307692307693
MDEC-12,3.201215084807802
MDEC-13,2.5412408081508953
MDEC-22,10.579811363423676
MDEC-23,16.533909303214305
MDEC-33,7.502620760359133
MDEN-22,0.6850067105944414
MDEO-12,0.37796447300922725
MDEO-22,0.1111111111111111
MINaaCH,1.573625283446712
MINaasC,0.4161780791925995
MINdssC,-0.28791258002792963
MINsCH3,1.7195162228092493
MINssNH,2.832803209246662
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078471
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,467.43018028348337
SpAbs_A,33.94892683724823
SpAbs_D,304.9273807889892
SpMAD_A,1.3057279552787782
SpMAD_D,11.727976184191894
SpMax_A,2.439818444565758
SpMax_D,152.46369039449462
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,77.25
TpiPC10,8.401622745239944
VAdjMat,5.807354922057604
VE1_DzZ,4.995126865644989
VE1_Dzi,4.990585362971004
VE1_Dzm,4.99512687379167
VE1_Dzp,4.991889612843406
VE1_Dzv,4.999113082737142
VE2_DzZ,0.19212026406326882
VE2_Dzi,0.19194559088350013
VE2_Dzm,0.1921202643766027
VE2_Dzp,0.191995754340131
VE2_Dzv,0.19227358010527468
VE3_DzZ,2.5639742553329414
VE3_Dzi,2.563064655119529
VE3_Dzm,2.563974256963867
VE3_Dzp,2.5633259630382534
VE3_Dzv,2.56477195827466
VR1_DzZ,154.68038345989729
VR1_Dzi,155.1655219707407
VR1_Dzm,154.68044605767975
VR1_Dzp,155.049241321103
VR1_Dzv,154.38472883836536
VR2_DzZ,5.949245517688357
VR2_Dzi,5.967904691182335
VR2_Dzm,5.949247925295375
VR2_Dzp,5.963432358503962
VR2_Dzv,5.937874186090975
VR3_DzZ,5.996872390816326
VR3_Dzi,6.000003875846707
VR3_Dzm,5.996872795507395
VR3_Dzp,5.999254197437788
VR3_Dzv,5.994959171239272
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.09923513555933981
Xch-7dv,0.08764719087643252
Xpc-4dv,0.9718396161178489
Xpc-5dv,1.2904742757395038
Xpc-6dv,1.4966098890382826
Zagreb1,130.0
Zagreb2,150.0
fragCpx,134.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,28
nBondsS,31
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,2
AATS0are,6.2056319148936145
AATS1are,6.395387755102042
AATS2are,6.266512195121949
AATS3are,6.203719000000001
AATS4are,6.361211111111109
AATS5are,6.416869565217391
AATS6are,6.246404494382021
AATS7are,6.154203225806452
AATS8are,5.837623529411767
AATSC0dv,4.0832956088727945
AATSC0pe,0.11595454956994111
AATSC0se,0.07571789225894066
AATSC1dv,1.6813591892166564
AATSC1pe,0.010803331454809124
AATSC1se,0.005599978344619867
AATSC2dv,0.9359052214333825
AATSC2pe,0.015217609226114861
AATSC2se,0.00735576731552738
AATSC3dv,0.40712992304210055
AATSC3pe,-0.002407889995473089
AATSC3se,-0.006319019918515167
AATSC4dv,0.08777681751878219
AATSC4pe,0.01263335070944846
AATSC4se,0.008259699832183293
AATSC5dv,-0.7347757198811188
AATSC5pe,-0.0218487216328459
AATSC5se,-0.013097794201586403
AATSC6dv,-0.6933840621360013
AATSC6pe,-0.017542333457103487
AATSC6se,-0.012077871221407828
AATSC7dv,-0.2889693677380413
AATSC7pe,-0.0019632203546586
AATSC7se,0.004109043453710869
AATSC8dv,0.23209863393071126
AATSC8pe,0.00023238409714272478
AATSC8se,-0.0015766897558117789
AETA_eta,0.7385756425102272
ATSC0are,5.810910638297869
ATSC1are,0.5460803983703022
ATSC2are,1.2752133544590294
ATSC3are,-0.5184588048890917
ATSC4are,1.3325052512449052
ATSC5are,-2.101842100497964
ATSC6are,-1.722507378904482
ATSC7are,0.10020873698506114
ATSC8are,-0.10773626075146969
BCUTZ-1h,8.033566196653501
BCUTZ-1l,5.689802378103971
BCUTc-1h,0.4395015352707572
BCUTc-1l,-0.5082600170082563
BCUTd-1h,3.260378982215361
BCUTd-1l,0.9779461245840233
BCUTi-1h,14.565104059368055
BCUTi-1l,10.95079877257027
BCUTm-1h,16.01627746409152
BCUTm-1l,11.70134677979089
BCUTp-1h,1.9913037849505475
BCUTp-1l,0.7157276705693775
BCUTs-1h,7.008271318136778
BCUTs-1l,1.3529793137755388
BCUTv-1h,20.896891486538628
BCUTv-1l,14.681727338846107
BalabanJ,1.4499785931970393
Diameter,16
ETA_beta,35.0
GATS1are,0.6758043652621906
GATS2are,0.7759702709453171
GATS3are,1.1116164749510096
GATS4are,1.113581437576139
GATS5are,1.5227561652181816
GATS6are,1.194256917148511
GATS7are,1.0036264940181636
GATS8are,0.7891882423241801
HybRatio,0.25
Lipinski,True
LogEE_Dt,233.71509014174168
MATS1are,0.09013929745646236
MATS2are,0.12578320627424477
MATS3are,-0.04193415687584047
MATS4are,0.10886477911860822
MATS5are,-0.18478466231439605
MATS6are,-0.15653978951085099
MATS7are,0.008715178789571313
MATS8are,-0.010251717583788119
MAXssCH2,1.065451888821202
MINssCH2,0.6344494545260099
NsssssAs,0
RotRatio,0.25
SM1_Dzpe,1.259715422276622
SM1_Dzse,1.1662733799930696
SMR_VSA1,14.054495074845217
SMR_VSA2,0.0
SMR_VSA3,10.140641778072654
SMR_VSA4,0.0
SMR_VSA5,26.689117645233267
SMR_VSA6,11.923670568519249
SMR_VSA7,59.98511196141578
SMR_VSA8,0.0
SMR_VSA9,17.137367822980828
SpAD_DzZ,235.5539493970677
SpAD_Dzi,232.1044286995209
SpAD_Dzm,235.61056309056858
SpAD_Dzp,330.1410875100629
SpAD_Dzv,291.128882216801
SpAbs_Dt,467.4301802834833
SpDiam_A,4.781017878956153
SpDiam_D,231.28493425413595
SpMAD_Dt,17.97808385705705
SpMax_Dt,233.71509014174168
SsssssAs,0
VE1_Dzpe,4.994600115118772
VE1_Dzse,4.99519542956387
VE2_Dzpe,0.1921000044276451
VE2_Dzse,0.19212290113707192
VE3_Dzpe,2.563868796889939
VE3_Dzse,2.5639879814004005
VMcGowan,268.9300000000001
VR1_Dzpe,154.73516492188904
VR1_Dzse,154.67327039325073
VR2_Dzpe,5.9513524969957325
VR2_Dzse,5.948971938201951
VR3_Dzpe,5.997226487194808
VR3_Dzse,5.996826404182198
mZagreb1,7.777777777777779
mZagreb2,5.944444444444445
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,40
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.12363639655952911
AATSC1are,0.011144497925924535
AATSC2are,0.015551382371451579
AATSC3are,-0.005184588048890917
AATSC4are,0.01345964900247379
AATSC5are,-0.02284610978802135
AATSC6are,-0.01935401549330879
AATSC7are,0.0010775133009146359
AATSC8are,-0.0012674854206055257
AETA_beta,1.3461538461538463
BCUTdv-1h,6.03351622493746
BCUTdv-1l,0.9878475048132788
BCUTpe-1h,3.5154325686070647
BCUTpe-1l,2.238880560832419
BCUTse-1h,3.7236557209471663
BCUTse-1l,2.4347701435172717
ETA_alpha,12.200000000000001
ETA_dBeta,2.0
ETA_eta_B,0.228341714371469
ETA_eta_F,25.25006132670667
ETA_eta_L,5.742342875820611
ETA_eta_R,44.45302803197258
ETA_psi_1,0.5622119815668205
LabuteASA,151.74515526290256
LogEE_DzZ,117.8223043688635
LogEE_Dzi,116.09227818681296
LogEE_Dzm,117.85048528654363
LogEE_Dzp,164.51653280338957
LogEE_Dzv,145.31579218698846
PEOE_VSA1,14.576746494779727
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,48.833057422050125
PEOE_VSA7,19.410925891078243
PEOE_VSA8,11.629818560158606
PEOE_VSA9,18.491111810809556
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,233.77763547827988
SpAD_Dzse,235.816033427919
SpAbs_DzZ,234.51822314710836
SpAbs_Dzi,231.09314681843736
SpAbs_Dzm,234.5776726714497
SpAbs_Dzp,333.83449385434216
SpAbs_Dzv,292.78654169288126
SpDiam_Dt,341.86232251602667
SpMAD_DzZ,9.059767284502604
SpMAD_Dzi,8.927093411520035
SpMAD_Dzm,9.061944734252638
SpMAD_Dzp,12.697734135002419
SpMAD_Dzv,11.197264700646192
SpMax_DzZ,117.8223043688635
SpMax_Dzi,116.09227818681296
SpMax_Dzm,117.85048528654363
SpMax_Dzp,164.51653280338957
SpMax_Dzv,145.31579218698846
VE1_Dzare,4.994144381356842
VE2_Dzare,0.19208247620603236
VE3_Dzare,2.5637775474316298
VR1_Dzare,154.78014898936087
VR2_Dzare,5.953082653436956
VR3_Dzare,5.997517161457223
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4692307692307693
AETA_dBeta,0.07692307692307693
AETA_eta_B,0.008782373629671884
AETA_eta_F,0.9711562048733335
AETA_eta_L,0.22085934137771582
AETA_eta_R,1.7097318473835608
BCUTare-1h,3.5697953193937995
BCUTare-1l,2.189095719885518
ETA_beta_s,16.5
ETA_dPsi_A,0.15178801843317946
ETA_dPsi_B,0.0
ETA_eta_BR,0.486341714371469
ETA_eta_FL,6.943528972181015
ETA_eta_RL,12.685871848001627
LogEE_Dzpe,116.93726833230443
LogEE_Dzse,117.95287338242078
PEOE_VSA10,17.0176269054199
PEOE_VSA11,0.0
PEOE_VSA12,5.879988336435371
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.05365155780638
SlogP_VSA2,22.654703471937076
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,35.8836165401859
SlogP_VSA6,53.184507987817696
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,230.81025240829484
SpAbs_Dzpe,232.67699072953874
SpAbs_Dzse,234.79031201167058
SpDiam_DzZ,179.27119233224363
SpDiam_Dzi,175.67470249561683
SpDiam_Dzm,179.3165747007484
SpDiam_Dzp,254.04395101501495
SpDiam_Dzv,223.61006029926176
SpMAD_Dzpe,8.991447518395379
SpMAD_Dzse,9.069847439535346
SpMax_Dzpe,116.93726833230443
SpMax_Dzse,117.95287338242078
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6346153846153846
AETA_eta_BR,0.018705450552748807
AETA_eta_FL,0.26705880662234677
AETA_eta_RL,0.48791814800006256
DetourIndex,2936
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,35.19188348105175
EState_VSA4,18.405094737549014
EState_VSA5,0.0
EState_VSA6,25.253314908226923
EState_VSA7,30.33183534230805
EState_VSA8,22.381167581769606
EState_VSA9,9.259957890773396
ETA_beta_ns,18.5
ETA_shape_p,0.10928961748633878
ETA_shape_x,0.0
ETA_shape_y,0.28688524590163933
GhoseFilter,True
LogEE_Dzare,115.45951643931942
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.879988336435371
SpAbs_Dzare,229.5817151565691
SpDiam_Dzpe,177.7481760998487
SpDiam_Dzse,179.49444382568282
SpMAD_Dzare,8.877317400319033
SpMax_Dzare,115.45951643931942
TopoPSA(NO),77.25
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.236459008143019
VSA_EState9,53.43020765852364
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7115384615384616
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03076923076923073
FilterItLogS,-6.378794718897577
SpDiam_Dzare,175.2917451168579
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.595744680851064
ETA_epsilon_2,0.8346153846153843
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5355932203389833
ETA_epsilon_5,0.8148148148148145
AETA_beta_ns_d,0.038461538461538464
ETA_dEpsilon_A,0.15520414031052326
ETA_dEpsilon_B,0.06015146051208076
ETA_dEpsilon_C,-0.09505267979844251
ETA_dEpsilon_D,0.019800569800569767
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7307692307692307
MDEDescriptor,"0.07692307692307693,3.201215084807802,2.5412408081508953,0.0,10.579811363423676,16.533909303214305,0.0,7.502620760359133,0.0,0.0,0.0,0.37796447300922725,0.1111111111111111,0.0,0.0,0.0,0.6850067105944414,0.0,0.0"
APolDescriptor,54.90865299999999
BCUTDescriptor,"11.988284477450383,15.996934387443384,-0.3288320001946047,0.24004608415502604,5.069012168161051,10.305333125888124"
BPolDescriptor,29.727346999999995
TPSADescriptor,77.25
ALOGPDescriptor,"2.2733000000000008,5.167892890000004,96.7819"
XLogPDescriptor,4.468000000000001
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,351.15829170000006
ChiPathDescriptor,"18.355160383312146,12.685871848001627,10.789448535765883,8.90656041659589,7.479138941097395,5.667064284105548,3.630087997035859,2.6200292663893,14.859294559468157,8.60618336220006,5.869643545902753,3.879063556829904,2.4869053705611073,1.532497866374269,0.8032829959480074,0.45857734392324107"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.39273156192534786,0.49336950711604066,0.0,0.0,0.02282177322938192,0.09923513555933981,0.08764719087643251"
AtomCountDescriptor,47
BondCountDescriptor,28
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.293513352520627,0.0,0.2705371431703058,0.0,0.490866102697583,0.0,0.0708826019028591,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,2,3,2,0,0"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"52.87480499352279,2.0336463459047227,17.8922271489334,8.644280873113239,9.247946275820153"
FractionalPSADescriptor,0.21998626210995428
WienerNumbersDescriptor,"1896.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.104282373635626,5.38342096319733,7.06095462625912,0.9718396161178489,1.2904742757395038,1.3450449978085008"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,8,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,10.51862673484295,5.75"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1751.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"29.403348010452277,30.712739171499106,41.42893052237217,41.512353516960985,42.061381880274276"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.48129911872651276,-0.21268795313006147,0.06571382122268504,-0.16501554094948007,0.02255181312981988"
EccentricConnectivityIndexDescriptor,673
AutocorrelationDescriptorPolarizability,"1540.5738217715852,1766.016126634277,2367.0952259420806,2313.619288793708,2143.243739380401"
