DLiP-ID,T001CQ
NumAliphaticCarbocycles,1
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,1
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,477.1343005480006
MZ,0.7183908045977012
Mi,1.111599452087851
Mm,0.6860679434656163
Mp,0.7059986785050588
Mv,0.6711163556223112
SZ,41.66666666666667
Si,64.47276822109535
Sm,39.791940721005744
Sp,40.94792335329341
Sv,38.92474862609405
nB,0
nC,27
nF,0
nH,24
nI,0
nN,1
nO,5
nP,0
nS,0
nX,1
ABC,26.961027755518057
AMW,8.22645345772415
IC0,1.547106804607603
IC1,3.5474074008457652
IC2,4.586007934596237
IC3,5.431172589917855
IC4,5.685567202024122
IC5,5.685567202024122
MID,69.53697009744417
Mpe,0.9807302231237323
Mse,1.0126893035638043
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,126.65360000000001
SdO,24.98915486609023
SdS,0
Spe,56.88235294117647
SsF,0
SsI,0
Sse,58.73597960670065
StN,0
fMF,0.46551724137931033
nBr,0
nCl,1
AMID,2.045205002866005
BIC0,0.24994356300262174
BIC1,0.5731030608543823
BIC2,0.7408946555709854
BIC3,0.8774356265277683
BIC4,0.9185344670015759
BIC5,0.9185344670015759
CIC0,4.310874190519969
CIC1,2.3105735942818066
CIC2,1.2719730605313346
CIC3,0.42680840520971675
CIC4,0.17241379310345017
CIC5,0.17241379310345017
GGI1,8.5
GGI2,5.666666666666668
GGI3,3.7777777777777777
GGI4,2.299444444444445
GGI5,1.9202777777777775
GGI6,1.2304308390022676
GGI7,0.8013392857142856
GGI8,0.6306610607205845
GGI9,0.4337654320987655
JGI1,0.22368421052631576
JGI2,0.10493827160493831
JGI3,0.061930783242258654
JGI4,0.03832407407407409
JGI5,0.028660862354892205
JGI6,0.016855216972633803
JGI7,0.012141504329004328
JGI8,0.012613221214411687
JGI9,0.011414879792072776
MIC0,16.57119078755492
MIC1,35.2248165204765
MIC2,44.57034842306972
MIC3,47.84196451953571
MIC4,48.09839428853883
MIC5,48.09839428853883
MPC2,57
MPC3,79
MPC4,105
MPC5,143
MPC6,175
MPC7,211
MPC8,244
MPC9,268
Mare,0.9910344827586207
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,2
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.1673484286426133
RPCG,0.11743509558699328
SIC0,0.26410239396379454
SIC1,0.6055682672573286
SIC2,0.7828649390311594
SIC3,0.9271406982090385
SIC4,0.9705677104028065
SIC5,0.9705677104028065
SaaN,0
SaaO,0
SaaS,0
Sare,57.480000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.1788894632556985
SsLi,0
SsOH,19.148808489969028
SsSH,0
SssO,6.686282412656421
SssS,0
StCH,0
StsC,0
TIC0,89.73219466724098
TIC1,205.74962924905438
TIC2,265.98846020658175
TIC3,315.0080102152356
TIC4,329.7628977173991
TIC5,329.7628977173991
Vabc,422.2236802130991
WPol,61
apol,68.383032
bpol,29.768967999999997
nRot,8
ABCGG,21.416467201220158
ATS0Z,1654.0
ATS0d,214.0
ATS0i,9168.127182651377
ATS0m,6652.255357000001
ATS0p,95.149429716376
ATS0s,296.6580742264898
ATS0v,14010.205230030788
ATS1Z,1672.0
ATS1d,280.0
ATS1i,8846.360926865105
ATS1m,6421.493423000003
ATS1p,120.84435079200004
ATS1s,200.11779835390948
ATS1v,17788.110134093968
ATS2Z,2543.0
ATS2d,439.0
ATS2i,15605.073966469941
ATS2m,9637.990636000004
ATS2p,182.7612374682451
ATS2s,348.47993827160485
ATS2v,26342.95901337841
ATS3Z,3049.0
ATS3d,506.0
ATS3i,21303.56901640516
ATS3m,11364.634747000004
ATS3p,216.66058906903692
ATS3s,433.6921296296297
ATS3v,30857.763365192208
ATS4Z,3056.0
ATS4d,545.0
ATS4i,27010.537202882242
ATS4m,11085.958073000002
ATS4p,222.33049232947008
ATS4s,563.6702674897118
ATS4v,31642.761236983686
ATS5Z,3153.0
ATS5d,567.0
ATS5i,24138.362527096993
ATS5m,11659.278351999998
ATS5p,245.417946698433
ATS5s,482.4182098765432
ATS5v,34823.70039920233
ATS6Z,3647.0
ATS6d,622.0
ATS6i,28836.16202096249
ATS6m,13431.388024000002
ATS6p,290.592653746678
ATS6s,549.3106995884775
ATS6v,40138.59428152154
ATS7Z,3659.0
ATS7d,595.0
ATS7i,31886.556388985282
ATS7m,13193.049355
ATS7p,305.470290166678
ATS7s,596.4362139917695
ATS7v,40518.91647170113
ATS8Z,3126.0
ATS8d,501.0
ATS8i,34095.83909846585
ATS8m,10974.004878999995
ATS8p,266.510948348148
ATS8s,589.4557613168726
ATS8v,33831.945897817706
C1SP1,0
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,13
C2SP3,3
C3SP2,5
C3SP3,0
C4SP3,1
FCSP3,0.25925925925925924
GGI10,0.1871196816651362
JGI10,0.007796653402714009
JGT10,0.5183596775133157
Kier1,25.641274238227147
Kier2,10.400738688827332
Kier3,5.086364364685147
MAXdO,13.718172669788078
MID_C,56.487086801214005
MID_N,2.2901284314993307
MID_O,8.995266435675815
MID_X,1.7644884290550285
MID_h,13.049883296230172
MINdO,11.270982196302155
MPC10,264
MWC01,38.0
MWC02,5.25227342804663
MWC03,6.150602768446279
MWC04,7.079184394609668
MWC05,8.00736706798333
MWC06,8.94910546953925
MWC07,9.891263137913406
MWC08,10.841363635435306
MWC09,11.791821553453845
MWC10,12.747376066608082
NaaCH,12
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.684400000000004
SRW02,4.343805421853684
SRW03,1.9459101490553132
SRW04,5.720311776607412
SRW05,4.110873864173311
SRW06,7.312553498102598
SRW07,6.22455842927536
SRW08,8.999248901686114
SRW09,8.27664912542186
SRW10,10.739153740836397
SaaCH,21.12492228340721
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.5639938835423157
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.1847316228758922
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.684655612244898
SsssP,0
VE1_A,4.439390889730144
VE1_D,5.719240857507026
VE2_A,0.1305703202861807
VE2_D,0.1682129663972655
VE3_A,2.714292611657537
VE3_D,2.9676115109870618
VR1_A,636.0373722813229
VR1_D,243.36314393583982
VR2_A,18.706981537685966
VR2_D,7.157739527524701
VR3_A,7.6790327546844726
VR3_D,6.7183301789181575
WPath,3134
Xc-3d,2.8582571773822556
Xc-4d,0.19304138174397717
Xc-5d,0.7983691534668916
Xc-6d,0.08957624642754414
Xp-0d,23.924074484064484
Xp-1d,16.382613033595543
Xp-2d,15.203660860932729
Xp-3d,13.252988867418612
Xp-4d,10.642722228967504
Xp-5d,8.912895766364535
Xp-6d,6.879883436885546
Xp-7d,5.25361688083959
ZMIC0,110.44813301610671
ZMIC1,65.3841945197953
ZMIC2,36.4880012837927
ZMIC3,27.068448553952244
ZMIC4,25.915087219537398
ZMIC5,25.915087219537398
nAcid,1
nAtom,58
nBase,0
nRing,5
piPC1,3.912023005428146
piPC2,4.505349850705881
piPC3,5.05783689558055
piPC4,5.5877167136393115
piPC5,6.147800337840577
piPC6,6.399010821419971
piPC7,6.784916515896358
piPC8,7.139957674784693
piPC9,7.504236673819106
AATS0Z,28.517241379310345
AATS0d,3.689655172413793
AATS0i,158.07115832157547
AATS0m,114.69405787931036
AATS0p,1.6405074089030345
AATS0s,5.114794383215342
AATS0v,241.5552625867377
AATS1Z,26.967741935483872
AATS1d,4.516129032258065
AATS1i,142.6832407558888
AATS1m,103.57247456451617
AATS1p,1.949102432129033
AATS1s,3.2277064250630563
AATS1v,286.90500216280594
AATS2Z,24.21904761904762
AATS2d,4.180952380952381
AATS2i,148.6197520616185
AATS2m,91.79038700952385
AATS2p,1.7405832139832866
AATS2s,3.3188565549676654
AATS2v,250.88532393693725
AATS3Z,21.624113475177303
AATS3d,3.5886524822695036
AATS3i,151.0891419603203
AATS3m,80.60024643262415
AATS3p,1.5365999224754392
AATS3s,3.075830706593118
AATS3v,218.84938556873905
AATS4Z,18.19047619047619
AATS4d,3.244047619047619
AATS4i,160.77700716001334
AATS4m,65.98784567261906
AATS4p,1.3233957876754172
AATS4s,3.355180163629237
AATS4v,188.34976926776002
AATS5Z,19.955696202531644
AATS5d,3.588607594936709
AATS5i,152.7744463740316
AATS5m,73.7929009620253
AATS5p,1.5532781436609684
AATS5s,3.0532798093452103
AATS5v,220.40316708355905
AATS6Z,19.296296296296298
AATS6d,3.291005291005291
AATS6i,152.57228582519835
AATS6m,71.0655451005291
AATS6p,1.537527268500942
AATS6s,2.9064058179284524
AATS6v,212.37351471704517
AATS7Z,17.507177033492823
AATS7d,2.84688995215311
AATS7i,152.56725544969035
AATS7m,63.12463806220095
AATS7p,1.4615803357257322
AATS7s,2.8537617894343037
AATS7v,193.8704137401968
AATS8Z,14.607476635514018
AATS8d,2.3411214953271027
AATS8i,159.3263509274105
AATS8m,51.280396630841096
AATS8p,1.2453782633091028
AATS8s,2.7544661743779093
AATS8v,158.0932051299893
AMID_C,1.661384905918059
AMID_N,0.06735671857350972
AMID_O,0.2645666598728181
AMID_X,0.051896718501618484
AMID_h,0.3838200969479462
ATS0dv,471.60493827160496
ATS0pe,370.1227
ATS0se,453.87290899999994
ATS1dv,474.1111111111111
ATS1pe,404.57200000000006
ATS1se,482.7225139999998
ATS2dv,724.6666666666667
ATS2pe,680.6197999999999
ATS2se,820.3778279999997
ATS3dv,793.6666666666667
ATS3pe,897.3320000000003
ATS3se,1092.8080079999997
ATS4dv,817.1111111111111
ATS4pe,1081.6977000000002
ATS4se,1333.3633780000002
ATS5dv,803.1111111111111
ATS5pe,998.4
ATS5se,1219.5560779999998
ATS6dv,784.6666666666667
ATS6pe,1173.7469
ATS6se,1441.3291579999996
ATS7dv,711.6666666666666
ATS7pe,1278.0347
ATS7se,1579.6006180000002
ATS8dv,575.5555555555557
ATS8pe,1275.3365000000006
ATS8se,1606.4613819999997
ATSC0Z,576.4137931034484
ATSC0c,1.2065113116515882
ATSC0d,41.58620689655172
ATSC0i,81.04273225698034
ATSC0m,2713.848469396551
ATSC0p,14.524618242013517
ATSC0s,109.53278778991849
ATSC0v,2946.6581955762267
ATSC1Z,4.9369797859690365
ATSC1c,-0.7745690142593514
ATSC1d,16.028537455410216
ATSC1i,0.22557292052719702
ATSC1m,29.275212455410156
ATSC1p,0.8675840793353449
ATSC1s,-10.003918091645568
ATSC1v,172.76628469326252
ATSC2Z,11.0439952437574
ATSC2c,0.19479793333246773
ATSC2d,-5.768133174791908
ATSC2i,5.316786522860786
ATSC2m,49.752685489001124
ATSC2p,0.9996810856761157
ATSC2s,14.97282420569353
ATSC2v,3.057657409935345
ATSC3Z,-21.005945303210492
ATSC3c,0.08150294125901957
ATSC3d,-5.890606420927461
ATSC3i,-65.62649636851147
ATSC3m,-117.5512565674791
ATSC3p,-8.79383453133986
ATSC3s,7.4803225505957895
ATSC3v,-1046.2551048960229
ATSC4Z,-98.57788347205708
ATSC4c,-0.017998493829766808
ATSC4d,11.646848989298455
ATSC4i,46.853377469204695
ATSC4m,-423.0768771658742
ATSC4p,7.755803713073604
ATSC4s,-19.691139323437003
ATSC4v,1063.301993032645
ATSC5Z,-58.058263971462566
ATSC5c,-0.1664595717512277
ATSC5d,-11.596908442330552
ATSC5i,13.17681417512456
ATSC5m,-258.6072769250893
ATSC5p,1.9545067378237633
ATSC5s,-14.762978188684222
ATSC5v,202.90222391107517
ATSC6Z,-22.589774078478023
ATSC6c,0.13828364981882163
ATSC6d,-26.513674197384056
ATSC6i,20.039547933375818
ATSC6m,-118.40882172324599
ATSC6p,0.06018435568870961
ATSC6s,-17.639542070292134
ATSC6v,-244.60696366140672
ATSC7Z,-169.18073721759808
ATSC7c,0.06682941363987578
ATSC7d,-23.37098692033294
ATSC7i,-50.44816365971101
ATSC7m,-830.08837963585
ATSC7p,-8.2947898460165
ATSC7s,-22.186028659786757
ATSC7v,-2206.6390421420056
ATSC8Z,-5.837098692033242
ATSC8c,-0.5182233633920407
ATSC8d,6.112960760998802
ATSC8i,-14.236694269834699
ATSC8m,-40.95728373900103
ATSC8p,-2.9977581777769085
ATSC8s,2.8701592808439464
ATSC8v,-399.1889247689278
AXp-0d,0.7036492495313084
AXp-1d,0.4311213956209354
AXp-2d,0.2667308922970654
AXp-3d,0.16775935275213433
AXp-4d,0.10135925932350004
AXp-5d,0.06232794242212961
AXp-6d,0.03931361963934598
AXp-7d,0.02489865820303123
GATS1Z,0.6347926267281105
GATS1c,1.5358658134087955
GATS1d,0.8179666185203018
GATS1i,1.0702853124586573
GATS1m,0.6385157284229067
GATS1p,0.8840356093579224
GATS1s,0.7228495119158266
GATS1v,0.8430710874060384
GATS2Z,0.7270570539773697
GATS2c,0.8202582775896882
GATS2d,1.4685501066098081
GATS2i,1.0373190782060469
GATS2m,0.7314661648471172
GATS2p,0.8965658283231884
GATS2s,0.5698208248504447
GATS2v,0.9108943927446054
GATS3Z,0.8731537627346458
GATS3c,0.8987861905388486
GATS3d,1.1956705832539432
GATS3i,1.3535728326836765
GATS3m,0.87813521147517
GATS3p,1.2089292100725781
GATS3s,0.6650443896451164
GATS3v,1.0927755409229027
GATS4Z,0.958264964277168
GATS4c,1.213184251200935
GATS4d,0.9994299336650083
GATS4i,0.8342844314763528
GATS4m,0.9519502111836604
GATS4p,0.7373527605780682
GATS4s,1.0977801230555915
GATS4v,0.8006166590383356
GATS5Z,0.7378994884004106
GATS5c,1.005600406740928
GATS5d,1.2838969708419927
GATS5i,0.9918806403162473
GATS5m,0.7419443925915844
GATS5p,0.8739475848610412
GATS5s,0.8325921536219055
GATS5v,0.9138396568137758
GATS6Z,0.7858662169502083
GATS6c,0.6400328771038092
GATS6d,1.2473610782068494
GATS6i,0.9492634448334025
GATS6m,0.7931678578643409
GATS6p,0.953442343061051
GATS6s,0.7933972822908278
GATS6v,0.998519260597165
GATS7Z,0.9299663903935261
GATS7c,0.573823023875623
GATS7d,0.9738805970149255
GATS7i,1.1529282755798775
GATS7m,0.9385826809472883
GATS7p,1.1416010728755435
GATS7s,0.8157165881317231
GATS7v,1.209292684617603
GATS8Z,1.1180271350074806
GATS8c,0.735699947550968
GATS8d,0.7237527316687591
GATS8i,0.9785161537294195
GATS8m,1.1200675701488458
GATS8p,1.0881419832004138
GATS8s,0.8190262730772568
GATS8v,1.0974510332093559
MATS1Z,0.008012412291874039
MATS1c,-0.6005719240204294
MATS1d,0.36056277751029775
MATS1i,0.0026038094102152584
MATS1m,0.010091384754904823
MATS1p,0.05587829569103367
MATS1s,-0.08544020662713551
MATS1v,0.054848598666857915
MATS2Z,0.010583529894369777
MATS2c,0.08918496403380832
MATS2d,-0.07661691542288548
MATS2i,0.036238802929192876
MATS2m,0.010126739242753447
MATS2p,0.038018540727335924
MATS2s,0.0755089235055041
MATS2v,0.0005731888804376495
MATS3Z,-0.014990521672869598
MATS3c,0.027787582470933086
MATS3d,-0.0582665866883078
MATS3i,-0.33309953436585277
MATS3m,-0.017817655679900686
MATS3p,-0.24904764762326126
MATS3s,0.02809215555540024
MATS3v,-0.14605509419380702
MATS4Z,-0.05904237741997971
MATS4c,-0.005150192681109061
MATS4d,0.09668917318171051
MATS4i,0.19959310776502712
MATS4m,-0.05382107986467876
MATS4p,0.18434900362454468
MATS4s,-0.062064807901447874
MATS4v,0.12457921155856182
MATS5Z,-0.03697435338234271
MATS5c,-0.050646365123059395
MATS5d,-0.10236790729894824
MATS5i,0.059685282484624964
MATS5m,-0.03498050324875294
MATS5p,0.04939731598915917
MATS5s,-0.04947670205959381
MATS5v,0.025277141056011518
MATS6Z,-0.012026623416908182
MATS6c,0.03517269329805277
MATS6d,-0.19565312765976106
MATS6i,0.07588222125706233
MATS6m,-0.013389509082636768
MATS6p,0.0012715840696514338
MATS6s,-0.04942075257887438
MATS6v,-0.025474475109379613
MATS7Z,-0.08145134421251848
MATS7c,0.01537156054888374
MATS7d,-0.1559586437826815
MATS7i,-0.1727479870509634
MATS7m,-0.08488294657328772
MATS7p,-0.15848288498112742
MATS7s,-0.056210459538540584
MATS7v,-0.20781803953970632
MATS8Z,-0.0027445863049112697
MATS8c,-0.11641255224867175
MATS8d,0.03983974209947143
MATS8i,-0.04761121940635566
MATS8m,-0.004090343419504073
MATS8p,-0.05593789123641809
MATS8s,0.0071019249355383
MATS8v,-0.03671664090108908
MAXsCl,6.1788894632556985
MAXsOH,9.914579183025701
MAXssO,6.686282412656421
MINsCl,6.1788894632556985
MINsOH,9.234229306943329
MINssO,6.686282412656421
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,2
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,44.821181884744014
SpAD_D,385.0780074302821
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.2630766761007006
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-1.5106076199461693
SssssN,0
TMPC10,1618
TMWC10,152.71035752203576
TSRW10,91.67306490701205
VE1_Dt,5.780879167995518
VE2_Dt,0.1700258578822211
VE3_Dt,2.9783312079291164
VR1_Dt,233.1547065890316
VR2_Dt,6.8574913702656355
VR3_Dt,6.675477641629722
Xc-3dv,1.6935082449377348
Xc-4dv,0.14782177322938192
Xc-5dv,0.212304272476634
Xc-6dv,0.02226405150641022
Xch-3d,0.25
Xch-4d,0.3535533905932738
Xch-5d,0.48233225085219245
Xch-6d,0.7706537584225304
Xch-7d,1.1606260528639525
Xp-0dv,19.164016213127397
Xp-1dv,11.509121837335895
Xp-2dv,9.473093242564055
Xp-3dv,6.806632539949057
Xp-4dv,4.475103805672441
Xp-5dv,3.2560195740033095
Xp-6dv,2.183022538118323
Xp-7dv,1.451762393153794
Xpc-4d,6.937623945694915
Xpc-5d,11.010379744494154
Xpc-6d,18.270845665976527
n3Ring,1
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,62
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.772173601445581
AATS0dv,8.131119625372499
AATS0pe,6.381425862068966
AATS0se,7.8253949827586196
AATS1dv,7.64695340501792
AATS1pe,6.525354838709679
AATS1se,7.785846999999997
AATS2dv,6.901587301587302
AATS2pe,6.482093333333332
AATS2se,7.813122171428568
AATS3dv,5.628841607565012
AATS3pe,6.364056737588655
AATS3se,7.750411404255317
AATS4dv,4.863756613756614
AATS4pe,6.438676785714287
AATS4se,7.936686773809525
AATS5dv,5.0829817158931085
AATS5pe,6.318987341772152
AATS5se,7.718709354430379
AATS6dv,4.151675485008819
AATS6pe,6.2103010582010585
AATS6se,7.6260802010581985
AATS7dv,3.405103668261563
AATS7pe,6.114998564593301
AATS7se,7.557897693779905
AATS8dv,2.689511941848391
AATS8pe,5.95951635514019
AATS8se,7.506828887850466
AATSC0Z,9.938168846611179
AATSC0c,0.020801919166406693
AATSC0d,0.7170035671819263
AATSC0i,1.3972884871893163
AATSC0m,46.79049085166467
AATSC0p,0.2504244524485089
AATSC0s,1.8884963412054911
AATSC0v,50.804451647865974
AATSC1Z,0.07962870622530704
AATSC1c,-0.012493048617086314
AATSC1d,0.2585247976679067
AATSC1i,0.003638272911728984
AATSC1m,0.4721808460550025
AATSC1p,0.013993291602182982
AATSC1s,-0.16135351760718658
AATSC1v,2.786552978923589
AATSC2Z,0.10518090708340382
AATSC2c,0.0018552184126901688
AATSC2d,-0.054934601664684835
AATSC2i,0.05063606212248368
AATSC2m,0.4738350998952488
AATSC2p,0.009520772244534435
AATSC2s,0.1425983257685098
AATSC2v,0.029120546761289
AATSC3Z,-0.14897833548376235
AATSC3c,0.0005780350443902097
AATSC3d,-0.041777350503031635
AATSC3i,-0.4654361444575281
AATSC3m,-0.8336968550885042
AATSC3p,-0.0623676207896444
AATSC3s,0.053051932982948864
