DLiP-ID,C001GI
AATSC6d,-0.12106666666666667
AATSC6i,-0.09191909426119484
AATSC6m,-22.578063337599996
AATSC6p,-0.026289230220781598
AATSC6s,-0.3119987197073618
AATSC6v,-8.882992442101267
AATSC7Z,5.66
AATSC7c,-0.0005176882877057362
AATSC7d,-0.049066666666666654
AATSC7i,-0.38270915887413987
AATSC7m,27.861236025066663
AATSC7p,-0.07983697446126023
AATSC7s,-0.1984740283493369
AATSC7v,-11.457188850587807
AATSC8Z,10.870769230769232
AATSC8c,0.0018628581092106425
AATSC8d,-0.00947692307692303
AATSC8i,-0.09816051315776742
AATSC8m,53.46293199286152
AATSC8p,0.029236019588604837
AATSC8s,0.16726578031022488
AATSC8v,10.465335799956765
ATS0are,160.3474
ATS1are,165.049
ATS2are,262.54190000000006
ATS3are,293.2050000000001
ATS4are,286.28600000000006
ATS5are,271.9718
ATS6are,191.131
ATS7are,177.94179999999997
ATS8are,141.27
ATSC0dv,109.72971193415636
ATSC0pe,3.561503999999999
ATSC0se,2.4460177599999993
ATSC1dv,36.58814814814816
ATSC1pe,0.3421199999999992
ATSC1se,0.17676399999999953
ATSC2dv,-6.106853223593967
ATSC2pe,0.4863735999999992
ATSC2se,0.22686238399999908
ATSC3dv,-42.92934101508917
ATSC3pe,-0.9232390400000002
ATSC3se,-0.3115497376000015
ATSC4dv,-28.33093004115226
ATSC4pe,-1.8723751999999994
ATSC4se,-1.2135400480000005
ATSC5dv,-5.336089986282573
ATSC5pe,-0.3523790400000006
ATSC5se,-0.5755492175999999
ATSC6dv,-33.25370644718793
ATSC6pe,-1.3395407999999998
ATSC6se,-0.8875161120000002
ATSC7dv,-19.495187928669402
ATSC7pe,0.5468592000000012
ATSC7se,0.5865140480000007
ATSC8dv,14.56933004115227
ATSC8pe,1.5674478400000005
ATSC8se,1.0174432096000017
AXp-0dv,0.6812194475221515
AXp-1dv,0.3406510518491908
AXp-2dv,0.19626463224269972
AXp-3dv,0.10920103015864029
AXp-4dv,0.05413324045739739
AXp-5dv,0.034526252606317566
AXp-6dv,0.01984742039694365
AXp-7dv,0.009120480280916896
BertzCT,313.0929223461078
ECIndex,189
ETA_eta,8.688218003693272
GATS1dv,0.5380193457024219
GATS1pe,0.6473624626000701
GATS1se,0.6842083436058126
GATS2dv,1.082724029714615
GATS2pe,0.9194402140219412
GATS2se,0.9602876309450835
GATS3dv,1.2754258738405346
GATS3pe,1.238432364018633
GATS3se,1.2143487238843864
GATS4dv,1.1036271191864886
GATS4pe,1.2979909611220426
GATS4se,1.2930887849863089
GATS5dv,1.1184336494338776
GATS5pe,1.2044324277302256
GATS5se,1.2618440677225498
GATS6dv,1.2797276160302107
GATS6pe,1.3782042642658832
GATS6se,1.4371136863699632
GATS7dv,0.949353543111794
GATS7pe,0.6810718168504091
GATS7se,0.5967999185745895
GATS8dv,0.6162196119412355
GATS8pe,0.2262656882727502
GATS8se,0.12714480925864638
LogEE_A,3.520633901733087
LogEE_D,49.234838873012755
MATS1dv,0.33343884261815054
MATS1pe,0.09606054071538297
MATS1se,0.07226603293346472
MATS2dv,-0.03478349844786344
MATS2pe,0.08535256453453362
MATS2se,0.05796727739213123
MATS3dv,-0.22228866367513078
MATS3pe,-0.14728823451093603
MATS3se,-0.07236942399127849
MATS4dv,-0.1434379558734502
MATS4pe,-0.2920699919035453
MATS4se,-0.2756271547086216
MATS5dv,-0.027630340560878423
MATS5pe,-0.05621652078345666
MATS5se,-0.1336934695474537
MATS6dv,-0.25254255707835627
MATS6pe,-0.3134305057638571
MATS6se,-0.3023676982623382
MATS7dv,-0.14805461213920154
MATS7pe,0.12795605452078704
MATS7se,0.19981936135519612
MATS8dv,0.12766798478266098
MATS8pe,0.4231811573468359
MATS8se,0.3999606194443741
MAXaaCH,1.8496192365835222
MAXaasC,0.9681436077517429
MAXdssC,-0.3103495842781556
MAXsCH3,1.5359027777777778
MAXssNH,2.660972222222222
MAXsssN,1.113139526643991
MDEC-11,0.33333333333333337
MDEC-12,1.3427567700148955
MDEC-13,1.381199369861928
MDEC-22,3.3019272488946267
MDEC-23,6.294690380529889
MDEC-33,0.9654893846056297
MDEN-23,0.4999999999999999
MDEO-12,0.33333333333333337
MINaaCH,1.7971064814814814
MINaasC,0.7241666666666668
MINdssC,-0.3103495842781556
MINsCH3,1.4317078189300412
MINssNH,2.660972222222222
MINsssN,1.113139526643991
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6142857142857143
SM1_Dzi,0.8436195293315673
SM1_Dzm,1.6332136337040133
SM1_Dzp,-2.7484931486484974
SM1_Dzv,-1.2125843559705276
SddssSe,0
SpAD_Dt,136.85041829520816
SpAbs_A,17.35471406158912
SpAbs_D,98.46967774602554
SpMAD_A,1.2396224329706516
SpMAD_D,7.033548410430394
SpMax_A,2.2501437772817003
SpMax_D,49.234838873012755
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,41.57
TpiPC10,6.362596976135641
VAdjMat,4.807354922057604
VE1_DzZ,3.6937467343505554
VE1_Dzi,3.6798368151771075
VE1_Dzm,3.693921380826845
VE1_Dzp,3.652748166453354
VE1_Dzv,3.671982231593981
VE2_DzZ,0.2638390524536111
VE2_Dzi,0.26284548679836484
VE2_Dzm,0.2638515272019175
VE2_Dzp,0.26091058331809674
VE2_Dzv,0.2622844451138558
VE3_DzZ,1.643113554691721
VE3_Dzi,1.6393406441169684
VE3_Dzm,1.6431608352337268
VE3_Dzp,1.6319520432277885
VE3_Dzv,1.6372038704772216
VR1_DzZ,56.18626265114215
VR1_Dzi,57.007107161364026
VR1_Dzm,56.17114502315724
VR1_Dzp,57.96726825680172
VR1_Dzv,57.29657566435961
VR2_DzZ,4.013304475081582
VR2_Dzi,4.071936225811716
VR2_Dzm,4.012224644511231
VR2_Dzp,4.140519161200123
VR2_Dzv,4.092612547454258
VR3_DzZ,4.365144526828894
VR3_Dzi,4.379648183724454
VR3_Dzm,4.3648754279169655
VR3_Dzp,4.396350747467682
VR3_Dzv,4.384713097026615
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.027777777777777776
Xch-7dv,0.06844336144788699
Xpc-4dv,0.7771538430427636
Xpc-5dv,0.6405963056098258
Xpc-6dv,0.7144746799614988
Zagreb1,64.0
Zagreb2,70.0
fragCpx,14.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,6
nBondsD,1
nBondsM,7
nBondsO,14
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,0
AATS0are,6.413895999999999
AATS1are,6.60196
AATS2are,6.563547500000001
AATS3are,6.663750000000002
AATS4are,6.361911111111112
AATS5are,6.181177272727272
AATS6are,6.371033333333333
AATS7are,5.931393333333332
AATS8are,5.433461538461539
AATSC0dv,4.389188477366254
AATSC0pe,0.14246015999999995
AATSC0se,0.09784071039999997
AATSC1dv,1.4635259259259263
AATSC1pe,0.013684799999999967
AATSC1se,0.007070559999999981
AATSC2dv,-0.1526713305898492
AATSC2pe,0.01215933999999998
AATSC2se,0.005671559599999977
AATSC3dv,-0.9756668412520266
AATSC3pe,-0.02098270545454546
AATSC3se,-0.007080675854545488
AATSC4dv,-0.6295762231367169
AATSC4pe,-0.04160833777777776
AATSC4se,-0.026967556622222232
AATSC5dv,-0.12127477241551303
AATSC5pe,-0.008008614545454559
AATSC5se,-0.013080664036363633
AATSC6dv,-1.108456881572931
AATSC6pe,-0.044651359999999994
AATSC6se,-0.029583870400000007
AATSC7dv,-0.6498395976223134
AATSC7pe,0.01822864000000004
AATSC7se,0.01955046826666669
AATSC8dv,0.5603588477366258
AATSC8pe,0.060286455384615405
AATSC8se,0.039132431138461606
AETA_eta,0.6205870002638052
ATSC0are,3.697143999999999
ATSC1are,0.3885039999999996
ATSC2are,0.5770135999999995
ATSC3are,-0.6436454399999992
ATSC4are,-1.8473391999999993
ATSC5are,-0.7748694400000002
ATSC6are,-1.3500607999999996
ATSC7are,0.3297472000000003
ATSC8are,1.3491302399999998
BCUTZ-1h,35.00041776437334
BCUTZ-1l,5.699608223618319
BCUTc-1h,0.4455414935069085
BCUTc-1l,-0.37637331732200874
BCUTd-1h,3.12397467297194
BCUTd-1l,0.9778558037704709
BCUTi-1h,14.553072759490611
BCUTi-1l,10.958432847274144
BCUTm-1h,79.90417841787118
BCUTm-1l,11.711238441249028
BCUTp-1h,3.058973280805725
BCUTp-1l,0.7465788329231513
BCUTs-1h,7.0082686696630105
BCUTs-1l,1.0438557528141845
BCUTv-1h,26.523890656660406
BCUTv-1l,14.696785952328854
BalabanJ,2.2325127712259567
Diameter,9
ETA_beta,17.25
GATS1are,0.6749858809935452
GATS2are,0.9494139259926042
GATS3are,1.228537979094625
GATS4are,1.3058656447607484
GATS5are,1.3000108388332379
GATS6are,1.3997723648307991
GATS7are,0.7039487777592648
GATS8are,0.20288425543941682
HybRatio,0.2222222222222222
Lipinski,True
LogEE_Dt,68.42520914760408
MATS1are,0.10508219317397421
MATS2are,0.09754380678707666
MATS3are,-0.09891625437462971
MATS4are,-0.2775925296811689
MATS5are,-0.11908292651644824
MATS6are,-0.3043026364855323
MATS7are,0.07432475806550506
MATS8are,0.3508764103818016
NsssssAs,0
RotRatio,0.14285714285714285
SM1_Dzpe,0.9783237950312615
SM1_Dzse,0.924455630153814
SMR_VSA1,9.632125767808455
SMR_VSA2,0.0
SMR_VSA3,5.063217724965349
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,19.474258127961054
SMR_VSA7,28.738187789678854
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,71.24665405796566
SpAD_Dzi,71.26738590234812
SpAD_Dzm,71.2695509170309
SpAD_Dzp,132.18651419318036
SpAD_Dzv,107.98695621354608
SpAbs_Dt,136.8504182952081
SpDiam_A,4.500287554563401
SpDiam_D,75.18540851907183
SpMAD_Dt,9.775029878229153
SpMax_Dt,68.42520914760408
SsssssAs,0
VE1_Dzpe,3.684600126874142
VE1_Dzse,3.6848518697404993
VE2_Dzpe,0.263185723348153
VE2_Dzse,0.2632037049814642
VE3_Dzpe,1.640634242636111
VE3_Dzse,1.6407025632837169
VMcGowan,158.8099999999999
VR1_Dzpe,56.735480809455645
VR1_Dzse,56.72523114189379
VR2_Dzpe,4.052534343532546
VR2_Dzse,4.051802224420984
VR3_Dzpe,4.374872015481568
VR3_Dzse,4.374691342058786
mZagreb1,5.944444444444445
mZagreb2,3.2777777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,4
nBondsKS,21
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14788575999999995
AATSC1are,0.015540159999999985
AATSC2are,0.014425339999999986
AATSC3are,-0.014628305454545437
AATSC4are,-0.04105198222222221
AATSC5are,-0.017610669090909095
AATSC6are,-0.04500202666666665
AATSC7are,0.010991573333333343
AATSC8are,0.05188962461538461
AETA_beta,1.2321428571428572
BCUTdv-1h,6.022505275103107
BCUTdv-1l,0.2560143294558167
BCUTpe-1h,3.4925631656020886
BCUTpe-1l,2.2459414665296378
BCUTse-1h,3.7045762657177908
BCUTse-1l,2.442047501384126
ETA_alpha,7.3
ETA_dBeta,-0.25
ETA_eta_B,0.2839846070372962
ETA_eta_F,10.720590031194753
ETA_eta_L,2.9255495524590054
ETA_eta_R,19.408808034888025
ETA_psi_1,0.5983606557377049
LabuteASA,90.9325787511682
LogEE_DzZ,35.55763879580208
LogEE_Dzi,35.69395148898346
LogEE_Dzm,35.528603676307455
LogEE_Dzp,65.50429427902264
LogEE_Dzv,53.73363860192221
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.8375885837366335
PEOE_VSA3,9.85775490903717
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,15.929943897949348
PEOE_VSA7,24.26546827384644
PEOE_VSA8,17.207777773193165
PEOE_VSA9,7.109797541277533
SM1_Dzare,1.0303553171904773
SpAD_Dzpe,72.91202528090761
SpAD_Dzse,74.0302584762045
SpAbs_DzZ,70.09359283347591
SpAbs_Dzi,70.54428344863535
SpAbs_Dzm,70.10296975009945
SpAbs_Dzp,133.75708170669387
SpAbs_Dzv,108.67986155981495
SpDiam_Dt,100.01506148528574
SpMAD_DzZ,5.089046718426118
SpMAD_Dzi,5.090527564453438
SpMAD_Dzm,5.0906822083593495
SpMAD_Dzp,9.441893870941454
SpMAD_Dzv,7.713354015253292
SpMax_DzZ,35.55763879580208
SpMax_Dzi,35.69395148898346
SpMax_Dzm,35.528603676307455
SpMax_Dzp,65.50429427902264
SpMax_Dzv,53.73363860192221
VE1_Dzare,3.6838689944533463
VE2_Dzare,0.26313349960381044
VE3_Dzare,1.640435793701561
VR1_Dzare,56.7595537992021
VR2_Dzare,4.05425384280015
VR3_Dzare,4.375296227698261
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5214285714285715
AETA_dBeta,-0.017857142857142856
AETA_eta_B,0.020284614788378303
AETA_eta_F,0.7657564307996252
AETA_eta_L,0.20896782517564325
AETA_eta_R,1.3863434310634304
BCUTare-1h,3.5470241060631027
BCUTare-1l,2.1952168438385296
ETA_beta_s,8.75
ETA_dPsi_A,0.11563934426229505
ETA_dPsi_B,0.0
ETA_eta_BR,0.3699846070372962
ETA_eta_FL,3.7046794028767933
ETA_eta_RL,6.630228955335799
LogEE_Dzpe,36.525892911527464
LogEE_Dzse,37.08116178311323
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,25.251801761258143
SlogP_VSA3,4.8375885837366335
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,28.738187789678854
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,71.61213632603682
SpAbs_Dzpe,72.0734620280237
SpAbs_Dzse,73.23786793607263
SpDiam_DzZ,55.537732837280224
SpDiam_Dzi,54.677237072231875
SpDiam_Dzm,55.51015457966341
SpDiam_Dzp,102.14676518960144
SpDiam_Dzv,83.67970503644955
SpMAD_Dzpe,5.208001805779115
SpMAD_Dzse,5.287875605443178
SpMax_Dzpe,36.525892911527464
SpMax_Dzse,37.08116178311323
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,14
AETA_beta_s,0.625
AETA_eta_BR,0.02642747193123544
AETA_eta_FL,0.26461995734834237
AETA_eta_RL,0.47358778252398565
DetourIndex,465
EState_VSA1,0.0
EState_VSA2,6.031114512338072
EState_VSA3,0.0
EState_VSA4,15.223323515481326
EState_VSA5,14.157469523954724
EState_VSA6,12.13273413692322
EState_VSA7,12.13273413692322
EState_VSA8,21.24673250195568
EState_VSA9,4.8375885837366335
ETA_beta_ns,8.5
ETA_shape_p,0.365296803652968
ETA_shape_x,0.0
ETA_shape_y,0.2602739726027397
GhoseFilter,True
LogEE_Dzare,35.879664971389154
SlogP_VSA10,10.481923458755384
SlogP_VSA11,0.0
SpAbs_Dzare,70.72897462558787
SpDiam_Dzpe,56.411598299813235
SpDiam_Dzse,57.32525816285015
SpMAD_Dzare,5.115152594716916
SpMax_Dzare,35.879664971389154
TopoPSA(NO),41.57
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.9681436077517429
VSA_EState9,30.475407270933065
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6071428571428571
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.021428571428571415
ETA_dAlpha_B,0.0
FilterItLogS,-2.4993544044968123
SpDiam_Dzare,55.34688940367282
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6200000000000003
ETA_epsilon_2,0.8714285714285713
ETA_epsilon_3,0.43333333333333374
ETA_epsilon_4,0.5580645161290326
ETA_epsilon_5,0.8333333333333334
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.1866666666666666
ETA_dEpsilon_B,0.0619354838709677
ETA_dEpsilon_C,-0.12473118279569889
ETA_dEpsilon_D,0.03809523809523796
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.42857142857142855
MDEDescriptor,"0.33333333333333337,1.3427567700148955,1.381199369861928,0.0,3.3019272488946267,6.294690380529889,0.0,0.9654893846056297,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,30.028723
BCUTDescriptor,"11.85,78.91833729718894,-0.2932448734147106,0.3022238945770766,4.6421576238196804,9.652175831493128"
BPolDescriptor,17.509277
TPSADescriptor,41.57
ALOGPDescriptor,"2.1048999999999998,4.430604009999999,55.902"
XLogPDescriptor,1.765
VAdjMaDescriptor,4.807354922057604
WeightDescriptor,258.00038978000003
ChiPathDescriptor,"10.55204176387779,6.6302289553358005,5.724415976931033,4.455901902781763,2.7252776679884922,2.0706968729118893,1.0998663606779557,0.6648201863365951,9.53707226531012,4.769114725888671,3.532763380368595,2.1840206031728053,1.0826648091479478,0.7941038099453039,0.35725356714498574,0.1459276844946703"
ChiChainDescriptor,"0.0,0.0,0.0,0.08333333333333333,0.1422588984322123,0.0,0.0,0.0,0.027777777777777776,0.06844336144788699"
AtomCountDescriptor,25
BondCountDescriptor,14
SmallRingDescriptor,"1,1,1,1,0,0,0,1,0,0,0"
ChiClusterDescriptor,"0.9642038006177762,0.0,0.16666666666666666,0.0,0.5475908080636134,0.0,0.018633899812498248,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,6,0,0,0,0,0"
ZagrebIndexDescriptor,64.0
LargestChainDescriptor,10
MannholdLogPDescriptor,1.9000000000000001
WeightedPathDescriptor,"27.21323607383993,1.9438025767028522,13.786967313230798,5.179929204925189,6.090692077370491"
FractionalPSADescriptor,0.1611237875859305
WienerNumbersDescriptor,"333.0,17.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.9912974332642692,2.0913462822605107,2.5017211508343644,0.7771538430427635,0.6405963056098257,0.7005857910726097"
FractionalCSP3Descriptor,0.2222222222222222
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"12.071428571428571,5.777777777777778,3.96"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,443.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.2222222222222222
AutocorrelationDescriptorMass,"59.526989464950255,21.535048745198118,31.93498417150536,30.962193241883654,19.64577110239663"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.3430467085758871,-0.2019139166910961,-0.017111827020879815,0.1301030429491775,-0.0985023257524527"
EccentricConnectivityIndexDescriptor,189
AutocorrelationDescriptorPolarizability,"791.7806035016978,858.254594590096,1060.7301591403505,924.9404686640016,635.0420864324342"
