DLiP-ID,T004U2
DLiP-Mol-ID,21499
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H24N4O3/c1-11(8-16(23)24)4-2-3-7-21-18(25)15-10-13-9-12(17(19)20)5-6-14(13)22-15/h5-6,9-11,22H,2-4,7-8H2,1H3,(H3,19,20)(H,21,25)(H,23,24)"
Standard Inchi Key(RDKit),PEKKKMNTIAKZJT-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(CCCCNC(=O)c1cc2cc(C(=N)N)ccc2[nH]1)CC(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),344.415
MW Monoisotopic(RDKit),344.184840628
MolLogP(RDKit),2.46287
XLogP(SDF),
XLogP(CDK),2.894
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),132.06
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.271400508185206
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,355828.09121643496
qed,0.2714005081852059
Chi0,18.396976746569035
Chi1,11.863081100704113
TPSA,132.05999999999997
Chi0n,14.26334569749818
Chi0v,14.26334569749818
Chi1n,8.336867995014767
Chi1v,8.336867995014767
Chi2n,6.353434634523297
Chi2v,6.353434634523297
Chi3n,4.10871310715544
Chi3v,4.10871310715544
Chi4n,2.737601130841479
Chi4v,2.737601130841479
MolMR,96.91580000000005
MolWt,344.41500000000013
fr_SH,0
Kappa1,18.507823175198833
Kappa2,8.322054060024028
Kappa3,5.33974802616619
fr_ArN,1
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,3
