DLiP-ID,T001N4
DLiP-Mol-ID,17430
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H30N2O7/c1-33-17-12-15-10-11-28-24(23(15)22(14-17)36-4)18-6-5-7-19(26(28)31)29(18)27(32)25(30)16-8-9-20(34-2)21(13-16)35-3/h8-9,12-14,18-19,24H,5-7,10-11H2,1-4H3"
Standard Inchi Key(RDKit),FSUVKKORMQCXSX-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)c1ccc(OC)c(OC)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),494.544
MW Monoisotopic(RDKit),494.2053013
MolLogP(RDKit),2.793
XLogP(SDF),
XLogP(CDK),2.342
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),94.61
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.450257739635566
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,160423399.26149663
qed,0.4502577396355661
Chi0,25.559748974456053
