DLiP-ID,C0000M
DLiP-Mol-ID,30095
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C4H6N4O3S2/c1-2(9)6-3-7-8-4(12-3)13(5,10)11/h1H3,(H2,5,10,11)(H,6,7,9)"
Standard Inchi Key(RDKit),BZKPWHYZMXOIDC-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(=O)Nc1nnc(S(N)(=O)=O)s1
SMILES(SDF),
MW(SDF),
MW(RDKit),222.251
MW Monoisotopic(RDKit),221.988132052
MolLogP(RDKit),-0.8561
XLogP(SDF),
XLogP(CDK),-0.981
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),115.04
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.631858692673233
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,682.1272768088121
qed,0.6318586926732331
Chi0,10.060477932315068
Chi1,5.892865415757243
TPSA,115.03999999999999
Chi0n,6.513018912508858
Chi0v,8.14601207436431
Chi1n,3.0327457701565326
Chi1v,5.395561829005821
Chi2n,2.0993176423790123
Chi2v,4.811973693691262
Chi3n,0.9328171861807086
Chi3v,3.0815095121098466
