DLiP-ID,T001R6
DLiP-Mol-ID,17603
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H17N3O4S/c19-17(20)13-5-6-14(26-13)18(25)21-11-3-4-12-9(7-11)1-2-10(16(12)24)8-15(22)23/h3-7,10H,1-2,8H2,(H3,19,20)(H,21,25)(H,22,23)"
Standard Inchi Key(RDKit),GCRYUAABOLZAQH-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(N)c1ccc(C(=O)Nc2ccc3c(c2)CCC(CC(=O)O)C3=O)s1
SMILES(SDF),
MW(SDF),
MW(RDKit),371.418
MW Monoisotopic(RDKit),371.093977024
MolLogP(RDKit),2.50427
XLogP(SDF),
XLogP(CDK),0.822
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),133.34
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.473238765344934
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,786004.4219463186
qed,0.47323876534493353
Chi0,18.844570503761737
Chi1,12.346244348298507
TPSA,133.34
Chi0n,13.742978985242436
Chi0v,14.559475566170162
Chi1n,7.993898629449082
Chi1v,8.810395210376807
Chi2n,6.101334488531215
Chi2v,7.185111445018041
Chi3n,4.277765672285376
Chi3v,5.395066213651754
Chi4n,3.0023401967868515
Chi4v,3.7651146127019746
MolMR,98.12460000000004
MolWt,371.4180000000001
fr_SH,0
