DLiP-ID,C0023C
DLiP-Mol-ID,28094
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H13N3O2S/c1-21-15-7-5-14(6-8-15)16-19-20-17(22-16)23-11-13-4-2-3-12(9-13)10-18/h2-9H,11H2,1H3"
Standard Inchi Key(RDKit),RBJPFMLEAKKOLE-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(-c2nnc(SCc3cccc(C#N)c3)o2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),323.377
MW Monoisotopic(RDKit),323.072847656
MolLogP(RDKit),3.90918
XLogP(SDF),
XLogP(CDK),4.727
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),71.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.662911181196694
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,315300.6929088954
qed,0.6629111811966938
Chi0,16.070703332935974
Chi1,11.279519543128238
TPSA,71.94
Chi0n,12.39229459259502
Chi0v,13.208791173522746
Chi1n,6.880528199921451
Chi1v,7.8661267595749385
Chi2n,4.702479978637526
Chi2v,5.629071100328874
Chi3n,3.1618207434260275
Chi3v,4.0514252105542115
Chi4n,1.994081242076013
Chi4v,2.7002014618325116
MolMR,87.00400000000002
MolWt,323.377
fr_SH,0
Kappa1,15.128637218357301
Kappa2,6.986524857859046
Kappa3,3.7051389447619725
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,837.544859765745
MolLogP,3.909180000000002
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.6774101568415607
SMR_VSA1,9.154013890853395
