DLiP-ID,P000CR
AATSC6Z,-1.009209157127992
AATSC6c,0.004247239585435676
AATSC6d,-0.18017689906347564
AATSC6i,-0.1408021211180653
AATSC6m,-4.981729348421783
AATSC6p,-0.04670426265687469
AATSC6s,0.12314718464562377
AATSC6v,-11.43288843283866
AATSC7Z,-0.5907368503720575
AATSC7c,-0.00046785434046075195
AATSC7d,-0.1293856635187403
AATSC7i,0.3087401539532096
AATSC7m,-2.762388659945415
AATSC7p,0.011916888094577483
AATSC7s,0.19785469800195027
AATSC7v,1.0136366025729584
AATSC8Z,-4.449531737773153
AATSC8c,-0.0044985127923832195
AATSC8d,0.08866860178542087
AATSC8i,-0.367259792537697
AATSC8m,-21.191044998110513
AATSC8p,-0.0922191721275602
AATSC8s,-0.6697975427642987
AATSC8v,-26.39044156801186
ATS0are,195.52960000000004
ATS1are,213.65800000000002
ATS2are,338.9719
ATS3are,405.06800000000015
ATS4are,416.4217
ATS5are,395.86100000000005
ATS6are,378.0998000000001
ATS7are,324.06199999999995
ATS8are,229.015
ATSC0dv,121.9354838709677
ATSC0pe,3.1637096774193525
ATSC0se,1.8884557419354833
ATSC1dv,41.48803329864724
ATSC1pe,-0.21117481789802472
ATSC1se,-0.21034991883454673
ATSC2dv,14.819979188345453
ATSC2pe,0.323515712799165
ATSC2se,-0.004010913631633188
ATSC3dv,-41.80437044745058
ATSC3pe,-1.161406763787723
ATSC3se,-0.5832690239334012
ATSC4dv,-18.15296566077004
ATSC4pe,-0.21321092611862713
ATSC4se,-0.045039450572319846
ATSC5dv,-19.35067637877212
ATSC5pe,-0.13738449531737815
ATSC5se,-0.2633135317377734
ATSC6dv,-36.262226847034334
ATSC6pe,0.5761070759625396
ATSC6se,0.638571596253903
ATSC7dv,-62.92195629552548
ATSC7pe,-0.6436939646201862
ATSC7se,-0.2575266555671176
ATSC8dv,-47.24349635796044
ATSC8pe,-1.906063475546303
ATSC8se,-0.8464865223725283
AXp-0dv,0.545720591077934
AXp-1dv,0.27881899109724806
AXp-2dv,0.14290518790484222
AXp-3dv,0.07226613101093289
AXp-4dv,0.03689038876956572
AXp-5dv,0.019510289394756894
AXp-6dv,0.010215319438084684
AXp-7dv,0.005485093870971525
BertzCT,761.7169419022704
ECIndex,264
ETA_eta,10.888914907231978
GATS1dv,0.4436026936026937
GATS1pe,0.7685310407155937
GATS1se,0.8164593103712502
GATS2dv,0.8355795148247981
GATS2pe,0.7426885469822385
GATS2se,0.7977977068359748
GATS3dv,1.1227639203829682
GATS3pe,1.1736673828338375
GATS3se,1.2152141266948984
GATS4dv,1.0400432900432903
GATS4pe,0.975315041827915
GATS4se,0.9687395778239624
GATS5dv,1.0360243055555558
GATS5pe,0.9306519245475404
GATS5se,0.9773873813999382
GATS6dv,1.1440476190476194
GATS6pe,0.9848722916135612
GATS6se,0.9478548849471272
GATS7dv,1.3462114405510635
GATS7pe,1.2163860926610848
GATS7se,1.132004289287195
GATS8dv,1.2366332497911448
GATS8pe,1.6726200410534364
GATS8se,1.6451027234699482
LogEE_A,3.8920947246364612
LogEE_D,71.04225220258922
MATS1dv,0.3196248196248197
MATS1pe,-0.06270371314470277
MATS1se,-0.104636521003483
MATS2dv,0.07108914844763893
MATS2pe,0.05981148427993552
MATS2se,-0.001242288095151508
MATS3dv,-0.16869908457210053
MATS3pe,-0.18063789859558446
MATS3se,-0.1519788821923787
MATS4dv,-0.06992544492544497
MATS4pe,-0.03165414532786454
MATS4se,-0.011202218289189757
MATS5dv,-0.0768683862433863
MATS5pe,-0.021034046010706173
MATS5se,-0.06753798307434271
MATS6dv,-0.15365079365079368
MATS6pe,0.09408427224063234
MATS6se,0.17470817596517874
MATS7dv,-0.30182689427972453
MATS7pe,-0.11900593981310018
MATS7se,-0.07976294873867557
MATS8dv,-0.3160749094959621
MATS8pe,-0.4914946939104065
MATS8se,-0.3656716857231248
MAXaaCH,1.8175925925925926
MAXaaaC,0.8300000000000003
MAXaasC,0.8037962962962966
MAXaasN,1.8099074074074073
MAXdssC,-0.012080971277399488
MAXsCH3,1.5354771352985637
MAXsNH2,5.81713136180398
MDEC-12,1.320547833084129
MDEC-13,1.9103196584195121
MDEC-22,5.816090066448105
MDEC-23,13.879573179575818
MDEC-33,6.332486321992826
MDEN-12,0.33333333333333337
MDEN-13,0.25
MDEN-22,0.4999999999999999
MDEN-23,0.5
MINaaCH,1.6721934051398337
MINaaaC,0.8300000000000003
MINaasC,0.5815740740740742
MINaasN,1.8099074074074073
MINdssC,-0.012080971277399488
MINsCH3,1.5354771352985637
MINsNH2,5.81713136180398
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.8214285714285716
SM1_Dzi,1.0741325277088927
SM1_Dzm,0.8192662930274439
SM1_Dzp,-3.1550215370664243
SM1_Dzv,-1.6762929910317408
SddssSe,0
SpAD_Dt,322.9006734150719
SpAbs_A,24.699850874155988
SpAbs_D,142.08450440517845
SpMAD_A,1.2999921512713677
SpMAD_D,7.478131810798866
SpMax_A,2.507264808874095
SpMax_D,71.04225220258922
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.28
TpiPC10,9.001322653859116
VAdjMat,5.392317422778761
VE1_DzZ,4.281420436925285
VE1_Dzi,4.280413676627544
VE1_Dzm,4.281421744979451
VE1_Dzp,4.278032793671627
VE1_Dzv,4.280667800402867
VE2_DzZ,0.22533791773290973
VE2_Dzi,0.22528493034881808
VE2_Dzm,0.22533798657786586
VE2_Dzp,0.2251596207195593
VE2_Dzv,0.22529830528436143
VE3_DzZ,2.096138718493131
VE3_Dzi,2.09590354451311
VE3_Dzm,2.096139024011822
VE3_Dzp,2.0953471624581197
VE3_Dzv,2.095962911726488
VR1_DzZ,100.46736266428341
VR1_Dzi,100.54138002323785
VR1_Dzm,100.46752896276585
VR1_Dzp,100.92023219310617
VR1_Dzv,100.65447728829774
VR2_DzZ,5.287755929699127
VR2_Dzi,5.291651580170413
VR2_Dzm,5.287764682250835
VR2_Dzp,5.31159116805822
VR2_Dzv,5.297604067805144
VR3_DzZ,5.251686811319832
VR3_Dzi,5.252423270453999
VR3_Dzm,5.251688466567272
VR3_Dzp,5.2561843107066375
VR3_Dzv,5.2535475210074996
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.11030424396197594
Xch-7dv,0.15689098328615286
Xpc-4dv,1.0348482346205865
Xpc-5dv,1.4351012413583093
Xpc-6dv,1.9181591991250757
Zagreb1,102.0
Zagreb2,122.0
fragCpx,99.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,21
nBondsS,16
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,3
AATS0are,6.307406451612905
AATS1are,6.474484848484849
AATS2are,6.395696226415095
AATS3are,6.429650793650796
AATS4are,6.309419696969697
AATS5are,6.185328125000001
AATS6are,6.301663333333335
AATS7are,6.114377358490565
AATS8are,6.026710526315789
AATSC0dv,3.9334027055150873
AATSC0pe,0.10205515088449524
AATSC0se,0.060917927159209136
AATSC1dv,1.2572131302620375
AATSC1pe,-0.006399236906000749
AATSC1se,-0.006374239964683235
AATSC2dv,0.27962224883670667
AATSC2pe,0.006104070052814435
AATSC2se,-7.567761569119223e-05
AATSC3dv,-0.6635614356738188
AATSC3pe,-0.018435027996630524
AATSC3se,-0.009258238475133353
AATSC4dv,-0.2750449342540915
AATSC4pe,-0.0032304685775549563
AATSC4se,-0.000682415917762422
AATSC5dv,-0.3023543184183144
AATSC5pe,-0.0021466327393340335
AATSC5se,-0.004114273933402709
AATSC6dv,-0.6043704474505722
AATSC6pe,0.00960178459937566
AATSC6se,0.010642859937565051
AATSC7dv,-1.1872067225570846
AATSC7pe,-0.012145169143777099
AATSC7se,-0.00485899350126637
AATSC8dv,-1.2432499041568537
AATSC8pe,-0.05015956514595534
AATSC8se,-0.022275961115066533
AETA_eta,0.5731007845911568
ATSC0are,3.376296774193548
ATSC1are,-0.3064836628511983
ATSC2are,0.20872164412070526
ATSC3are,-1.1983644120707617
ATSC4are,-0.12944151925078168
ATSC5are,-0.273180437044745
ATSC6are,0.8903804370447441
ATSC7are,-0.684294484911549
ATSC8are,-1.808615400624347
BCUTZ-1h,8.021970444837141
BCUTZ-1l,5.705216064934228
BCUTc-1h,0.4028067859907342
BCUTc-1l,-0.45703509889252014
BCUTd-1h,3.2827483070443453
BCUTd-1l,0.9729495196155329
BCUTi-1h,14.557295127759781
BCUTi-1l,10.969224762650649
BCUTm-1h,16.010055170404186
BCUTm-1l,11.718908996367412
BCUTp-1h,1.9915331494275426
BCUTp-1l,0.7526365511322537
BCUTs-1h,7.008269980941148
BCUTs-1l,1.4275677086733667
BCUTv-1h,20.87943348773926
BCUTv-1l,14.702714619906398
BalabanJ,1.749150961192253
Diameter,8
ETA_beta,28.75
GATS1are,0.8095206082216088
GATS2are,0.7782837697256997
GATS3are,1.1936930235419125
GATS4are,0.971996900593511
GATS5are,0.9462683603289341
GATS6are,0.9562029690861905
GATS7are,1.2103777046076618
GATS8are,1.6191907248314772
HybRatio,0.07142857142857142
Lipinski,True
LogEE_Dt,161.45033670753594
MATS1are,-0.08527357476578466
MATS2are,0.03615869079477747
MATS3are,-0.17465033935264765
MATS4are,-0.018007388985995233
MATS5are,-0.03919139312780179
MATS6are,0.1362528009946635
MATS7are,-0.1185463673244115
MATS8are,-0.4370022851811997
NsssssAs,0
RotRatio,0.09523809523809523
SM1_Dzpe,0.9034577723378214
SM1_Dzse,0.8095467726672786
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,14.36865164815621
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,5.733667477162185
SMR_VSA7,48.549926983534135
SMR_VSA8,0.0
SMR_VSA9,11.387855989696924
SpAD_DzZ,100.45480448549122
SpAD_Dzi,97.6087567865178
SpAD_Dzm,100.46947269694577
SpAD_Dzp,126.51726787841602
SpAD_Dzv,117.98912255464872
SpAbs_Dt,322.9006734150719
SpDiam_A,4.8502926453601365
SpDiam_D,98.48107037174981
SpMAD_Dt,16.994772285003783
SpMax_Dt,161.45033670753594
SsssssAs,0
VE1_Dzpe,4.281282229916194
VE1_Dzse,4.2814385057462
VE2_Dzpe,0.22533064367979966
VE2_Dzse,0.22533886872348421
VE3_Dzpe,2.0961064373280642
VE3_Dzse,2.0961429387707358
VMcGowan,186.9299999999998
VR1_Dzpe,100.47136404530228
VR1_Dzse,100.46695986126129
VR2_Dzpe,5.28796652870012
VR2_Dzse,5.287734729540068
VR3_Dzpe,5.251726638197257
VR3_Dzse,5.251682802019508
mZagreb1,6.027777777777778
mZagreb2,4.138888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,8
nBondsKS,25
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1089127991675338
AATSC1are,-0.009287383722763585
AATSC2are,0.003938144228692552
AATSC3are,-0.019021657334456536
AATSC4are,-0.0019612351401633588
AATSC5are,-0.00426844432882414
AATSC6are,0.014839673950745735
AATSC7are,-0.01291121669644432
AATSC8are,-0.047595142121693336
AETA_beta,1.513157894736842
BCUTdv-1h,6.021921254553974
BCUTdv-1l,0.995955496131387
BCUTpe-1h,3.488479462326597
BCUTpe-1l,2.2500315521603325
BCUTse-1h,3.7015470003537057
BCUTse-1l,2.445158004799265
ETA_alpha,8.933333333333334
ETA_dBeta,3.25
ETA_eta_B,0.24950976442664796
ETA_eta_F,19.02525447760875
ETA_eta_L,3.373143895509585
ETA_eta_R,29.91416938484073
ETA_psi_1,0.570212765957447
LabuteASA,109.27725070851609
LogEE_DzZ,50.270635325452375
LogEE_Dzi,48.85211332376111
LogEE_Dzm,50.27785562705328
LogEE_Dzp,62.927735099515886
LogEE_Dzv,58.899201537524824
PEOE_VSA1,10.134362083423978
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,24.26546827384644
PEOE_VSA8,36.76510568091041
PEOE_VSA9,11.210628712464722
SM1_Dzare,1.0283852954862724
SpAD_Dzpe,99.76254850945789
SpAD_Dzse,100.55340013624112
SpAbs_DzZ,99.78289858569525
SpAbs_Dzi,96.7607574225371
SpAbs_Dzm,99.79926095090762
SpAbs_Dzp,129.01049173609815
SpAbs_Dzv,119.47469606608136
SpDiam_Dt,221.47337849640166
SpMAD_DzZ,5.287094972920591
SpMAD_Dzi,5.137302988764095
SpMAD_Dzm,5.287866984049778
SpMAD_Dzp,6.658803572548211
SpMAD_Dzv,6.2099538186657215
SpMax_DzZ,50.270635325452375
SpMax_Dzi,48.85211332376111
SpMax_Dzm,50.27785562705328
SpMax_Dzp,62.927735099515886
SpMax_Dzv,58.899201537524824
VE1_Dzare,4.281115047572435
VE2_Dzare,0.2253218446090755
VE3_Dzare,2.096067386969067
VR1_Dzare,100.47111934576625
VR2_Dzare,5.2879536497771715
VR3_Dzare,5.251724202679075
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47017543859649125
AETA_dBeta,0.17105263157894737
AETA_eta_B,0.01313209286456042
AETA_eta_F,1.0013291830320394
AETA_eta_L,0.1775338892373466
AETA_eta_R,1.5744299676231963
BCUTare-1h,3.543349465653448
BCUTare-1l,2.2013877353865694
ETA_beta_s,12.75
ETA_dPsi_A,0.143787234042553
ETA_dPsi_B,0.0
ETA_eta_BR,0.507509764426648
ETA_eta_FL,5.7915599024368625
ETA_eta_RL,9.164703797946448
LogEE_Dzpe,49.928824663799354
LogEE_Dzse,50.31930779299778
PEOE_VSA10,0.0
PEOE_VSA11,11.607649444364867
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,20.15189659452115
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,17.412202378610907
SlogP_VSA6,42.85599898868567
SlogP_VSA7,0.0
SlogP_VSA8,16.904556707313183
SlogP_VSA9,0.0
SpAD_Dzare,98.80652495044653
SpAbs_Dzpe,99.0301918445787
SpAbs_Dzse,99.89038745341068
SpDiam_DzZ,70.50061833565904
SpDiam_Dzi,68.68108713462591
SpDiam_Dzm,70.50970034846698
SpDiam_Dzp,86.67222283916249
SpDiam_Dzv,81.51175508782151
SpMAD_Dzpe,5.2506604478662044
SpMAD_Dzse,5.292284217696901
SpMax_Dzpe,49.928824663799354
SpMax_Dzse,50.31930779299778
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.6710526315789473
AETA_eta_BR,0.026711040232981473
AETA_eta_FL,0.3048189422335191
AETA_eta_RL,0.48235283147086566
DetourIndex,1515
EState_VSA1,0.0
EState_VSA2,5.783244946364939
EState_VSA3,17.20571876753195
EState_VSA4,11.080152209313258
EState_VSA5,6.923737199690624
EState_VSA6,36.78963192022405
EState_VSA7,10.467061674723404
EState_VSA8,9.967957041894417
EState_VSA9,5.733667477162185
ETA_beta_ns,16.0
ETA_shape_p,0.13805970149253732
ETA_shape_x,0.0
ETA_shape_y,0.3805970149253731
GhoseFilter,True
LogEE_Dzare,49.45738801709096
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,97.98153200336455
SpDiam_Dzpe,70.06594178116441
SpDiam_Dzse,70.56251888061705
SpMAD_Dzare,5.200343418444554
SpMax_Dzare,49.45738801709096
TopoPSA(NO),73.28
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.8099074074074073
VSA_EState9,43.1900925925926
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8421052631578947
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02982456140350876
FilterItLogS,-3.1527521342604556
SpDiam_Dzare,69.47034935624073
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6215053763440861
ETA_epsilon_2,0.8245614035087717
ETA_epsilon_3,0.4433962264150947
ETA_epsilon_4,0.5430894308943092
ETA_epsilon_5,0.7746031746031744
AETA_beta_ns_d,0.02631578947368421
ETA_dEpsilon_A,0.1781091499289914
ETA_dEpsilon_B,0.07841594544977692
ETA_dEpsilon_C,-0.09969320447921448
ETA_dEpsilon_D,0.04995822890559731
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7894736842105263
MDEDescriptor,"0.0,1.320547833084129,1.9103196584195121,0.0,5.816090066448105,13.879573179575818,0.0,6.332486321992826,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.25,0.4999999999999999,0.5,0.0"
APolDescriptor,37.843516
BCUTDescriptor,"11.988360636442525,15.994920201360664,-0.30262926299200477,0.17122642174151145,4.83311429561931,10.623590235814849"
BPolDescriptor,18.036483999999998
TPSADescriptor,73.28
ALOGPDescriptor,"1.3575999999999995,1.8430777599999986,71.01340000000002"
XLogPDescriptor,1.2690000000000001
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,252.1011111
ChiPathDescriptor,"13.405412915006313,9.164703797946451,8.45145197979841,6.973128176898798,6.006953792416886,5.136981593438339,3.6419696615578094,2.634840391312495,10.368691230480747,5.855198813042209,4.2871556371452675,2.9629113714482482,2.1027521598652466,1.463271704606767,0.8478715133610288,0.4881733545164659"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.37193640779635695,0.6255378741606369,0.0,0.0,0.03227486121839514,0.11030424396197594,0.15689098328615286"
AtomCountDescriptor,31
BondCountDescriptor,21
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.3330061885466302,0.0,0.3707908118985982,0.0,0.5141050684399774,0.0,0.09668777000197187,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,8,1,1,0,0,0"
ZagrebIndexDescriptor,102.0
LargestChainDescriptor,9
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"38.96191391275421,2.0506270480396953,14.65918709657137,2.436527099646006,12.222659996925366"
FractionalPSADescriptor,0.29067702113749233
WienerNumbersDescriptor,"651.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.094019309429095,5.058149926224622,7.597538212316097,1.0348482346205865,1.4351012413583086,1.7374520120227623"
FractionalCSP3Descriptor,0.07142857142857142
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.959183673469388,5.78,2.741225461035098"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,747.05
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.07142857142857142
AutocorrelationDescriptorMass,"21.214390240646868,22.661547442576136,32.85216552052651,32.713554839184084,30.907126501129362"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.3499690943427988,-0.1611301274357887,-0.014896580615172707,-0.018905084545242132,0.11431558216536965"
EccentricConnectivityIndexDescriptor,264
AutocorrelationDescriptorPolarizability,"1269.437134198486,1522.3687985241388,2211.8990737132567,2154.1779795541684,1873.256472268097"
