DLiP-ID,T002UK
MPC7,40
MPC8,37
MPC9,38
Mare,0.9966666666666665
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,2
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.32891692138283685
RPCG,0.19075920463705218
SIC0,0.35222578089705536
SIC1,0.7298055544828194
SIC2,0.8487524018678522
SIC3,0.9676992492528844
SIC4,0.9676992492528844
SIC5,0.9676992492528844
SaaN,0
SaaO,0
SaaS,0
Sare,29.899999999999995
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,6.446733381624254
SsCl,0
SsLi,0
SsOH,9.611835027246283
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,51.85000115443883
TIC1,107.43228035743822
TIC2,124.94205536176517
TIC3,142.45183036609208
TIC4,142.45183036609208
TIC5,142.45183036609208
Vabc,252.8765746657884
WPol,28
apol,39.51872299999998
bpol,15.233276999999996
nRot,2
ABCGG,12.402543015998816
ATS0Z,3142.0
ATS0d,107.0
ATS0i,4670.48953282174
ATS0m,15508.304880999996
ATS0p,65.036749953339
ATS0s,151.96210562414268
ATS0v,8354.070465840005
ATS1Z,1173.0
ATS1d,128.0
ATS1i,4436.10649534855
ATS1m,4799.165554000001
ATS1p,66.87441907600001
ATS1s,106.38271604938271
ATS1v,9469.939911501142
ATS2Z,1889.0
ATS2d,189.0
ATS2i,7147.501661434946
ATS2m,7817.677799999998
ATS2p,99.57415629454695
ATS2s,163.36419753086423
ATS2v,13642.203575734095
ATS3Z,2532.0
ATS3d,193.0
ATS3i,9329.455344537348
ATS3m,10439.256866000003
ATS3p,112.590672065698
ATS3s,212.00617283950618
ATS3v,14978.657487416669
ATS4Z,3085.0
ATS4d,167.0
ATS4i,10192.89227485379
ATS4m,13838.826273
ATS4p,101.01408352218802
ATS4s,202.40234910836764
ATS4v,12605.687986476307
ATS5Z,1351.0
ATS5d,140.0
ATS5i,7870.912219463742
ATS5m,5133.575960000002
ATS5p,77.046923056792
ATS5s,174.41975308641983
ATS5v,9994.592778224709
ATS6Z,1617.0
ATS6d,117.0
ATS6i,6627.385944731145
ATS6m,6735.927852999999
ATS6p,68.80442045939597
ATS6s,149.73456790123458
ATS6v,9367.380706023183
ATS7Z,1411.0
ATS7d,116.0
ATS7i,6099.942987589242
ATS7m,5920.431871999999
ATS7p,70.95022479364101
ATS7s,130.7407407407407
ATS7v,8938.320577437647
ATS8Z,1404.0
ATS8d,91.0
ATS8i,5400.260557447549
ATS8m,5634.973024000001
ATS8p,68.275201665698
ATS8s,96.8456790123457
ATS8v,8015.959254986653
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.07142857142857142
GGI10,0.012345679012345678
JGI10,0.006172839506172839
JGT10,0.5436141330480003
Kier1,15.39
Kier2,6.635204081632653
Kier3,3.986159169550173
MAXdO,12.069604591836736
MID_C,28.74031819744396
MID_N,2.026926563714856
MID_O,3.53070351521784
MID_X,3.5154088947446223
MID_h,9.073038973677319
MINdO,12.069604591836736
MPC10,34
MWC01,20.0
MWC02,4.574710978503383
MWC03,5.3981627015177525
MWC04,6.259581464064923
MWC05,7.097548850614793
MWC06,7.959625305098115
MWC07,8.802221746402456
MWC08,9.664024052354822
MWC09,10.509032272359951
MWC10,11.37049747183795
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.477920000000003
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.030437921392435
SRW05,0.0
SRW06,6.535241271013659
SRW07,0.0
SRW08,8.124743020385568
SRW09,0.0
SRW10,9.75504554717585
SaaCH,10.6445071840337
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.3615576446628044
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.18686130007558543
SdssS,0
SsCH3,1.9350308780792187
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.784259259259259
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.980273581115108
VE1_D,4.303613968995081
VE2_A,0.20948808321658463
VE2_D,0.22650599836816215
VE3_A,2.0232044420799715
VE3_D,2.101309013790765
VR1_A,102.29360571413524
VR1_D,93.55113797847794
VR2_A,5.383873984954486
VR2_D,4.923744104130418
VR3_A,5.269701051938272
VR3_D,5.1803621032063
WPath,740
Xc-3d,1.559022817409834
Xc-4d,0.0
Xc-5d,0.3900166571736666
Xc-6d,0.0
Xp-0d,13.991199352633217
Xp-1d,8.969234250586759
Xp-2d,8.395957885032464
Xp-3d,6.692186559074141
Xp-4d,5.046471533377031
Xp-5d,3.6513581422315267
Xp-6d,2.311440387267216
Xp-7d,1.3839836732312611
ZMIC0,72.48433016411059
ZMIC1,51.83578722591727
ZMIC2,39.843417419215086
ZMIC3,31.255737101385407
ZMIC4,31.255737101385407
ZMIC5,31.255737101385407
nAcid,0
nAtom,30
nBase,0
nRing,2
piPC1,3.332204510175204
piPC2,3.9512437185814275
piPC3,4.460144413937834
piPC4,4.9505313700265505
piPC5,5.415544692270697
piPC6,5.435358218808835
piPC7,5.497168225293202
piPC8,5.595872415376057
piPC9,5.887318571375632
AATS0Z,104.73333333333333
AATS0d,3.566666666666667
AATS0i,155.68298442739132
AATS0m,516.9434960333332
AATS0p,2.1678916651113
AATS0s,5.065403520804756
AATS0v,278.46901552800017
AATS1Z,37.83870967741935
AATS1d,4.129032258064516
AATS1i,143.10020952737258
AATS1m,154.81179206451617
AATS1p,2.1572393250322586
AATS1s,3.431700517722023
AATS1v,305.4819326290691
AATS2Z,38.55102040816327
AATS2d,3.857142857142857
AATS2i,145.86738084561114
AATS2m,159.54444489795912
AATS2p,2.0321256386642235
AATS2s,3.3339632149155967
AATS2v,278.4123178721244
AATS3Z,40.83870967741935
AATS3d,3.1129032258064515
AATS3i,150.4750862022153
AATS3m,168.37511074193554
AATS3p,1.8159785817048064
AATS3s,3.4194544006371963
AATS3v,241.59124979704305
AATS4Z,48.203125
AATS4d,2.609375
AATS4i,159.26394179459047
AATS4m,216.231660515625
AATS4p,1.5783450550341878
AATS4s,3.1625367048182444
AATS4v,196.9638747886923
AATS5Z,27.02
AATS5d,2.8
AATS5i,157.41824438927483
AATS5m,102.67151920000003
AATS5p,1.5409384611358399
AATS5s,3.4883950617283968
AATS5v,199.8918555644942
AATS6Z,38.5
AATS6d,2.7857142857142856
AATS6i,157.79490344597966
AATS6m,160.37923459523807
AATS6p,1.6382004871284754
AATS6s,3.5651087595532043
AATS6v,223.03287395293293
AATS7Z,35.275
AATS7d,2.9
AATS7i,152.49857468973104
AATS7m,148.01079679999998
AATS7p,1.7737556198410254
AATS7s,3.2685185185185177
AATS7v,223.45801443594118
AATS8Z,39.0
AATS8d,2.5277777777777777
AATS8i,150.00723770687637
AATS8m,156.52702844444445
AATS8p,1.8965333796027224
AATS8s,2.690157750342936
AATS8v,222.66553486074037
AMID_C,1.5126483261812609
AMID_N,0.10668034545867663
AMID_O,0.18582650080093893
AMID_X,0.18502152077603276
AMID_h,0.4775283670356483
ATS0dv,244.1344307270233
ATS0pe,194.70700000000002
ATS0se,237.09931800000007
ATS1dv,244.07407407407405
ATS1pe,203.92500000000004
ATS1se,242.66389200000006
ATS2dv,325.6296296296296
ATS2pe,316.26410000000004
ATS2se,379.90373600000015
ATS3dv,300.7407407407407
ATS3pe,405.07529999999997
ATS3se,490.49012400000004
ATS4dv,244.6968449931413
ATS4pe,405.66490000000005
ATS4se,501.28905299999997
ATS5dv,222.07407407407405
ATS5pe,318.5880999999999
ATS5se,392.5880199999999
ATS6dv,171.1851851851852
ATS6pe,276.88230000000004
ATS6se,338.13453200000004
ATS7dv,157.1111111111111
ATS7pe,243.53259999999995
ATS7se,301.37891199999996
ATS8dv,93.62962962962963
ATS8pe,225.41700000000003
ATS8se,277.9507920000001
ATSC0Z,1963.8666666666675
ATSC0c,0.6913718943094778
ATSC0d,20.29999999999999
ATSC0i,42.17966687953465
ATSC0m,10566.059780166663
ATSC0p,12.979101034981362
ATSC0s,53.69251257430269
ATSC0v,1678.7389846676942
ATSC1Z,-15.995555555555555
ATSC1c,-0.43174897598990014
ATSC1d,5.089999999999998
ATSC1i,4.179279182911666
ATSC1m,-71.73955130555571
ATSC1p,0.858775328745258
ATSC1s,-6.777021795458008
ATSC1v,105.2187213873311
ATSC2Z,78.35111111111115
ATSC2c,0.09189367797744871
ATSC2d,-5.989999999999998
ATSC2i,-3.721212014150672
ATSC2m,378.5328556944441
ATSC2p,1.0358217487932726
ATSC2s,4.863700655387897
ATSC2v,125.54482912182395
ATSC3Z,-159.32444444444442
ATSC3c,-0.002415774001265193
ATSC3d,-5.219999999999999
ATSC3i,-27.052667643436646
ATSC3m,-913.4437722777768
ATSC3p,-5.92402923570302
ATSC3s,-7.5430239292790775
ATSC3v,-796.8286444244937
ATSC4Z,867.017777777778
ATSC4c,-0.034929607376906806
ATSC4d,-1.640000000000001
ATSC4i,-7.20945709971122
ATSC4m,4664.206355777777
ATSC4p,2.851929676607414
ATSC4s,-6.674142280140221
ATSC4v,237.82996123645225
ATSC5Z,-407.84444444444455
ATSC5c,0.23922901611128938
ATSC5d,0.5999999999999995
ATSC5i,-1.315673168989437
ATSC5m,-2137.1309529444447
ATSC5p,-2.0737515693306134
ATSC5s,-0.9483462886755094
ATSC5v,-159.54608280806121
ATSC6Z,145.58666666666664
ATSC6c,-0.4350517532607702
ATSC6d,2.0799999999999996
ATSC6i,21.998036936409346
ATSC6m,726.4514789999996
ATSC6p,1.9930335458023176
ATSC6s,-30.790562414266123
ATSC6v,222.0088446014338
ATSC7Z,243.3111111111111
ATSC7c,0.2721379866997725
ATSC7d,-2.999999999999999
ATSC7i,8.311248334215465
ATSC7m,1198.2414252777764
ATSC7p,4.13916254831161
ATSC7s,27.220271300106685
ATSC7v,574.3015279829451
ATSC8Z,-566.24
ATSC8c,-0.03329429071324638
ATSC8d,-3.8600000000000003
ATSC8i,-13.789061942135682
ATSC8m,-2987.127195333331
ATSC8p,-4.399928051833303
ATSC8s,-0.33798811156835495
ATSC8v,-703.5275748764111
AXp-0d,0.7363789132964851
AXp-1d,0.4484617125293379
AXp-2d,0.29985563875115945
AXp-3d,0.1968290164433571
AXp-4d,0.12616178833442576
AXp-5d,0.07937735091807667
AXp-6d,0.053754427610865484
AXp-7d,0.034599591830781526
GATS1Z,0.4768243031631692
GATS1c,1.5201931069458632
GATS1d,0.8525345622119821
GATS1i,0.92311873467056
GATS1m,0.4755302240874335
GATS1p,0.5488317608146336
GATS1s,0.754289501586699
GATS1v,0.6684817729429461
GATS2Z,0.5771101298147067
GATS2c,0.6772515241364578
GATS2d,1.3411078717201175
GATS2i,1.0474335694141397
GATS2m,0.5791928899606225
GATS2p,0.6624884005008599
GATS2s,0.5555825181752522
GATS2v,0.7706891724939465
GATS3Z,0.947217908931031
GATS3c,0.9900183224359231
GATS3d,1.059907834101383
GATS3i,1.2981655208193885
GATS3m,0.9513622932733421
GATS3p,1.1120947785087976
GATS3s,0.9839266619306977
GATS3v,1.1050476496979715
GATS4Z,0.7386854271335458
GATS4c,1.0620059906735053
GATS4d,0.959821428571429
GATS4i,1.0944453851856433
GATS4m,0.7364354393352923
GATS4p,0.8746261374285423
GATS4s,1.148744157134384
GATS4v,0.9340543484097651
GATS5Z,1.020089619118745
GATS5c,0.7695575023892997
GATS5d,0.9857142857142862
GATS5i,1.005247480417887
GATS5m,1.0147748846269424
GATS5p,1.0417731988422305
GATS5s,1.2996736122746737
GATS5v,1.0307410930362082
GATS6Z,0.6764594628672296
GATS6c,1.4284389646439333
GATS6d,0.76530612244898
GATS6i,0.677357602734467
GATS6m,0.6769670925517249
GATS6p,0.732100936895738
GATS6s,1.9931622617825218
GATS6v,0.7844671781976837
GATS7Z,0.6909010285830671
GATS7c,0.3405072784971512
GATS7d,1.1071428571428579
GATS7i,0.763061860659549
GATS7m,0.6954132410815871
GATS7p,0.6554327781206499
GATS7s,0.22015930416321328
GATS7v,0.7671348566669799
GATS8Z,1.7371483694299221
GATS8c,0.6246392308401701
GATS8d,1.0515873015873023
GATS8i,1.1269952726368193
GATS8m,1.7402071946270525
GATS8p,1.5196959475018803
GATS8s,0.6396446102043545
GATS8v,1.4097711659752326
MATS1Z,-0.007882189842728517
MATS1c,-0.6043369612022678
MATS1d,0.24265056411886227
MATS1i,0.09588657342765167
MATS1m,-0.00657060187767439
MATS1p,0.06403162257122587
MATS1s,-0.12214753742576342
MATS1v,0.060655390751332375
MATS2Z,0.0244263364929107
MATS2c,0.0813765152437813
MATS2d,-0.18065748466874437
MATS2i,-0.054014012874852316
MATS2m,0.021933891576485832
MATS2p,0.048861364064013625
MATS2s,0.05545979818584883
MATS2v,0.045786856561390636
MATS3Z,-0.039255451720218375
MATS3c,-0.001690729567486227
MATS3d,-0.12442396313364057
MATS3i,-0.3103391145789687
MATS3m,-0.04183100713659982
MATS3p,-0.22085241123290592
MATS3s,-0.06797689497786079
MATS3v,-0.2296737317853474
MATS4Z,0.20694611820218614
MATS4c,-0.023682266509080757
MATS4d,-0.03786945812807886
MATS4i,-0.0801199550755418
MATS4m,0.20692166945475554
MATS4p,0.10299958620451906
MATS4s,-0.058267047746859126
MATS4v,0.06640865277317365
MATS5Z,-0.12460452169190032
MATS5c,0.20761244541208124
MATS5d,0.017733990147783246
MATS5i,-0.018715271119807652
MATS5m,-0.12135825449081843
MATS5p,-0.09586572584995327
MATS5s,-0.010597525537995285
MATS5v,-0.05702354598251377
MATS6Z,0.05295190246646554
MATS6c,-0.4494704729637454
MATS6d,0.07318789584799439
MATS6i,0.37252270319921565
MATS6m,0.049109500075461776
MATS6p,0.1096836665360655
MATS6s,-0.40961500613139395
MATS6v,0.09446241946616359
MATS7Z,0.09292042908547758
MATS7c,0.2952151970665253
MATS7d,-0.11083743842364535
MATS7i,0.14778296539098626
MATS7m,0.08505356657599349
MATS7p,0.2391823519107204
MATS7s,0.3802244018070177
MATS7v,0.2565771986718179
MATS8Z,-0.24027428881797805
MATS8c,-0.04013070604894895
MATS8d,-0.15845648604269302
MATS8i,-0.27242711481334747
MATS8m,-0.23559138548982464
MATS8p,-0.2825008218965876
MATS8s,-0.005245736251409793
MATS8v,-0.3492341480231535
MAXsBr,3.223366690812127
MAXsOH,9.611835027246283
MINsBr,3.223366690812127
MINsOH,9.611835027246283
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.38822860701606
SpAD_D,160.28618309466805
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,379
TMWC10,110.63540484275414
TSRW10,52.159039826671815
VE1_Dt,4.304338817872708
VE2_Dt,0.2265441483090899
VE3_Dt,2.1014774275581933
VR1_Dt,93.2978948780133
VR2_Dt,4.9104155198954365
VR3_Dt,5.177651430834525
Xc-3dv,1.007212778592652
Xc-4dv,0.0
Xc-5dv,0.14378348364527177
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1388888888888889
Xch-7d,0.3373962324983881
Xp-0dv,13.24748552534944
Xp-1dv,7.117759698531013
Xp-2dv,5.820776666001051
Xp-3dv,3.7640013069772125
Xp-4dv,2.813704358156081
Xp-5dv,1.359697457235029
Xp-6dv,0.9085295490615812
Xp-7dv,0.3444571762928022
Xpc-4d,3.365155552418787
Xpc-5d,4.582967986947169
Xpc-6d,6.205896834274949
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,0
nHBAcc,2
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,6.156581660899843
AATS0dv,8.137814357567443
AATS0pe,6.490233333333334
AATS0se,7.903310600000002
AATS1dv,7.873357228195937
AATS1pe,6.578225806451615
AATS1se,7.827867483870969
AATS2dv,6.645502645502646
AATS2pe,6.4543693877551025
AATS2se,7.753137469387759
AATS3dv,4.850657108721625
AATS3pe,6.533472580645161
AATS3se,7.911131032258065
AATS4dv,3.8233882030178328
AATS4pe,6.338514062500001
AATS4se,7.8326414531249995
AATS5dv,4.441481481481481
AATS5pe,6.371761999999998
AATS5se,7.851760399999998
AATS6dv,4.075837742504409
AATS6pe,6.592435714285715
AATS6se,8.050822190476191
AATS7dv,3.927777777777777
AATS7pe,6.088314999999999
AATS7se,7.534472799999999
AATS8dv,2.60082304526749
AATS8pe,6.261583333333334
AATS8se,7.720855333333336
AATSC0Z,65.46222222222225
AATSC0c,0.023045729810315926
AATSC0d,0.6766666666666663
AATSC0i,1.4059888959844884
AATSC0m,352.2019926722221
AATSC0p,0.4326367011660454
AATSC0s,1.789750419143423
AATSC0v,55.95796615558981
AATSC1Z,-0.5159856630824372
AATSC1c,-0.013927386322254843
AATSC1d,0.1641935483870967
AATSC1i,0.13481545751327953
AATSC1m,-2.3141790743727646
AATSC1p,0.02770242995952445
AATSC1s,-0.21861360630509705
AATSC1v,3.3941523028171323
AATSC2Z,1.599002267573697
AATSC2c,0.001875381183213239
AATSC2d,-0.12224489795918364
AATSC2i,-0.07594310232960555
AATSC2m,7.725160320294777
AATSC2p,0.02113921936312801
AATSC2s,0.0992591970487326
AATSC2v,2.562139369833142
AATSC3Z,-2.569749103942652
AATSC3c,-3.896409679459989e-05
AATSC3d,-0.08419354838709675
AATSC3i,-0.43633334908768784
AATSC3m,-14.7329640689964
AATSC3p,-0.09554885864037128
AATSC3s,-0.1216616762786948
AATSC3v,-12.85207491007248
AATSC4Z,13.54715277777778
AATSC4c,-0.0005457751152641688
AATSC4d,-0.025625000000000016
AATSC4i,-0.11264776718298782
AATSC4m,72.87822430902777
AATSC4p,0.04456140119699084
AATSC4s,-0.10428347312719095
AATSC4v,3.7160931443195664
AATSC5Z,-8.156888888888892
AATSC5c,0.004784580322225788
AATSC5d,0.01199999999999999
AATSC5i,-0.02631346337978874
