DLiP-ID,I001HN
AATSC5d,0.010910072913853625
AATSC5i,0.12006496480134263
AATSC5m,-7.108163064950753
AATSC5p,0.012669777070882127
AATSC5s,-0.7850422830337763
AATSC5v,-2.430733522885347
AATSC6Z,-0.8611189317459682
AATSC6c,-0.0024027365958502137
AATSC6d,-0.023528938583437242
AATSC6i,-0.2370751716124814
AATSC6m,-4.048092426038794
AATSC6p,-0.028289974461451196
AATSC6s,0.027894249375466453
AATSC6v,-7.403330205833703
AATSC7Z,0.43734809613826586
AATSC7c,-0.0001053329674953484
AATSC7d,-0.003375641371860671
AATSC7i,-0.04393341914527145
AATSC7m,2.031676430484282
AATSC7p,-0.018523253963081836
AATSC7s,0.6754312783714619
AATSC7v,-2.975634876240102
AATSC8Z,1.419464180953001
AATSC8c,0.0016202840971742296
AATSC8d,0.025574169437020608
AATSC8i,-0.005280757471747769
AATSC8m,6.791388993226625
AATSC8p,0.008891548874837897
AATSC8s,0.45120268971794303
AATSC8v,5.651123210755742
ATS0are,300.2046999999999
ATS1are,316.90400000000005
ATS2are,543.461
ATS3are,713.9588999999999
ATS4are,749.5710000000003
ATS5are,689.9109000000001
ATS6are,594.172
ATS7are,600.39
ATS8are,524.3419
ATSC0dv,203.73913043478268
ATSC0pe,7.334915217391304
ATSC0se,4.9335493043478245
ATSC1dv,50.19092627599243
ATSC1pe,-0.12408794896030328
ATSC1se,-0.2087816502835538
ATSC2dv,25.867674858223044
ATSC2pe,-0.11888431001890432
ATSC2se,-0.01647142533081316
ATSC3dv,16.156899810964074
ATSC3pe,2.118089035916823
ATSC3se,1.3024618676748578
ATSC4dv,-111.52173913043478
ATSC4pe,-2.980081521739131
ATSC4se,-2.2761480434782646
ATSC5dv,-126.27410207939506
ATSC5pe,-3.7178760396975403
ATSC5se,-2.194017759924388
ATSC6dv,-16.771266540642724
ATSC6pe,0.010788468809074608
ATSC6se,0.2254864650283558
ATSC7dv,76.94706994328924
ATSC7pe,3.205932797731569
ATSC7se,2.341516351606809
ATSC8dv,76.88468809073726
ATSC8pe,2.0727255671077494
ATSC8se,1.0984254461247662
AXp-0dv,0.5364898601019128
AXp-1dv,0.2901783915915031
AXp-2dv,0.15100676031550553
AXp-3dv,0.0816119508349214
AXp-4dv,0.04467498824351591
AXp-5dv,0.024635044334688376
AXp-6dv,0.012321683751290854
AXp-7dv,0.006722296875191222
BertzCT,1053.202873011093
ECIndex,718
ETA_eta,20.446485879522374
GATS1dv,0.4372337923645769
GATS1pe,0.5715666415887899
GATS1se,0.5972647106946678
GATS2dv,0.7493826595939268
GATS2pe,0.7083415207964525
GATS2se,0.6827013386320975
GATS3dv,0.9130636089262846
GATS3pe,0.7542429423856211
GATS3se,0.752693038055409
GATS4dv,1.291613316261203
GATS4pe,1.3086574309118886
GATS4se,1.398678527886538
GATS5dv,1.3967441009694523
GATS5pe,1.4237237306277841
GATS5se,1.4931145573476856
GATS6dv,0.9786450813196389
GATS6pe,0.8959540970349212
GATS6se,0.8970665865530653
GATS7dv,0.7414944210718856
GATS7pe,0.5966389233771939
GATS7se,0.5229349393242749
GATS8dv,0.7654311448629075
GATS8pe,0.6641322092893093
GATS8se,0.6177036432218641
LogEE_A,4.2727399812428555
LogEE_D,164.53865847658224
MATS1dv,0.2312663861959635
MATS1pe,-0.0158816733585664
MATS1se,-0.039727808150911516
MATS2dv,0.06952828079588635
MATS2pe,-0.008875809835543577
MATS2se,-0.001828311768292045
MATS3dv,0.03257042253521124
MATS3pe,0.11860115620739685
MATS3se,0.10842897529791454
MATS4dv,-0.21895006402048647
MATS4pe,-0.16251484487091378
MATS4se,-0.18454446509512715
MATS5dv,-0.2715240940593052
MATS5pe,-0.22205897962637383
MATS5se,-0.19482702485048278
MATS6dv,-0.0402829614696561
MATS6pe,0.0007197715724432845
MATS6se,0.02236613714101958
MATS7dv,0.17727577586732512
MATS7pe,0.20515923556515553
MATS7se,0.22277655213597394
MATS8dv,0.19952806353971964
MATS8pe,0.1494119332790646
MATS8se,0.11771984768690652
MAXaaCH,1.8428354017892605
MAXaaNH,2.715848760349676
MAXaaaC,0.3854086555903493
MAXaasC,0.5964556624560511
MAXdssC,-0.09154691802238668
MAXsssN,1.6712888110299726
MDEC-22,15.283729155122405
MDEC-23,21.67364265557411
MDEC-33,7.99592562335302
MDEN-23,0.31622776601683794
MDEN-33,0.33333333333333337
MDEO-11,0.5436901865014462
MINaaCH,1.289563615989898
MINaaNH,2.715848760349676
MINaaaC,0.2054880544652582
MINaasC,-0.47496512884867603
MINdssC,-0.6808463847226471
MINsssN,1.439719387755102
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.511904761904762
SM1_Dzi,1.5488545075243887
SM1_Dzm,1.543086245660115
SM1_Dzp,-6.799632915426464
SM1_Dzv,-2.701616984205071
SddssSe,0
SpAD_Dt,566.9126579071269
SpAbs_A,37.212122315757384
SpAbs_D,329.0773169531644
SpMAD_A,1.3290043684199067
SpMAD_D,11.752761319755875
SpMax_A,2.4710338173831903
SpMax_D,164.53865847658224
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.48
TpiPC10,8.462671830581865
VAdjMat,5.954196310386875
VE1_DzZ,5.225554611655348
VE1_Dzi,5.223843391363127
VE1_Dzm,5.225751999305146
VE1_Dzp,5.2262977507273165
VE1_Dzv,5.232372995469173
VE2_DzZ,0.18662695041626245
VE2_Dzi,0.18656583540582597
VE2_Dzm,0.1866339999751838
VE2_Dzp,0.18665349109740417
VE2_Dzv,0.18687046412389902
VE3_DzZ,2.683180355170328
VE3_Dzi,2.6828528300235157
VE3_Dzm,2.6832181279880567
VE3_Dzp,2.683322557537421
VE3_Dzv,2.6844843199779063
VR1_DzZ,172.2803463190606
VR1_Dzi,172.5564847826586
VR1_Dzm,172.25060506041237
VR1_Dzp,173.27338686338138
VR1_Dzv,172.2060814308234
VR2_DzZ,6.152869511395022
VR2_Dzi,6.162731599380664
VR2_Dzm,6.151807323586156
VR2_Dzp,6.188335245120763
VR2_Dzv,6.150217193957978
VR3_DzZ,6.178742487575523
VR3_Dzi,6.180344048068584
VR3_Dzm,6.178569839756202
VR3_Dzp,6.184490035251387
VR3_Dzv,6.178311324641919
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.16304900132889857
Xch-7dv,0.174691512014418
Xpc-4dv,1.6288715465304726
Xpc-5dv,2.149568870128829
Xpc-6dv,2.5991920907893764
Zagreb1,150.0
Zagreb2,180.0
fragCpx,205.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,31
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.52618913043478
AATS1are,6.467428571428573
AATS2are,6.46977380952381
AATS3are,6.374633035714284
AATS4are,6.518008695652176
AATS5are,6.5705800000000005
AATS6are,6.320978723404256
AATS7are,6.126428571428571
AATS8are,6.026918390804598
AATSC0dv,4.4291115311909275
AATSC0pe,0.1594546786389414
AATSC0se,0.10725107183364836
AATSC1dv,1.0243046178773965
AATSC1pe,-0.0025324071216388426
AATSC1se,-0.004260850005786812
AATSC2dv,0.307948510216941
AATSC2pe,-0.0014152894049869562
AATSC2se,-0.00019608839679539474
AATSC3dv,0.14425803402646495
AATSC3pe,0.01891150924925735
AATSC3se,0.011629123818525516
AATSC4dv,-0.9697542533081286
AATSC4pe,-0.025913752362948968
AATSC4se,-0.019792591682419692
AATSC5dv,-1.2026104959942387
AATSC5pe,-0.03540834323521467
AATSC5se,-0.020895407237375124
AATSC6dv,-0.17841772915577367
AATSC6pe,0.00011477094477738945
AATSC6se,0.002398792181152721
AATSC7dv,0.7851741830947881
AATSC7pe,0.03271359997685275
AATSC7se,0.023893023995987847
AATSC8dv,0.8837320470199684
AATSC8pe,0.0238244318058362
AATSC8se,0.012625579840514555
AETA_eta,0.7302316385543705
ATSC0are,8.136697826086952
ATSC1are,-0.23748246691871466
ATSC2are,-0.15251776937618133
ATSC3are,2.2605444234404524
ATSC4are,-3.4282358695652184
ATSC5are,-3.7923732986767487
ATSC6are,0.23294574669187185
ATSC7are,3.6769937618147437
ATSC8are,2.018901937618147
BCUTZ-1h,9.004069961774109
BCUTZ-1l,5.675491706082313
BCUTc-1h,0.46636159455612397
BCUTc-1l,-0.4082422804916956
BCUTd-1h,3.274619454029962
BCUTd-1l,0.9762359012228123
BCUTi-1h,17.4247726047286
BCUTi-1l,10.936635836790668
BCUTm-1h,19.000142305166428
BCUTm-1l,11.687272130971406
BCUTp-1h,2.0127870882327885
BCUTp-1l,0.5458439397563446
BCUTs-1h,8.00192134897179
BCUTs-1l,1.3668976812919333
BCUTv-1h,20.9130937770491
BCUTv-1l,13.30411935382442
BalabanJ,1.2797942802936233
Diameter,15
ETA_beta,37.5
GATS1are,0.589511700440688
GATS2are,0.7129076696343193
GATS3are,0.7572438374152347
GATS4are,1.3266392920319936
GATS5are,1.4162502093975207
GATS6are,0.8757574741591567
GATS7are,0.5661284116460567
GATS8are,0.6528499911127836
HybRatio,0.19047619047619047
Lipinski,True
LogEE_Dt,283.45632895356346
MATS1are,-0.027399656323891835
MATS2are,-0.01026480734518473
MATS3are,0.11410499788035702
MATS4are,-0.16853204790641238
MATS5are,-0.2041885687217186
MATS6are,0.014009949679961834
MATS7are,0.21211748110504144
MATS8are,0.13119147535274842
MAXssCH2,0.35640909758965367
MINssCH2,0.2776422745023943
NsssssAs,0
RotRatio,0.0967741935483871
SM1_Dzpe,1.6190119046886822
SM1_Dzse,1.4797733799930697
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,26.1790256236503
SMR_VSA7,71.67190394374585
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,268.9138816413598
SpAD_Dzi,260.4548361096456
SpAD_Dzm,268.7971624279638
SpAD_Dzp,361.4702376535671
SpAD_Dzv,327.36383759409597
SpAbs_Dt,566.9126579071269
SpDiam_A,4.855122345793392
SpDiam_D,254.18132302269748
SpMAD_Dt,20.246880639540247
SpMax_Dt,283.45632895356346
SsssssAs,0
VE1_Dzpe,5.2251709882748685
VE1_Dzse,5.225521092565224
VE2_Dzpe,0.1866132495812453
VE2_Dzse,0.18662575330590084
VE3_Dzpe,2.683106939525264
VE3_Dzse,2.6831739406937567
VMcGowan,269.6200000000004
VR1_Dzpe,172.30676608361236
VR1_Dzse,172.290530118157
VR2_Dzpe,6.153813074414727
VR2_Dzse,6.153233218505607
VR3_Dzpe,6.1788958291466525
VR3_Dzse,6.17880159761526
mZagreb1,8.61111111111111
mZagreb2,6.138888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,39
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.17688473534971633
AATSC1are,-0.004846580957524789
AATSC2are,-0.0018156877306688254
AATSC3are,0.020183432352146896
AATSC4are,-0.029810746691871465
AATSC5are,-0.03611784093977856
AATSC6are,0.002478146241402892
AATSC7are,0.03752034450831371
AATSC8are,0.023205769397909738
AETA_beta,1.3392857142857142
BCUTdv-1h,7.004064360669556
BCUTdv-1l,1.8936780638277784
BCUTpe-1h,3.9886788394053743
BCUTpe-1l,2.2240993593614093
BCUTse-1h,4.009964760108454
BCUTse-1l,2.4199111537791547
ETA_alpha,12.985714285714288
ETA_dBeta,0.5
ETA_eta_B,0.35566291430929553
ETA_eta_F,30.335497232341
ETA_eta_L,5.806797317244061
ETA_eta_R,50.781983111863376
ETA_psi_1,0.5362831858407082
LabuteASA,160.09785496902177
LogEE_DzZ,134.46886106004106
LogEE_Dzi,130.1856698275491
LogEE_Dzm,134.4129710857691
LogEE_Dzp,179.2584811346881
LogEE_Dzv,163.10300087186116
PEOE_VSA1,14.783797982648164
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,18.19910120538483
PEOE_VSA8,43.32554490142517
PEOE_VSA9,11.080152209313258
SM1_Dzare,1.8043900169108715
SpAD_Dzpe,266.7906439286906
SpAD_Dzse,269.2906972858309
SpAbs_DzZ,267.61796327401294
SpAbs_Dzi,259.12724653176747
SpAbs_Dzm,267.4745170745409
SpAbs_Dzp,365.31659518480274
SpAbs_Dzv,328.90761872792746
SpDiam_Dt,403.31500899649586
SpMAD_DzZ,9.604067201477136
SpMAD_Dzi,9.301958432487343
SpMAD_Dzm,9.599898658141566
SpMAD_Dzp,12.909651344770253
SpMAD_Dzv,11.69156562836057
SpMax_DzZ,134.46886106004106
SpMax_Dzi,130.1856698275491
SpMax_Dzm,134.4129710857691
SpMax_Dzp,179.2584811346881
SpMax_Dzv,163.10300087186116
VE1_Dzare,5.2245378132134555
VE2_Dzare,0.18659063618619484
VE3_Dzare,2.682985754318247
VR1_Dzare,172.3377617341281
VR2_Dzare,6.154920061933146
VR3_Dzare,6.179075699407734
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4637755102040817
AETA_dBeta,0.017857142857142856
AETA_eta_B,0.012702246939617698
AETA_eta_F,1.0834106154407501
AETA_eta_L,0.20738561847300216
AETA_eta_R,1.8136422539951205
BCUTare-1h,4.1077244637765125
BCUTare-1l,2.17440557175803
ETA_beta_s,18.5
ETA_dPsi_A,0.17771681415929175
ETA_dPsi_B,0.0
ETA_eta_BR,0.6996629143092955
ETA_eta_FL,7.7517533308197395
ETA_eta_RL,13.5585506480638
LogEE_Dzpe,133.40243117545674
LogEE_Dzse,134.65673489169603
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.56042801136641
SlogP_VSA3,4.794537184071822
SlogP_VSA4,5.817220841045895
SlogP_VSA5,20.715977351537635
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,263.8886191441613
SpAbs_Dzpe,265.4029194389574
SpAbs_Dzse,268.0223201029796
SpDiam_DzZ,213.42861937670736
SpDiam_Dzi,205.87993392462204
SpDiam_Dzm,213.38423425039207
SpDiam_Dzp,285.51497829909437
SpDiam_Dzv,260.9629913035574
SpMAD_Dzpe,9.528237283167522
SpMAD_Dzse,9.617524903065389
SpMax_Dzpe,133.40243117545674
SpMax_Dzse,134.65673489169603
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6607142857142857
AETA_eta_BR,0.024987961225331982
AETA_eta_FL,0.2768483332435621
AETA_eta_RL,0.4842339517165643
DetourIndex,3828
EState_VSA1,17.507645516762338
EState_VSA2,30.07684475048991
EState_VSA3,24.039188517986943
EState_VSA4,0.0
EState_VSA5,23.229487439386773
EState_VSA6,35.23174507315853
EState_VSA7,6.06636706846161
EState_VSA8,4.9839785209472085
EState_VSA9,0.0
ETA_beta_ns,19.0
ETA_shape_p,0.09900990099009899
ETA_shape_x,0.0
ETA_shape_y,0.36963696369636956
GhoseFilter,True
LogEE_Dzare,131.94795555413592
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,262.3419991296663
SpDiam_Dzpe,211.62872456394007
SpDiam_Dzse,213.7217725339225
SpMAD_Dzare,9.424593540862903
SpMax_Dzare,131.94795555413592
TopoPSA(NO),73.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.802031073803573
VSA_EState9,59.03130225952976
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6785714285714286
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0362244897959183
FilterItLogS,-4.284339870002297
SpDiam_Dzare,209.19505372695187
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6437888198757765
ETA_epsilon_2,0.8647959183673466
ETA_epsilon_3,0.4435897435897435
ETA_epsilon_4,0.5635714285714284
ETA_epsilon_5,0.8453201970443347
AETA_beta_ns_d,0.017857142857142856
ETA_dEpsilon_A,0.200199076286033
ETA_dEpsilon_B,0.08021739130434813
ETA_dEpsilon_C,-0.11998168498168488
ETA_dEpsilon_D,0.019475721323011896
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8571428571428571
MDEDescriptor,"0.0,0.0,0.0,0.0,15.283729155122405,21.67364265557411,0.0,7.99592562335302,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.33333333333333337"
APolDescriptor,55.22527399999998
BCUTDescriptor,"11.850000000000009,18.99840784672149,-0.283114763506745,0.27457780715901875,4.554212275936289,10.051895627324733"
BPolDescriptor,28.374725999999992
TPSADescriptor,73.48
ALOGPDescriptor,"2.6466999999999983,7.005020889999991,102.09089999999999"
XLogPDescriptor,2.9929999999999994
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,379.1332198
ChiPathDescriptor,"19.672997628507925,13.558550648063804,12.127401859423822,11.062772635297646,8.868235576022105,6.73224467119331,4.478181483058364,3.2663466317647973,15.021716082853558,8.995530139336596,6.644297453882244,4.978329000930204,3.439974094750725,2.2664240787913323,1.1952033238752124,0.7327303593958432"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.43258928054836454,0.6518130178574782,0.0,0.0,0.036084391824351615,0.16304900132889857,0.17469151201441802"
AtomCountDescriptor,46
BondCountDescriptor,31
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.721300820049005,0.0,0.6856898218138113,0.0,0.7106503001652275,0.0,0.137420550511246,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,4,0,0,0"
ZagrebIndexDescriptor,150.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"57.44726886164035,2.0516881736300125,20.23041767767122,7.702554189522208,9.97000731323662"
FractionalPSADescriptor,0.19381050291177887
WienerNumbersDescriptor,"2228.0,47.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.070813856366015,7.885179766430743,10.656355217380153,1.6288715465304726,2.14956887012883,2.356547421000761"
FractionalCSP3Descriptor,0.19047619047619047
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.240374609781476,9.427685950413224,4.541789841440473"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1645.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.19047619047619047
AutocorrelationDescriptorMass,"32.90539214949493,33.90751650836642,49.09449872433779,54.682049769444525,49.613376122676385"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6626882963796925,-0.3214911247756506,-0.08886878465321042,0.24580169425509302,-0.2285083746575489"
EccentricConnectivityIndexDescriptor,718
AutocorrelationDescriptorPolarizability,"1811.615242244753,2147.4850111836117,3013.096118850036,3004.5102629465696,2605.9289537640643"
