DLiP-ID,T000NN
DLiP-Mol-ID,16274
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H29N3O2S/c1-17-7-9-18(10-8-17)20(15-24(29)30)14-22-16-31-23(27-22)6-2-5-21-12-11-19-4-3-13-26-25(19)28-21/h7-12,16,20H,2-6,13-15H2,1H3,(H,26,28)(H,29,30)"
Standard Inchi Key(RDKit),BWTGSGUCWZRNSU-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(C(CC(=O)O)Cc2csc(CCCc3ccc4c(n3)NCCC4)n2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),435.593
MW Monoisotopic(RDKit),435.198048168
MolLogP(RDKit),5.18092
XLogP(SDF),
XLogP(CDK),4.019
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),75.11
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.484278273546604
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,15117829.992392456
qed,0.48427827354660374
Chi0,21.63118126525103
Chi1,15.063683283512807
TPSA,75.11
Chi0n,17.93379377043699
Chi0v,18.750290351364715
Chi1n,11.009202540855144
Chi1v,11.888855352110038
Chi2n,8.336378424258031
Chi2v,9.279032265478932
Chi3n,5.799995817848031
Chi3v,6.757410030206471
Chi4n,4.096014827270005
Chi4v,4.9491680970809275
MolMR,125.06350000000006
MolWt,435.59300000000025
fr_SH,0
Kappa1,21.500092178166188
Kappa2,10.051514259868206
Kappa3,5.912565686401234
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1029.501300120336
MolLogP,5.180920000000004
NOCount,5
fr_Ar_N,2
fr_COO2,1
fr_urea,0
