DLiP-ID,T001BH
AATSC3m,1.0416638716342754
AATSC3p,-0.021210287802051562
AATSC3s,0.16275098764258378
AATSC3v,-1.6046054292101002
AATSC4Z,-1.2491582491582487
AATSC4c,7.113111488141919e-05
AATSC4d,-0.06626262626262625
AATSC4i,-0.21719796074514938
AATSC4m,-5.791753630482602
AATSC4p,-0.02451602639400543
AATSC4s,0.03950354020312866
AATSC4v,-6.234476317919823
AATSC5Z,-0.09259259259259242
AATSC5c,-0.002325622346065876
AATSC5d,-0.007407407407407409
AATSC5i,-0.1460407031094892
AATSC5m,-0.37586245234568183
AATSC5p,-0.001667608624677288
AATSC5s,-0.018354756219410965
AATSC5v,-0.17690208856216272
AATSC6Z,0.3581699346405229
AATSC6c,0.002639589479340333
AATSC6d,0.024284676833696457
AATSC6i,0.09725474962686267
AATSC6m,1.8786909857661593
AATSC6p,0.00890742767874977
AATSC6s,0.11658820740103187
AATSC6v,3.5242895986466527
AATSC7Z,-1.8487282463186083
AATSC7c,0.0011933933469257566
AATSC7d,-0.015516882344191574
AATSC7i,0.39864670559282445
AATSC7m,-8.142027270367393
AATSC7p,0.03344203619986881
AATSC7s,-0.23138158078638785
AATSC7v,3.011903806733333
AATSC8Z,-3.005555555555556
AATSC8c,-0.006681791307237628
AATSC8d,-0.16422839506172843
AATSC8i,-0.08418639576602507
AATSC8m,-13.771002206080244
AATSC8p,-0.041291484437153116
AATSC8s,-0.19403561025588917
AATSC8v,-9.64410836152667
ATS0are,289.09319999999985
ATS1are,319.1289
ATS2are,520.9005
ATS3are,630.8167
ATS4are,630.5359999999998
ATS5are,556.9530000000001
ATS6are,533.2409
ATS7are,536.2339000000001
ATS8are,502.902
ATSC0dv,179.6049382716049
ATSC0pe,5.27796444444444
ATSC0se,3.586381244444443
ATSC1dv,45.56104252400551
ATSC1pe,-0.15216795061728522
ATSC1se,-0.2125867995061726
ATSC2dv,32.901234567901255
ATSC2pe,1.451801777777777
ATSC2se,1.2290412044444432
ATSC3dv,11.657064471879288
ATSC3pe,1.3207242469135798
ATSC3se,0.7341923180246909
ATSC4dv,-29.81481481481481
ATSC4pe,-0.2853151111111111
ATSC4se,0.20177630666666707
ATSC5dv,2.9382716049382696
ATSC5pe,-0.8723511111111106
ATSC5se,-0.7557761999999999
ATSC6dv,12.128943758573392
ATSC6pe,0.4749538271604931
ATSC6se,-0.012329283950617359
ATSC7dv,-82.57750342935529
ATSC7pe,-2.489683308641976
ATSC7se,-1.6039875175308627
ATSC8dv,-78.29766803840876
ATSC8pe,-2.4305412345679
ATSC8se,-1.4214561456790118
AXp-0dv,0.5541454597033034
AXp-1dv,0.30288209282376943
AXp-2dv,0.16502602597331378
AXp-3dv,0.09019004559940014
AXp-4dv,0.04990055621665491
AXp-5dv,0.027717685447374407
AXp-6dv,0.014692509198713967
AXp-7dv,0.008155532251339411
BertzCT,1224.7950490388591
ECIndex,754
ETA_eta,22.452054949141
GATS1dv,0.495519406552833
GATS1pe,0.72893748393827
GATS1se,0.8028937316323199
GATS2dv,0.7371307243454619
GATS2pe,0.6025985700809835
GATS2se,0.582774064677668
GATS3dv,0.9041969635511806
GATS3pe,0.6974388449352356
GATS3se,0.665577359382384
GATS4dv,1.06832554302997
GATS4pe,1.0237237925058653
GATS4se,0.9560042064313966
GATS5dv,0.9504399230134728
GATS5pe,0.937495684363164
GATS5se,0.8670164123841428
GATS6dv,0.9471041097219752
GATS6pe,0.8513576287630005
GATS6se,0.8341196932599986
GATS7dv,1.3100148739030915
GATS7pe,1.3840074607481738
GATS7se,1.414962437373008
GATS8dv,1.1757440885345067
GATS8pe,1.1470984815694942
GATS8se,1.1255761169432839
LogEE_A,4.325132374766125
LogEE_D,174.1076269189666
MATS1dv,0.2329656085695209
MATS1pe,-0.0264772676224833
MATS1se,-0.05443726189431713
MATS2dv,0.10177038462713478
MATS2pe,0.15281583491128925
MATS2se,0.19038708452803452
MATS3dv,0.028917587936962526
MATS3pe,0.11149023498424765
MATS3se,0.0912104338393043
MATS4dv,-0.07545554527957607
MATS4pe,-0.02457172423834657
MATS4se,0.025573550824352132
MATS5dv,0.008179818531756939
MATS5pe,-0.08264086659671828
MATS5se,-0.10536752069662844
MATS6dv,0.0357518316647528
MATS6pe,0.04764074226675027
MATS6se,-0.0018200150873439477
MATS7dv,-0.24927452454856552
MATS7pe,-0.2557478956280113
MATS7se,-0.24248169041153644
MATS8dv,-0.24521841490239207
MATS8pe,-0.25903536464394533
MATS8se,-0.22294592444209127
MAXaaCH,2.036956174728576
MAXaaaC,1.1107953502158951
MAXaasC,1.203577832367515
MAXdssC,0.9420095322079449
MAXssNH,3.1015722909279004
MDEC-22,10.936739960676205
MDEC-23,23.76972538885528
MDEC-33,10.534761881241007
MDEN-22,1.6553026437415501
MDEO-11,0.4999999999999999
MDEO-12,0.5
MINaaCH,1.1535702416871245
MINaaaC,0.9487583131788582
MINaasC,-0.10730198431323656
MINdssC,-1.1108830939783314
MINssNH,3.1015722909279004
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9464285714285716
SM1_Dzi,1.3335004041957026
SM1_Dzm,1.9431561536577697
SM1_Dzp,-4.895472134710246
SM1_Dzv,-2.316703071976324
SddssSe,0
SpAD_Dt,717.2029697856799
SpAbs_A,38.85193965335741
SpAbs_D,348.2152538379331
SpMAD_A,1.3397220570123245
SpMAD_D,12.007422546135626
SpMax_A,2.445294990466164
SpMax_D,174.1076269189666
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,128.85
TpiPC10,9.233350548723289
VAdjMat,6.044394119358453
VE1_DzZ,5.30674519334407
VE1_Dzi,5.304863215249622
VE1_Dzm,5.306739147185102
VE1_Dzp,5.303072460327355
VE1_Dzv,5.306102913229992
VE2_DzZ,0.1829912135635886
VE2_Dzi,0.18292631776722834
VE2_Dzm,0.18299100507534832
VE2_Dzp,0.182864567597495
VE2_Dzv,0.182969065973448
VE3_DzZ,2.733689426371787
VE3_Dzi,2.733334724607132
VE3_Dzm,2.733688287036433
VE3_Dzp,2.7329970990795935
VE3_Dzv,2.7335683881531274
VR1_DzZ,188.92496515491203
VR1_Dzi,189.22098947302362
VR1_Dzm,188.92555880330562
VR1_Dzp,189.32634122598319
VR1_Dzv,188.87274107453842
VR2_DzZ,6.514653970859036
VR2_Dzi,6.524861705966332
VR2_Dzm,6.514674441493297
VR2_Dzp,6.528494525033903
VR2_Dzv,6.512853140501325
VR3_DzZ,6.30606066346046
VR3_Dzi,6.307626325475135
VR3_Dzm,6.306063805699816
VR3_Dzp,6.30818293621908
VR3_Dzv,6.305784197617259
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09481763352288226
Xch-6dv,0.2356701280011903
Xch-7dv,0.3146825644071226
Xpc-4dv,1.8129039742182105
Xpc-5dv,2.4724655896059162
Xpc-6dv,3.039237609029339
Zagreb1,160.0
Zagreb2,191.0
fragCpx,277.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,2
nBondsM,23
nBondsO,33
nBondsS,26
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,1
nHetero,8
naHRing,2
AATS0are,6.42429333333333
AATS1are,6.512834693877551
AATS2are,6.43087037037037
AATS3are,6.245709900990098
AATS4are,6.369050505050503
AATS5are,6.188366666666668
AATS6are,6.273422352941177
AATS7are,6.4606493975903625
AATS8are,6.286275
AATSC0dv,3.991220850480109
AATSC0pe,0.117288098765432
AATSC0se,0.07969736098765429
AATSC1dv,0.9298171943674594
AATSC1pe,-0.0031054683799445963
AATSC1se,-0.004338506112370869
AATSC2dv,0.40618808108520066
AATSC2pe,0.017923478737997246
AATSC2se,0.015173348203017818
AATSC3dv,0.11541647991959691
AATSC3pe,0.013076477692213661
AATSC3se,0.007269230871531593
AATSC4dv,-0.30115974560419
AATSC4pe,-0.002881970819304152
AATSC4se,0.002038144511784516
AATSC5dv,0.032647462277091886
AATSC5pe,-0.009692790123456784
AATSC5se,-0.008397513333333332
AATSC6dv,0.14269345598321637
AATSC6pe,0.005587692084241096
AATSC6se,-0.00014505039941902775
AATSC7dv,-0.9949096798717505
AATSC7pe,-0.02999618444146959
AATSC7se,-0.01932515081362485
AATSC8dv,-0.9787208504801095
AATSC8pe,-0.03038176543209875
AATSC8se,-0.017768201820987647
AETA_eta,0.7742087913496897
ATSC0are,5.739279999999998
ATSC1are,-0.1904582222222233
ATSC2are,1.5839293333333317
ATSC3are,1.4073115555555555
ATSC4are,-0.09961599999999976
ATSC5are,-1.0976399999999986
ATSC6are,0.3923311111111112
ATSC7are,-2.5082564444444446
ATSC8are,-2.385724444444443
BCUTZ-1h,16.00450502694892
BCUTZ-1l,5.681474273748104
BCUTc-1h,0.4978856409399661
BCUTc-1l,-0.5090057780779141
BCUTd-1h,3.2119474960036087
BCUTd-1l,0.9730011368871445
BCUTi-1h,14.641986639395352
BCUTi-1l,10.311295561605366
BCUTm-1h,32.062246443830915
BCUTm-1l,11.693068131397183
BCUTp-1h,2.9365411467238136
BCUTp-1l,0.7415003345033409
BCUTs-1h,7.008294732282328
BCUTs-1l,0.604854384480762
BCUTv-1h,24.440721560655412
BCUTv-1l,14.70065729631453
BalabanJ,1.144845201543701
Diameter,15
ETA_beta,40.5
GATS1are,0.7559683942435784
GATS2are,0.6136438846116714
GATS3are,0.6898871366346567
GATS4are,1.0125157007692793
GATS5are,0.934350650255781
GATS6are,0.8552169282148118
GATS7are,1.386748398648888
GATS8are,1.1254229624621903
HybRatio,0.14285714285714285
Lipinski,True
LogEE_Dt,358.6014848928399
MATS1are,-0.03047605487881738
MATS2are,0.15332249702763068
MATS3are,0.10925063771065364
MATS4are,-0.007889491364770478
MATS5are,-0.09562523522114263
MATS6are,0.03619002834542888
MATS7are,-0.23694576188810393
MATS8are,-0.2338220125172495
MAXssCH2,1.0226874507200083
MINssCH2,0.8475274523389601
NsssssAs,0
RotRatio,0.12121212121212122
SM1_Dzpe,1.4325275397796822
SM1_Dzse,1.377892477264776
SMR_VSA1,14.318215515965875
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,5.101407525739723
SMR_VSA5,19.26246486877803
SMR_VSA6,5.425791397110385
SMR_VSA7,65.54856345311278
SMR_VSA8,0.0
SMR_VSA9,11.454175413722904
SpAD_DzZ,241.61415501075672
SpAD_Dzi,243.146793157378
SpAD_Dzm,241.66284308089865
SpAD_Dzp,349.6624490560986
SpAD_Dzv,318.76061073130063
SpAbs_Dt,717.20296978568
SpDiam_A,4.861622302664472
SpDiam_D,262.0615153370573
SpMAD_Dt,24.731136889161377
SpMax_Dt,358.6014848928399
SsssssAs,0
VE1_Dzpe,5.307096904170442
VE1_Dzse,5.307445252034746
VE2_Dzpe,0.1830033415231187
VE2_Dzse,0.18301535351843953
VE3_Dzpe,2.7337557003606534
VE3_Dzse,2.7338213363267276
VMcGowan,279.0300000000005
VR1_Dzpe,188.8987966956955
VR1_Dzse,188.85602975783885
VR2_Dzpe,6.513751610196397
VR2_Dzse,6.51227688820134
VR3_Dzpe,6.305922141419759
VR3_Dzse,6.305695714462144
mZagreb1,7.361111111111112
mZagreb2,6.222222222222223
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,38
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12753955555555552
AATSC1are,-0.003886902494331088
AATSC2are,0.019554683127571998
AATSC3are,0.013933777777777778
AATSC4are,-0.0010062222222222198
AATSC5are,-0.012195999999999985
AATSC6are,0.004615660130718955
AATSC7are,-0.03021995716198126
AATSC8are,-0.02982155555555554
AETA_beta,1.396551724137931
BCUTdv-1h,6.022533311904954
BCUTdv-1l,0.6531832523861223
BCUTpe-1h,3.5018837809153047
BCUTpe-1l,2.2304120247659363
BCUTse-1h,3.714712236013932
BCUTse-1l,2.426287456817802
ETA_alpha,13.933333333333335
ETA_dBeta,2.5
ETA_eta_B,0.24437712897764108
ETA_eta_F,28.47690043943002
ETA_eta_L,6.379546186941609
ETA_eta_R,50.92895538857102
ETA_psi_1,0.5694822888283383
LabuteASA,169.29120052013832
LogEE_DzZ,120.65952231080651
LogEE_Dzi,121.61937935124747
LogEE_Dzm,120.68322628959616
LogEE_Dzp,173.78283530980576
LogEE_Dzv,158.98087380151648
PEOE_VSA1,9.523678331894054
PEOE_VSA2,5.425791397110385
PEOE_VSA3,14.76249422596624
PEOE_VSA4,5.101407525739723
PEOE_VSA5,0.0
PEOE_VSA6,29.53588708331957
PEOE_VSA7,49.09138463432147
PEOE_VSA8,11.126902983393991
PEOE_VSA9,15.928305636856065
SM1_Dzare,1.5752237029804177
SpAD_Dzpe,247.9062024124248
SpAD_Dzse,249.6345950466066
SpAbs_DzZ,239.93619934573218
SpAbs_Dzi,241.90525829829932
SpAbs_Dzm,239.98770846567643
SpAbs_Dzp,352.52023323427295
SpAbs_Dzv,320.27845067500925
SpDiam_Dt,509.9213631118108
SpMAD_DzZ,8.331522586577817
SpMAD_Dzi,8.384372177840621
SpMAD_Dzm,8.33320148554823
SpMAD_Dzp,12.057325829520641
SpMAD_Dzv,10.991745197631056
SpMax_DzZ,120.65952231080651
SpMax_Dzi,121.61937935124747
SpMax_Dzm,120.68322628959616
SpMax_Dzp,173.78283530980576
SpMax_Dzv,158.98087380151648
VE1_Dzare,5.306867673216112
VE2_Dzare,0.18299543700745213
VE3_Dzare,2.733712506141812
VR1_Dzare,188.9238490037301
VR2_Dzare,6.514615482887245
VR3_Dzare,6.306054755535703
n10AHRing,0
n10FARing,1
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4804597701149426
AETA_dBeta,0.08620689655172414
AETA_eta_B,0.00842679755095314
AETA_eta_F,0.9819620841182765
AETA_eta_L,0.2199843512738486
AETA_eta_R,1.7561708754679661
BCUTare-1h,3.5556413540727143
BCUTare-1l,2.1719492212036524
ETA_beta_s,19.0
ETA_dPsi_A,0.14451771117166168
ETA_dPsi_B,0.0
ETA_eta_BR,0.674377128977641
ETA_eta_FL,7.7902902464538455
ETA_eta_RL,14.169836433395455
LogEE_Dzpe,124.00249870758411
LogEE_Dzse,124.86481105700207
PEOE_VSA10,6.263162995639057
PEOE_VSA11,5.693927994848461
PEOE_VSA12,11.02228240186524
PEOE_VSA13,0.0
SlogP_VSA1,5.425791397110385
SlogP_VSA2,26.755474727457674
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,0.0
SlogP_VSA5,34.457011408166295
SlogP_VSA6,58.24629093766339
SlogP_VSA7,0.0
SlogP_VSA8,21.670796047808267
SlogP_VSA9,0.0
SpAD_Dzare,245.20558849865833
SpAbs_Dzpe,246.57246987538846
SpAbs_Dzse,248.3517296367394
SpDiam_DzZ,181.62729212994472
SpDiam_Dzi,182.18889894820884
SpDiam_Dzm,181.6647042471184
SpDiam_Dzp,267.4833660037532
SpDiam_Dzv,243.93228029400728
SpMAD_Dzpe,8.548489738359475
SpMAD_Dzse,8.608089484365745
SpMax_Dzpe,124.00249870758411
SpMax_Dzse,124.86481105700207
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6551724137931034
AETA_eta_BR,0.02325438375784969
AETA_eta_FL,0.26863069815358087
AETA_eta_RL,0.48861504942742945
DetourIndex,5092
EState_VSA1,5.969305287951849
EState_VSA2,11.58465191687437
EState_VSA3,0.0
EState_VSA4,57.71239496450647
EState_VSA5,5.563451491696996
EState_VSA6,11.336785877934737
EState_VSA7,42.46456947923127
EState_VSA8,20.495155964744523
EState_VSA9,9.523678331894054
ETA_beta_ns,21.5
ETA_shape_p,0.0478468899521531
ETA_shape_x,0.0
ETA_shape_y,0.35885167464114825
GhoseFilter,True
LogEE_Dzare,122.65711230805263
SlogP_VSA10,5.131558479839333
SlogP_VSA11,0.0
SpAbs_Dzare,243.73900091312478
SpDiam_Dzpe,186.48154713788048
SpDiam_Dzse,187.93958837789143
SpMAD_Dzare,8.45536512064339
SpMax_Dzare,122.65711230805263
TopoPSA(NO),100.61
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.34546480395763
VSA_EState9,60.09182504015226
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7413793103448276
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0195402298850574
FilterItLogS,-6.120456184535282
SpDiam_Dzare,184.29941669965277
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6503703703703704
ETA_epsilon_2,0.8436781609195398
ETA_epsilon_3,0.44683544303797446
ETA_epsilon_4,0.567231638418079
ETA_epsilon_5,0.8086021505376341
AETA_beta_ns_d,0.017241379310344827
ETA_dEpsilon_A,0.20353492733239592
ETA_dEpsilon_B,0.08313873195229138
ETA_dEpsilon_C,-0.12039619538010454
ETA_dEpsilon_D,0.035076010381905776
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.896551724137931
MDEDescriptor,"0.0,0.0,0.0,0.0,10.936739960676205,23.76972538885528,0.0,10.534761881241007,0.0,0.0,0.4999999999999999,0.5,0.0,0.0,0.0,0.0,1.6553026437415501,0.0,0.0"
APolDescriptor,57.33468799999997
BCUTDescriptor,"11.988274602782749,31.972072464744357,-0.3265693376386438,0.3114538711003202,4.00401757331651,10.962099818201613"
BPolDescriptor,25.945311999999994
TPSADescriptor,128.85
ALOGPDescriptor,"3.3085000000000004,10.946172250000004,111.1475"
XLogPDescriptor,4.398000000000001
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,404.09431150000006
ChiPathDescriptor,"19.794317972067564,14.169836433395455,12.98467509717257,11.251581618428531,9.510193871611179,7.692559306106024,5.587812338805865,4.067992840515229,16.0702183313958,9.99510906318439,7.756223220745746,5.772162918361613,4.241547278415668,2.938074657421688,1.7190235762495323,1.084685789428142"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.5596230055411735,0.9491352930730956,0.0,0.0,0.09481763352288226,0.2356701280011903,0.31468256440712256"
AtomCountDescriptor,45
BondCountDescriptor,33
SmallRingDescriptor,"5,4,3,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"1.840206908719886,0.0,0.46941609682128765,0.0,0.8707150035662483,0.0,0.12492773074361566,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,0,3,0,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"60.64644937333291,2.0912568749425144,23.602668189707714,7.916394810228168,12.534760008033969"
FractionalPSADescriptor,0.3188612072308273
WienerNumbersDescriptor,"2438.0,45.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.56099206922084,6.860290406897538,9.072543585129276,1.8129039742182107,2.472465589605916,2.7624943782081495"
FractionalCSP3Descriptor,0.14285714285714285
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,2,6,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,26
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"20.877869605142333,9.240380262562246,4.62109375"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1589.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.14285714285714285
AutocorrelationDescriptorMass,"38.891081350178766,39.02501021799537,59.07839719218855,55.40839032618552,47.54342345324432"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.5603272754494766,-0.29054828895813395,-0.049857188765994806,0.061233600816060656,0.020969461817436377"
EccentricConnectivityIndexDescriptor,754
AutocorrelationDescriptorPolarizability,"2154.113689963396,2575.6897871079896,3654.945383456546,3423.8078050444296,2939.492989347728"
