DLiP-ID,C0016A
DLiP-Mol-ID,31899
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H15N5O2/c1-24-15-8-4-13(5-9-15)16-11-19-22-17(20-16)21-18-10-12-2-6-14(23)7-3-12/h2-11,23H,1H3,(H,20,21,22)/b18-10+"
Standard Inchi Key(RDKit),SNLSIVQVKGPUOU-VCHYOVAHSA-N
Canonical SMILES(RDKit),COc1ccc(-c2cnnc(N/N=C/c3ccc(O)cc3)n2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),321.34
MW Monoisotopic(RDKit),321.12257472
MolLogP(RDKit),2.6988
XLogP(SDF),
XLogP(CDK),3.484
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),92.52
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.554276489889679
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,398544.8611431251
qed,0.5542764898896789
Chi0,16.77781011412252
Chi1,11.741514740667453
TPSA,92.52000000000001
Chi0n,12.917818959859915
Chi0v,12.917818959859915
Chi1n,7.166888883221476
Chi1v,7.166888883221476
Chi2n,4.855256158307358
Chi2v,4.855256158307358
Chi3n,3.2158727100021007
Chi3v,3.2158727100021007
Chi4n,1.9767226898675978
Chi4v,1.9767226898675978
MolMR,91.13850000000001
MolWt,321.34000000000003
fr_SH,0
Kappa1,15.417012010638263
Kappa2,7.18774596380089
Kappa3,3.831215923758503
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
