DLiP-ID,C000YV
AMW,8.643294813333343
IC0,1.6849689762403801
IC1,3.3553245585062506
IC2,4.1259334765834375
IC3,4.97770991116994
IC4,5.234120167580197
IC5,5.234120167580197
MID,49.115312788862326
Mpe,0.9801910507792855
Mse,1.0099071843427274
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,96.3105
SdO,11.819129818594103
SdS,0
Spe,38.227450980392135
SsF,0
SsI,0
Sse,39.38638018936637
StN,0
fMF,0.5641025641025641
nBr,0
nCl,0
AMID,2.046471366202597
BIC0,0.2970455977221828
BIC1,0.5915149792593095
BIC2,0.7273667307800014
BIC3,0.8775276202119038
BIC4,0.9227305521064889
BIC5,0.9227305521064889
CIC0,3.6004332426218686
CIC1,1.9300776603559981
CIC2,1.1594687422788112
CIC3,0.3076923076923084
CIC4,0.05128205128205199
CIC5,0.05128205128205199
GGI1,4.0
GGI2,2.4444444444444455
GGI3,0.9375
GGI4,1.017777777777778
GGI5,0.375
GGI6,0.36489795918367346
GGI7,0.21180555555555555
GGI8,0.13958175862937766
GGI9,0.11250000000000002
JGI1,0.15384615384615385
JGI2,0.07189542483660133
JGI3,0.028409090909090905
JGI4,0.040711111111111115
JGI5,0.017045454545454548
JGI6,0.01737609329446064
JGI7,0.010085978835978837
JGI8,0.007754542146076537
JGI9,0.007031250000000001
MIC0,18.56703871135304
MIC1,33.84417664073401
MIC2,41.73602089888547
MIC3,45.41589359623072
MIC4,45.67435513469225
MIC5,45.67435513469225
MPC2,34
MPC3,42
MPC4,50
MPC5,61
MPC6,55
MPC7,57
MPC8,59
MPC9,61
Mare,0.9912820512820517
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,1
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,1
NtCH,0
NtsC,0
RNCG,0.25077467784747337
RPCG,0.14490957570697185
SIC0,0.31879673607945236
SIC1,0.6348286127651658
SIC2,0.7806280971122758
SIC3,0.9417845047640399
SIC4,0.9902974174606732
SIC5,0.9902974174606732
SaaN,4.498126998095432
SaaO,0
SaaS,0
Sare,38.66000000000002
SdNH,0
SdSe,0
SddC,0
SdsN,3.846298654881808
SsBr,0
SsCl,0
SsLi,0
SsOH,9.598003397225042
SsSH,0
SssO,0
SssS,1.3463425925925923
StCH,0
StsC,0
TIC0,65.71379007337482
TIC1,130.85765778174377
TIC2,160.91140558675406
TIC3,194.13068653562766
TIC4,204.13068653562766
TIC5,204.13068653562766
Vabc,292.82998682698485
WPol,33
apol,47.865894999999995
bpol,20.086105
nRot,5
ABCGG,13.72006023653867
ATS0Z,1194.0
ATS0d,135.0
ATS0i,6168.0157572188355
ATS0m,4740.362887000002
ATS0p,70.19580157273496
ATS0s,187.58676268861456
ATS0v,9849.061708312302
ATS1Z,1210.0
ATS1d,165.0
ATS1i,5934.79624666615
ATS1m,4663.749904000001
ATS1p,84.078296316
ATS1s,144.2746913580247
ATS1v,11998.633352121024
ATS2Z,1715.0
ATS2d,238.0
ATS2i,9413.36217029521
ATS2m,6479.312994999998
ATS2p,120.03078465484899
ATS2s,213.97839506172846
ATS2v,16587.418337843163
ATS3Z,1850.0
ATS3d,250.0
ATS3i,12405.619705684772
ATS3m,6868.867129
ATS3p,126.46807277794301
ATS3s,270.2376543209876
ATS3v,17210.17445781883
ATS4Z,1484.0
ATS4d,211.0
ATS4i,12137.2390893684
ATS4m,5359.497058000001
ATS4p,108.27797148649003
ATS4s,239.72839506172846
ATS4v,14167.567712369266
ATS5Z,1296.0
ATS5d,182.0
ATS5i,10463.474850994919
ATS5m,4749.327002999999
ATS5p,92.08465116018799
ATS5s,209.42592592592592
ATS5v,11979.610209086168
ATS6Z,1179.0
ATS6d,163.0
ATS6i,9131.922943980378
ATS6m,4304.1754310000015
ATS6p,82.46156257048997
ATS6s,188.59876543209882
ATS6v,10984.437763845739
ATS7Z,1168.0
ATS7d,152.0
ATS7i,8326.051969743972
ATS7m,4326.311371
ATS7p,77.99538879594299
ATS7s,222.4691358024692
ATS7v,10687.407262916571
ATS8Z,1121.0
ATS8d,141.0
ATS8i,8467.612468585023
ATS8m,4095.989067000001
ATS8p,74.567001024792
ATS8s,185.40740740740745
ATS8v,9931.06210846368
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.05555555555555555
GGI10,0.053667993061932456
JGI10,0.0033542495663707785
JGT10,0.35750934909129856
Kier1,18.781065088757398
Kier2,9.629757785467127
Kier3,5.761904761904762
MAXdO,11.819129818594103
MID_C,37.457794020837156
MID_N,6.083538897471691
MID_O,3.5356237132139112
MID_X,0.0
MID_h,11.657518768025177
MINdO,11.819129818594103
MPC10,50
MWC01,26.0
MWC02,4.795790545596741
MWC03,5.60947179518496
MWC04,6.444131256700441
MWC05,7.271703706887368
MWC06,8.109224953089955
MWC07,8.942330199321866
MWC08,9.781263419790754
MWC09,10.617392786180583
MWC10,11.457423325808623
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.1828000000000016
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.241747015059643
SRW05,0.0
SRW06,6.710523109452428
SRW07,0.0
SRW08,8.268988209506656
SRW09,0.0
SRW10,9.872151672226275
SaaCH,18.486628010474753
SaaNH,0
SaaSe,0
SaaaC,1.9713445637858382
SaasC,1.444833321367309
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.408904058536995
SdssC,-0.23460228227093283
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.436566200554296
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.613300029463999
VE1_D,4.839214709785628
VE2_A,0.1505541678943333
VE2_D,0.2016339462410678
VE3_A,2.1600902277168066
VE3_D,2.4522211948741863
VR1_A,674.8549359846478
VR1_D,133.32327369068412
VR2_A,28.11895566602699
VR2_D,5.555136403778505
VR3_A,7.389966495477668
VR3_D,5.768245545627611
WPath,1660
Xc-3d,1.22850154022226
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,16.777810114122524
Xp-1d,11.720346690612278
Xp-2d,10.118940528967238
Xp-3d,8.276956490339595
Xp-4d,6.447742404994302
Xp-5d,5.2186484527576145
Xp-6d,3.180524593266177
Xp-7d,2.2295983734176845
ZMIC0,75.21743165755697
ZMIC1,51.2817892578656
ZMIC2,33.54535311668654
ZMIC3,24.994800667219273
ZMIC4,24.020553716858462
ZMIC5,24.020553716858462
nAcid,0
nAtom,39
nBase,0
nRing,3
piPC1,3.624340932976365
piPC2,4.204692619390966
piPC3,4.762173934797756
piPC4,5.317507060941178
piPC5,5.868413754902742
piPC6,5.995596623310405
piPC7,6.305191214151921
piPC8,6.61291221102846
piPC9,6.90191403332564
AATS0Z,30.615384615384617
AATS0d,3.4615384615384617
AATS0i,158.15425018509833
AATS0m,121.54776633333339
AATS0p,1.7998923480188453
AATS0s,4.809916992015758
AATS0v,252.54004380287952
AATS1Z,29.51219512195122
AATS1d,4.024390243902439
AATS1i,144.75112796746708
AATS1m,113.74999765853661
AATS1p,2.0506901540487807
AATS1s,3.5188949111713343
AATS1v,292.6495939541713
AATS2Z,26.796875
AATS2d,3.71875
AATS2i,147.08378391086265
AATS2m,101.23926554687498
AATS2p,1.8754810102320154
AATS2s,3.3434124228395072
AATS2v,259.1784115287994
AATS3Z,23.125
AATS3d,3.125
AATS3i,155.07024632105964
AATS3m,85.8608391125
AATS3p,1.5808509097242875
AATS3s,3.377970679012345
AATS3v,215.12718072273537
AATS4Z,19.526315789473685
AATS4d,2.776315789473684
AATS4i,159.70051433379476
AATS4m,70.51969813157896
AATS4p,1.4247101511380267
AATS4s,3.1543209876543217
AATS4v,186.41536463643772
AATS5Z,19.93846153846154
AATS5d,2.8
AATS5i,160.97653616915258
AATS5m,73.06656927692306
AATS5p,1.416686940925969
AATS5s,3.2219373219373217
AATS5v,184.3016955244026
AATS6Z,20.68421052631579
AATS6d,2.8596491228070176
AATS6i,160.2091744557961
AATS6m,75.51184966666669
AATS6p,1.4466940801840347
AATS6s,3.308750270738576
AATS6v,192.70943445343403
AATS7Z,22.037735849056602
AATS7d,2.8679245283018866
AATS7i,157.09532018384854
AATS7m,81.62851643396226
AATS7p,1.471611109357415
AATS7s,4.197530864197532
AATS7v,201.6491936399353
AATS8Z,21.150943396226417
AATS8d,2.660377358490566
AATS8i,159.76627299217023
AATS8m,77.28281258490567
AATS8p,1.4069245476375851
AATS8s,3.498252969951084
AATS8v,187.37853034837133
AMID_C,1.5607414175348815
AMID_N,0.2534807873946538
AMID_O,0.1473176547172463
AMID_X,0.0
AMID_h,0.48572994866771574
ATS0dv,326.44444444444446
ATS0pe,247.69340000000003
ATS0se,302.5584369999999
ATS1dv,326.0
ATS1pe,268.6801
ATS1se,320.0601479999999
ATS2dv,411.0
ATS2pe,411.90680000000003
ATS2se,496.20846600000004
ATS3dv,387.3333333333333
ATS3pe,510.7765
ATS3se,624.1181359999999
ATS4dv,307.0
ATS4pe,476.6062999999999
ATS4se,588.2494859999999
ATS5dv,288.0
ATS5pe,406.0823000000001
ATS5se,502.01741
ATS6dv,278.6666666666667
ATS6pe,360.6321000000001
ATS6se,445.11661599999996
ATS7dv,279.66666666666663
ATS7pe,340.9776000000001
ATS7se,417.646408
ATS8dv,219.33333333333331
ATS8pe,337.8647
ATS8se,417.859158
ATSC0Z,399.7435897435898
ATSC0c,0.7965858775885613
ATSC0d,19.89743589743591
ATSC0i,65.25105073660353
ATSC0m,1821.4722303589747
ATSC0p,11.448521979118972
ATSC0s,59.60827969469946
ATSC0v,1959.3576243873915
ATSC1Z,14.218277449046674
ATSC1c,-0.39451873673791005
ATSC1d,4.26166995397765
ATSC1i,8.829415438833509
ATSC1m,68.30249875082225
ATSC1p,1.3103841582367222
ATSC1s,-5.218902669440816
ATSC1v,128.93465278115124
ATSC2Z,-59.34845496383958
ATSC2c,-0.002773605098588521
ATSC2d,-6.036817882971727
ATSC2i,-20.49135768454642
ATSC2m,-275.4689991275472
ATSC2p,-3.339781952467902
ATSC2s,0.2732089115438276
ATSC2v,-476.7628798599013
ATSC3Z,-9.166337935568702
ATSC3c,0.01841313124629274
ATSC3d,-5.225509533201841
ATSC3i,-15.97831336308592
ATSC3m,-65.75367724917793
ATSC3p,-1.9455325247854078
ATSC3s,-12.635349505640741
ATSC3v,-374.6494107460657
ATSC4Z,-73.0387902695595
ATSC4c,-0.10780699409918353
ATSC4d,-2.77449046679816
ATSC4i,-11.077900676583956
ATSC4m,-342.42927916107817
ATSC4p,-1.8764806910488998
ATSC4s,-6.152689958324653
ATSC4v,-416.20662797418885
ATSC5Z,42.940170940170944
ATSC5c,0.27033144062475345
ATSC5d,1.0427350427350417
ATSC5i,9.317728611219795
ATSC5m,198.75273327350416
ATSC5p,1.4105393610756054
ATSC5s,5.912741960067064
ATSC5v,88.37535953308455
ATSC6Z,-51.958579881656796
ATSC6c,-0.3544410982021477
ATSC6d,-2.055226824457594
ATSC6i,6.551186675026223
ATSC6m,-212.70794039644974
ATSC6p,-0.3938493559637577
ATSC6s,-0.9781522336128222
ATSC6v,124.47512607464303
ATSC7Z,4.502301117685738
ATSC7c,0.21568206692665237
ATSC7d,-2.527284681130835
ATSC7i,-11.343201481685192
ATSC7m,21.972359973701604
ATSC7p,-0.7555491005445807
ATSC7s,18.189551807389734
ATSC7v,-140.87737420021801
ATSC8Z,-6.395134779750162
ATSC8c,-0.010940576957877996
ATSC8d,3.652202498356344
ATSC8i,-5.008013668445385
ATSC8m,-35.54212159040101
ATSC8p,0.29683619781877796
ATSC8s,-22.159697251735874
ATSC8v,-14.859400139086489
AXp-0d,0.6990754214217718
AXp-1d,0.45078256502354913
AXp-2d,0.2976158979108011
AXp-3d,0.19707039262713322
AXp-4d,0.12895484809988603
AXp-5d,0.08555161397963303
AXp-6d,0.05782771987756686
AXp-7d,0.03911576093715236
GATS1Z,0.7210719817268729
GATS1c,1.3543019300123567
GATS1d,0.7918657279356294
GATS1i,0.9059044422683245
GATS1m,0.717262137873445
GATS1p,0.7740109703981192
GATS1s,0.7311045960845776
GATS1v,0.7824684496949856
GATS2Z,1.0753768441308529
GATS2c,0.7903149542793375
GATS2d,1.2831427190721643
GATS2i,1.2329016173164062
GATS2m,1.0598111513760518
GATS2p,1.2032003313393569
GATS2s,0.6512154313898199
GATS2v,1.0493223407024301
GATS3Z,1.0201226747915328
GATS3c,0.9268640889039214
GATS3d,1.145876288659793
GATS3i,1.1348523339356602
GATS3m,1.0185132213884367
GATS3p,1.0747398884857953
GATS3s,1.1611607988444126
GATS3v,1.0242624762057022
GATS4Z,1.1795060936497752
GATS4c,1.1707597129893663
GATS4d,0.967461340206185
GATS4i,1.1211994803412009
GATS4m,1.174007485186069
GATS4p,1.1049389675605732
GATS4s,0.9401859477920579
GATS4v,1.0786677424446944
GATS5Z,1.0186144964720973
GATS5c,0.8298340984164849
GATS5d,0.9255154639175253
GATS5i,0.9381521110748806
GATS5m,1.0124009052018095
GATS5p,0.943612699540262
GATS5s,0.9247533372710464
GATS5v,0.9609930700832383
GATS6Z,1.3241821680564463
GATS6c,1.4248851116539074
GATS6d,1.105670103092783
GATS6i,0.9757521720415043
GATS6m,1.2940733477641109
GATS6p,1.1446338241675036
GATS6s,1.2340608170184741
GATS6v,0.9380816150684029
GATS7Z,1.0142822564052911
GATS7c,0.9857853755222654
GATS7d,1.099032289437852
GATS7i,1.0987529904782793
GATS7m,1.0085180524631585
GATS7p,1.0372913052193171
GATS7s,1.3609577416441816
GATS7v,0.9929616659793997
GATS8Z,1.1954361165236544
GATS8c,1.1643194785045208
GATS8d,0.7747276794397974
GATS8i,1.0359264942503383
GATS8m,1.182291842463062
GATS8p,1.067196446019609
GATS8s,1.9798373906910747
GATS8v,0.9763288167974764
MATS1Z,0.03383344545440321
MATS1c,-0.47110290411839373
MATS1d,0.20373397032939405
MATS1i,0.12871382379109964
MATS1m,0.03566931653449401
MATS1p,0.10887544977941971
MATS1s,-0.08328242446930999
MATS1v,0.0625945748734257
MATS2Z,-0.0904716565105837
MATS2c,-0.0021217619524826112
MATS2d,-0.18488240979381426
MATS2i,-0.19136735651086997
MATS2m,-0.09215837526672944
MATS2p,-0.17776789274607713
MATS2s,0.002793012670802248
MATS2v,-0.14827685170820362
MATS3Z,-0.011178640153944833
MATS3c,0.011268592295084656
MATS3d,-0.12802835051546385
MATS3i,-0.11937628094216717
MATS3m,-0.017598356496852482
MATS3p,-0.08284450233512804
MATS3s,-0.10333686721959873
MATS3v,-0.09321503408333197
MATS4Z,-0.09376118294453259
MATS4c,-0.0694488964545994
MATS4d,-0.07155453065653822
MATS4i,-0.08712062296509103
MATS4m,-0.09647157121682959
MATS4p,-0.08410962416714432
MATS4s,-0.052967497840122106
MATS4v,-0.10900496893900734
MATS5Z,0.06445157152020525
MATS5c,0.20361754951752764
MATS5d,0.03144329896907212
MATS5i,0.0856788833838001
MATS5m,0.06546991931938509
MATS5p,0.07392426884352216
MATS5s,0.059515979897599776
MATS5v,0.027062551042171014
MATS6Z,-0.08893352688970661
MATS6c,-0.30443965575058335
MATS6d,-0.07067281606077046
MATS6i,0.06869453951027667
MATS6m,-0.0799007579827446
MATS6p,-0.02353804933288297
MATS6s,-0.01122766934400737
MATS6v,0.04346689469278685
MATS7Z,0.008287847797935307
MATS7c,0.19923708157465347
MATS7d,-0.09346430655514486
MATS7i,-0.12791953562338987
MATS7m,0.008876523116040256
MATS7p,-0.04856260868150461
MATS7s,0.22454539211779018
MATS7v,-0.052907382303145775
MATS8Z,-0.011772181006208618
MATS8c,-0.010106397137652583
MATS8d,0.1350661349931919
MATS8i,-0.056476364622234446
MATS8m,-0.014358515164866857
MATS8p,0.01907902491947769
MATS8s,-0.2735558281640037
MATS8v,-0.005580541008925546
MAXaaN,4.498126998095432
MAXdsN,3.846298654881808
MAXsOH,9.598003397225042
MAXssS,1.3463425925925923
MINaaN,4.498126998095432
MINdsN,3.846298654881808
MINsOH,9.598003397225042
MINssS,1.3463425925925923
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.639784666290005
SpAD_D,284.5261256012849
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.21175799949609497
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,519
TMWC10,123.02873198856128
TSRW10,58.06370191979712
VE1_Dt,4.820151687047032
VE2_Dt,0.20083965362695966
VE3_Dt,2.448274135262936
VR1_Dt,134.76503933290556
VR2_Dt,5.615209972204398
VR3_Dt,5.779001550064747
Xc-3dv,0.5260487781973694
Xc-4dv,0.0
Xc-5dv,0.04303314829119352
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2347080484106438
Xch-7d,0.40444759592737667
Xp-0dv,13.532593690627762
Xp-1dv,8.29276073154954
Xp-2dv,5.978486324245439
Xp-3dv,4.183316305049122
Xp-4dv,2.7406903212813445
Xp-5dv,1.9018087884637414
Xp-6dv,1.036076191836048
Xp-7dv,0.6308826217829674
Xpc-4d,2.756177568765616
Xpc-5d,3.7945439694113263
Xpc-6d,5.252170091348203
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,41
nFRing,1
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,6.521069756659243
AATS0dv,8.37037037037037
AATS0pe,6.351112820512821
AATS0se,7.757908641025638
AATS1dv,7.951219512195122
AATS1pe,6.553173170731707
AATS1se,7.806345073170729
AATS2dv,6.421875
AATS2pe,6.4360437500000005
AATS2se,7.753257281250001
AATS3dv,4.841666666666667
AATS3pe,6.38470625
AATS3se,7.801476699999999
AATS4dv,4.0394736842105265
AATS4pe,6.271135526315788
AATS4se,7.740124815789473
AATS5dv,4.430769230769231
AATS5pe,6.247420000000002
AATS5se,7.723344769230769
AATS6dv,4.888888888888889
AATS6pe,6.326878947368423
AATS6se,7.809063438596491
AATS7dv,5.276729559748427
AATS7pe,6.433539622641511
AATS7se,7.880120905660378
AATS8dv,4.138364779874213
AATS8pe,6.374805660377359
AATS8se,7.884135056603773
AATSC0Z,10.24983563445102
AATSC0c,0.02042527891252721
AATSC0d,0.5101906640368181
AATSC0i,1.673103865041116
AATSC0m,46.70441616305063
AATSC0p,0.29355184561843517
AATSC0s,1.5284174280692169
AATSC0v,50.23993908685619
AATSC1Z,0.34678725485479694
AATSC1c,-0.009622408213119757
AATSC1d,0.10394316960921098
AATSC1i,0.21535159606910997
AATSC1m,1.6659146036785915
AATSC1p,0.031960589225285906
AATSC1s,-0.1272903090107516
AATSC1v,3.1447476288085667
AATSC2Z,-0.9273196088099934
AATSC2c,-4.3337579665445644e-05
AATSC2d,-0.09432527942143323
AATSC2i,-0.3201774638210378
AATSC2m,-4.304203111367925
AATSC2p,-0.05218409300731097
AATSC2s,0.004268889242872306
AATSC2v,-7.449419997810958
AATSC3Z,-0.11457922419460878
AATSC3c,0.00023016414057865924
AATSC3d,-0.06531886916502301
AATSC3i,-0.199728917038574
AATSC3m,-0.821920965614724
AATSC3p,-0.024319156559817597
AATSC3s,-0.15794186882050926
AATSC3v,-4.683117634325821
AATSC4Z,-0.9610367140731513
AATSC4c,-0.001418513080252415
AATSC4d,-0.0365064535105021
AATSC4i,-0.14576185100768363
AATSC4m,-4.505648410014186
