DLiP-ID,C00095
DLiP-Mol-ID,30464
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H11NO2/c15-12-9-5-4-8-11(12)13(16)14-10-6-2-1-3-7-10/h1-9,15H,(H,14,16)"
Standard Inchi Key(RDKit),WKEDVNSFRWHDNR-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccccc1)c1ccccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),213.236
MW Monoisotopic(RDKit),213.078978592
MolLogP(RDKit),2.6445
XLogP(SDF),
XLogP(CDK),3.016
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),49.33
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.805224187450029
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,5744.988995136991
qed,0.8052241874500292
Chi0,11.380468888623982
Chi1,7.770856947829096
TPSA,49.33
Chi0n,8.551614308670455
Chi0v,8.551614308670455
Chi1n,4.915764814694497
Chi1v,4.915764814694497
Chi2n,3.337298607450245
Chi2v,3.337298607450245
Chi3n,2.180333395956896
