DLiP-ID,T006DV
MWC06,8.217438537730187
MWC07,9.088737550216933
MWC08,9.97427215125409
MWC09,10.858094742694488
MWC10,11.75122557317345
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.227269999999999
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.262690188904886
SRW05,2.3978952727983707
SRW06,6.732210706467206
SRW07,4.844187086458591
SRW08,8.294299608857235
SRW09,7.034387929915503
SRW10,9.915564333761576
SaaCH,7.217894185417079
SaaNH,0
SaaSe,0
SaaaC,1.7757789759014235
SaasC,1.1879613774344742
SaasN,1.8208756479711565
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9117863160317221
SdssS,0
SsCH3,1.829948639466101
SsNH2,5.506305300116825
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.8947718253968255
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.6869459145626777
VE1_D,4.909775957355669
VE2_A,0.1474778365825071
VE2_D,0.19639103829422677
VE3_A,2.221089181792281
VE3_D,2.5075190427730476
VR1_A,3829.894101797431
VR1_D,141.0209855301202
VR2_A,153.19576407189726
VR2_D,5.6408394212048085
VR3_A,9.166883164005343
VR3_D,5.865199444724662
WPath,1851
Xc-3d,1.7752328342318293
Xc-4d,0.0
Xc-5d,0.4880679335392587
Xc-6d,0.0
Xp-0d,18.39697674656903
Xp-1d,11.89675460551533
Xp-2d,10.716004970513058
Xp-3d,8.122047121873573
Xp-4d,6.288018392290805
Xp-5d,4.690248492712514
Xp-6d,3.4232585884570885
Xp-7d,2.579939713211583
ZMIC0,83.6078676574767
ZMIC1,39.939837154576665
ZMIC2,26.028474581006265
ZMIC3,22.939873968284353
ZMIC4,22.512982565163508
ZMIC5,22.512982565163508
nAcid,1
nAtom,49
nBase,2
nRing,2
piPC1,3.5553480614894135
piPC2,4.114963849424837
piPC3,4.659895085677338
piPC4,5.246695070677012
piPC5,5.779971613013747
piPC6,6.208558586970634
piPC7,6.6163475247892976
piPC8,6.906140694992629
piPC9,6.84229550028377
AATS0Z,21.632653061224488
AATS0d,2.979591836734694
AATS0i,165.7476768744791
AATS0m,85.18016148979594
AATS0p,1.3804188105382857
AATS0s,5.350907029478458
AATS0v,203.91312493081765
AATS1Z,23.28
AATS1d,3.6
AATS1i,150.38850342322903
AATS1m,87.3004466
AATS1p,1.7225083815199997
AATS1s,3.33
AATS1v,250.8281128681788
AATS2Z,19.372093023255815
AATS2d,3.2790697674418605
AATS2i,155.53941176780103
AATS2m,71.45135180232556
AATS2p,1.4909001128894188
AATS2s,3.373062015503876
AATS2v,208.55204515463566
AATS3Z,15.417391304347825
AATS3d,2.7043478260869565
AATS3i,160.69199333609848
AATS3m,54.92241602608695
AATS3p,1.2893688736306694
AATS3s,2.9400966183574884
AATS3v,173.9983508741776
AATS4Z,13.918032786885245
AATS4d,2.4672131147540983
AATS4i,162.50336761723796
AATS4m,48.22250786065573
AATS4p,1.1939800337571802
AATS4s,2.9464936247723132
AATS4v,158.24452621531302
AATS5Z,12.547008547008547
AATS5d,2.2905982905982905
AATS5i,165.55723702427838
AATS5m,42.89181369230769
AATS5p,1.0996796892676837
AATS5s,2.8637226970560308
AATS5v,143.48970919841875
AATS6Z,13.097087378640778
AATS6d,2.3009708737864076
AATS6i,166.3463710796478
AATS6m,45.19226326213592
AATS6p,1.0976181153293496
AATS6s,2.9177454153182314
AATS6v,144.72467763145576
AATS7Z,13.0
AATS7d,2.3626373626373627
AATS7i,164.76682915429976
AATS7m,44.48113662637362
AATS7p,1.130921888393725
AATS7s,2.8278388278388285
AATS7v,148.5361329335318
AATS8Z,13.313953488372093
AATS8d,2.2325581395348837
AATS8i,165.97872796254575
AATS8m,45.336443290697666
AATS8p,1.1223888471910812
AATS8s,3.636950904392765
AATS8v,145.73998730561593
AMID_C,1.478215867960853
AMID_N,0.303598626323776
AMID_O,0.2064437898998807
AMID_X,0.0
AMID_h,0.5100424162236566
ATS0dv,336.0
ATS0pe,305.67220000000003
ATS0se,377.83411599999994
ATS1dv,322.0
ATS1pe,325.53000000000003
ATS1se,389.966544
ATS2dv,436.0
ATS2pe,540.2173
ATS2se,658.6561399999998
ATS3dv,386.0
ATS3pe,703.7397
ATS3se,873.0041
ATS4dv,344.0
ATS4pe,744.2054999999999
ATS4se,927.229676
ATS5dv,281.0
ATS5pe,705.622
ATS5se,886.5552
ATS6dv,265.0
ATS6pe,627.0707000000001
ATS6se,785.77612
ATS7dv,201.0
ATS7pe,553.237
ATS7se,692.551956
ATS8dv,218.0
ATS8pe,531.5171
ATS8se,662.343492
ATSC0Z,369.0612244897959
ATSC0c,1.2796517379067291
ATSC0d,28.12244897959184
ATSC0i,71.99411622558362
ATSC0m,1752.9770512653058
ATSC0p,10.596959581334694
ATSC0s,103.55442176870747
ATSC0v,2378.8567306683217
ATSC1Z,-4.756351520199935
ATSC1c,-0.8752989023746568
ATSC1d,10.242399000416494
ATSC1i,-0.7925834094154469
ATSC1m,-17.427452719700323
ATSC1p,0.6361509974498193
ATSC1s,-10.794194548567724
ATSC1v,122.28776457482498
ATSC2Z,43.56601416076631
ATSC2c,0.3008736124539754
ATSC2d,0.31570179092045236
ATSC2i,-0.24056741261703518
ATSC2m,197.75654712619732
ATSC2p,-0.0987812190076294
ATSC2s,39.212874265352404
ATSC2v,16.981144655397777
ATSC3Z,-3.7763431903373705
ATSC3c,0.09401472740404293
ATSC3d,-3.2873802582257374
ATSC3i,2.513960602817614
ATSC3m,-14.804625479800194
ATSC3p,0.587997767629492
ATSC3s,-10.497905965107138
ATSC3v,63.91019070134774
ATSC4Z,-92.72386505622656
ATSC4c,-0.2049530347564834
ATSC4d,-4.202832153269472
ATSC4i,-26.228607375688796
ATSC4m,-439.8912780074969
ATSC4p,-3.008730037750544
ATSC4s,-25.251712249525664
ATSC4v,-628.9740707956162
ATSC5Z,-36.49312786339023
ATSC5c,-0.01734399469494251
ATSC5d,0.40149937526030766
ATSC5i,-15.665223838418136
ATSC5m,-166.08285712328194
ATSC5p,-0.5304495338450639
ATSC5s,-23.572122726641684
ATSC5v,-100.05511071807089
ATSC6Z,-14.945022907122016
ATSC6c,0.1843388712694174
ATSC6d,-6.890045814244065
ATSC6i,-1.284649929214682
ATSC6m,-66.81453790462305
ATSC6p,-0.23956405672192677
ATSC6s,-22.456233513813697
ATSC6v,-39.90951113399697
ATSC7Z,-64.7667638483965
ATSC7c,-0.45138391559248214
ATSC7d,-9.676384839650146
ATSC7i,-12.886398782314144
ATSC7m,-302.4531473498542
ATSC7p,-1.05987629828237
ATSC7s,-19.333495302883065
ATSC7v,-275.6861707167317
ATSC8Z,-86.90337359433569
ATSC8c,0.8530774339843203
ATSC8d,-1.2761349437734284
ATSC8i,15.21256675035864
ATSC8m,-423.52002987380257
ATSC8p,-1.5973958692819323
ATSC8s,12.426026192790042
ATSC8v,-655.4916024668321
AXp-0d,0.7358790698627612
AXp-1d,0.4575674848275127
AXp-2d,0.3061715705860874
AXp-3d,0.1888848167877575
AXp-4d,0.11864185645831708
AXp-5d,0.07444838877321451
AXp-6d,0.04821490969657871
AXp-7d,0.032657464724197255
GATS1Z,0.8935102853351029
GATS1c,1.7044536190053683
GATS1d,0.836342525399129
GATS1i,1.3272742094332415
GATS1m,0.8971656433635632
GATS1p,1.1063816881543485
GATS1s,0.7698367548037445
GATS1v,1.0169083730799293
GATS2Z,0.8325334485578927
GATS2c,0.7155829638366314
GATS2d,1.2404225875046406
GATS2i,1.1801133416726406
GATS2m,0.8416457895216837
GATS2p,1.1091700570941754
GATS2s,0.3809553636561547
GATS2v,1.045200025731427
GATS3Z,0.9449121491012954
GATS3c,0.7802295272525704
GATS3d,1.135407332618161
GATS3i,1.0304954065734788
GATS3m,0.9473644284913649
GATS3p,1.0124196595593826
GATS3s,0.8441965911444017
GATS3v,1.0042045635542869
GATS4Z,1.059133877968388
GATS4c,0.9372579323598913
GATS4d,1.0352851602464963
GATS4i,1.1548332802709653
GATS4m,1.0606499152458455
GATS4p,1.1156074862262246
GATS4s,0.9798179463639083
GATS4v,1.0998493664290894
GATS5Z,1.0249150687106892
GATS5c,0.8962047058106852
GATS5d,0.904469502437572
GATS5i,1.0307044626806638
GATS5m,1.023136945430315
GATS5p,0.983631592273305
GATS5s,1.047276790288779
GATS5v,0.9921683078752583
GATS6Z,1.0139607398483452
GATS6c,0.8817947970837766
GATS6d,1.1019769752138315
GATS6i,0.9577387457497191
GATS6m,1.0117291442026284
GATS6p,0.9585908692593831
GATS6s,1.0986203036830702
GATS6v,0.9694135152986326
GATS7Z,1.074779235363177
GATS7c,1.153046347960254
GATS7d,1.2191582002902754
GATS7i,1.0628768205182926
GATS7m,1.0731109537246057
GATS7p,1.0237828011249843
GATS7s,1.0240408302487463
GATS7v,1.0370098407593773
GATS8Z,1.1274363049952933
GATS8c,0.645640671336394
GATS8d,0.9526445472035641
GATS8i,0.8661488331283717
GATS8m,1.1293971171293944
GATS8p,1.034325101103918
GATS8s,1.0201728622334596
GATS8v,1.111115368585024
MATS1Z,-0.01262994912629954
MATS1c,-0.6703331062014986
MATS1d,0.3569230769230769
MATS1i,-0.010788822503124509
MATS1m,-0.009742799344109323
MATS1p,0.05883083470459946
MATS1s,-0.10215218700388677
MATS1v,0.050377985247417476
MATS2Z,0.06725847852142193
MATS2c,0.13396456505552257
MATS2d,0.006396192662098812
MATS2i,-0.0019038705725939753
MATS2m,0.06427650714875162
MATS2p,-0.005311176477163325
MATS2s,0.21575340460176637
MATS2v,0.004067207253566001
MATS3Z,-0.004359847282728921
MATS3c,0.031304180568173745
MATS3d,-0.04980753454912598
MATS3i,0.014878518943322584
MATS3m,-0.0035984828258756015
MATS3p,0.023642458700335208
MATS3s,-0.04319487981415766
MATS3v,0.011447220967784296
MATS4Z,-0.10090887334515429
MATS4c,-0.06432781673771405
MATS4d,-0.06002403102619619
MATS4i,-0.14632363336854678
MATS4m,-0.1007871975951467
MATS4p,-0.11403500694226457
MATS4s,-0.09793962417222855
MATS4v,-0.10619417726824001
MATS5Z,-0.04141168374745015
MATS5c,-0.005676329003258634
MATS5d,0.005979184498778104
MATS5i,-0.09112757602709425
MATS5m,-0.039678824270782315
MATS5p,-0.020963945042150673
MATS5s,-0.0953323423351343
MATS5v,-0.01761494162185641
MATS6Z,-0.019264468080994177
MATS6c,0.0685305138801865
MATS6d,-0.11655417306635475
MATS6i,-0.008488806768150012
MATS6m,-0.018132329139337516
MATS6p,-0.010754723174634263
MATS6s,-0.10316375064376798
MATS6v,-0.007981177625167795
MATS7Z,-0.0944949211372569
MATS7c,-0.189936738588196
MATS7d,-0.1852740873060176
MATS7i,-0.09638051659404921
MATS7m,-0.09290446039609264
MATS7p,-0.05385531744003925
MATS7s,-0.10053016999970528
MATS7v,-0.0624024127653105
MATS8Z,-0.13416395323117442
MATS8c,0.3798343978067285
MATS8d,-0.025854794613021915
MATS8i,0.12039352235847448
MATS8m,-0.13765606561916327
MATS8p,-0.08588729164187368
MATS8s,0.06836931765376884
MATS8v,-0.15699885103783368
MAXdNH,7.498451091064378
MAXsOH,8.570380191788248
MINdNH,7.498451091064378
MINsOH,8.570380191788248
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.84505112387834
SpAD_D,309.604977196675
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.000101014464706
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,597
TMWC10,125.16666741609728
TSRW10,73.45152704071549
VE1_Dt,4.944747128490392
VE2_Dt,0.19778988513961568
VE3_Dt,2.514616558834503
VR1_Dt,136.908541806457
VR2_Dt,5.476341672258281
VR3_Dt,5.835603856717771
Xc-3dv,0.595319052808713
Xc-4dv,0.0
Xc-5dv,0.12329871471598972
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.3030808341495783
Xch-7d,0.5353803759524769
Xp-0dv,14.34031580499506
Xp-1dv,8.33744833589733
Xp-2dv,6.089717967637838
Xp-3dv,4.189079965921657
Xp-4dv,2.7821237312415468
Xp-5dv,1.76553972376277
Xp-6dv,1.0698210731772808
Xp-7dv,0.6626788587471889
Xpc-4d,3.7066700049129913
Xpc-5d,5.202559468242551
Xpc-6d,7.406248629527266
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,50
nFRing,1
nHBAcc,4
nHBDon,4
nHRing,1
nSpiro,0
naRing,2
piPC10,6.674003905323968
AATS0dv,6.857142857142857
AATS0pe,6.238208163265306
AATS0se,7.710900326530611
AATS1dv,6.44
AATS1pe,6.5106
AATS1se,7.79933088
AATS2dv,5.069767441860465
AATS2pe,6.2815965116279076
AATS2se,7.658792325581393
AATS3dv,3.356521739130435
AATS3pe,6.119475652173913
AATS3se,7.59134
AATS4dv,2.819672131147541
AATS4pe,6.100045081967212
AATS4se,7.600243245901639
AATS5dv,2.4017094017094016
AATS5pe,6.030957264957265
AATS5se,7.577394871794872
AATS6dv,2.5728155339805827
AATS6pe,6.08806504854369
AATS6se,7.6288943689320385
AATS7dv,2.208791208791209
AATS7pe,6.079527472527472
AATS7se,7.6104610549450555
AATS8dv,2.5348837209302326
AATS8pe,6.180431395348838
AATS8se,7.701668511627907
AATSC0Z,7.531861724281549
AATSC0c,0.02611534158993325
AATSC0d,0.5739275301957518
AATSC0i,1.4692676780731353
AATSC0m,35.77504186255726
AATSC0p,0.21626448125172845
AATSC0s,2.1133555463001525
AATSC0v,48.548096544251464
AATSC1Z,-0.0951270304039987
AATSC1c,-0.017505978047493136
AATSC1d,0.20484798000832988
AATSC1i,-0.015851668188308937
AATSC1m,-0.34854905439400646
AATSC1p,0.012723019948996385
AATSC1s,-0.21588389097135446
AATSC1v,2.4457552914964995
AATSC2Z,0.5065815600089105
AATSC2c,0.003498530377371807
AATSC2d,0.0036709510572145625
AATSC2i,-0.0027972954955469208
AATSC2m,2.2994947340255503
AATSC2p,-0.0011486188256701092
AATSC2s,0.4559636542482838
AATSC2v,0.19745517041160207
AATSC3Z,-0.032837766872498876
AATSC3c,0.0008175193687308081
AATSC3d,-0.028585915288919454
AATSC3i,0.02186052698102273
AATSC3m,-0.12873587373739298
AATSC3p,0.005113024066343408
AATSC3s,-0.0912861388270186
AATSC3v,0.5557407887073716
AATSC4Z,-0.7600316807887423
AATSC4c,-0.001679942907840028
AATSC4d,-0.03444944387925796
AATSC4i,-0.2149885850466295
AATSC4m,-3.605666213176204
AATSC4p,-0.0246617216209061
AATSC4s,-0.20698124794693168
AATSC4v,-5.155525170455871
AATSC5Z,-0.31190707575547205
AATSC5c,-0.00014823927089694454
