DLiP-ID,C1008U
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,5.302800000000004
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.556828061699537
SRW05,2.3978952727983707
SRW06,7.10085190894405
SRW07,4.844187086458591
SRW08,8.732788324973118
SRW09,7.050122520269059
SRW10,10.41262174664114
SaaCH,14.310790148559509
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.7373711668691705
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.1615915329835307
SdssS,0
SsCH3,0
SsNH2,6.2976575928725405
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.1159456447187928
SsssP,0
VE1_A,4.486231007107701
VE1_D,5.378558857912287
VE2_A,0.1495410335702567
VE2_D,0.1792852952637429
VE3_A,2.5996252185601603
VE3_D,2.781032756681625
VR1_A,289.23596417618745
VR1_D,197.74866416154518
VR2_A,9.641198805872914
VR2_D,6.591622138718173
VR3_A,6.765855128676669
VR3_D,6.385609140104916
WPath,2291
Xc-3d,2.3576010968368095
Xc-4d,0.0
Xc-5d,0.5235048105377945
Xc-6d,0.0
Xp-0d,21.413484604514082
Xp-1d,14.346244348298509
Xp-2d,13.489924608281509
Xp-3d,11.291029036225549
Xp-4d,9.587792754245049
Xp-5d,7.853906503031581
Xp-6d,5.670979987823633
Xp-7d,3.6970375509427145
ZMIC0,93.18444479304385
ZMIC1,59.20187447011321
ZMIC2,38.70181327579267
ZMIC3,34.92580325761648
ZMIC4,32.781026414799165
ZMIC5,31.55543964747499
nAcid,0
nAtom,46
nBase,0
nRing,4
piPC1,3.817712325956905
piPC2,4.433788569232471
piPC3,5.009801613347678
piPC4,5.619721287029766
piPC5,6.143649009481698
piPC6,6.504381732034164
piPC7,6.908255154023788
piPC8,7.374824920793085
piPC9,7.728353883119142
AATS0Z,42.0
AATS0d,3.869565217391304
AATS0i,155.88349809194315
AATS0m,171.55679102173917
AATS0p,1.9724786625561734
AATS0s,5.572768599696493
AATS0v,272.93981696324795
AATS1Z,32.61224489795919
AATS1d,4.571428571428571
AATS1i,142.21407147596315
AATS1m,127.40239797959192
AATS1p,2.1784813253061235
AATS1s,3.266586881666247
AATS1v,310.5982482874718
AATS2Z,31.048780487804876
AATS2d,4.2560975609756095
AATS2i,146.03286837398525
AATS2m,120.68866965853665
AATS2p,2.010278010968245
AATS2s,3.0970716651610974
AATS2v,279.360107564957
AATS3Z,26.72897196261682
AATS3d,3.6542056074766354
AATS3i,151.69194418449638
AATS3m,100.73000985981312
AATS3p,1.7767692769606727
AATS3s,3.3048055844006012
AATS3v,242.0679028093229
AATS4Z,27.598130841121495
AATS4d,3.5700934579439254
AATS4i,151.8058845049627
AATS4m,103.96107999065427
AATS4p,1.7424111091102055
AATS4s,4.255605553632551
AATS4v,237.51001185148846
AATS5Z,26.742857142857144
AATS5d,3.742857142857143
AATS5i,149.89310450179534
AATS5m,101.1620815809524
AATS5p,1.8239495221599236
AATS5s,3.499715853419557
AATS5v,249.68563802585518
AATS6Z,28.608695652173914
AATS6d,3.4695652173913043
AATS6i,150.13667231355763
AATS6m,108.35157604347829
AATS6p,1.8030759602782618
AATS6s,3.984825351384665
AATS6v,244.5038242650343
AATS7Z,22.67669172932331
AATS7d,2.789473684210526
AATS7i,156.84629682767454
AATS7m,84.37997406766917
AATS7p,1.539675396041985
AATS7s,3.1453771603219294
AATS7v,201.8354619987369
AATS8Z,21.733870967741936
AATS8d,2.532258064516129
AATS8i,158.71534431731595
AATS8m,82.19570561290328
AATS8p,1.3860083337078384
AATS8s,3.0441723085092254
AATS8v,183.24750639031046
AMID_C,1.5432157063511434
AMID_N,0.13329655715722258
AMID_O,0.17750718423761838
AMID_X,0.11756180727374405
AMID_h,0.4970927175407629
ATS0dv,403.65432098765433
ATS0pe,301.10659999999984
ATS0se,366.74029499999983
ATS1dv,401.55555555555554
ATS1pe,321.5690000000001
ATS1se,382.6049879999997
ATS2dv,559.3333333333334
ATS2pe,531.7144000000001
ATS2se,639.4747359999996
ATS3dv,630.6666666666667
ATS3pe,695.6379999999999
ATS3se,847.5250599999997
ATS4dv,672.5555555555555
ATS4pe,703.9324000000001
ATS4se,856.6487519999998
ATS5dv,624.8888888888889
ATS5pe,678.902
ATS5se,825.335382
ATS6dv,641.1851851851852
ATS6pe,753.6282000000001
ATS6se,911.4111050000001
ATS7dv,519.8518518518518
ATS7pe,837.4183
ATS7se,1033.0310330000002
ATS8dv,407.66666666666663
ATS8pe,764.6888999999999
ATS8se,951.9823119999999
ATSC0Z,721.2173913043481
ATSC0c,0.7831213567437565
ATSC0d,31.826086956521735
ATSC0i,69.89483795114778
ATSC0m,3304.782946108695
ATSC0p,14.353830705902611
ATSC0s,98.64273407420659
ATSC0v,2306.699160300019
ATSC1Z,4.442344045368648
ATSC1c,-0.45034072398046465
ATSC1d,8.924385633270337
ATSC1i,5.178867042800527
ATSC1m,25.15782747117205
ATSC1p,1.179608413805309
ATSC1s,-5.209702374315313
ATSC1v,154.47652257418758
ATSC2Z,92.09073724007563
ATSC2c,0.2578198066420505
ATSC2d,-0.08128544423440265
ATSC2i,2.8292180833440286
ATSC2m,422.97480458884684
ATSC2p,1.5583503130847434
ATSC2s,-1.827981277348046
ATSC2v,163.48217647410894
ATSC3Z,-233.87523629489607
ATSC3c,-0.5139247950617514
ATSC3d,-1.6389413988657828
ATSC3i,1.096154559169661
ATSC3m,-1057.7174209267487
ATSC3p,-0.6428097092833718
ATSC3s,-26.025014989473508
ATSC3v,-172.5681151397511
ATSC4Z,-166.52741020793945
ATSC4c,0.57074088346474
ATSC4d,-3.508506616257088
ATSC4i,1.5845443411635824
ATSC4m,-783.6501129267485
ATSC4p,-2.4352294550225033
ATSC4s,36.324429686908026
ATSC4v,-443.28270397192637
ATSC5Z,-138.4310018903591
ATSC5c,-0.3040195141090128
ATSC5d,-13.12476370510397
ATSC5i,-3.931322492849853
ATSC5m,-589.1895085959356
ATSC5p,0.7962499026943071
ATSC5s,-22.797514686226595
ATSC5v,99.86701040804044
ATSC6Z,-142.2608695652174
ATSC6c,0.18117066724302144
ATSC6d,-16.34782608695652
ATSC6i,-40.61999308507046
ATSC6m,-700.3125096195652
ATSC6p,-7.474305021036521
ATSC6s,21.064056049250176
ATSC6v,-1551.0125513194341
ATSC7Z,6.219281663516053
ATSC7c,-0.4540845785546366
ATSC7d,-8.540642722117203
ATSC7i,-9.595647311692385
ATSC7m,32.067418642249436
ATSC7p,-0.17149188250171754
ATSC7s,-26.133821424012947
ATSC7v,-364.74207664255414
ATSC8Z,459.0226843100189
ATSC8c,0.39979950806666004
ATSC8d,-1.4442344045368656
ATSC8i,-1.9244410423731844
ATSC8m,2114.132557620039
ATSC8p,2.1656291771434013
ATSC8s,4.081657407911617
ATSC8v,691.0809418441465
AXp-0d,0.7137828201504693
AXp-1d,0.43473467722116693
AXp-2d,0.28104009600586477
AXp-3d,0.1737081390188546
AXp-4d,0.10772800847466348
AXp-5d,0.06712740600881693
AXp-6d,0.04296196960472449
AXp-7d,0.024979983452315637
GATS1Z,0.5602771612623827
GATS1c,1.4996270026597953
GATS1d,0.7502509200401474
GATS1i,0.9544808115067256
GATS1m,0.5556722001905199
GATS1p,0.6900680004480929
GATS1s,0.5679263498310062
GATS1v,0.7150287982768682
GATS2Z,0.6311736518317677
GATS2c,0.698426890393547
GATS2d,1.1035585765693725
GATS2i,0.9937046820314497
GATS2m,0.6264171889991261
GATS2p,0.8003026037329987
GATS2s,0.5864772359191971
GATS2v,0.8183451454726369
GATS3Z,1.0607065348444655
GATS3c,1.3214634875232691
GATS3d,1.1166117665083501
GATS3i,0.9935695664620032
GATS3m,1.0526980443427194
GATS3p,0.9965034107829436
GATS3s,1.1199343598729719
GATS3v,0.9561519639013678
GATS4Z,1.0160973815098853
GATS4c,0.8058998007127168
GATS4d,1.1430404473724531
GATS4i,1.0060234833941166
GATS4m,1.0047036800464881
GATS4p,1.1087787490637637
GATS4s,1.0944069626805162
GATS4v,1.0028900189066083
GATS5Z,0.8595585449033724
GATS5c,1.2580851373231172
GATS5d,1.3129391100702579
GATS5i,1.082135440828215
GATS5m,0.8351821248848534
GATS5p,0.9994236184206468
GATS5s,1.1562071270073306
GATS5v,0.8908560166321683
GATS6Z,0.8689112611526403
GATS6c,1.20108066737968
GATS6d,1.1803278688524592
GATS6i,1.3323046372749845
GATS6m,0.858784614141587
GATS6p,1.1808656500344406
GATS6s,0.8429365365971127
GATS6v,1.135870925274022
GATS7Z,0.8657823573885278
GATS7c,1.3267905569374978
GATS7d,0.9567977320350056
GATS7i,1.0861459795671875
GATS7m,0.8653754001673022
GATS7p,0.9686557160355747
GATS7s,0.966451135188589
GATS7v,1.0559767333018224
GATS8Z,0.6536327271171541
GATS8c,0.6354138113979989
GATS8d,0.8552022739291382
GATS8i,0.9307990201807238
GATS8m,0.6683176825514852
GATS8p,0.8540175696031151
GATS8s,0.858142698594035
GATS8v,0.9730959601006777
MATS1Z,0.0057823949449565554
MATS1c,-0.5398509940762215
MATS1d,0.26324300211888085
MATS1i,0.06955869264311429
MATS1m,0.007146476093894433
MATS1p,0.0771492651126033
MATS1s,-0.04958034720307007
MATS1v,0.06286852606963864
MATS2Z,0.07162979997294545
MATS2c,0.1846848154411242
MATS2d,-0.0014327602292416037
MATS2i,0.022707289779342443
MATS2m,0.07179852740255893
MATS2p,0.06090335987708359
MATS2s,-0.01039562539813248
MATS2v,0.03975789960399044
MATS3Z,-0.13940941430467693
MATS3c,-0.28212693935528516
MATS3d,-0.022138808028190574
MATS3i,0.006742186260178481
MATS3m,-0.13759440372279516
MATS3p,-0.01925256783225433
MATS3s,-0.11342268952790135
MATS3v,-0.03216204476322596
MATS4Z,-0.09926441589348446
MATS4c,0.3133170070097334
MATS4d,-0.04739288085388897
MATS4i,0.009746155773624919
MATS4m,-0.10194203847090125
MATS4p,-0.07293670209523279
MATS4s,0.15830978434873902
MATS4v,-0.08261594649952149
MATS5Z,-0.08408832546763575
MATS5c,-0.17007517452083382
MATS5d,-0.18066614623991675
MATS5i,-0.02464121405844019
MATS5m,-0.07810531652479155
MATS5p,0.024302452624073705
MATS5s,-0.1012490450328433
MATS5v,0.018967042801055874
MATS6Z,-0.07890040993489267
MATS6c,0.09253772263156497
MATS6d,-0.20546448087431696
MATS6i,-0.2324634795688995
MATS6m,-0.08476351046826441
MATS6p,-0.20828739516797903
MATS6s,0.08541554021973555
MATS6v,-0.26895792533564766
MATS7Z,0.0029824984452933552
MATS7c,-0.20054594064090708
MATS7d,-0.09281400221866143
MATS7i,-0.04748269554799648
MATS7m,0.003356040950248334
MATS7p,-0.004132205759783447
MATS7s,-0.09163133391807837
MATS7v,-0.05468914069947289
MATS8Z,0.23610441282855069
MATS8c,0.18938663778893117
MATS8d,-0.016834126564428037
MATS8i,-0.010213995323604948
MATS8m,0.2373151259377142
MATS8p,0.05596962805086733
MATS8s,0.015349972262814045
MATS8v,0.11114095019535453
MAXaaS,1.2690479864785418
MAXsCl,6.046913363351103
MINaaS,1.2690479864785418
MINsCl,6.027913968714787
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.23093184942531
SpAD_D,318.0205266895859
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.05549003702593236
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1219
TMWC10,141.20029220436533
TSRW10,80.29998754117483
VE1_Dt,5.396537417796262
VE2_Dt,0.17988458059320872
VE3_Dt,2.784369817642941
VR1_Dt,195.38319288803388
VR2_Dt,6.512773096267796
VR3_Dt,6.373575010698338
Xc-3dv,1.290813226912209
Xc-4dv,0.0
Xc-5dv,0.22032691114973302
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.44935823203043673
Xch-7d,0.8527584897317855
Xp-0dv,17.981962942604774
Xp-1dv,10.72652180409833
Xp-2dv,8.800274340052939
Xp-3dv,6.469442553093949
Xp-4dv,4.760277882195636
Xp-5dv,3.5208165293916593
Xp-6dv,2.2301737172506546
Xp-7dv,1.3767696981404784
Xpc-4d,5.274442228509995
Xpc-5d,8.798893321914965
Xpc-6d,14.228018486260815
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.9120282705534075
AATS0dv,8.775093934514224
AATS0pe,6.54579565217391
AATS0se,7.972615108695648
AATS1dv,8.19501133786848
AATS1pe,6.562632653061226
AATS1se,7.808265061224484
AATS2dv,6.821138211382114
AATS2pe,6.484321951219513
AATS2se,7.798472390243897
AATS3dv,5.894080996884736
AATS3pe,6.501289719626167
AATS3se,7.920794953271026
AATS4dv,6.285565939771547
AATS4pe,6.578807476635515
AATS4se,8.006063102803736
AATS5dv,5.951322751322752
AATS5pe,6.4657333333333336
AATS5se,7.860336971428572
AATS6dv,5.575523349436393
AATS6pe,6.553288695652175
AATS6se,7.92531395652174
AATS7dv,3.9086605402394876
AATS7pe,6.296378195488722
AATS7se,7.767150624060152
AATS8dv,3.28763440860215
AATS8pe,6.166845967741934
AATS8se,7.677276709677418
AATSC0Z,15.678638941398871
AATSC0c,0.017024377320516447
AATSC0d,0.6918714555765595
AATSC0i,1.5194529989379952
AATSC0m,71.84310752410207
AATSC0p,0.3120397979544046
AATSC0s,2.1444072624827517
AATSC0v,50.145633919565626
AATSC1Z,0.09066008255854384
AATSC1c,-0.009190627020009483
AATSC1d,0.1821303190463334
AATSC1i,0.10569116413878626
AATSC1m,0.5134250504320826
AATSC1p,0.02407364109806753
AATSC1s,-0.10632045661867985
AATSC1v,3.152582093350767
AATSC2Z,1.1230577712204344
AATSC2c,0.0031441439834396403
AATSC2d,-0.0009912859052975934
AATSC2i,0.03450265955297596
AATSC2m,5.15822932425423
AATSC2p,0.019004272110789554
AATSC2s,-0.02229245460180544
AATSC2v,1.993685078952548
AATSC3Z,-2.1857498719149167
AATSC3c,-0.004803035467866835
AATSC3d,-0.015317209335194232
AATSC3i,0.01024443513242674
AATSC3m,-9.885209541371482
AATSC3p,-0.00600756737648011
AATSC3s,-0.24322443915395803
AATSC3v,-1.612786122801412
AATSC4Z,-1.5563309365227986
AATSC4c,0.005334026948268598
AATSC4d,-0.03278978146034662
