DLiP-ID,T004ID
DLiP-Mol-ID,18842
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H16N2O7S/c1-23-12-4-2-3-5-13(12)25(21,22)17-11(15(19)20)8-16-14(18)10-6-7-24-9-10/h2-7,9,11,17H,8H2,1H3,(H,16,18)(H,19,20)/t11-/m0/s1"
Standard Inchi Key(RDKit),OESSUCMSIFTYEL-NSHDSACASA-N
Canonical SMILES(RDKit),COc1ccccc1S(=O)(=O)N[C@@H](CNC(=O)c1ccoc1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),368.367
MW Monoisotopic(RDKit),368.067821852
MolLogP(RDKit),0.449699999999999
XLogP(SDF),
XLogP(CDK),0.0929999999999999
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),134.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.615461311713653
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,403275.29343854595
qed,0.6154613117136534
Chi0,18.44938298937633
Chi1,11.847372437654418
TPSA,134.94
Chi0n,13.130860563450556
Chi0v,13.947357144378282
Chi1n,7.034399490457213
Chi1v,8.517562738051607
Chi2n,4.88502075275076
Chi2v,6.567422994160276
Chi3n,3.2042027210957857
Chi3v,4.715318924117153
Chi4n,1.9614496550826332
Chi4v,3.3210870785845636
MolMR,85.78050000000005
MolWt,368.36700000000013
