DLiP-ID,C000IO
GGI9,0.06562500000000002
JGI1,0.20454545454545453
JGI2,0.09027777777777782
JGI3,0.04779411764705882
JGI4,0.06111111111111112
JGI5,0.03385416666666667
JGI6,0.02424489795918367
JGI7,0.014699074074074073
JGI8,0.012709610593208475
JGI9,0.016406250000000004
MIC0,13.430849908415272
MIC1,27.528789165253862
MIC2,38.44323488259712
MIC3,42.039772931835515
MIC4,44.06687048524154
MIC5,44.20127048524154
MPC2,32
MPC3,43
MPC4,56
MPC5,75
MPC6,81
MPC7,87
MPC8,91
MPC9,93
Mare,1.0266666666666664
NaaN,0
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,3
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2073032048114056
RPCG,0.11975181645080785
SIC0,0.29736711846258135
SIC1,0.575954241141115
SIC2,0.761143649094886
SIC3,0.913353903362083
SIC4,0.9728273270545991
SIC5,1.0
SaaN,0
SaaO,5.4885166288737715
SaaS,0
Sare,30.799999999999994
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,28.634777008038192
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,43.77443751081734
TIC1,84.78433348068535
TIC2,112.0454584095254
TIC3,134.4518303660921
TIC4,143.20671786825554
TIC5,147.20671786825557
Vabc,221.0863236378943
WPol,34
apol,35.72792999999999
bpol,12.636069999999998
nRot,1
ABCGG,12.694441595230934
ATS0Z,870.0
ATS0d,118.0
ATS0i,4678.34829060499
ATS0m,3453.9624599999997
ATS0p,49.49564904849001
ATS0s,229.4722222222222
ATS0v,7745.544855371031
ATS1Z,930.0
ATS1d,146.0
ATS1i,4576.180332008749
ATS1m,3594.3404619999997
ATS1p,62.05755412799999
ATS1s,137.8888888888889
ATS1v,9641.844646914238
ATS2Z,1398.0
ATS2d,219.0
ATS2i,6979.090373899298
ATS2m,5397.070783999999
ATS2p,90.78033326999996
ATS2s,211.50000000000009
ATS2v,14053.61453819527
ATS3Z,1629.0
ATS3d,238.0
ATS3i,9802.500515985199
ATS3m,6161.132201999999
ATS3p,99.85656577454698
ATS3s,329.8333333333333
ATS3v,15436.560377420205
ATS4Z,1413.0
ATS4d,208.0
ATS4i,10162.79905425099
ATS4m,5244.105788
ATS4p,87.71272071794301
ATS4s,307.61111111111103
ATS4v,13359.950033755786
ATS5Z,1170.0
ATS5d,177.0
ATS5i,8561.228407552242
ATS5m,4334.190171999999
ATS5p,76.285738263094
ATS5s,246.16666666666666
ATS5v,11596.155249718402
ATS6Z,1025.0
ATS6d,144.0
ATS6i,7414.2308102947445
ATS6m,3773.834072000001
ATS6p,67.039476520547
ATS6s,254.55555555555557
ATS6v,9975.902715787537
ATS7Z,802.0
ATS7d,115.0
ATS7i,6758.422940162293
ATS7m,2915.400851
ATS7p,55.144854953094004
ATS7s,219.61111111111114
ATS7v,7914.380362059241
ATS8Z,542.0
ATS8d,78.0
ATS8i,5453.616507789895
ATS8m,1884.1129689999996
ATS8p,38.846388185395995
ATS8s,170.44444444444446
ATS8v,5458.842399299264
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.012345679012345678
JGI10,0.006172839506172839
JGT10,0.511815299880708
Kier1,14.917355371900827
Kier2,6.01171875
Kier3,2.9789075175770687
MAXdO,12.059613252708491
MID_C,31.651213563335055
MID_N,0.0
MID_O,9.182435590039582
MID_X,0.0
MID_h,9.182435590039582
MINdO,12.059613252708491
MPC10,83
MWC01,22.0
MWC02,4.6913478822291435
MWC03,5.556828061699537
MWC04,6.450470422144176
MWC05,7.336285660021297
MWC06,8.235625719964311
MWC07,9.129238770539141
MWC08,10.031308923974013
MWC09,10.928865845995738
MWC10,11.832462245742331
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.5768000000000004
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.153291594497779
SRW05,0.0
SRW06,6.70808408385307
SRW07,0.0
SRW08,8.359134886757962
SRW09,0.0
SRW10,10.061132121617643
SaaCH,9.905364347886895
SaaNH,0
SaaSe,0
SaaaC,0.35991050432518756
SaasC,-0.04014933442512647
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.97318289117086
VE1_D,4.404210264418746
VE2_A,0.198659144558543
VE2_D,0.22021051322093732
VE3_A,2.0727146898518654
VE3_D,2.175708142244965
VR1_A,129.50175926971295
VR1_D,106.31739184559001
VR2_A,6.475087963485647
VR2_D,5.3158695922795
VR3_A,5.55684164670157
VR3_D,5.359576063490132
WPath,773
Xc-3d,1.5677493089586183
Xc-4d,0.0
Xc-5d,0.40432871486274263
Xc-6d,0.0
Xp-0d,14.27565640300939
Xp-1d,9.558550648063802
Xp-2d,8.979900804011576
Xp-3d,7.724380904929692
Xp-4d,6.16517258447355
Xp-5d,5.224064164143486
Xp-6d,3.694749920731675
Xp-7d,2.5133599673929647
ZMIC0,67.51629167387823
ZMIC1,52.622608474000174
ZMIC2,33.224396275542695
ZMIC3,26.505395450394197
ZMIC4,23.286408192254225
ZMIC5,22.89882277950642
nAcid,0
nAtom,30
nBase,0
nRing,3
piPC1,3.481240089335692
piPC2,4.204692619390966
piPC3,4.879006851617819
piPC4,5.519959791735979
piPC5,6.170786818873342
piPC6,6.575555153883596
piPC7,6.993416786975084
piPC8,7.418138617454406
piPC9,7.811940218038136
AATS0Z,29.0
AATS0d,3.933333333333333
AATS0i,155.94494302016633
AATS0m,115.132082
AATS0p,1.6498549682830004
AATS0s,7.649074074074074
AATS0v,258.1848285123677
AATS1Z,29.0625
AATS1d,4.5625
AATS1i,143.0056353752734
AATS1m,112.32313943749999
AATS1p,1.9392985664999998
AATS1s,4.309027777777779
AATS1v,301.30764521606994
AATS2Z,28.53061224489796
AATS2d,4.469387755102041
AATS2i,142.43041579386323
AATS2m,110.14430171428569
AATS2p,1.8526598626530604
AATS2s,4.316326530612247
AATS2v,286.8084599631688
AATS3Z,25.06153846153846
AATS3d,3.6615384615384614
AATS3i,150.80770024592613
AATS3m,94.78664926153844
AATS3p,1.5362548580699535
AATS3s,5.074358974358974
AATS3v,237.48554426800314
AATS4Z,21.73846153846154
AATS4d,3.2
AATS4i,156.35075468078446
AATS4m,80.67855058461538
AATS4p,1.3494264725837386
AATS4s,4.732478632478632
AATS4v,205.53769282701208
AATS5Z,21.272727272727273
AATS5d,3.2181818181818183
AATS5i,155.65869831913167
AATS5m,78.80345767272725
AATS5p,1.3870134229653455
AATS5s,4.475757575757576
AATS5v,210.8391863585164
AATS6Z,21.354166666666668
AATS6d,3.0
AATS6i,154.4631418811405
AATS6m,78.62154316666668
AATS6p,1.3966557608447292
AATS6s,5.303240740740741
AATS6v,207.83130657890703
AATS7Z,18.651162790697676
AATS7d,2.6744186046511627
AATS7i,157.17262651540216
AATS7m,67.80001979069768
AATS7p,1.282438487281256
AATS7s,5.1072351421188635
AATS7v,184.05535725719164
AATS8Z,15.941176470588236
AATS8d,2.2941176470588234
AATS8i,160.4004855232322
AATS8m,55.4150873235294
AATS8p,1.1425408289822352
AATS8s,5.0130718954248366
AATS8v,160.55418821468425
AMID_C,1.5825606781667527
AMID_N,0.0
AMID_O,0.4591217795019791
AMID_X,0.0
AMID_h,0.4591217795019791
ATS0dv,338.0
ATS0pe,205.1055
ATS0se,247.0509600000001
ATS1dv,335.0
ATS1pe,218.646
ATS1se,259.088488
ATS2dv,493.0
ATS2pe,330.6840000000001
ATS2se,392.2166720000001
ATS3dv,564.0
ATS3pe,444.91020000000003
ATS3se,534.123864
ATS4dv,469.0
ATS4pe,439.7681999999999
ATS4se,534.4172960000001
ATS5dv,366.0
ATS5pe,367.9365
ATS5se,447.8328400000001
ATS6dv,324.0
ATS6pe,323.11670000000004
ATS6se,392.1037039999999
ATS7dv,232.0
ATS7pe,279.8392
ATS7se,343.509812
ATS8dv,141.0
ATS8pe,221.84960000000007
ATS8se,274.11466
ATSC0Z,216.6666666666667
ATSC0c,1.5320422575690504
ATSC0d,20.800000000000004
ATSC0i,41.23266682257664
ATSC0m,1019.6405400000002
ATSC0p,6.946149645659999
ATSC0s,85.00462962962965
ATSC0v,1350.8375205084797
ATSC1Z,-15.777777777777796
ATSC1c,-0.7782469725840843
ATSC1d,6.679999999999998
ATSC1i,8.230696747044075
ATSC1m,-65.70001799999973
ATSC1p,1.4080376735220055
ATSC1s,-19.623456790123456
ATSC1v,195.32023928566284
ATSC2Z,5.777777777777755
ATSC2c,-0.1601508123500045
ATSC2d,-3.840000000000001
ATSC2i,-12.423049746044432
ATSC2m,23.8798560000004
ATSC2p,-1.9144258355219905
ATSC2s,-3.1288580246913558
ATSC2v,-194.3488755239892
ATSC3Z,-16.777777777777793
ATSC3c,0.20210471259958238
ATSC3d,-3.2
ATSC3i,-12.354048859179521
ATSC3m,-86.20405399999973
ATSC3p,-2.106715067609996
ATSC3s,4.628858024691359
ATSC3v,-348.9478269241446
ATSC4Z,-18.111111111111118
ATSC4c,0.16062485896312148
ATSC4d,-2.6
ATSC4i,-1.3745076572967312
ATSC4m,-83.92803599999998
ATSC4p,-0.23560075104400147
ATSC4s,-11.741512345679011
ATSC4v,-63.5717529379168
ATSC5Z,-35.55555555555556
ATSC5c,-0.46367339088358117
ATSC5d,-4.800000000000001
ATSC5i,1.3049087612891301
ATSC5m,-155.56818000000004
ATSC5p,0.39945297647799927
ATSC5s,-26.24922839506174
ATSC5v,88.363855224633
ATSC6Z,-53.00000000000001
ATSC6c,0.19513406878236067
ATSC6d,-6.48
ATSC6i,-5.397954516522992
ATSC6m,-256.1199279999999
ATSC6p,-1.2007447316979998
ATSC6s,-4.02314814814815
ATSC6v,-388.9982826331951
ATSC7Z,2.444444444444457
ATSC7c,0.38831618988846833
ATSC7d,-4.88
ATSC7i,-4.061586094985507
ATSC7m,2.718098999999878
ATSC7p,-0.8490633178050018
ATSC7s,19.611882716049386
ATSC7v,-197.29948674558085
ATSC8Z,-56.888888888888886
ATSC8c,-0.4224251281882862
ATSC8d,0.9600000000000006
ATSC8i,-5.428730737750805
ATSC8m,-271.0059910000001
ATSC8p,-1.120473732937003
ATSC8s,-1.5756172839506202
ATSC8v,-343.98253859510305
AXp-0d,0.7137828201504696
AXp-1d,0.434479574911991
AXp-2d,0.28062190012536176
AXp-3d,0.17963676523092306
AXp-4d,0.11009236757988482
AXp-5d,0.06965418885524648
AXp-6d,0.04561419655224291
AXp-7d,0.02888919502750534
GATS1Z,0.723605769230769
GATS1c,1.3140594695284382
GATS1d,0.7189002403846153
GATS1i,0.7871035131580425
GATS1m,0.7186239306022982
GATS1p,0.7580421442384178
GATS1s,0.9295960187353626
GATS1v,0.6819246976350477
GATS2Z,0.6460125588697017
GATS2c,0.7824772183516898
GATS2d,1.1950549450549448
GATS2i,1.1457417372781904
GATS2m,0.6526928472603628
GATS2p,1.1140494699475738
GATS2s,0.6366733393428171
GATS2v,0.928947153201076
GATS3Z,0.9019171597633134
GATS3c,0.8861065858618328
GATS3d,1.0617603550295855
GATS3i,1.1013363351269976
GATS3m,0.9037421108604229
GATS3p,1.0850791470434822
GATS3s,0.8659432827942164
GATS3v,1.003628072221905
GATS4Z,1.0439999999999998
GATS4c,0.9742831594506178
GATS4d,1.0081360946745561
GATS4i,0.9820400578273787
GATS4m,1.0404752181964652
GATS4p,0.9743918018018936
GATS4s,1.0378343730230877
GATS4v,0.9730172568760586
GATS5Z,1.0768531468531466
GATS5c,1.1596250070771286
GATS5d,1.1407342657342656
GATS5i,0.9502756809777997
GATS5m,1.06902737287647
GATS5p,0.9319675241539244
GATS5s,1.1903481192844514
GATS5v,0.9235212151072336
GATS6Z,1.111201923076923
GATS6c,0.8989143653987847
GATS6d,1.1618589743589742
GATS6i,1.0460985967233933
GATS6m,1.1139438974596052
GATS6p,1.0657369122948113
GATS6s,1.1961256195196335
GATS6v,1.1224372133055882
GATS7Z,1.0365295169946331
GATS7c,0.6989104431664992
GATS7d,1.0699910554561716
GATS7i,1.0320970685517097
GATS7m,1.0442718779680331
GATS7p,1.065875001832748
GATS7s,0.8926744376034642
GATS7v,1.1378939791794
GATS8Z,1.3483031674208144
GATS8c,1.3108507220805437
GATS8d,0.779128959276018
GATS8i,1.0781771758954455
GATS8m,1.3501244259281688
GATS8p,1.118632067401313
GATS8s,1.1544738368088368
GATS8v,1.2676916944497212
MATS1Z,-0.06826923076923083
MATS1c,-0.4762313396989933
MATS1d,0.3010817307692306
MATS1i,0.18713992557301262
MATS1m,-0.06040733421113261
MATS1p,0.19003842218568484
MATS1s,-0.21642339741844122
MATS1v,0.13555495872026266
MATS2Z,0.01632653061224483
MATS2c,-0.06400053084755701
MATS2d,-0.1130298273155416
MATS2i,-0.1844641496713537
MATS2m,0.014338700185459715
MATS2p,-0.16874059876494607
MATS2s,-0.02253556506748441
MATS2v,-0.08808543267207829
MATS3Z,-0.03573964497041423
MATS3c,0.06088546034682728
MATS3d,-0.0710059171597633
MATS3i,-0.13828522731192072
MATS3m,-0.0390201104219908
MATS3p,-0.13998115226500077
MATS3s,0.025132701838763604
MATS3v,-0.1192244372477423
MATS4Z,-0.038579881656804746
MATS4c,0.04838936388628311
MATS4d,-0.05769230769230768
MATS4i,-0.015385571645203744
MATS4m,-0.03798987495670249
MATS4p,-0.01565454441974127
MATS4s,-0.0637513458710561
MATS4v,-0.021720457570074663
MATS5Z,-0.0895104895104895
MATS5c,-0.16508210358706277
MATS5d,-0.12587412587412586
MATS5i,0.01726224544998125
MATS5m,-0.08322086811994639
MATS5p,0.031367513346247496
MATS5s,-0.16843507236187377
MATS5v,0.03568043214258713
MATS6Z,-0.15288461538461534
MATS6c,0.07960537144875629
MATS6d,-0.19471153846153846
MATS6i,-0.08182157092443057
MATS6m,-0.156991556063473
MATS6p,-0.10804049661961224
MATS6s,-0.02958036054681118
MATS6v,-0.17998014043482496
MATS7Z,0.007871198568873026
MATS7c,0.176834725463178
MATS7d,-0.16368515205724504
MATS7i,-0.06872377985214861
MATS7m,0.0018598202652228776
MATS7p,-0.08528030446022096
MATS7s,0.16096427843140731
MATS7v,-0.10190034154100557
MATS8Z,-0.2316742081447963
MATS8c,-0.24328836390923295
MATS8d,0.040723981900452504
MATS8i,-0.11617139764257922
MATS8m,-0.23451689478263996
MATS8p,-0.14233112504071388
MATS8s,-0.016354997965636914
MATS8v,-0.22468579679996586
MAXaaO,5.4885166288737715
MAXsOH,9.956361489040061
MINaaO,5.4885166288737715
MINsOH,9.24772453890239
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.745806487920046
SpAD_D,160.07827844326135
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,683
TMWC10,116.1924335323097
TSRW10,54.088305176496775
VE1_Dt,4.449145858922829
VE2_Dt,0.22245729294614147
VE3_Dt,2.185859316499812
VR1_Dt,102.13935762899172
VR2_Dt,5.106967881449586
VR3_Dt,5.319485312636813
Xc-3dv,0.521462652634362
Xc-4dv,0.0
Xc-5dv,0.07157385537609025
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.19673563623996193
Xch-7d,0.46794448228737495
Xp-0dv,10.199589251754983
Xp-1dv,5.842593905704235
Xp-2dv,4.3362535469222925
Xp-3dv,2.9814867992966456
Xp-4dv,1.9804667337422135
Xp-5dv,1.3703238858678055
Xp-6dv,0.7200460866459863
Xp-7dv,0.40120238012642295
Xpc-4d,3.725846965189459
Xpc-5d,5.720914176267266
Xpc-6d,9.18637191932308
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,32
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,8.01473609943878
AATS0dv,11.266666666666667
AATS0pe,6.83685
AATS0se,8.235032000000002
AATS1dv,10.46875
AATS1pe,6.8326875
AATS1se,8.09651525
AATS2dv,10.061224489795919
AATS2pe,6.748653061224491
AATS2se,8.004421877551023
AATS3dv,8.676923076923076
AATS3pe,6.844772307692308
AATS3se,8.217290215384615
AATS4dv,7.2153846153846155
AATS4pe,6.7656646153846145
AATS4se,8.221804553846155
AATS5dv,6.654545454545454
AATS5pe,6.689754545454546
AATS5se,8.142415272727275
AATS6dv,6.75
AATS6pe,6.731597916666668
AATS6se,8.168827166666665
AATS7dv,5.395348837209302
AATS7pe,6.507888372093023
AATS7se,7.988600279069768
AATS8dv,4.147058823529412
AATS8pe,6.52498823529412
AATS8se,8.062195882352942
AATSC0Z,7.222222222222224
AATSC0c,0.051068075252301684
AATSC0d,0.6933333333333335
AATSC0i,1.3744222274192213
AATSC0m,33.988018000000004
AATSC0p,0.231538321522
AATSC0s,2.8334876543209884
AATSC0v,45.02791735028266
AATSC1Z,-0.49305555555555614
AATSC1c,-0.024320217893252633
AATSC1d,0.20874999999999994
AATSC1i,0.25720927334512733
AATSC1m,-2.0531255624999916
AATSC1p,0.04400117729756267
AATSC1s,-0.613233024691358
AATSC1v,6.103757477676964
AATSC2Z,0.11791383219954601
AATSC2c,-0.003268383925510296
AATSC2d,-0.07836734693877553
AATSC2i,-0.25353162747029456
AATSC2m,0.4873440000000082
AATSC2p,-0.03906991501065287
AATSC2s,-0.0638542454018644
AATSC2v,-3.9663035821222286
AATSC3Z,-0.25811965811965837
AATSC3c,0.0031093032707628057
AATSC3d,-0.04923076923076923
AATSC3i,-0.1900622901412234
AATSC3m,-1.3262162153846113
AATSC3p,-0.032411001040153785
AATSC3s,0.07121320037986707
AATSC3v,-5.368428106525301
AATSC4Z,-0.27863247863247875
AATSC4c,0.002471151676355715
AATSC4d,-0.04
AATSC4i,-0.021146271650718942
AATSC4m,-1.2912005538461535
AATSC4p,-0.003624626939138484
AATSC4s,-0.1806386514719848
AATSC4v,-0.9780269682756431
AATSC5Z,-0.6464646464646465
AATSC5c,-0.008430425288792384
AATSC5d,-0.08727272727272728
AATSC5i,0.023725613841620547
AATSC5m,-2.8285123636363645
AATSC5p,0.007262781390509078
AATSC5s,-0.4772586980920316
AATSC5v,1.6066155495387817
AATSC6Z,-1.1041666666666667
AATSC6c,0.004065293099632514
AATSC6d,-0.135
AATSC6i,-0.11245738576089566
AATSC6m,-5.335831833333331
