DLiP-ID,C100MW
AATSC5c,-0.0026714022967686923
AATSC5d,0.05775827338129496
AATSC5i,-0.01703177788529751
AATSC5m,-11.010446887628774
AATSC5p,-0.004254874783005619
AATSC5s,-0.7048061553226554
AATSC5v,-12.316994283177419
AATSC6Z,2.990983941605839
AATSC6c,0.0011331520887105948
AATSC6d,0.05676788321167884
AATSC6i,0.30089094921119675
AATSC6m,14.277144235816056
AATSC6p,0.047837744447971044
AATSC6s,0.3045766415848127
AATSC6v,18.663709148209517
AATSC7Z,-2.45371214953271
AATSC7c,0.0025888476922782304
AATSC7d,-0.06234392523364484
AATSC7i,0.15644887383428102
AATSC7m,-11.011829460609347
AATSC7p,-0.009061111197364627
AATSC7s,-0.005395293450251913
AATSC7v,-4.108561396311356
AATSC8Z,0.3284530973451326
AATSC8c,-0.00382369709260696
AATSC8d,-0.17466548672566373
AATSC8i,0.021976246350205116
AATSC8m,1.1307557116212388
AATSC8p,0.007061346906997584
AATSC8s,-0.46572825758403447
AATSC8v,-2.0030270978325455
ATS0are,315.4721
ATS1are,329.1998
ATS2are,545.369
ATS3are,681.337
ATS4are,796.1378000000001
ATS5are,894.4976
ATS6are,823.322
ATS7are,688.802
ATS8are,690.3239999999998
ATSC0dv,207.5466666666667
ATSC0pe,6.664449999999997
ATSC0se,4.8154024799999995
ATSC1dv,30.995911111111127
ATSC1pe,-0.5866219999999974
ATSC1se,-0.02192113920000177
ATSC2dv,59.44213333333337
ATSC2pe,3.632933
ATSC2se,2.4544340447999993
ATSC3dv,-72.68746666666665
ATSC3pe,-1.7299079999999953
ATSC3se,-0.7990015968000048
ATSC4dv,-1.3637333333333324
ATSC4pe,1.1011609999999976
ATSC4se,-0.43473643840000026
ATSC5dv,-97.19306666666667
ATSC5pe,-6.823108999999991
ATSC5se,-4.1221732944000165
ATSC6dv,166.61546666666666
ATSC6pe,4.225152999999992
ATSC6se,2.0143841248000056
ATSC7dv,-56.656533333333314
ATSC7pe,-0.7408669999999945
ATSC7se,-0.09011014720001076
ATSC8dv,-128.03324444444445
ATSC8pe,-2.2081329999999983
ATSC8se,-1.0976805247999968
AXp-0dv,0.614386912782366
AXp-1dv,0.3634656425469513
AXp-2dv,0.20583980207022476
AXp-3dv,0.12090826159015415
AXp-4dv,0.07046568347888935
AXp-5dv,0.03659247633068502
AXp-6dv,0.023450836834929628
AXp-7dv,0.013226419351750843
BertzCT,1196.2088228548862
ECIndex,606
ETA_eta,26.035840767486015
GATS1dv,0.6424412427480011
GATS1pe,0.7278708151229515
GATS1se,0.6732021230916764
GATS2dv,0.7616437830166246
GATS2pe,0.4082508296077411
GATS2se,0.4270829850794198
GATS3dv,1.0890083919844293
GATS3pe,0.9464094033488358
GATS3se,0.9289437691259462
GATS4dv,0.9336899543529077
GATS4pe,0.7705020058704404
GATS4se,0.8566251991727868
GATS5dv,1.2469819852713486
GATS5pe,1.587625547365003
GATS5se,1.5652978273102405
GATS6dv,0.7251244445986682
GATS6pe,0.7634628294929964
GATS6se,0.805748978169988
GATS7dv,1.1788638509604166
GATS7pe,1.1876156532327373
GATS7se,1.1993185177090286
GATS8dv,1.2539313047838552
GATS8pe,1.0649300405659219
GATS8se,1.0246189564027497
LogEE_A,4.291012088411566
LogEE_D,154.0826459456164
MATS1dv,0.14360028596184324
MATS1pe,-0.08463708413816792
MATS1se,-0.004377208042128218
MATS2dv,0.1645998278003489
MATS2pe,0.3132880475861674
MATS2se,0.2929338273341358
MATS3dv,-0.16213994413274888
MATS3pe,-0.12017245734206597
MATS3se,-0.07681770074319291
MATS4dv,-0.0025467949924651897
MATS4pe,0.06404228243100121
MATS4se,-0.034992401196727405
MATS5dv,-0.16845143954218608
MATS5pe,-0.3682758150178457
MATS5se,-0.3079277703625626
MATS6dv,0.29298743002482475
MATS6pe,0.2313809305097591
MATS6se,0.152671908721369
MATS7dv,-0.12756174792652564
MATS7pe,-0.05194720235132351
MATS7se,-0.00874434600128498
MATS8dv,-0.27295971061655055
MATS8pe,-0.14660624657698682
MATS8se,-0.10086370750397498
MAXaaCH,1.8101516778275435
MAXaaaC,0.523766481901403
MAXaasC,0.9735093688614476
MAXdssC,-1.0318571355018753
MAXsCH3,1.9060111330678957
MAXssNH,2.6342942176870747
MDEC-11,0.75
MDEC-12,3.868448401076148
MDEC-13,6.49138508285565
MDEC-22,6.3651709556728076
MDEC-23,20.190477415361382
MDEC-33,12.086759009709922
MDEO-11,1.7117768118155856
MINaaCH,1.4738888888888888
MINaaaC,0.44253590325018966
MINaasC,-0.07176391222747625
MINdssC,-1.0318571355018753
MINsCH3,1.7476516778275435
MINssNH,2.6342942176870747
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.642857142857143
SM1_Dzi,0.9171195243095693
SM1_Dzm,2.6395454788415327
SM1_Dzp,-5.081377277808612
SM1_Dzv,-1.9991392681906213
SddssSe,0
SpAD_Dt,600.705220989245
SpAbs_A,35.34393249065949
SpAbs_D,308.1652918912328
SpMAD_A,1.2187562927813618
SpMAD_D,10.626389375559754
SpMax_A,2.495117724043074
SpMax_D,154.0826459456164
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,137.38
TpiPC10,9.017165126424144
VAdjMat,5.954196310386875
VE1_DzZ,5.279685066468598
VE1_Dzi,5.284154418038788
VE1_Dzm,5.279678359469028
VE1_Dzp,5.283309238089413
VE1_Dzv,5.294816898138846
VE2_DzZ,0.1820581057402965
VE2_Dzi,0.18221222131168233
VE2_Dzm,0.18205787446444927
VE2_Dzp,0.182183077175497
VE2_Dzv,0.18257989303927055
VE3_DzZ,2.728577186429516
VE3_Dzi,2.729423346927015
VE3_Dzm,2.7285759160878675
VE3_Dzp,2.7292633880232176
VE3_Dzv,2.7314391353041416
VR1_DzZ,183.3444053087585
VR1_Dzi,182.99287507551404
VR1_Dzm,183.34560870082734
VR1_Dzp,183.49997987529812
VR1_Dzv,182.10363938326535
VR2_DzZ,6.3222208727158105
VR2_Dzi,6.310099140534967
VR2_Dzm,6.322262368994046
VR2_Dzp,6.327585512941314
VR2_Dzv,6.279435840802253
VR3_DzZ,6.276077117320504
VR3_Dzi,6.274157955062316
VR3_Dzm,6.276083680859313
VR3_Dzp,6.276925294815648
VR3_Dzv,6.269286709156513
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06665330702328691
Xch-7dv,0.17581352943786888
Xpc-4dv,3.22952379834677
Xpc-5dv,5.374110667227272
Xpc-6dv,6.980048696615418
Zagreb1,154.0
Zagreb2,182.0
fragCpx,149.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,31
nBondsS,32
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,1
nHetero,8
naHRing,0
AATS0are,6.309442000000001
AATS1are,6.330765384615384
AATS2are,6.268609195402299
AATS3are,6.308675925925926
AATS4are,6.1716108527131786
AATS5are,6.435234532374101
AATS6are,6.009649635036497
AATS7are,6.437401869158879
AATS8are,6.109061946902654
AATSC0dv,4.1509333333333345
AATSC0pe,0.13328899999999994
AATSC0se,0.09630804959999999
AATSC1dv,0.596075213675214
AATSC1pe,-0.011281192307692258
AATSC1se,-0.0004215603692308033
AATSC2dv,0.683242911877395
AATSC2pe,0.041757850574712645
AATSC2se,0.028211885572413786
AATSC3dv,-0.6730320987654319
AATSC3pe,-0.016017666666666625
AATSC3se,-0.007398162933333378
AATSC4dv,-0.010571576227390174
AATSC4pe,0.008536131782945718
AATSC4se,-0.0033700499100775216
AATSC5dv,-0.6992306954436451
AATSC5pe,-0.0490871151079136
AATSC5se,-0.02965592298129508
AATSC6dv,1.2161712895377128
AATSC6pe,0.030840532846715268
AATSC6se,0.014703533757664275
AATSC7dv,-0.5295003115264796
AATSC7pe,-0.006923990654205556
AATSC7se,-0.0008421509084113155
AATSC8dv,-1.1330375614552606
AATSC8pe,-0.019540999999999985
AATSC8se,-0.009713986945132714
AETA_eta,0.8977876126719315
ATSC0are,7.2076499999999974
ATSC1are,-0.8753219999999998
ATSC2are,4.102312999999999
ATSC3are,-2.0739879999999995
ATSC4are,0.9744309999999989
ATSC5are,-6.789188999999997
ATSC6are,3.661352999999998
ATSC7are,-0.20318699999999962
ATSC8are,-2.509972999999999
BCUTZ-1h,16.013230469634852
BCUTZ-1l,5.654697528975375
BCUTc-1h,0.4623330246453221
BCUTc-1l,-0.3633451346407632
BCUTd-1h,4.044076140557436
BCUTd-1l,0.9706123447705837
BCUTi-1h,14.539659845129595
BCUTi-1l,10.319731666110078
BCUTm-1h,32.06673569598945
BCUTm-1l,11.666227828578725
BCUTp-1h,2.9546600481077756
BCUTp-1l,0.741500846690088
BCUTs-1h,7.0145847711259
BCUTs-1l,0.2989040997106393
BCUTv-1h,24.442002039028555
BCUTv-1l,14.699973702929787
BalabanJ,1.7512751997656306
Diameter,13
ETA_beta,39.0
GATS1are,0.7672114137276153
GATS2are,0.39301002901530785
GATS3are,0.9696625062208851
GATS4are,0.7776791530230828
GATS5are,1.590834219057918
GATS6are,0.7926210396587446
GATS7are,1.1772964356212645
GATS8are,1.0687369473277808
HybRatio,0.19047619047619047
Lipinski,True
LogEE_Dt,300.3526104946225
MATS1are,-0.11677256376638284
MATS2are,0.327104000530726
MATS3are,-0.1332167391077022
MATS4are,0.05240077336004479
MATS5are,-0.338828094669797
MATS6are,0.18539471519539683
MATS7are,-0.013173114158107303
MATS8are,-0.1540873269545405
MAXddssS,-3.9009913417527495
MAXssCH2,-0.25568585298112656
MINddssS,-3.9009913417527495
MINssCH2,-0.25568585298112656
NsssssAs,0
RotRatio,0.1935483870967742
SM1_Dzpe,1.4780446756425953
SM1_Dzse,1.5254492025260182
SMR_VSA1,23.425388958082166
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,30.562178550107422
SMR_VSA6,10.474948471198877
SMR_VSA7,59.15492395432226
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,189.89882865786407
SpAD_Dzi,245.98918700026536
SpAD_Dzm,189.89348036108498
SpAD_Dzp,255.9208953020698
SpAD_Dzv,262.3898867460972
SpAbs_Dt,600.7052209892453
SpDiam_A,4.990235448086148
SpDiam_D,220.2451842858018
SpMAD_Dt,20.713973137560174
SpMax_Dt,300.3526104946225
SsssssAs,0
VE1_Dzpe,5.286956595226266
VE1_Dzse,5.287425245442884
VE2_Dzpe,0.18230884811125053
VE2_Dzse,0.1823250084635477
VE3_Dzpe,2.7299535044950503
VE3_Dzse,2.7300421432871773
VMcGowan,307.5000000000007
VR1_Dzpe,182.52875658460346
VR1_Dzse,182.49201864022103
VR2_Dzpe,6.294095054641499
VR2_Dzse,6.292828228973139
VR3_Dzpe,6.271618467928669
VR3_Dzse,6.271417175580397
mZagreb1,11.67361111111111
mZagreb2,6.208333333333332
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,41
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14415299999999995
AATSC1are,-0.01683311538461538
AATSC2are,0.04715302298850573
AATSC3are,-0.019203592592592588
AATSC4are,0.0075537286821705345
AATSC5are,-0.04884308633093523
AATSC6are,0.026725204379562027
AATSC7are,-0.0018989439252336414
AATSC8are,-0.022212150442477867
AETA_beta,1.3448275862068966
BCUTdv-1h,6.022558220378915
BCUTdv-1l,0.644183206846476
BCUTpe-1h,3.537081144283303
BCUTpe-1l,2.2020844330924976
BCUTse-1h,3.768347587589776
BCUTse-1l,2.398709405066864
ETA_alpha,14.233333333333336
ETA_dBeta,5.0
ETA_eta_B,0.8171522269447618
ETA_eta_F,32.70874267556576
ETA_eta_L,6.175179161271981
ETA_eta_R,58.74458344305177
ETA_psi_1,0.5678191489361707
LabuteASA,173.17861013510338
LogEE_DzZ,94.5781724558949
LogEE_Dzi,123.02621831131576
LogEE_Dzm,94.57444048906927
LogEE_Dzp,126.52012842230653
LogEE_Dzv,130.71239251520947
PEOE_VSA1,10.213054789681411
PEOE_VSA2,9.51663204852391
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,11.761884949391115
PEOE_VSA6,41.96165390246666
PEOE_VSA7,37.96448165092747
PEOE_VSA8,10.772448428929591
PEOE_VSA9,21.2312068324659
SM1_Dzare,1.565058853145573
SpAD_Dzpe,239.9549564539585
SpAD_Dzse,236.12593013712046
SpAbs_DzZ,187.80276954456355
SpAbs_Dzi,245.135317098322
SpAbs_Dzm,187.80004773993488
SpAbs_Dzp,258.12163412242177
SpAbs_Dzv,263.42392429860956
SpDiam_Dt,428.30876051274316
SpMAD_DzZ,6.54823547096083
SpMAD_Dzi,8.48238575862984
SpMAD_Dzm,6.548051046933965
SpMAD_Dzp,8.824858458692061
SpMAD_Dzv,9.047927129175765
SpMax_DzZ,94.5781724558949
SpMax_Dzi,123.02621831131576
SpMax_Dzm,94.57444048906927
SpMax_Dzp,126.52012842230653
SpMax_Dzv,130.71239251520947
VE1_Dzare,5.286305808078467
VE2_Dzare,0.18228640717511954
VE3_Dzare,2.7298304039563903
VR1_Dzare,182.56615038028121
VR2_Dzare,6.295384495871766
VR3_Dzare,6.271823312176536
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49080459770114954
AETA_dBeta,0.1724137931034483
AETA_eta_B,0.028177662998095234
AETA_eta_F,1.1278876784677847
AETA_eta_L,0.2129372124576545
AETA_eta_R,2.0256752911397164
BCUTare-1h,3.581119006311478
BCUTare-1l,2.1515273714091614
ETA_beta_s,17.0
ETA_dPsi_A,0.14618085106382928
ETA_dPsi_B,0.0
ETA_eta_BR,1.0751522269447618
ETA_eta_FL,7.421882174156353
ETA_eta_RL,13.597061335428334
LogEE_Dzpe,120.02844528476001
LogEE_Dzse,118.11556676519905
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,4.722094864452088
SlogP_VSA2,30.353010668708983
SlogP_VSA3,14.817828337479405
SlogP_VSA4,20.771211599071872
SlogP_VSA5,16.690354475090988
SlogP_VSA6,52.255536430266815
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
SpAD_Dzare,241.27996416028822
SpAbs_Dzpe,238.57884589387749
SpAbs_Dzse,234.70568432787204
SpDiam_DzZ,133.49940062154778
SpDiam_Dzi,176.84536313169122
SpDiam_Dzm,133.4938714816198
SpDiam_Dzp,183.94466756081982
SpDiam_Dzv,191.5754750554263
SpMAD_Dzpe,8.274308843239949
SpMAD_Dzse,8.142273453004155
SpMax_Dzpe,120.02844528476001
SpMax_Dzse,118.11556676519905
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.5862068965517241
AETA_eta_BR,0.03707421472223316
AETA_eta_FL,0.2559269715226329
AETA_eta_RL,0.4688641839802874
DetourIndex,4272
EState_VSA1,15.992596441359433
EState_VSA2,22.08523519023203
EState_VSA3,26.794834887841358
EState_VSA4,17.325336441088112
EState_VSA5,6.06636706846161
EState_VSA6,38.112942673227685
EState_VSA7,19.056471336613843
EState_VSA8,4.722094864452088
EState_VSA9,5.106527394840706
ETA_beta_ns,22.0
ETA_shape_p,0.22248243559718964
ETA_shape_x,0.05854800936768149
ETA_shape_y,0.35128805620608894
GhoseFilter,True
LogEE_Dzare,120.6939496268043
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,239.82284040046315
SpDiam_Dzpe,173.02455308795084
SpDiam_Dzse,170.17271094835863
SpMAD_Dzare,8.31999876414787
SpMax_Dzare,120.6939496268043
TopoPSA(NO),103.7
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.37206375451415
VSA_EState9,53.01573924856776
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7586206896551724
EState_VSA10,18.318861563241462
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.009195402298850481
FilterItLogS,-5.876925973467337
SpDiam_Dzare,173.9509734003908
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6273333333333333
ETA_epsilon_2,0.8643678160919536
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.5479797979797975
ETA_epsilon_5,0.811458333333333
AETA_beta_ns_d,0.05172413793103448
ETA_dEpsilon_A,0.18757429718875535
ETA_dEpsilon_B,0.07935353535353584
ETA_dEpsilon_C,-0.1082207618352195
ETA_dEpsilon_D,0.05290948275862062
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.6206896551724138
MDEDescriptor,"0.75,3.868448401076148,6.49138508285565,0.0,6.3651709556728076,20.190477415361382,0.0,12.086759009709922,0.0,0.0,1.7117768118155856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,61.872652999999964
BCUTDescriptor,"11.84999999999998,31.973073845378813,-0.35874348265285927,0.2693630765895755,4.356444611015059,13.066393358188561"
BPolDescriptor,33.331347
TPSADescriptor,137.38000000000002
ALOGPDescriptor,"4.983200000000001,24.83228224000001,112.86459999999998"
XLogPDescriptor,4.323
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,431.08611493999996
ChiPathDescriptor,"21.34457050376173,13.59706133542834,13.44797448689096,10.084646250023772,9.288990618371313,6.428123541779363,5.042705677493963,3.1255288731195034,17.204465660659128,10.154367901589913,8.253438076193186,5.880267852399221,4.5624539012989365,2.743684696858921,1.8849832544353498,1.0294340704282765"
ChiChainDescriptor,"0.0,0.0,0.0,0.18424981005154034,0.46433047029195035,0.0,0.0,0.0,0.06665330702328692,0.16304780422892123"
AtomCountDescriptor,50
BondCountDescriptor,31
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"3.1129787564057123,0.20412414523193154,0.6667799741371554,0.06804138174397717,1.272495318775102,0.025499585890087693,0.2296460046817037,0.006374896472521923"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,5,4,0,0,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"58.1223051789197,2.0042174199627483,21.97238147829765,12.372722296514702,3.0806297906157627"
FractionalPSADescriptor,0.31868342597655
WienerNumbersDescriptor,"2156.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.574727501222311,10.589538436002965,14.221193751316507,2.401735080087787,3.857111334913187,4.405313349312129"
FractionalCSP3Descriptor,0.19047619047619047
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,1,0,0,7,0,0,0,1,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"23.658688865764827,9.646502835538753,5.437517954610744"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1892.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.19047619047619047
AutocorrelationDescriptorMass,"45.48783155588123,44.39806765256373,61.16567015486972,74.84721745147593,71.27309561898929"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.45892297905295043,-0.22217561629385446,-0.025985621735259732,0.09622209466563032,-0.020911237950561073"
EccentricConnectivityIndexDescriptor,606
AutocorrelationDescriptorPolarizability,"2614.468212910499,3111.9948448970426,4560.462660110138,4914.97476090507,4685.149818270829"
