DLiP-ID,C001ZR
DLiP-Mol-ID,27351
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H10ClN3O2S2/c15-11-6-8-12(9-7-11)22(19,20)18-14-17-16-13(21-14)10-4-2-1-3-5-10/h1-9H,(H,17,18)"
Standard Inchi Key(RDKit),SWLAKVCPDFLJCT-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccc(Cl)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),351.84
MW Monoisotopic(RDKit),350.99029624
MolLogP(RDKit),3.6593
XLogP(SDF),
XLogP(CDK),4.561
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),71.95
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.778172066797396
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,143181.81326142547
qed,0.7781720667973957
Chi0,15.579139501373252
Chi1,10.54364332281354
TPSA,71.95
Chi0n,11.10153724857123
Chi0v,13.490459356445138
Chi1n,6.218076553834509
Chi1v,8.895700855365856
Chi2n,4.337811616158121
Chi2v,7.43417044540553
Chi3n,2.7913520370247396
Chi3v,5.41514539237694
Chi4n,1.7494756270832361
Chi4v,3.8545816673564084
MolMR,87.60550000000002
MolWt,351.84000000000003
fr_SH,0
Kappa1,14.955757853235
Kappa2,6.036080118328992
Kappa3,3.267289194322161
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,877.9661234304635
MolLogP,3.6593000000000018
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.842786056712256
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,10.197363616602075
SMR_VSA4,0.0
SMR_VSA5,4.895483475517775
SMR_VSA6,4.722094864452088
SMR_VSA7,59.619936929895815
SMR_VSA8,0.0
SMR_VSA9,10.571075188549761
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
