DLiP-ID,C000VU
ATS4i,15188.599439182046
ATS4m,6155.2017049999995
ATS4p,142.778429152245
ATS4s,315.05555555555554
ATS4v,19602.81136193626
ATS5Z,1596.0
ATS5d,272.0
ATS5i,18003.222195134374
ATS5m,5625.248382
ATS5p,138.76481739977197
ATS5s,309.0
ATS5v,18420.76167423267
ATS6Z,1491.0
ATS6d,240.0
ATS6i,16481.619393815527
ATS6m,5218.994483
ATS6p,118.282407747527
ATS6s,347.33333333333337
ATS6v,16212.067301531426
ATS7Z,1206.0
ATS7d,194.0
ATS7i,13197.090863004687
ATS7m,4184.533958
ATS7p,104.80381695588599
ATS7s,261.2222222222223
ATS7v,14031.81876295469
ATS8Z,1086.0
ATS8d,191.0
ATS8i,14075.83198078287
ATS8m,3798.785971999999
ATS8p,94.48413971347
ATS8s,256.44444444444446
ATS8v,12374.18282302878
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,15
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.19047619047619047
GGI10,0.11549841852872156
JGI10,0.005499924691843884
JGT10,0.44587401859663955
Kier1,22.290809327846365
Kier2,11.755102040816327
Kier3,6.8429752066115705
MAXdO,12.130542013101536
MID_C,42.555775710051165
MID_N,0.0
MID_O,9.36074843724317
MID_X,0.0
MID_h,9.36074843724317
MINdO,12.130542013101536
MPC10,43
MWC01,27.0
MWC02,4.8283137373023015
MWC03,5.645446897643238
MWC04,6.484635235635252
MWC05,7.32052696227274
MWC06,8.163656176168432
MWC07,9.003931019653137
MWC08,9.848133392404051
MWC09,10.689829039654898
MWC10,11.534383583928683
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,4
NdssC,1
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.016700000000003
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.272999558563747
SRW05,0.0
SRW06,6.741700694652055
SRW07,0.0
SRW08,8.300776960851454
SRW09,0.0
SRW10,9.907230538814963
SaaCH,10.814679480633943
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.227971099202924
SaasN,0
SdCH2,0
SddsN,0
SdsCH,6.375058211556228
SdssC,-0.15209052448139726
SdssS,0
SsCH3,6.325080014104098
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.697643051670819
VE1_D,5.0256641740984245
VE2_A,0.1806785789104161
VE2_D,0.19329477592686248
VE3_A,2.5025723495932084
VE3_D,2.570069064188304
VR1_A,156.14865224176648
VR1_D,147.28012735076499
VR2_A,6.005717393914096
VR2_D,5.66462028272173
VR3_A,6.006319897542627
VR3_D,5.947847846636601
WPath,1989
Xc-3d,1.3635900917253427
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,18.940946820939047
Xp-1d,12.604416708024294
Xp-2d,10.291339904039786
Xp-3d,8.760879243511429
Xp-4d,6.491055322148195
Xp-5d,5.242724121214344
Xp-6d,3.537291651410727
Xp-7d,2.11645470885334
ZMIC0,90.68963967356095
ZMIC1,66.82376373628813
ZMIC2,47.41327741444743
ZMIC3,41.162406776632636
ZMIC4,38.577444275911475
ZMIC5,37.077444275911475
nAcid,0
nAtom,48
nBase,0
nRing,2
piPC1,3.6109179126442243
piPC2,4.143134726391533
piPC3,4.7140245909001735
piPC4,5.191566996601156
piPC5,5.714969664046765
piPC6,5.889570239426642
piPC7,6.0484059235081205
piPC8,6.2084642636617025
piPC9,6.507277712385012
AATS0Z,22.875
AATS0d,3.0416666666666665
AATS0i,159.54429690491622
AATS0m,90.24458237500001
AATS0p,1.4909250813891248
AATS0s,4.0717592592592595
AATS0v,222.07606664662862
AATS1Z,24.73469387755102
AATS1d,3.5306122448979593
AATS1i,143.49151867426121
AATS1m,93.72624520408161
AATS1p,1.7704537718367346
AATS1s,3.4399092970521545
AATS1v,262.695414496362
AATS2Z,20.354430379746834
AATS2d,3.3164556962025316
AATS2i,154.51856057345304
AATS2m,75.64685249367088
AATS2p,1.4827766694960507
AATS2s,3.2559774964838257
AATS2v,218.5711188933999
AATS3Z,20.88372093023256
AATS3d,3.3255813953488373
AATS3i,149.65499696105346
AATS3m,77.04384155813953
AATS3p,1.5666008217139071
AATS3s,3.381136950904393
AATS3v,227.38553119137856
AATS4Z,17.33
AATS4d,2.71
AATS4i,151.88599439182045
AATS4m,61.552017049999996
AATS4p,1.42778429152245
AATS4s,3.1505555555555556
AATS4v,196.02811361936259
AATS5Z,14.0
AATS5d,2.3859649122807016
AATS5i,157.92300171170504
AATS5m,49.34428405263158
AATS5p,1.2172352403488769
AATS5s,2.710526315789474
AATS5v,161.58562872133922
AATS6Z,14.617647058823529
AATS6d,2.3529411764705883
AATS6i,161.58450386093654
AATS6m,51.166612578431376
AATS6p,1.1596314485051666
AATS6s,3.405228758169935
AATS6v,158.9418362895238
AATS7Z,14.357142857142858
AATS7d,2.3095238095238093
AATS7i,157.1082245595796
AATS7m,49.81588045238095
AATS7p,1.2476644875700713
AATS7s,3.1097883597883604
AATS7v,167.0454614637463
AATS8Z,12.627906976744185
AATS8d,2.2209302325581395
AATS8i,163.67246489282408
AATS8m,44.171929906976736
AATS8p,1.0986527873659302
AATS8s,2.9819121447028425
AATS8v,143.8858467794044
AMID_C,1.6367606042327372
AMID_N,0.0
AMID_O,0.36002878604781424
AMID_X,0.0
AMID_h,0.36002878604781424
ATS0dv,386.0
ATS0pe,302.20050000000003
ATS0se,372.915624
ATS1dv,356.0
ATS1pe,319.41299999999995
ATS1se,382.62214800000004
ATS2dv,453.0
ATS2pe,511.3784999999999
ATS2se,625.4799640000001
ATS3dv,468.0
ATS3pe,556.193
ATS3se,675.337976
ATS4dv,423.0
ATS4pe,631.0847
ATS4se,774.1201639999999
ATS5dv,350.0
ATS5pe,679.821
ATS5se,852.254424
ATS6dv,358.0
ATS6pe,638.7537
ATS6se,797.4613879999999
ATS7dv,272.0
ATS7pe,513.915
ATS7se,640.371416
ATS8dv,291.0
ATS8pe,512.6142
ATS8se,649.023152
ATSC0Z,361.66666666666663
ATSC0c,1.297198706983938
ATSC0d,25.666666666666664
ATSC0i,64.7801954461526
ATSC0m,1715.0570872499998
ATSC0p,11.376842546117247
ATSC0s,53.074074074074076
ATSC0v,2433.441134454467
ATSC1Z,21.006944444444464
ATSC1c,-0.39991136145413275
ATSC1d,14.006944444444445
ATSC1i,-10.687822461745174
ATSC1m,95.23478714062475
ATSC1p,-1.607621495154988
ATSC1s,-2.9969135802469142
ATSC1v,-119.72992881096657
ATSC2Z,31.215277777777775
ATSC2c,-0.29599377231969004
ATSC2d,0.8819444444444466
ATSC2i,28.030762077442887
ATSC2m,172.62554410937466
ATSC2p,5.024979666153232
ATSC2s,-4.4598765432098775
ATSC2v,929.328628145183
ATSC3Z,-65.06944444444441
ATSC3c,-0.13414248372719856
ATSC3d,-11.402777777777775
ATSC3i,-7.078435721022148
ATSC3m,-303.71718540625034
ATSC3p,-1.2272365171671602
ATSC3s,-7.5493827160493865
ATSC3v,-294.0929401277613
ATSC4Z,-179.63888888888886
ATSC4c,0.3831944884900783
ATSC4d,-10.305555555555554
ATSC4i,-27.799842961144083
ATSC4m,-869.3892619375001
ATSC4p,-5.51526608327044
ATSC4s,-12.932098765432102
ATSC4v,-1462.1521073528359
ATSC5Z,54.791666666666686
ATSC5c,-0.24128169052172152
ATSC5d,-9.041666666666668
ATSC5i,-21.711449637691484
ATSC5m,248.11910803125014
ATSC5p,-3.2881172834782175
ATSC5s,8.759259259259261
ATSC5v,-238.7909784844844
ATSC6Z,-38.45833333333334
ATSC6c,0.07205324917532398
ATSC6d,-4.625000000000002
ATSC6i,13.2532349533361
ATSC6m,-174.63294240625004
ATSC6p,1.999802278084345
ATSC6s,10.351851851851851
ATSC6v,133.92065715191734
ATSC7Z,-90.41666666666667
ATSC7c,-0.27488539021735325
ATSC7d,5.583333333333332
ATSC7i,-17.374559447772302
ATSC7m,-431.7329846875
ATSC7p,-3.105740407706188
ATSC7s,-15.481481481481481
ATSC7v,-675.7265707025474
ATSC8Z,117.93055555555553
ATSC8c,0.268798105972585
ATSC8d,10.763888888888888
ATSC8i,23.086021385784292
ATSC8m,561.6061160937502
ATSC8p,4.069691368785346
ATSC8s,5.191358024691359
ATSC8v,860.2241301560549
AXp-0d,0.7284979546515018
AXp-1d,0.4668302484453442
AXp-2d,0.2940382829725653
AXp-3d,0.19911089189798703
AXp-4d,0.1272755945519254
AXp-5d,0.0845600664711991
AXp-6d,0.05995409578662249
AXp-7d,0.04070105209333346
GATS1Z,0.777071381548011
GATS1c,1.2451612110090753
GATS1d,0.6353034720381661
GATS1i,1.2608159251682034
GATS1m,0.7848236775290205
GATS1p,1.21921588634861
GATS1s,0.6706922824956918
GATS1v,1.0372207594644214
GATS2Z,0.9277722685644287
GATS2c,1.4790219893041927
GATS2d,1.1821469669570936
GATS2i,0.757365175583275
GATS2m,0.9152913831496254
GATS2p,0.7290284142250688
GATS2s,0.8998780994108139
GATS2v,0.7149195165856537
GATS3Z,1.0124316793484087
GATS3c,1.1495376991432749
GATS3d,1.533071579583208
GATS3i,1.1115789957960014
GATS3m,1.0112624764616747
GATS3p,1.0908913537866964
GATS3s,1.0743358379720542
GATS3v,1.031463078922527
GATS4Z,1.1526912442396313
GATS4c,0.7808199852969221
GATS4d,1.1170129870129872
GATS4i,1.2322706981802243
GATS4m,1.1595648984482516
GATS4p,1.2501121810237066
GATS4s,1.025767620376832
GATS4v,1.2650855573220634
GATS5Z,0.8800388066941548
GATS5c,0.7958180583814836
GATS5d,1.1404647983595355
GATS5i,1.1168993495214945
GATS5m,0.8876603875693703
GATS5p,1.11339933060138
GATS5s,0.7591086054284348
GATS5v,1.0549794625607365
GATS6Z,1.0931417728381676
GATS6c,1.1308400339061766
GATS6d,1.005347593582888
GATS6i,0.8581420018939367
GATS6m,1.0856000217354158
GATS6p,0.8617025120607287
GATS6s,1.3915171790977383
GATS6v,0.9198235225012596
GATS7Z,1.1015141540487163
GATS7c,0.8789998068836731
GATS7d,0.7847866419294992
GATS7i,1.1364546551056527
GATS7m,1.1039566078360665
GATS7p,1.1417505410564768
GATS7s,1.7031701724653572
GATS7v,1.1437076700013198
GATS8Z,0.8371450005358484
GATS8c,0.5899598174780496
GATS8d,0.6387798248263366
GATS8i,0.7395034694715507
GATS8m,0.8366775443397363
GATS8p,0.7527386379963672
GATS8s,1.4988071860951981
GATS8v,0.7982766690920716
MATS1Z,0.05689833537101482
MATS1c,-0.30199683594255744
MATS1d,0.5345878611184733
MATS1i,-0.1616188954647108
MATS1m,0.05439540219953236
MATS1p,-0.13842266752215102
MATS1s,-0.05531424014127634
MATS1v,-0.048197780178620336
MATS2Z,0.05244122965641953
MATS2c,-0.13864053085355557
MATS2d,0.02087785632089435
MATS2i,0.26290981360965565
MATS2m,0.06115621883796752
MATS2p,0.26836551440730644
MATS2s,-0.051056913441748314
MATS2v,0.23203987185257727
MATS3Z,-0.10041796163326543
MATS3c,-0.05771685021928777
MATS3d,-0.24796134098459677
MATS3i,-0.06098707782256712
MATS3m,-0.0988401901365557
MATS3p,-0.06020732168063331
MATS3s,-0.07939109690192964
MATS3v,-0.06745381858283289
MATS4Z,-0.2384147465437788
MATS4c,0.14179273652137173
MATS4d,-0.1927272727272727
MATS4i,-0.20598771784257833
MATS4m,-0.24331950745682104
MATS4p,-0.23269441492563384
MATS4s,-0.11695743196092118
MATS4v,-0.2884117481176299
MATS5Z,0.06378850351685669
MATS5c,-0.0783166759256151
MATS5d,-0.14832535885167467
MATS5i,-0.1411181757384883
MATS5m,0.06091412592515672
MATS5p,-0.1216919746877593
MATS5s,0.06948984463951226
MATS5v,-0.04131744485807913
MATS6Z,-0.05004066142586068
MATS6c,0.026138949410040458
MATS6d,-0.08479755538579073
MATS6i,0.09627659203055348
MATS6m,-0.04791689373031189
MATS6p,0.08271920976018486
MATS6s,0.09178605147571937
MATS6v,0.025898093373307587
MATS7Z,-0.14285714285714288
MATS7c,-0.12108967191595615
MATS7d,0.12430426716141
MATS7i,-0.15326165066442346
MATS7m,-0.1438462687409133
MATS7p,-0.15599308834675035
MATS7s,-0.16668328182633835
MATS7v,-0.1586763137623411
MATS8Z,0.18199549887471866
MATS8c,0.11565448611491823
MATS8d,0.2340682573240713
MATS8i,0.19890679782353995
MATS8m,0.1827662640239142
MATS8p,0.19965606788408632
MATS8s,0.054593550690533774
MATS8v,0.19730294236547832
MAXssO,5.312562479090708
MINssO,5.16015070718396
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.56444438811817
SpAD_D,316.063308934243
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,491
TMWC10,126.51885604466273
TSRW10,60.23004093811469
VE1_Dt,5.028373594777062
VE2_Dt,0.19339898441450237
VE3_Dt,2.5706080358545162
VR1_Dt,146.97805932697338
VR2_Dt,5.6530022818066685
VR3_Dt,5.945794764387253
Xc-3dv,0.4886419420963561
Xc-4dv,0.0
Xc-5dv,0.039283710065919304
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.13608276348795434
Xch-7d,0.2886751345948129
Xp-0dv,15.314744144215576
Xp-1dv,7.951048836486199
Xp-2dv,5.28479697278764
Xp-3dv,3.735605567068994
Xp-4dv,2.3116409279181167
Xp-5dv,1.508194414471881
Xp-6dv,0.8082519427321246
Xp-7dv,0.40361126369148403
Xpc-4d,3.2808709613543576
Xpc-5d,4.5593028681699765
Xpc-6d,6.419628523506702
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,49
nFRing,0
nHBAcc,5
nHBDon,0
nHRing,0
nSpiro,0
naRing,2
piPC10,6.652863029353347
AATS0dv,8.041666666666666
AATS0pe,6.29584375
AATS0se,7.7690755
AATS1dv,7.26530612244898
AATS1pe,6.518632653061224
AATS1se,7.808615265306123
AATS2dv,5.734177215189874
AATS2pe,6.473145569620252
AATS2se,7.917467898734179
AATS3dv,5.441860465116279
AATS3pe,6.467360465116279
AATS3se,7.852767162790698
AATS4dv,4.23
AATS4pe,6.310847
AATS4se,7.741201639999999
AATS5dv,3.0701754385964914
AATS5pe,5.963342105263158
AATS5se,7.475916
AATS6dv,3.5098039215686274
AATS6pe,6.262291176470588
AATS6se,7.818248901960784
AATS7dv,3.238095238095238
AATS7pe,6.118035714285714
AATS7se,7.623469238095238
AATS8dv,3.383720930232558
AATS8pe,5.960630232558139
AATS8se,7.546780837209302
AATSC0Z,7.534722222222221
AATSC0c,0.027024973062165374
AATSC0d,0.5347222222222222
AATSC0i,1.3495874051281793
AATSC0m,35.730355984374995
AATSC0p,0.23701755304410932
AATSC0s,1.1057098765432098
AATSC0v,50.69669030113473
AATSC1Z,0.42871315192743803
AATSC1c,-0.00816145635620679
AATSC1d,0.2858560090702948
AATSC1i,-0.21811882574990152
AATSC1m,1.943567084502546
AATSC1p,-0.032808601941938534
AATSC1s,-0.06116150163769213
AATSC1v,-2.443467934917685
AATSC2Z,0.3951300984528832
AATSC2c,-0.003746756611641646
AATSC2d,0.011163853727144894
AATSC2i,0.35481977313218843
AATSC2m,2.1851334697389198
AATSC2p,0.06360733754624344
AATSC2s,-0.05645413345835288
AATSC2v,11.7636535208251
AATSC3Z,-0.7566214470284234
AATSC3c,-0.0015597963224092855
AATSC3d,-0.13259043927648576
AATSC3i,-0.08230739210490869
AATSC3m,-3.5315951791424456
AATSC3p,-0.014270192060083259
AATSC3s,-0.08778351995406264
AATSC3v,-3.419685350322806
AATSC4Z,-1.7963888888888886
AATSC4c,0.003831944884900783
AATSC4d,-0.10305555555555554
AATSC4i,-0.27799842961144083
AATSC4m,-8.693892619375001
AATSC4p,-0.0551526608327044
AATSC4s,-0.129320987654321
AATSC4v,-14.621521073528358
AATSC5Z,0.4806286549707604
AATSC5c,-0.0021165060572080835
AATSC5d,-0.07931286549707603
AATSC5i,-0.1904513126113288
AATSC5m,2.1764834037828957
AATSC5p,-0.028843134065598398
AATSC5s,0.07683560753736195
AATSC5v,-2.094657706004249
AATSC6Z,-0.3770424836601308
AATSC6c,0.0007064044036796469
