DLiP-ID,C000P9
DLiP-Mol-ID,31157
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H13ClN2/c12-11-4-1-7(6-13-11)9-5-8-2-3-10(9)14-8/h1,4,6,8-10,14H,2-3,5H2/t8-,9+,10+/m1/s1"
Standard Inchi Key(RDKit),NLPRAJRHRHZCQQ-UTLUCORTSA-N
Canonical SMILES(RDKit),Clc1ccc([C@@H]2C[C@H]3CC[C@@H]2N3)cn1
SMILES(SDF),
MW(SDF),
MW(RDKit),208.692
MW Monoisotopic(RDKit),208.076726096
MolLogP(RDKit),2.3429
XLogP(SDF),
XLogP(CDK),1.749
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),24.92
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.717123090659174
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4050.3312286022115
qed,0.7171230906591743
Chi0,9.543605595440512
Chi1,6.8264998404949235
TPSA,24.92
Chi0n,7.910600027206584
Chi0v,8.66652897322504
Chi1n,5.202498560092751
Chi1v,5.580463033101978
Chi2n,4.303884804443635
Chi2v,4.6911335456253305
Chi3n,3.4784819746716016
Chi3v,3.7020601396361967
Chi4n,2.79916393613947
Chi4v,2.910953018621768
MolMR,56.55070000000003
MolWt,208.69199999999998
fr_SH,0
Kappa1,8.687738235790183
Kappa2,3.2117028061224495
Kappa3,1.3342105263157897
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,335.6456975076592
MolLogP,2.3428999999999993
NOCount,2
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.8578370880045227
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,37.26405257323534
SMR_VSA6,0.0
SMR_VSA7,29.046139017126084
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,88.68216989025437
NHOHCount,1
PEOE_VSA1,5.316788604006331
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.667306958694127
PEOE_VSA7,30.892283428936636
PEOE_VSA8,24.19843127607039
PEOE_VSA9,0.0
RingCount,3
