DLiP-ID,C0000P
DLiP-Mol-ID,30098
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H24N4O2/c1-28(2)12-7-13-29-15-19(17-9-4-6-11-21(17)29)23-22(24(30)27-25(23)31)18-14-26-20-10-5-3-8-16(18)20/h3-6,8-11,14-15,26H,7,12-13H2,1-2H3,(H,27,30,31)"
Standard Inchi Key(RDKit),QMGUOJYZJKLOLH-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),412.493
MW Monoisotopic(RDKit),412.189926008
MolLogP(RDKit),3.6415
XLogP(SDF),
XLogP(CDK),3.697
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),70.13
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.475209148624862
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,19957748.447348773
qed,0.47520914862486224
Chi0,21.534804948073724
Chi1,15.041713895658198
TPSA,70.13
Chi0n,17.605746807383547
Chi0v,17.605746807383547
Chi1n,10.437662643158285
Chi1v,10.437662643158285
Chi2n,8.191329606882388
Chi2v,8.191329606882388
Chi3n,5.85203721698648
Chi3v,5.85203721698648
Chi4n,4.4357696783090805
Chi4v,4.4357696783090805
