DLiP-ID,C0026R
DLiP-Mol-ID,28905
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H17N3O3S/c1-23-13-9-8-11(10-14(13)24-2)15(22)16-17(19)21-18(25-16)20-12-6-4-3-5-7-12/h3-10H,19H2,1-2H3,(H,20,21)"
Standard Inchi Key(RDKit),SZDXLKNVUKAHTG-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(C(=O)c2sc(Nc3ccccc3)nc2N)cc1OC
SMILES(SDF),
MW(SDF),
MW(RDKit),355.419
MW Monoisotopic(RDKit),355.099062404
MolLogP(RDKit),3.7171
XLogP(SDF),
XLogP(CDK),2.642
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),86.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.65553979671997
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,646579.0329373684
qed,0.6555397967199702
Chi0,17.811190308942127
Chi1,12.117723500579766
TPSA,86.47
Chi0n,13.776359180062045
Chi0v,14.59285576098977
Chi1n,7.4717235114177
Chi1v,8.288220092345425
Chi2n,5.12329467377206
Chi2v,6.122365440534842
Chi3n,3.530390154130156
Chi3v,4.515746259493661
Chi4n,2.3016063773652466
Chi4v,3.1685909211802956
MolMR,99.22960000000002
MolWt,355.41900000000015
fr_SH,0
Kappa1,16.785786144559395
Kappa2,7.227753111404264
Kappa3,3.559218457798015
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,893.8368778004417
MolLogP,3.717100000000001
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.876012978876051
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,25.270051163723583
SMR_VSA7,58.971535233091174
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,148.77879456585117
NHOHCount,3
PEOE_VSA1,20.524181988768614
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
