DLiP-ID,T0083F
DLiP-Mol-ID,26539
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H11F3N4O/c1-2-20-10-5-9(12(13,14)15)18-11(19-10)8-4-3-7(16)6-17-8/h3-6H,2,16H2,1H3"
Standard Inchi Key(RDKit),ZRCWDDPTQHZGHR-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOc1cc(C(F)(F)F)nc(-c2ccc(N)cn2)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),284.241
MW Monoisotopic(RDKit),284.088495632
MolLogP(RDKit),2.5383
XLogP(SDF),
XLogP(CDK),1.858
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),73.92
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.937106924989387
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,26039.25720539033
qed,0.9371069249893866
Chi0,14.75071237662706
Chi1,9.397196713406814
TPSA,73.92
Chi0n,10.477640623126096
Chi0v,10.477640623126096
Chi1n,5.708469789926401
Chi1v,5.708469789926401
Chi2n,3.8225736468935323
Chi2v,3.8225736468935323
Chi3n,2.3007571053634694
Chi3v,2.3007571053634694
Chi4n,1.4441442583623587
Chi4v,1.4441442583623587
MolMR,65.84640000000002
MolWt,284.241
fr_SH,0
Kappa1,14.03810833666951
Kappa2,5.3155196755806156
Kappa3,3.1376743061792136
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,598.641696980283
MolLogP,2.5382999999999996
NOCount,5
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,2.5119041596661096
SMR_VSA1,17.908108096824506
SMR_VSA2,0.0
SMR_VSA3,14.951935562841626
SMR_VSA4,0.0
SMR_VSA5,13.100035717134098
