DLiP-ID,J0007F
nN,4
nO,2
nP,0
nS,1
nX,0
ABC,25.472423149598654
AMW,6.958809661611954
IC0,1.511086663977475
IC1,3.4079338957657104
IC2,4.689004675435528
IC3,5.345721093345974
IC4,5.465124078420602
IC5,5.465124078420602
MID,67.5369335355268
Mpe,0.9524143985952592
Mse,0.9922981596025697
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,136.14069999999995
SdO,13.50205982664722
SdS,0
Spe,63.81176470588237
SsF,0
SsI,0
Sse,66.48397669337217
StN,0
fMF,0.373134328358209
nBr,0
nCl,0
AMID,2.046573743500812
BIC0,0.24041208682600493
BIC1,0.5421982201136838
BIC2,0.746015053955339
BIC3,0.8504978531530841
BIC4,0.8694947257344926
BIC5,0.8694947257344926
CIC0,4.555002526480298
CIC1,2.6581552946920617
CIC2,1.3770845150222444
CIC3,0.7203680971117983
CIC4,0.6009651120371702
CIC5,0.6009651120371702
GGI1,6.0
GGI2,3.555555555555557
GGI3,2.3194444444444446
GGI4,1.751666666666667
GGI5,1.0838888888888887
GGI6,0.6661678004535148
GGI7,0.579046201814059
GGI8,0.4492630385487528
GGI9,0.32188271604938273
JGI1,0.16666666666666666
JGI2,0.07256235827664402
JGI3,0.04547930283224401
JGI4,0.0357482993197279
JGI5,0.023061465721040193
JGI6,0.01448190870551119
JGI7,0.012320131953490616
JGI8,0.009983623078861173
JGI9,0.007485644559287971
MIC0,15.588858843307005
MIC1,33.33002105722368
MIC2,38.89116129865324
MIC3,40.866922492683095
MIC4,40.98728070163832
MIC5,40.98728070163832
MPC2,49
MPC3,65
MPC4,84
MPC5,102
MPC6,109
MPC7,128
MPC8,143
MPC9,150
Mare,0.9642985074626866
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.18667422172797848
RPCG,0.12221240365168497
SIC0,0.24910393113811802
SIC1,0.5618008223694669
SIC2,0.7729864379197623
SIC3,0.8812467020358077
SIC4,0.9009303864205433
SIC5,0.9009303864205433
SaaN,4.640453505752582
SaaO,0
SaaS,1.4773131433523123
Sare,64.608
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.430406342233586
SssS,0
StCH,0
StsC,0
TIC0,101.24280648649082
TIC1,228.3315710163026
TIC2,314.16331325418037
TIC3,358.16331325418025
TIC4,366.1633132541803
TIC5,366.1633132541803
Vabc,435.11108816330494
WPol,51
apol,74.99496199999997
bpol,44.303038000000036
nRot,8
ABCGG,19.571887503427924
ATS0Z,1550.0
ATS0d,204.0
ATS0i,10907.046057209567
ATS0m,6109.977120000001
ATS0p,102.16464676486598
ATS0s,198.8923182441701
ATS0v,14071.102239716292
ATS1Z,1717.0
ATS1d,260.0
ATS1i,10243.293571573004
ATS1m,6472.217558
ATS1p,128.12135453
ATS1s,186.63271604938274
ATS1v,17890.89727154971
ATS2Z,2576.0
ATS2d,423.0
ATS2i,19687.72677748984
ATS2m,9518.201393000001
ATS2p,193.39218433558398
ATS2s,307.608024691358
ATS2v,26089.134018962766
ATS3Z,2750.0
ATS3d,489.0
ATS3i,26674.942832970482
ATS3m,9851.920912
ATS3p,227.79318157201698
ATS3s,374.44753086419746
ATS3v,29713.76147159403
ATS4Z,2917.0
ATS4d,495.0
ATS4i,30476.57074319844
ATS4m,10319.531929
ATS4p,238.00785774280902
ATS4s,433.60185185185185
ATS4v,30612.444034606087
ATS5Z,2719.0
ATS5d,493.0
ATS5i,33426.51090438697
ATS5m,9498.444584
ATS5p,239.93684658578897
ATS5s,459.0864197530863
ATS5v,30168.96677664026
ATS6Z,2700.0
ATS6d,487.0
ATS6i,32280.330102478074
ATS6m,9358.019935
ATS6p,237.76298723324197
ATS6s,452.7469135802469
ATS6v,29570.18675952662
ATS7Z,2712.0
ATS7d,465.0
ATS7i,28725.155141438823
ATS7m,9603.295643
ATS7p,227.474320091054
ATS7s,422.3796296296296
ATS7v,28718.84495559809
ATS8Z,2561.0
ATS8d,455.0
ATS8i,26788.56895274684
ATS8m,8982.635082
ATS8p,221.285731328262
ATS8s,381.5277777777778
ATS8v,27998.202498707353
C1SP1,0
C1SP2,0
C1SP3,5
C2SP1,0
C2SP2,11
C2SP3,6
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.46153846153846156
GGI10,0.16550556065707583
JGI10,0.004137639016426896
JGT10,0.3919270401299006
Kier1,26.074074074074073
Kier2,12.807996668054978
Kier3,6.816568047337278
MAXdO,13.50205982664722
MID_C,53.15716102936127
MID_N,8.60135814904638
MID_O,3.7006994036513445
MID_X,0.0
MID_h,14.379772506165516
MINdO,13.50205982664722
MPC10,160
MWC01,36.0
MWC02,5.14166355650266
MWC03,5.988961416889864
MWC04,6.859614903654202
MWC05,7.724446645633537
MWC06,8.6020856584342
MWC07,9.474625866621567
MWC08,10.355677200817162
MWC09,11.232695556043486
MWC10,12.115847017456618
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,5.992000000000006
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.594711379601839
SRW05,2.3978952727983707
SRW06,7.095893221097532
SRW07,4.727387818712341
SRW08,8.684231891345675
SRW09,6.842683282238422
SRW10,10.317350632095335
SaaCH,16.071325356410895
SaaNH,0
SaaSe,0
SaaaC,1.7829709588561853
SaasC,2.463821356843301
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.08617344314268882
SdssS,0
SsCH3,6.2025621078024065
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.07983281719483
SssPH,0
SssSe,0
SsssB,0
SsssN,4.5683369364989135
SsssP,0
VE1_A,4.440826106738689
VE1_D,5.643026200344481
VE2_A,0.13457048808299057
VE2_D,0.17100079394983278
VE3_A,2.68476288768582
VE3_D,2.924342950430137
VR1_A,595.7027288677962
VR1_D,223.56557760350296
VR2_A,18.05159784447867
VR2_D,6.774714472833423
VR3_A,7.58366423403967
VR3_D,6.603627251585357
WPath,3383
Xc-3d,1.8184850048974703
Xc-4d,0.0
Xc-5d,0.41820032029462706
Xc-6d,0.0
Xp-0d,23.208531534440656
Xp-1d,16.08404999576855
Xp-2d,13.91799352431184
Xp-3d,11.863800754082336
Xp-4d,9.972329418433137
Xp-5d,7.721054921092173
Xp-6d,5.224942948067271
Xp-7d,3.997617467150695
ZMIC0,110.22299387870883
ZMIC1,54.90761624639985
ZMIC2,34.66242051643301
ZMIC3,27.272832867066043
ZMIC4,26.66398107176017
ZMIC5,26.66398107176017
nAcid,0
nAtom,67
nBase,1
nRing,4
piPC1,3.828641396489095
piPC2,4.366278277705742
piPC3,4.908048705321154
piPC4,5.468850967589949
piPC5,5.926425900928728
piPC6,6.1430113934727135
piPC7,6.507475920352455
piPC8,6.830220166848781
piPC9,6.828902292996507
AATS0Z,23.134328358208954
AATS0d,3.044776119402985
AATS0i,162.79173219715773
AATS0m,91.19368835820897
AATS0p,1.5248454741024773
AATS0s,2.968542063345822
AATS0v,210.01645133904913
AATS1Z,24.52857142857143
AATS1d,3.7142857142857144
AATS1i,146.33276530818577
AATS1m,92.46025082857143
AATS1p,1.8303050647142856
AATS1s,2.6661816578483246
AATS1v,255.58424673642443
AATS2Z,20.444444444444443
AATS2d,3.357142857142857
AATS2i,156.25179982134793
AATS2m,75.54128089682541
AATS2p,1.534858605837968
AATS2s,2.441333529296492
AATS2v,207.0566191981172
AATS3Z,16.46706586826347
AATS3d,2.92814371257485
AATS3i,159.73019660461367
AATS3m,58.993538395209576
AATS3p,1.3640310273773473
AATS3s,2.2422007836179487
AATS3v,177.92671539876665
AATS4Z,15.433862433862434
AATS4d,2.619047619047619
AATS4i,161.25169705396002
AATS4m,54.60069803703704
AATS4p,1.2593008346180372
AATS4s,2.2941896923378406
AATS4v,161.97060335770416
AATS5Z,13.32843137254902
AATS5d,2.4166666666666665
AATS5i,163.85544560974003
AATS5m,46.5610028627451
AATS5p,1.176161012675436
AATS5s,2.2504236262406194
AATS5v,147.88709204235423
AATS6Z,13.705583756345177
AATS6d,2.472081218274112
AATS6i,163.8595436674014
AATS6m,47.502639263959395
AATS6p,1.20691871692001
AATS6s,2.2982076831484615
AATS6v,150.10247086054122
AATS7Z,15.322033898305085
AATS7d,2.6271186440677967
AATS7i,162.28901209852444
AATS7m,54.25590758757062
AATS7p,1.2851656502319435
AATS7s,2.386325591127851
AATS7v,162.25336133106268
AATS8Z,15.335329341317365
AATS8d,2.7245508982035926
AATS8i,160.4105925314182
AATS8m,53.7882340239521
AATS8p,1.3250642594506705
AATS8s,2.2845974717232207
AATS8v,167.65390717788833
AMID_C,1.6108230614957961
AMID_N,0.2606472166377691
AMID_O,0.11214240617125286
AMID_X,0.0
AMID_h,0.43575068200501565
ATS0dv,380.44444444444446
ATS0pe,400.915
ATS0se,500.73501699999986
ATS1dv,388.3333333333333
ATS1pe,445.36449999999996
ATS1se,535.5602759999999
ATS2dv,526.6666666666667
ATS2pe,784.7777999999998
ATS2se,962.1152599999998
ATS3dv,532.3333333333333
ATS3pe,1010.2206
ATS3se,1255.8165499999998
ATS4dv,499.33333333333337
ATS4pe,1134.8809
ATS4se,1419.039748
ATS5dv,495.0
ATS5pe,1199.6601
ATS5se,1514.1465420000002
ATS6dv,496.33333333333326
ATS6pe,1163.8526999999997
ATS6se,1470.177714
ATS7dv,504.66666666666663
ATS7pe,1056.5477
ATS7se,1326.157548
ATS8dv,412.3333333333333
ATS8pe,996.6687999999999
ATS8se,1249.491158
ATSC0Z,617.1641791044774
ATSC0c,0.9648905528651605
ATSC0d,36.298507462686565
ATSC0i,101.95276707066466
ATSC0m,2859.878273194029
ATSC0p,18.220701609919075
ATSC0s,50.19086665438241
ATSC0v,3517.91270398487
ATSC1Z,53.544887502784555
ATSC1c,-0.5843798832267513
ATSC1d,15.956783247939411
ATSC1i,-21.20615110700608
ATSC1m,246.22898505101398
ATSC1p,-0.5162911389426745
ATSC1s,0.1446333072674839
ATSC1v,-28.03081505441935
ATSC2Z,128.7957228781466
ATSC2c,0.29533276107727613
ATSC2d,2.707284473156612
ATSC2i,7.88154193118706
ATSC2m,575.8001314709294
ATSC2p,1.8746985807597394
ATSC2s,7.09916230224102
ATSC2v,246.85758569313637
ATSC3Z,19.157941635108013
ATSC3c,-0.34865001204112767
ATSC3d,-7.445533526397857
ATSC3i,-7.748020718473633
ATSC3m,93.29151726264229
ATSC3p,0.03189712680957518
ATSC3s,3.818849597598886
ATSC3v,33.652248197798905
ATSC4Z,74.55179327244369
ATSC4c,0.22826510303261136
ATSC4d,-3.3345956783247916
ATSC4i,-19.974331571001862
ATSC4m,288.48264873624436
ATSC4p,-4.6182840054861805
ATSC4s,-0.925670997020303
ATSC4v,-646.2337103164169
ATSC5Z,145.09712630875475
ATSC5c,-0.003386538161074499
ATSC5d,6.897081755402093
ATSC5i,-9.37611643659155
ATSC5m,674.3911641256402
ATSC5p,2.312505990332056
ATSC5s,2.4527685569450224
ATSC5v,477.75367611245275
ATSC6Z,-19.870795277344584
ATSC6c,-0.2704143686042285
ATSC6d,8.689463132100688
ATSC6i,11.966771260754058
ATSC6m,-50.103577286923866
ATSC6p,1.5197207960412582
ATSC6s,1.323763224293742
ATSC6v,529.6417999420165
ATSC7Z,53.22298952996212
ATSC7c,0.29615367666359843
ATSC7d,1.494987747828024
ATSC7i,9.516299713798084
ATSC7m,265.21945966651816
ATSC7p,2.350022950713549
ATSC7s,12.4506613636565
ATSC7v,472.43730311648767
ATSC8Z,-102.67787926041433
ATSC8c,0.05162130681130518
ATSC8d,-5.057473824905322
ATSC8i,2.923497073926633
ATSC8m,-449.8380160806415
ATSC8p,-1.8490613027592455
ATSC8s,-4.136579020626859
ATSC8v,-42.67249773731045
AXp-0d,0.7032888343769895
AXp-1d,0.44677916654912636
AXp-2d,0.28404068416962935
AXp-3d,0.1825200116012667
AXp-4d,0.11871820736229925
AXp-5d,0.07569661687345268
AXp-6d,0.04793525640428689
AXp-7d,0.031231386462114805
GATS1Z,0.8272630851615135
GATS1c,1.6874277353832796
GATS1d,0.7662652725563911
GATS1i,1.4184516299952143
GATS1m,0.8333810238397263
GATS1p,1.0849876035722488
GATS1s,0.6297532823931038
GATS1v,1.06010495799547
GATS2Z,0.8767444002994186
GATS2c,1.1161271512084179
GATS2d,1.2338169642857144
GATS2i,1.0945335712591002
GATS2m,0.880131753141359
GATS2p,0.9485669884864117
GATS2s,0.6313581040627234
GATS2v,0.9521864913105487
GATS3Z,0.9679098393298049
GATS3c,1.3009735371344895
GATS3d,1.2738683816577372
GATS3i,1.0952847236228413
GATS3m,0.9677450378157924
GATS3p,0.978012690128266
GATS3s,0.7978460293963734
GATS3v,0.9750051413299715
GATS4Z,0.9237077983148119
GATS4c,1.0213923506029048
GATS4d,1.0678649749373434
GATS4i,1.0881332334293934
GATS4m,0.9329565189503894
GATS4p,1.043196243838213
GATS4s,1.203493373362401
GATS4v,1.0327952482153644
GATS5Z,0.8421584038694078
GATS5c,0.9850734728931276
GATS5d,0.9180413119195047
GATS5i,0.9915129008516851
GATS5m,0.8493340090430708
GATS5p,0.8690822023998939
GATS5s,1.2991582265112809
GATS5v,0.9145212825658935
GATS6Z,1.137263302622776
GATS6c,1.1020608142964625
GATS6d,0.8860539674058243
GATS6i,0.9535716736981358
GATS6m,1.118491858505136
GATS6p,1.0136092610792478
GATS6s,1.4627888621152088
GATS6v,0.9212750504507417
GATS7Z,1.0805849199680284
GATS7c,0.9462638629346535
GATS7d,1.0118546498661911
GATS7i,0.9954880376217524
GATS7m,1.065426706343532
GATS7p,0.997154928064672
GATS7s,1.1787413828814162
GATS7v,0.9278807209038537
GATS8Z,1.2355818954593838
GATS8c,1.006164699192559
GATS8d,1.1595468602269148
GATS8i,1.0384455076507773
GATS8m,1.2129792333060996
GATS8p,1.1456877416456384
GATS8s,1.2407349809670483
GATS8v,1.0031626731817638
MATS1Z,0.08304128519606149
MATS1c,-0.5796875401335044
MATS1d,0.42075892857142866
MATS1i,-0.19908548480586752
MATS1m,0.0824078131129338
MATS1p,-0.027121039926152772
MATS1s,0.0027581659011646676
MATS1v,-0.007626537855484358
MATS2Z,0.11096984702788817
MATS2c,0.1627563077295322
MATS2d,0.03965969611528833
MATS2i,0.041107061302650655
MATS2m,0.10706030318086103
MATS2p,0.05471049097781348
MATS2s,0.07521191871286557
MATS2v,0.037313473256468783
MATS3Z,0.01245393131512065
MATS3c,-0.14496727045953214
MATS3d,-0.08229347226599427
MATS3i,-0.030489484919655342
MATS3m,0.013087386838753325
MATS3p,0.0007023357908858628
MATS3s,0.030525739317508935
MATS3v,0.0038378443437428987
MATS4Z,0.042822338662725584
MATS4c,0.08386378632150927
MATS4d,-0.03256622458925088
MATS4i,-0.0694522365917281
MATS4m,0.035758982035683985
MATS4p,-0.08985216361652322
MATS4s,-0.0065380006653057805
MATS4v,-0.06512047340875825
MATS5Z,0.07721518837280986
MATS5c,-0.001152716619650397
MATS5d,0.06240526638286893
MATS5i,-0.030204288504644603
MATS5m,0.0774477773214259
MATS5p,0.04168332991190235
MATS5s,0.016050054470063507
MATS5v,0.04460295316828518
MATS6Z,-0.010950226799820753
MATS6c,-0.09531478807387722
MATS6d,0.08141656091370557
MATS6i,0.03991963382878153
MATS6m,-0.0059584014798348
MATS6p,0.02836660015045139
MATS6s,0.008970036153501525
MATS6v,0.05120422190049068
MATS7Z,0.032643753543882666
MATS7c,0.11618247147271485
MATS7d,0.015590153880463871
MATS7i,0.03533219597075018
MATS7m,0.03510422373827058
MATS7p,0.04882121057692119
MATS7s,0.09390079361560699
MATS7v,0.05083474620680675
MATS8Z,-0.06674742413600854
MATS8c,0.02146393141413747
MATS8d,-0.055898893003466725
MATS8i,0.011504347134180413
MATS8m,-0.0631054602172514
MATS8p,-0.04071407246874706
MATS8s,-0.03306548991333042
MATS8v,-0.004866551652416207
MAXaaN,4.640453505752582
MAXaaS,1.4773131433523123
MAXssO,5.430406342233586
MINaaN,4.640453505752582
MINaaS,1.4773131433523123
MINssO,5.430406342233586
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.23938880411386
SpAD_D,426.6511767834319
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.057576444588712
SssNH2,0
SsssAs,0
SsssCH,0.809514646961748
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1059
TMWC10,146.4956178220533
TSRW10,82.95061293903792
VE1_Dt,5.652867206128181
VE2_Dt,0.1712990062463085
VE3_Dt,2.9260853550225554
VR1_Dt,222.67377675628057
VR2_Dt,6.747690204735775
VR3_Dt,6.599630284371352
Xc-3dv,1.1240894443655682
Xc-4dv,0.0
Xc-5dv,0.20826916685826277
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.44507510673678613
Xch-7d,0.6053749910055813
Xp-0dv,20.60613239902128
Xp-1dv,12.694598773854377
Xp-2dv,9.805174385896116
Xp-3dv,7.478034336907093
Xp-4dv,5.563296220070721
Xp-5dv,3.739582582253133
Xp-6dv,2.2828082701304955
Xp-7dv,1.5325167085834825
Xpc-4d,4.562449581605278
Xpc-5d,7.347181722531922
Xpc-6d,10.637665132844361
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,70
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.021673215869537
AATS0dv,5.678275290215589
AATS0pe,5.983805970149254
AATS0se,7.473656970149252
AATS1dv,5.5476190476190474
AATS1pe,6.362349999999999
AATS1se,7.6508610857142845
AATS2dv,4.17989417989418
AATS2pe,6.228395238095237
AATS2se,7.635835396825395
AATS3dv,3.1876247504990016
AATS3pe,6.049225149700598
AATS3se,7.519859580838322
AATS4dv,2.6419753086419755
AATS4pe,6.0046608465608475
AATS4se,7.508146814814815
AATS5dv,2.426470588235294
AATS5pe,5.8806867647058825
AATS5se,7.422286970588236
AATS6dv,2.5194585448392552
AATS6pe,5.907881725888323
AATS6se,7.462831035532995
AATS7dv,2.8512241054613936
AATS7pe,5.969196045197741
AATS7se,7.492415525423728
AATS8dv,2.4690618762475047
AATS8pe,5.968076646706586
AATS8se,7.4819829820359285
AATSC0Z,9.211405658275782
AATSC0c,0.014401351535300902
AATSC0d,0.5417687680997995
AATSC0i,1.5216830906069352
AATSC0m,42.68475034617954
AATSC0p,0.27195077029729964
AATSC0s,0.7491174127519763
AATSC0v,52.50615976096821
AATSC1Z,0.7649269643254937
AATSC1c,-0.008348284046096447
AATSC1d,0.22795404639913444
AATSC1i,-0.30294501581437255
AATSC1m,3.5175569293002
AATSC1p,-0.007375587699181065
AATSC1s,0.002066190103821199
AATSC1v,-0.40044021506313354
AATSC2Z,1.0221882768106871
AATSC2c,0.0023439108022006044
AATSC2d,0.02148638470759216
AATSC2i,0.0625519200887862
AATSC2m,4.569842313261344
AATSC2p,0.014878560164759837
AATSC2s,0.05634255795429381
AATSC2v,1.9591871880407647
AATSC3Z,0.11471821338388032
AATSC3c,-0.0020877246230007643
AATSC3d,-0.044584033092202734
AATSC3i,-0.046395333643554686
AATSC3m,0.5586318398960616
AATSC3p,0.00019100075933877353
AATSC3s,0.02286736285987357
AATSC3v,0.20151046825029284
AATSC4Z,0.3944539326584322
AATSC4c,0.0012077518678974145
