DLiP-ID,C0004S
DLiP-Mol-ID,30273
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H23NO5/c1-21-17-8-5-9-18(22-2)19(17)23-11-10-20-12-14-13-24-15-6-3-4-7-16(15)25-14/h3-9,14,20H,10-13H2,1-2H3/t14-/m1/s1"
Standard Inchi Key(RDKit),GYSZUJHYXCZAKI-CQSZACIVSA-N
Canonical SMILES(RDKit),COc1cccc(OC)c1OCCNC[C@@H]1COc2ccccc2O1
SMILES(SDF),
MW(SDF),
MW(RDKit),345.395
MW Monoisotopic(RDKit),345.157622836
MolLogP(RDKit),2.5122
XLogP(SDF),
XLogP(CDK),2.582
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),58.18
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.742132726920006
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,678900.3649033242
qed,0.7421327269200063
Chi0,17.484916895309066
Chi1,12.313193047939453
TPSA,58.18000000000001
Chi0n,14.488470730582515
Chi0v,14.488470730582515
Chi1n,8.245140403832718
Chi1v,8.245140403832718
Chi2n,5.541842141847856
Chi2v,5.541842141847856
Chi3n,3.8473802416705234
Chi3v,3.8473802416705234
Chi4n,2.611423320803691
Chi4v,2.611423320803691
MolMR,94.26370000000006
MolWt,345.39500000000004
fr_SH,0
Kappa1,17.23042192958882
Kappa2,8.483676268861453
Kappa3,4.2760007645097575
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,669.0147115451434
MolLogP,2.512200000000001
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4285303412696166
SMR_VSA1,23.684314769000245
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,6.103966387748303
SMR_VSA6,40.52287182340605
SMR_VSA7,42.46456947923127
SMR_VSA8,0.0
SMR_VSA9,28.747559166419524
fr_Al_OH,0
fr_Ar_NH,0
