DLiP-ID,I000FP
AATSC4m,-5.903717848892674
AATSC4p,-0.006457035993696136
AATSC4s,0.03615672400301062
AATSC4v,-1.0239969070471626
AATSC5Z,-3.179500155714731
AATSC5c,-0.0004545328904117499
AATSC5d,-0.012301463718467763
AATSC5i,-0.3334456503646776
AATSC5m,-14.5393387703597
AATSC5p,-0.07180915478960326
AATSC5s,-0.3134365729072817
AATSC5v,-12.926105642907482
AATSC6Z,0.7346401870814581
AATSC6c,-0.0033742206112143294
AATSC6d,-0.009168054423696987
AATSC6i,0.06266380153419161
AATSC6m,3.297856206504889
AATSC6p,0.025094962884539253
AATSC6s,-0.30079918742184225
AATSC6v,3.6112489378622734
AATSC7Z,-0.7905619043317221
AATSC7c,0.004771372611742992
AATSC7d,-0.1627557703599982
AATSC7i,-0.12483769731397695
AATSC7m,-3.5075621040838567
AATSC7p,-0.05001849374282352
AATSC7s,0.4242325614654504
AATSC7v,-5.660530482800284
AATSC8Z,-2.5606508875739644
AATSC8c,-0.0018529449482389143
AATSC8d,-0.11242603550295859
AATSC8i,0.00479996741133856
AATSC8m,-12.011214304807687
AATSC8p,-0.008134356519427816
AATSC8s,-0.3853013507905781
AATSC8v,-8.736951633130435
ATS0are,318.39339999999993
ATS1are,339.94079999999997
ATS2are,616.2570000000003
ATS3are,755.222
ATS4are,873.981
ATS5are,944.9810000000001
ATS6are,995.2758000000001
ATS7are,806.3829000000001
ATS8are,785.519
ATSC0dv,212.58974358974365
ATSC0pe,6.439867307692304
ATSC0se,4.350012057692307
ATSC1dv,65.58415516107824
ATSC1pe,0.8103435650887602
ATSC1se,0.8312749785502933
ATSC2dv,109.03533859303093
ATSC2pe,2.3704910872781078
ATSC2se,1.3301692170857948
ATSC3dv,7.570841551610803
ATSC3pe,-0.3081861316568039
ATSC3se,-0.7448905018491159
ATSC4dv,-34.458251150558795
ATSC4pe,-0.4414440088757337
ATSC4se,-0.3775060954142105
ATSC5dv,-80.52301117685732
ATSC5pe,-4.069060207100584
ATSC5se,-2.831893822485213
ATSC6dv,-67.32133464825775
ATSC6pe,-2.3743353920118344
ATSC6se,-1.7091127814349116
ATSC7dv,22.65959894806049
ATSC7pe,5.117134282544378
ATSC7se,3.6938166431212984
ATSC8dv,-226.6581196581197
ATSC8pe,-5.688681730769227
ATSC8se,-3.0158639134615397
AXp-0dv,0.6383500079591615
AXp-1dv,0.3738870159751636
AXp-2dv,0.20903519565602002
AXp-3dv,0.12569470333010682
AXp-4dv,0.07665728123454936
AXp-5dv,0.04254660707175897
AXp-6dv,0.02609867915116659
AXp-7dv,0.014673809617936389
BertzCT,863.439236608318
ECIndex,440
ETA_eta,26.84384218882706
GATS1dv,0.5503848438958797
GATS1pe,0.5963981579888022
GATS1se,0.5401803417635972
GATS2dv,0.7703144093205604
GATS2pe,0.7425894112779384
GATS2se,0.7743987172676553
GATS3dv,1.017564839138923
GATS3pe,0.969932308759319
GATS3se,1.0187451716717204
GATS4dv,1.2245070173874584
GATS4pe,1.2440372448418586
GATS4se,1.3413960644153602
GATS5dv,1.1811678325895547
GATS5pe,1.3545096124315057
GATS5se,1.4445048934601896
GATS6dv,1.1603083785390258
GATS6pe,1.2029524556139979
GATS6se,1.2347086485620828
GATS7dv,1.008734293877017
GATS7pe,0.773173972127042
GATS7se,0.7962871899946364
GATS8dv,1.4716861657218667
GATS8pe,1.458845096844148
GATS8se,1.414417543590628
LogEE_A,4.189245456475669
LogEE_D,122.26193145072463
MATS1dv,0.29707506726764554
MATS1pe,0.12117188183734037
MATS1se,0.18401949368536336
MATS2dv,0.26939722477052114
MATS2pe,0.19334349144029309
MATS2se,0.1606144376202343
MATS3dv,0.015055669794425639
MATS3pe,-0.020231794491218865
MATS3se,-0.07239360569942221
MATS4dv,-0.061076646174158825
MATS4pe,-0.02582991431160269
MATS4se,-0.03270075387096823
MATS5dv,-0.1295798445577216
MATS5pe,-0.21616080680617258
MATS5se,-0.22271335539480647
MATS6dv,-0.09860462406510101
MATS6pe,-0.11480267821606153
MATS6se,-0.12233962184227137
MATS7dv,0.04230989610427076
MATS7pe,0.3154147094129615
MATS7se,0.33706753184995136
MATS8dv,-0.4264704699875366
MATS8pe,-0.3533415493809446
MATS8se,-0.2773200509298324
MAXaaCH,1.8434931657848324
MAXaasC,0.8268684387335183
MAXsCH3,1.889374632569077
MAXsssN,1.6200059051398337
MDEC-11,0.8276513218707753
MDEC-12,5.565214674859116
MDEC-13,6.804479250152343
MDEC-22,7.752597580913361
MDEC-23,14.518862454105756
MDEC-33,7.32232107540351
MDEN-23,0.14285714285714285
MDEO-11,0.4999999999999999
MDEO-12,0.7559289460184545
MDEO-22,0.14285714285714285
MINaaCH,1.6788803854875283
MINaasC,0.20023148148148207
MINsCH3,1.4958205782312926
MINsssN,1.6200059051398337
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9107142857142856
SM1_Dzi,1.0561354191587082
SM1_Dzm,1.9074213757920884
SM1_Dzp,-4.941402762685762
SM1_Dzv,-2.0770482935474925
SddssSe,0
SpAD_Dt,404.67750673064836
SpAbs_A,32.896639245273015
SpAbs_D,244.52386290144926
SpMAD_A,1.2652553555874237
SpMAD_D,9.404763957748049
SpMax_A,2.5006384591947013
SpMax_D,122.26193145072463
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,81.02
TpiPC10,8.46885276984744
VAdjMat,5.807354922057604
VE1_DzZ,4.986998072433466
VE1_Dzi,5.014305231121417
VE1_Dzm,4.986974117684028
VE1_Dzp,4.974357631621397
VE1_Dzv,4.999727729633522
VE2_DzZ,0.19180761817051792
VE2_Dzi,0.1928578935046699
VE2_Dzm,0.19180669683400106
VE2_Dzp,0.19132144737005374
VE2_Dzv,0.19229722037052005
VE3_DzZ,2.562345585073093
VE3_Dzi,2.567806318682805
VE3_Dzm,2.562340781620871
VE3_Dzp,2.559807688029301
VE3_Dzv,2.5648949019055642
VR1_DzZ,158.18678561471387
VR1_Dzi,155.65327503278004
VR1_Dzm,158.1903914868236
VR1_Dzp,160.37046883022066
VR1_Dzv,157.71574910974257
VR2_DzZ,6.084107139027457
VR2_Dzi,5.986664424337694
VR2_Dzm,6.084245826416292
VR2_Dzp,6.1680949550084865
VR2_Dzv,6.065990350374714
VR3_DzZ,6.019287967255976
VR3_Dzi,6.003142382700955
VR3_Dzm,6.019310762023557
VR3_Dzp,6.032998013972332
VR3_Dzv,6.016305801541658
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.16715934052678835
Xch-6dv,0.1456604167264795
Xch-7dv,0.2348320320131419
Xpc-4dv,3.435564114950114
Xpc-5dv,5.5787413654551345
Xpc-6dv,7.4865298150651185
Zagreb1,138.0
Zagreb2,167.0
fragCpx,134.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,28
nBondsS,41
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.122949999999999
AATS1are,6.2951999999999995
AATS2are,6.2248181818181845
AATS3are,6.140016260162602
AATS4are,6.333195652173913
AATS5are,6.216980263157896
AATS6are,5.959735329341318
AATS7are,6.15559465648855
AATS8are,6.042453846153847
AATSC0dv,4.088264299802763
AATSC0pe,0.12384360207100585
AATSC0se,0.08365407803254438
AATSC1dv,1.2145213918718194
AATSC1pe,0.015006362316458521
AATSC1se,0.015393981084264692
AATSC2dv,1.101367056495262
AATSC2pe,0.023944354416950583
AATSC2se,0.013436052697836312
AATSC3dv,0.06155155733016913
AATSC3pe,-0.0025055783061528774
AATSC3se,-0.006056020340236714
AATSC4dv,-0.2496974721054985
AATSC4pe,-0.0031988696295343023
AATSC4se,-0.0027355514160450037
AATSC5dv,-0.5297566524793245
AATSC5pe,-0.02677013294145121
AATSC5se,-0.018630880411086927
AATSC6dv,-0.4031217643608248
AATSC6pe,-0.014217577197675656
AATSC6se,-0.010234208272065339
AATSC7dv,0.17297403777145412
AATSC7pe,0.03906209375988075
AATSC7se,0.028197073611612965
AATSC8dv,-1.7435239973701515
AATSC8pe,-0.043759090236686365
AATSC8se,-0.02319895318047338
AETA_eta,1.0324554688010408
ATSC0are,6.8511230769230735
ATSC1are,0.6059183431952668
ATSC2are,2.4284887573964506
ATSC3are,-0.7571834319526614
ATSC4are,-0.20854201183431573
ATSC5are,-4.015667455621299
ATSC6are,-2.955256804733727
ATSC7are,6.104251479289941
ATSC8are,-5.648584615384612
BCUTZ-1h,16.013123307129618
BCUTZ-1l,5.686033819766714
BCUTc-1h,0.4610649282638548
BCUTc-1l,-0.5273066409420026
BCUTd-1h,4.048656958605203
BCUTd-1l,0.9715181231383433
BCUTi-1h,14.565003248440537
BCUTi-1l,10.3197637932379
BCUTm-1h,32.06654414129807
BCUTm-1l,11.697622998027533
BCUTp-1h,2.954614545414115
BCUTp-1l,0.7157132922094833
BCUTs-1h,7.014206714331861
BCUTs-1l,0.29756959739139
BCUTv-1h,24.44183285344924
BCUTv-1l,14.68169815102813
BalabanJ,1.788294032864238
Diameter,10
ETA_beta,29.75
GATS1are,0.6304890869473769
GATS2are,0.7575320712055175
GATS3are,1.000720386950705
GATS4are,1.2613998227373606
GATS5are,1.3622877900452388
GATS6are,1.2286424348842082
GATS7are,0.7482391672718968
GATS8are,1.4500436200241176
HybRatio,0.5263157894736842
Lipinski,True
LogEE_Dt,202.33875336532418
MATS1are,0.08516514979015244
MATS2are,0.1861840515851202
MATS3are,-0.04672373641501716
MATS4are,-0.011469805323196733
MATS5are,-0.20051909099214438
MATS6are,-0.13431370496454967
MATS7are,0.3536736428021635
MATS8are,-0.32979028705007374
MAXddssS,-3.659270597127738
MAXssCH2,1.076328960775209
MAXsssCH,0.06706149743848133
MINddssS,-3.659270597127738
MINssCH2,0.4501025132275134
MINsssCH,0.06706149743848133
NsssssAs,0
RotRatio,0.21428571428571427
SM1_Dzpe,1.3688800489596085
SM1_Dzse,1.3458612912595438
SMR_VSA1,17.677754875102334
SMR_VSA2,0.0
SMR_VSA3,9.46187924842168
SMR_VSA4,0.0
SMR_VSA5,57.39182239544165
SMR_VSA6,13.65455394719011
SMR_VSA7,29.653276619107732
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,170.08482612528098
SpAD_Dzi,199.21056210658293
SpAD_Dzm,170.09438866566455
SpAD_Dzp,231.69666345545784
SpAD_Dzv,225.38631224967656
SpAbs_Dt,404.6775067306482
SpDiam_A,4.978192528949754
SpDiam_D,174.22908220924216
SpMAD_Dt,15.564519489640322
SpMax_Dt,202.33875336532418
SsssssAs,0
VE1_Dzpe,5.011217398695048
VE1_Dzse,5.009287865161391
VE2_Dzpe,0.1927391307190403
VE2_Dzse,0.19266491789082274
VE3_Dzpe,2.5671903243575165
VE3_Dzse,2.566805207338624
VMcGowan,284.2800000000005
VR1_Dzpe,155.7534975151738
VR1_Dzse,155.96282595028038
VR2_Dzpe,5.990519135198992
VR2_Dzse,5.998570228856938
VR3_Dzpe,6.00378605839904
VR3_Dzse,6.005129128689653
mZagreb1,9.70138888888889
mZagreb2,5.805555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,47
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13175236686390526
AATSC1are,0.011220710059171609
AATSC2are,0.024530189468651018
AATSC3are,-0.0061559628614037505
AATSC4are,-0.0015111739987993893
AATSC5are,-0.026418864839613806
AATSC6are,-0.017696148531339682
AATSC7are,0.04659733953656443
AATSC8are,-0.04345065088757394
AETA_beta,1.1442307692307692
BCUTdv-1h,6.033545142999465
BCUTdv-1l,0.6449077384924391
BCUTpe-1h,3.5372889136529895
BCUTpe-1l,2.2303955586548696
BCUTse-1h,3.768434166097551
BCUTse-1l,2.428493459508845
ETA_alpha,12.466666666666667
ETA_dBeta,-2.75
ETA_eta_B,0.5187996211258259
ETA_eta_F,23.018270390341776
ETA_eta_L,7.034302179651838
ETA_eta_R,49.86211257916884
ETA_psi_1,0.5582089552238809
LabuteASA,154.73157565891586
LogEE_DzZ,84.72870839005776
LogEE_Dzi,99.64590164633603
LogEE_Dzm,84.73305906786051
LogEE_Dzp,115.11715315852385
LogEE_Dzv,112.45349670635203
PEOE_VSA1,9.259957890773396
PEOE_VSA2,0.0
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,30.988410771129697
PEOE_VSA7,44.38530327385348
PEOE_VSA8,18.150048726757532
PEOE_VSA9,12.803725536125995
SM1_Dzare,1.48960248380871
SpAD_Dzpe,196.47411583474405
SpAD_Dzse,194.94708323093607
SpAbs_DzZ,168.46806788352274
SpAbs_Dzi,198.23566787351334
SpAbs_Dzm,168.480416732302
SpAbs_Dzp,235.1757090797335
SpAbs_Dzv,226.98404170625156
SpDiam_Dt,286.20843080089037
SpMAD_DzZ,6.5417240817415765
SpMAD_Dzi,7.661944696407035
SpMAD_Dzm,6.542091871756329
SpMAD_Dzp,8.911410132902224
SpMAD_Dzv,8.668704317295253
SpMax_DzZ,84.72870839005776
SpMax_Dzi,99.64590164633603
SpMax_Dzm,84.73305906786051
SpMax_Dzp,115.11715315852385
SpMax_Dzv,112.45349670635203
VE1_Dzare,5.0123581440513965
VE2_Dzare,0.1927830055404383
VE3_Dzare,2.567417936821035
VR1_Dzare,155.58734689149668
VR2_Dzare,5.984128726596026
VR3_Dzare,6.002718735287184
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4794871794871795
AETA_dBeta,-0.10576923076923077
AETA_eta_B,0.019953831581762536
AETA_eta_F,0.8853180919362221
AETA_eta_L,0.27055008383276297
AETA_eta_R,1.917773560737263
BCUTare-1h,3.581478687715348
BCUTare-1l,2.1779500240483607
ETA_beta_s,16.25
ETA_dPsi_A,0.15579104477611905
ETA_dPsi_B,0.0
ETA_eta_BR,0.7767996211258259
ETA_eta_FL,5.361111761595432
ETA_eta_RL,12.39541394124727
LogEE_Dzpe,98.28970715002433
LogEE_Dzse,97.52530551128571
PEOE_VSA10,16.40524272767612
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,37.576071009088686
SlogP_VSA3,10.023291153407584
SlogP_VSA4,13.847474399381248
SlogP_VSA5,44.06119910511756
SlogP_VSA6,27.61767961787595
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,196.38222370356556
SpAbs_Dzpe,195.21053425108903
SpAbs_Dzse,193.70474973131195
SpDiam_DzZ,118.63488564783174
SpDiam_Dzi,143.13311940058912
SpDiam_Dzm,118.63650464527652
SpDiam_Dzp,157.0696126764884
SpDiam_Dzv,157.9377905038937
SpMAD_Dzpe,7.556696762874771
SpMAD_Dzse,7.497964739651388
SpMax_Dzpe,98.28970715002433
SpMax_Dzse,97.52530551128571
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.625
AETA_eta_BR,0.02987690850483946
AETA_eta_FL,0.20619660621520894
AETA_eta_RL,0.47674669004797193
DetourIndex,2549
EState_VSA1,10.023291153407584
EState_VSA2,10.937324304665736
EState_VSA3,18.054515658070923
EState_VSA4,42.504117469946486
EState_VSA5,7.109797541277533
EState_VSA6,16.437950128219455
EState_VSA7,26.83757866753348
EState_VSA8,5.156663257125445
EState_VSA9,9.259957890773396
ETA_beta_ns,13.5
ETA_shape_p,0.21390374331550802
ETA_shape_x,0.06684491978609626
ETA_shape_y,0.31283422459893045
GhoseFilter,True
LogEE_Dzare,98.24840425500618
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,195.0072060262038
SpDiam_Dzpe,140.95979065897643
SpDiam_Dzse,139.4593357131648
SpMAD_Dzare,7.553162450137137
SpMax_Dzare,98.24840425500618
TopoPSA(NO),72.64
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,33.71789623412369
VSA_EState9,29.691374363004055
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5192307692307693
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02051282051282051
FilterItLogS,-5.354710888759271
SpDiam_Dzare,141.22152531471235
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5794871794871796
ETA_epsilon_2,0.8589743589743585
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5422222222222223
ETA_epsilon_5,0.8589743589743585
AETA_beta_ns_d,0.019230769230769232
ETA_dEpsilon_A,0.1389466389466389
ETA_dEpsilon_B,0.03726495726495738
ETA_dEpsilon_C,-0.10168168168168151
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6923076923076923
MDEDescriptor,"0.8276513218707753,5.565214674859116,6.804479250152343,0.0,7.752597580913361,14.518862454105756,0.0,7.32232107540351,0.0,0.0,0.4999999999999999,0.7559289460184545,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0"
APolDescriptor,59.084617999999985
BCUTDescriptor,"11.996157107720885,31.97207231533433,-0.37621886065282817,0.24620706021846214,5.453052919650051,13.18126079279701"
BPolDescriptor,40.71138199999999
TPSADescriptor,81.02000000000001
ALOGPDescriptor,"0.7064999999999988,0.4991422499999983,94.4327"
XLogPDescriptor,3.704000000000001
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,378.16132852
ChiPathDescriptor,"18.89697674656903,12.395413941247272,11.3378667834454,9.814164850373272,8.517669224267358,5.540937452505932,3.584330339190929,2.8249933585020273,15.984345396908715,9.388114553200566,7.175340078470521,5.627151342688051,4.340368302269629,2.3153773726188653,1.4189577260081632,0.9111375576098867"
ChiChainDescriptor,"0.0,0.0,0.2405626121623441,0.3993803603627413,0.5079127312438098,0.0,0.0,0.16715934052678838,0.14566041672647947,0.18053828933235716"
AtomCountDescriptor,52
BondCountDescriptor,28
SmallRingDescriptor,"3,2,3,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"2.228901494820618,0.16666666666666666,0.8384093133884152,0.13608276348795434,0.9561383635874483,0.022807522979332223,0.26220103108666104,0.015895097031860667"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,7,2,4,5,0,0"
ZagrebIndexDescriptor,138.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"52.19084322767418,2.0073401241413147,20.611225854633673,10.788786155626024,6.3169676810750195"
FractionalPSADescriptor,0.21424718470575996
WienerNumbersDescriptor,"1540.0,44.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.467870992751454,9.804978031748472,13.006217270047156,2.281926390647911,3.5989223427892423,3.9396371296031427"
FractionalCSP3Descriptor,0.5263157894736842
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,5,0,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,8.566329565734682,4.077562326869806"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,2266.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.5263157894736842
AutocorrelationDescriptorMass,"35.94558978316675,38.94432270688527,53.048450420077145,59.88752079909059,63.4332491263585"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.4493734608055125,-0.20414749574647814,0.03683608830549608,-0.1534302905842269,0.26900186791770314"
EccentricConnectivityIndexDescriptor,440
AutocorrelationDescriptorPolarizability,"2167.164515586097,2589.7862185009053,3801.328850066868,3960.080110382802,3939.9695282430453"
