DLiP-ID,C0020I
DLiP-Mol-ID,27521
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H12N4OS/c1-2-6-11(7-3-1)15-19-20-16(21-15)22-10-14-17-12-8-4-5-9-13(12)18-14/h1-9H,10H2,(H,17,18)"
Standard Inchi Key(RDKit),LZDXZPOBLINBEO-UHFFFAOYSA-N
Canonical SMILES(RDKit),c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)o2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),308.366
MW Monoisotopic(RDKit),308.073182004
MolLogP(RDKit),3.9052
XLogP(SDF),
XLogP(CDK),4.394
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),67.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.57898133781576
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,298329.4426976058
qed,0.57898133781576
Chi0,14.77781011412252
Chi1,10.88214273316075
TPSA,67.6
Chi0n,11.561396571320783
Chi0v,12.37789315224851
