DLiP-ID,T001CZ
AATSC4m,-8.966953027372856
AATSC4p,-0.04520896735394671
AATSC4s,-0.38690110981357717
AATSC4v,-8.581418295879155
AATSC5Z,-1.6087711680416847
AATSC5c,0.0007463078859727362
AATSC5d,0.02589617407246586
AATSC5i,0.043672978790559536
AATSC5m,-8.317155216505043
AATSC5p,-0.017026187744414577
AATSC5s,0.28141185284589665
AATSC5v,-2.656648869805018
AATSC6Z,1.7574902301346065
AATSC6c,0.0016772509357500828
AATSC6d,-0.028055193708689145
AATSC6i,0.0804081788872094
AATSC6m,8.424076930404786
AATSC6p,0.024372147397904064
AATSC6s,0.1244774150308442
AATSC6v,8.103823599992978
AATSC7Z,-0.4803944049529921
AATSC7c,0.0009043026108486465
AATSC7d,-0.060963336645519645
AATSC7i,-0.07108783966721605
AATSC7m,-2.8503301440291464
AATSC7p,-0.03322066916592239
AATSC7s,-0.22742251384018194
AATSC7v,-2.9664859301529494
AATSC8Z,0.28202606343742287
AATSC8c,-0.0014065025095290333
AATSC8d,-0.06770619894544162
AATSC8i,0.0696867702750935
AATSC8m,2.1863278412152005
AATSC8p,0.03184959512933705
AATSC8s,-0.2518856295210609
AATSC8v,-0.7541811259634242
ATS0are,264.13739999999996
ATS1are,281.05800000000005
ATS2are,463.463
ATS3are,578.63
ATS4are,626.1628
ATS5are,592.4629
ATS6are,582.8389999999999
ATS7are,574.3539999999998
ATS8are,516.1560000000002
ATSC0dv,165.777255209354
ATSC0pe,5.022049999999997
ATSC0se,3.4499004047619035
ATSC1dv,36.02968064226148
ATSC1pe,-0.210700000000002
ATSC1se,-0.2303387335600907
ATSC2dv,-3.4965768657714746
ATSC2pe,0.5543249999999982
ATSC2se,0.6131842250566892
ATSC3dv,-51.347591986039966
ATSC3pe,0.4261749999999992
ATSC3se,0.22737603231292502
ATSC4dv,-93.07834171620185
ATSC4pe,-2.6741000000000015
ATSC4se,-1.5836393968253966
ATSC5dv,62.098301963675254
ATSC5pe,0.7392499999999989
ATSC5se,0.7004902131519267
ATSC6dv,70.34168820706151
ATSC6pe,1.6123999999999978
ATSC6se,0.4193802131519271
ATSC7dv,-61.43236316017033
ATSC7pe,-0.9451750000000029
ATSC7se,-0.5995248100907037
ATSC8dv,-87.67164350879813
ATSC8pe,-2.5122249999999995
ATSC8se,-1.603129276077097
AXp-0dv,0.6067726142639331
AXp-1dv,0.31754829592730605
AXp-2dv,0.17424356638153904
AXp-3dv,0.09591772575316738
AXp-4dv,0.05249420171429566
AXp-5dv,0.028082558183241128
AXp-6dv,0.0157028489192223
AXp-7dv,0.008211873870466745
BertzCT,919.6830216604524
ECIndex,496
ETA_eta,19.367761813499026
GATS1dv,0.553639854017255
GATS1pe,0.7000256143136044
GATS1se,0.7299384270699824
GATS2dv,0.9020478671661384
GATS2pe,0.7629758245589007
GATS2se,0.7395472298706304
GATS3dv,1.0758194876188703
GATS3pe,0.8330656428804885
GATS3se,0.8312995411975791
GATS4dv,1.3092749285850507
GATS4pe,1.4391835068572087
GATS4se,1.4731972061395968
GATS5dv,0.8677848336176323
GATS5pe,1.0621099250179054
GATS5se,1.0494780162294566
GATS6dv,0.8710005758860195
GATS6pe,0.9403751795009542
GATS6se,1.0402590081877845
GATS7dv,1.3297466345448286
GATS7pe,1.4240028440867911
GATS7se,1.5464087472083246
GATS8dv,1.3216018465473172
GATS8pe,1.3639284490337373
GATS8se,1.3948156647838426
LogEE_A,4.141691176591705
LogEE_D,125.51178539035728
MATS1dv,0.2074589052784274
MATS1pe,-0.040047934065317814
MATS1se,-0.06373192420919047
MATS2dv,-0.012135133695565192
MATS2pe,0.06350528416259621
MATS2se,0.10226119093706604
MATS3dv,-0.13988188585451503
MATS3pe,0.03832421601383058
MATS3se,0.029764902759241183
MATS4dv,-0.24062841327657225
MATS4pe,-0.22820219972777225
MATS4se,-0.19673107017890754
MATS5dv,0.16736946077746048
MATS5pe,0.06577058999598998
MATS5se,0.09072290563029078
MATS6dv,0.18958731644995455
MATS6pe,0.14345417559625867
MATS6se,0.05431537912542051
MATS7dv,-0.17487654361762472
MATS7pe,-0.08881585019054766
MATS7se,-0.08200869222245509
MATS8dv,-0.2676118875846348
MATS8pe,-0.25313296075151964
MATS8se,-0.23514361231889191
MAXaaCH,1.977292663979172
MAXaaNH,3.17226476373888
MAXaaaC,1.0199478772990678
MAXaasC,0.9429883025741161
MAXdssC,-0.3308182686654906
MAXsCH3,1.3146317554799698
MAXssNH,2.7704428854875283
MDEC-12,1.383167484977015
MDEC-13,1.6798335738893075
MDEC-22,9.860722827880025
MDEC-23,19.964633100407312
MDEC-33,8.966837279257104
MDEN-22,0.19999999999999996
MDEO-11,0.19999999999999996
MDEO-12,0.6324555320336759
MINaaCH,1.6938976022507768
MINaaNH,3.17226476373888
MINaaaC,0.9844871900652927
MINaasC,0.4678979014445286
MINdssC,-0.4808475056689334
MINsCH3,1.3146317554799698
MINssNH,2.7704428854875283
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8642857142857143
SM1_Dzi,1.0167537152098685
SM1_Dzm,1.882479212802707
SM1_Dzp,-3.83078741298765
SM1_Dzv,-1.6115788340285533
SddssSe,0
SpAD_Dt,443.43860091130756
SpAbs_A,32.460277170443206
SpAbs_D,251.02357078071458
SpMAD_A,1.2984110868177283
SpMAD_D,10.040942831228584
SpMax_A,2.418503291197947
SpMax_D,125.51178539035728
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,71.19
TpiPC10,8.263230952741552
VAdjMat,5.754887502163468
VE1_DzZ,4.945236978763674
VE1_Dzi,4.9399694748635445
VE1_Dzm,4.945249273315202
VE1_Dzp,4.931282702823986
VE1_Dzv,4.9423784803127315
VE2_DzZ,0.19780947915054697
VE2_Dzi,0.19759877899454178
VE2_Dzm,0.19780997093260808
VE2_Dzp,0.19725130811295943
VE2_Dzv,0.19769513921250925
VE3_DzZ,2.5147156187052513
VE3_Dzi,2.513649883877475
VE3_Dzm,2.514718104842174
VE3_Dzp,2.511889869215591
VE3_Dzv,2.514137420950209
VR1_DzZ,142.3227556733709
VR1_Dzi,143.26721965414242
VR1_Dzm,142.3101606164766
VR1_Dzp,144.41029180274003
VR1_Dzv,143.31444963554273
VR2_DzZ,5.692910226934836
VR2_Dzi,5.730688786165697
VR2_Dzm,5.6924064246590635
VR2_Dzp,5.776411672109601
VR2_Dzv,5.73257798542171
VR3_DzZ,5.874388137560943
VR3_Dzi,5.88100228725444
VR3_Dzm,5.874299637207106
VR3_Dzp,5.888949228665251
VR3_Dzv,5.881331896485519
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.12273774037621366
Xch-7dv,0.1764997048741756
Xpc-4dv,1.7288196843113046
Xpc-5dv,2.2294215104576787
Xpc-6dv,2.492974096006641
Zagreb1,128.0
Zagreb2,150.0
fragCpx,129.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,27
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.2889857142857135
AATS1are,6.387681818181819
AATS2are,6.348808219178083
AATS3are,6.221827956989247
AATS4are,6.389416326530612
AATS5are,6.302796808510638
AATS6are,6.200414893617021
AATS7are,6.453415730337077
AATS8are,6.21874698795181
AATSC0dv,3.9470775049846187
AATSC0pe,0.11957261904761897
AATSC0se,0.08214048582766437
AATSC1dv,0.8188563782332156
AATSC1pe,-0.004788636363636409
AATSC1se,-0.005234971217274789
AATSC2dv,-0.04789831322974623
AATSC2pe,0.007593493150684906
AATSC2se,0.008399783904886153
AATSC3dv,-0.5521246450111824
AATSC3pe,0.0045825268817204215
AATSC3se,0.0024449035732572585
AATSC4dv,-0.9497789971041005
AATSC4pe,-0.027286734693877567
AATSC4se,-0.0161595856818918
AATSC5dv,0.6606202336561198
AATSC5pe,0.007864361702127648
AATSC5se,0.007452023544169433
AATSC6dv,0.7483158319900161
AATSC6pe,0.017153191489361678
AATSC6se,0.00446149162927582
AATSC7dv,-0.690251271462588
AATSC7pe,-0.01061994382022475
AATSC7se,-0.0067362338212438614
AATSC8dv,-1.0562848615517846
AATSC8pe,-0.03026777108433734
AATSC8se,-0.019314810555145747
AETA_eta,0.7747104725399611
ATSC0are,5.225057142857142
ATSC1are,-0.2851836734693885
ATSC2are,0.7541959183673456
ATSC3are,0.5605591836734687
ATSC4are,-2.9683714285714293
ATSC5are,1.0179530612244894
ATSC6are,1.4496244897959167
ATSC7are,-1.2857877551020418
ATSC8are,-2.668922448979591
BCUTZ-1h,35.00041815437581
BCUTZ-1l,5.676102137632126
BCUTc-1h,0.4544987723290468
BCUTc-1l,-0.49848759797872133
BCUTd-1h,3.240857688480165
BCUTd-1l,0.9771649657571834
BCUTi-1h,14.548043101956594
BCUTi-1l,10.937032572529048
BCUTm-1h,79.90417858226502
BCUTm-1l,11.687544245813182
BCUTp-1h,3.0589880572486168
BCUTp-1l,0.7408926615861489
BCUTs-1h,7.009358307058367
BCUTs-1l,1.0433485430415885
BCUTv-1h,26.52389262932687
BCUTv-1l,14.700631176552765
BalabanJ,1.5918248478326136
Diameter,12
ETA_beta,33.0
GATS1are,0.7330520091248611
GATS2are,0.7665843933878453
GATS3are,0.8245177100937635
GATS4are,1.4935390805217243
GATS5are,1.0737433217233903
GATS6are,0.9791350720673899
GATS7are,1.5018871282859545
GATS8are,1.3963624309735867
HybRatio,0.15789473684210525
Lipinski,True
LogEE_Dt,221.71930045565378
MATS1are,-0.05209910088599058
MATS2are,0.08304616150041999
MATS3are,0.04845033335467673
MATS4are,-0.24347277912789173
MATS5are,0.08704786928640211
MATS6are,0.12396123938203307
MATS7are,-0.11612815465764346
MATS8are,-0.25847355036379377
MAXssCH2,0.34015802154195063
MAXsssCH,-0.7742479213907789
MINssCH2,0.34015802154195063
MINsssCH,-0.7742479213907789
NsssssAs,0
RotRatio,0.18518518518518517
SM1_Dzpe,1.2370447252638197
SM1_Dzse,1.172950430372752
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,7.109797541277533
SMR_VSA7,70.32740261853236
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,199.80785422717807
SpAD_Dzi,199.8274241415421
SpAD_Dzm,199.83786905591117
SpAD_Dzp,258.1836497961782
SpAD_Dzv,236.2775416814922
SpAbs_Dt,443.43860091130773
SpDiam_A,4.755861369529813
SpDiam_D,183.00545912910766
SpMAD_Dt,17.737544036452302
SpMax_Dt,221.71930045565378
SsssssAs,0
VE1_Dzpe,4.942725565931757
VE1_Dzse,4.943102568475791
VE2_Dzpe,0.19770902263727028
VE2_Dzse,0.19772410273903165
VE3_Dzpe,2.51420764491903
VE3_Dzse,2.5142839162316792
VMcGowan,262.36
VR1_Dzpe,142.84576487476153
VR1_Dzse,142.8151329062685
VR2_Dzpe,5.713830594990461
VR2_Dzse,5.71260531625074
VR3_Dzpe,5.8780562127524085
VR3_Dzse,5.8778417488978985
mZagreb1,8.13888888888889
mZagreb2,5.6388888888888875
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,35
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12440612244897957
AATSC1are,-0.006481447124304284
AATSC2are,0.01033145093653898
AATSC3are,0.0060275181040157924
AATSC4are,-0.03028950437317785
AATSC5are,0.010829287885366908
AATSC6are,0.015421537125488476
AATSC7are,-0.01444705342811283
AATSC8are,-0.032155692156380616
AETA_beta,1.32
BCUTdv-1h,6.028501725706695
BCUTdv-1l,0.25601314897557337
BCUTpe-1h,3.5020124766438236
BCUTpe-1l,2.225343843896063
BCUTse-1h,3.714902083263583
BCUTse-1l,2.421225006181322
ETA_alpha,12.633333333333335
ETA_dBeta,2.0
ETA_eta_B,0.31765811184851067
ETA_eta_F,24.615446501423047
ETA_eta_L,5.326855104238277
ETA_eta_R,43.983208314922074
ETA_psi_1,0.6112903225806455
LabuteASA,153.05803206913737
LogEE_DzZ,99.748455347123
LogEE_Dzi,99.95438221937945
LogEE_Dzm,99.72181952540342
LogEE_Dzp,128.32566741549158
LogEE_Dzv,117.8164550739403
PEOE_VSA1,15.037630078753587
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,39.69249659503117
PEOE_VSA8,27.993309642452555
PEOE_VSA9,12.673249032974528
SM1_Dzare,1.316069602904763
SpAD_Dzpe,201.21652387232734
SpAD_Dzse,202.38330721836692
SpAbs_DzZ,198.24185422717815
SpAbs_Dzi,198.89201072354905
SpAbs_Dzm,198.2565865171569
SpAbs_Dzp,260.4821222439708
SpAbs_Dzv,237.24448898190934
SpDiam_Dt,311.9298205376597
SpMAD_DzZ,7.992314169087122
SpMAD_Dzi,7.993096965661684
SpMAD_Dzm,7.993514762236447
SpMAD_Dzp,10.327345991847128
SpMAD_Dzv,9.451101667259689
SpMax_DzZ,99.748455347123
SpMax_Dzi,99.95438221937945
SpMax_Dzm,99.72181952540342
SpMax_Dzp,128.32566741549158
SpMax_Dzv,117.8164550739403
VE1_Dzare,4.942153666055329
VE2_Dzare,0.19768614664221318
VE3_Dzare,2.5140919328574776
VR1_Dzare,142.8825717489215
VR2_Dzare,5.71530286995686
VR3_Dzare,5.87831384820291
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5053333333333334
AETA_dBeta,0.08
AETA_eta_B,0.012706324473940427
AETA_eta_F,0.9846178600569219
AETA_eta_L,0.21307420416953107
AETA_eta_R,1.759328332596883
BCUTare-1h,3.5558776511591286
BCUTare-1l,2.175533139605349
ETA_beta_s,15.5
ETA_dPsi_A,0.10270967741935444
ETA_dPsi_B,0.0
ETA_eta_BR,0.5756581118485107
ETA_eta_FL,6.769700346286308
ETA_eta_RL,12.096555450524585
LogEE_Dzpe,100.65774372517421
LogEE_Dzse,101.23857162639837
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,30.012101908676055
SlogP_VSA3,15.95222176079788
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,59.20049963513837
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,199.79582228097357
SpAbs_Dzpe,200.0784427250847
SpAbs_Dzse,201.304192822424
SpDiam_DzZ,149.41456713155213
SpDiam_Dzi,148.34893862798697
SpDiam_Dzm,149.39016271910742
SpDiam_Dzp,190.77369735809697
SpDiam_Dzv,176.30556480669077
SpMAD_Dzpe,8.048660954893094
SpMAD_Dzse,8.095332288734676
SpMax_Dzpe,100.65774372517421
SpMax_Dzse,101.23857162639837
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.62
AETA_eta_BR,0.023026324473940426
AETA_eta_FL,0.27078801385145235
AETA_eta_RL,0.4838622180209834
DetourIndex,2652
EState_VSA1,12.011146117099809
EState_VSA2,5.907179729351506
EState_VSA3,16.456992630455417
EState_VSA4,16.466376423778055
EState_VSA5,7.109797541277533
EState_VSA6,18.19910120538483
EState_VSA7,36.52867891392113
EState_VSA8,26.230711022902888
EState_VSA9,4.736862953800049
ETA_beta_ns,17.5
ETA_shape_p,0.19788918205804748
ETA_shape_x,0.0
ETA_shape_y,0.31662269129287596
GhoseFilter,True
LogEE_Dzare,99.95055392460297
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,198.5850382463012
SpDiam_Dzpe,150.14370827446618
SpDiam_Dzse,151.09242600206935
SpMAD_Dzare,7.991832891238943
SpMax_Dzare,99.95055392460297
TopoPSA(NO),71.19
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.6696389390364861
VSA_EState9,55.72826134279214
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.005333333333333385
ETA_dAlpha_B,0.0
FilterItLogS,-5.74114366688313
SpDiam_Dzare,149.01723694928174
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6134920634920635
ETA_epsilon_2,0.8266666666666663
ETA_epsilon_3,0.44084507042253557
ETA_epsilon_4,0.5351190476190478
ETA_epsilon_5,0.787654320987654
AETA_beta_ns_d,0.02
ETA_dEpsilon_A,0.17264699306952797
ETA_dEpsilon_B,0.0783730158730157
ETA_dEpsilon_C,-0.09427397719651226
ETA_dEpsilon_D,0.03901234567901235
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.76
MDEDescriptor,"0.0,1.383167484977015,1.6798335738893075,0.0,9.860722827880025,19.964633100407312,0.0,8.966837279257104,0.0,0.0,0.19999999999999996,0.6324555320336759,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0"
APolDescriptor,52.43148099999998
BCUTDescriptor,"11.998831689350586,78.91851826564375,-0.31784323515262514,0.27926213699683383,4.836058363501863,10.81337770460306"
BPolDescriptor,25.026518999999997
TPSADescriptor,71.19
ALOGPDescriptor,"3.6813000000000002,13.551969690000002,98.0194"
XLogPDescriptor,4.007
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,400.04225464
ChiPathDescriptor,"17.81119030894213,12.096555450524587,10.565717020974356,9.119067151727922,7.275914926435684,5.444585139236594,3.546524279911216,2.4988560887277207,15.169315356598329,8.573803990037264,6.447011956116945,4.6999685619052,3.202146304572034,1.96577907282688,1.1149022732647837,0.6405261618964057"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.37079081189859814,0.5183302655254134,0.0,0.0,0.036084391824351615,0.12273774037621366,0.17649970487417557"
AtomCountDescriptor,42
BondCountDescriptor,27
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.4792723081624561,0.0,0.44638398341558755,0.0,0.8032474096754134,0.0,0.163869561431984,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,0,2,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"50.72395810489161,2.0289583241956644,16.47987183056666,7.768200592915039,6.175577440045234"
FractionalPSADescriptor,0.17795620131194448
WienerNumbersDescriptor,"1523.0,38.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.8741484422660224,5.984669181188283,7.46549335187625,1.728819684311305,2.2294215104576796,2.2606506824749677"
FractionalCSP3Descriptor,0.15789473684210525
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,9,1,0,0,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.753086419753085,9.273922571219869,4.837984173261141"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1336.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.15789473684210525
AutocorrelationDescriptorMass,"71.30145850049121,34.64577110239664,51.626649085377124,59.05459303944507,58.092890348825335"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5218258849452364,-0.29248014282240453,0.07470691255116314,0.03558727833955488,-0.1860901834031782"
EccentricConnectivityIndexDescriptor,496
AutocorrelationDescriptorPolarizability,"1750.742719129418,2034.306842000683,2776.732389759448,2707.090963984732,2350.2081435833707"
