DLiP-ID,C000RB
SMR_VSA10,40.48383205918366
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,447.14803246400004
NumHDonors,1
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,14.953561288656857
SlogP_VSA2,50.13775345427777
SlogP_VSA3,11.21535880699783
SlogP_VSA4,0.0
SlogP_VSA5,24.825916360475023
SlogP_VSA6,36.39820241076966
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,23.072970214921583
EState_VSA4,69.11053128099192
EState_VSA5,5.563451491696996
EState_VSA6,0.0
EState_VSA7,30.33183534230805
EState_VSA8,21.182975134168895
EState_VSA9,27.938742734265084
SlogP_VSA10,11.374772549367124
SlogP_VSA11,5.749511833283905
SlogP_VSA12,23.20187978046503
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,51.3862399911077
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.794537184071822
EState_VSA11,0.0
FractionCSP3,0.43478260869565216
VSA_EState10,12.502648897781196
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,1
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.949999999999999
NumHAcceptors,4
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,30
HeavyAtomMolWt,421.17800000000017
MaxEStateIndex,11.54706748439649
MinEStateIndex,0.08090768122471603
NumHeteroatoms,7
fr_aryl_methyl,1
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0
FpDensityMorgan2,1.8333333333333333
FpDensityMorgan3,2.6666666666666665
MaxPartialCharge,0.22421509242340937
MinPartialCharge,-0.49351975013808286
NumAromaticRings,2
fr_unbrch_alkane,2
MaxAbsEStateIndex,11.54706748439649
MinAbsEStateIndex,0.08090768122471603
NumAliphaticRings,2
NumRotatableBonds,7
NumSaturatedRings,1
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.49351975013808286
MinAbsPartialCharge,0.22421509242340937
NumRadicalElectrons,0
NumValenceElectrons,160
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,2
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,447.1480324640008
MZ,0.6900584795321638
Mi,1.1263271023130326
Mm,0.6549376521814068
Mp,0.6899612459291943
Mv,0.6350855446166813
SZ,39.333333333333336
Si,64.20064483184285
Sm,37.331446174340186
Sp,39.327791017964074
Sv,36.19987604315084
nB,0
nC,23
nF,0
nH,27
nI,0
nN,3
nO,2
nP,0
nS,0
nX,2
ABC,23.500932720300078
AMW,7.844702323929838
IC0,1.601683434342138
IC1,3.3931048846763567
IC2,4.556941664108592
IC3,5.2714865053928115
IC4,5.2714865053928115
IC5,5.2714865053928115
MID,61.78692948637256
Mpe,0.9657378740970075
Mse,1.002938883990749
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,123.23670000000006
SdO,11.54706748439649
SdS,0
Spe,55.047058823529426
SsF,0
SsI,0
Sse,57.16751638747269
StN,0
fMF,0.47368421052631576
nBr,0
nCl,2
AMID,2.0595643162124184
BIC0,0.26403888634899353
BIC1,0.5593562471870446
BIC2,0.7512157373612086
BIC3,0.8690090666133122
BIC4,0.8690090666133122
BIC5,0.8690090666133122
CIC0,4.2312065798226035
CIC1,2.4397851294883846
CIC2,1.275948350056149
CIC3,0.5614035087719298
CIC4,0.5614035087719298
CIC5,0.5614035087719298
GGI1,5.5
GGI2,3.333333333333335
GGI3,1.5625
GGI4,1.5422222222222226
GGI5,0.7361111111111112
GGI6,0.44163265306122457
GGI7,0.2986111111111111
GGI8,0.1803980851599899
GGI9,0.12250000000000003
JGI1,0.16666666666666666
JGI2,0.0740740740740741
JGI3,0.033967391304347824
JGI4,0.04168168168168169
JGI5,0.023003472222222224
JGI6,0.0163567649281935
JGI7,0.01298309178743961
JGI8,0.007843395006956083
JGI9,0.005326086956521738
MIC0,18.717028008124256
MIC1,35.43760810699409
MIC2,42.61789467737823
MIC3,44.54675236862079
MIC4,44.54675236862079
MIC5,44.54675236862079
MPC2,45
MPC3,58
MPC4,72
MPC5,91
MPC6,89
MPC7,93
MPC8,100
MPC9,98
Mare,0.9738245614035088
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.22112527218369576
RPCG,0.10046127500661708
SIC0,0.2745951715963388
SIC1,0.5817193323440787
SIC2,0.7812493726167298
SIC3,0.9037520838883293
SIC4,0.9037520838883293
SIC5,0.9037520838883293
SaaN,0
SaaO,0
SaaS,0
Sare,55.508
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,12.502648897781196
SsLi,0
SsOH,0
SsSH,0
SssO,5.890788191640256
SssS,0
StCH,0
StsC,0
TIC0,91.29595575750187
TIC1,193.40697842655234
TIC2,259.74567485418976
TIC3,300.47473080739024
TIC4,300.47473080739024
TIC5,300.47473080739024
Vabc,397.6759424272531
WPol,46
apol,65.67741099999999
bpol,34.70058900000001
nRot,7
ABCGG,15.935706696905935
ATS0Z,1708.0
ATS0d,183.0
ATS0i,9249.988410393524
ATS0m,6959.4376600000005
ATS0p,90.570456430923
ATS0s,172.06614845297975
ATS0v,12750.815830289646
ATS1Z,1567.0
ATS1d,235.0
ATS1i,8776.049896004704
ATS1m,5988.162247000002
ATS1p,111.45884436000001
ATS1s,157.23559670781896
ATS1v,15940.719606523237
ATS2Z,2360.0
ATS2d,373.0
ATS2i,16955.71693280059
ATS2m,8821.264545000002
ATS2p,171.30260904048998
ATS2s,271.4197530864198
ATS2v,23673.36717161363
ATS3Z,2887.0
ATS3d,427.0
ATS3i,23951.85802925356
ATS3m,10689.756101999998
ATS3p,206.33223801292297
ATS3s,341.1369836915104
ATS3v,27195.449235732784
ATS4Z,2367.0
ATS4d,387.0
ATS4i,24436.552325320437
ATS4m,8371.114274000001
ATS4p,198.020906010319
ATS4s,326.59259259259255
ATS4v,24978.20376701594
ATS5Z,2084.0
ATS5d,355.0
ATS5i,24984.166762950492
ATS5m,7234.565396
ATS5p,182.55192609705404
ATS5s,301.3148148148148
ATS5v,22419.35309637716
ATS6Z,1841.0
ATS6d,305.0
ATS6i,21414.836806186595
ATS6m,6315.723045999998
ATS6p,155.38919947771498
ATS6s,275.41049382716056
ATS6v,19086.897598511834
ATS7Z,1480.0
ATS7d,265.0
ATS7i,18446.383700346778
ATS7m,5070.777304999999
ATS7p,128.605422027168
ATS7s,223.50925925925927
ATS7v,16039.583946398921
ATS8Z,1371.0
ATS8d,250.0
ATS8i,16024.291215918256
ATS8m,4785.903248999999
ATS8p,120.306713562074
ATS8s,203.9783950617284
ATS8v,15255.870370094057
C1SP1,0
C1SP2,1
C1SP3,6
C2SP1,0
C2SP2,11
C2SP3,4
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.43478260869565216
GGI10,0.1236608509335782
JGI10,0.0056209477697081
JGT10,0.3875235723978116
Kier1,23.168044077134986
Kier2,11.227654320987654
Kier3,6.292508917954816
MAXdO,11.54706748439649
MID_C,47.928714597037064
MID_N,6.50933276164435
MID_O,3.8178043174916496
MID_X,3.5310778101994877
MID_h,13.858214889335489
MINdO,11.54706748439649
MPC10,88
MWC01,33.0
MWC02,5.056245805348308
MWC03,5.8944028342648505
MWC04,6.75343791859778
MWC05,7.605392364814935
MWC06,8.46779284112111
MWC07,9.32500744695431
MWC08,10.189079943122826
MWC09,11.048713034316156
MWC10,11.913759867893699
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,4.859300000000005
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5093883366279774
SRW05,0.0
SRW06,7.01301578963963
SRW07,0.0
SRW08,8.608677881538416
SRW09,0.0
SRW10,10.251217609993054
SaaCH,11.796141392195612
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.173532877079344
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.08090768122471603
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.9215401557418708
SssPH,0
SssSe,0
SsssB,0
SsssN,4.797690168907458
SsssP,0
VE1_A,4.617244196688534
VE1_D,5.410873181339737
VE2_A,0.1539081398896178
VE2_D,0.1803624393779912
VE3_A,2.62841032156504
VE3_D,2.7870227698594
VR1_A,291.0455898910643
VR1_D,189.0334018105992
VR2_A,9.701519663035477
VR2_D,6.30111339368664
VR3_A,6.772092209861038
VR3_D,6.340536017269604
WPath,3204
Xc-3d,1.7611585386720214
Xc-4d,0.0
Xc-5d,0.3660248986971034
Xc-6d,0.0
Xp-0d,20.924074484064487
Xp-1d,14.597356788324023
Xp-2d,12.967436438661002
Xp-3d,10.97532368128146
Xp-4d,8.724271278661481
Xp-5d,7.19513472381298
Xp-6d,4.7696066401321575
Xp-7d,3.2866607380812054
ZMIC0,99.86981618326807
ZMIC1,54.451577757746904
ZMIC2,34.33719555645243
ZMIC3,27.904130599873046
ZMIC4,27.904130599873046
ZMIC5,27.904130599873046
nAcid,0
nAtom,57
nBase,1
nRing,4
piPC1,3.713572066704308
piPC2,4.23410650459726
piPC3,4.709530201312334
piPC4,5.177561165412237
piPC5,5.65730214077366
piPC6,5.71332017913669
piPC7,5.824801011170733
piPC8,6.008813185442595
piPC9,6.0489223952796625
AATS0Z,29.964912280701753
AATS0d,3.210526315789474
AATS0i,162.28049842795656
AATS0m,122.09539754385966
AATS0p,1.5889553759811053
AATS0s,3.018704358824206
AATS0v,223.69852333841484
AATS1Z,26.116666666666667
AATS1d,3.9166666666666665
AATS1i,146.26749826674506
AATS1m,99.8027041166667
AATS1p,1.8576474060000003
AATS1s,2.6205932784636494
AATS1v,265.67866010872063
AATS2Z,21.65137614678899
AATS2d,3.4220183486238533
AATS2i,155.55703608073938
AATS2m,80.9290325229358
AATS2p,1.5715835691788071
AATS2s,2.4900894778570626
AATS2v,217.18685478544614
AATS3Z,19.375838926174495
AATS3d,2.865771812080537
AATS3i,160.75072502854738
AATS3m,71.74332954362414
AATS3p,1.3847801208921005
AATS3s,2.2895099576611435
AATS3v,182.51979352840794
AATS4Z,15.470588235294118
AATS4d,2.5294117647058822
AATS4i,159.71602827006822
AATS4m,54.713165189542494
AATS4p,1.2942542876491439
AATS4s,2.1345921084483175
AATS4v,163.25623377134602
AATS5Z,13.620915032679738
AATS5d,2.320261437908497
AATS5i,163.29520760098362
AATS5m,47.284741150326795
AATS5p,1.193149843771595
AATS5s,1.9693778746066326
AATS5v,146.53171958416445
AATS6Z,14.053435114503817
AATS6d,2.3282442748091605
AATS6i,163.47203668844728
AATS6m,48.2116263053435
AATS6p,1.1861770952497326
AATS6s,2.1023701818867218
AATS6v,145.70150838558652
AATS7Z,13.214285714285714
AATS7d,2.3660714285714284
AATS7i,164.69985446738195
AATS7m,45.27479736607142
AATS7p,1.148262696671143
AATS7s,1.9956183862433863
AATS7v,143.21057094999037
AATS8Z,13.989795918367347
AATS8d,2.5510204081632653
AATS8i,163.51317567263527
AATS8m,48.8357474387755
AATS8p,1.2276195261436122
AATS8s,2.0814121945074326
AATS8v,155.6721466336128
AMID_C,1.5976238199012356
AMID_N,0.21697775872147834
AMID_O,0.12726014391638832
AMID_X,0.11770259367331626
AMID_h,0.46194049631118295
ATS0dv,345.2098765432099
ATS0pe,351.6007
ATS0se,436.28998599999994
ATS1dv,355.22222222222223
ATS1pe,387.04600000000005
ATS1se,463.4997439999998
ATS2dv,456.6666666666667
ATS2pe,690.3985999999999
ATS2se,841.5924679999996
ATS3dv,429.60493827160496
ATS3pe,920.6875999999999
ATS3se,1142.4339269999998
ATS4dv,334.6666666666667
ATS4pe,916.373
ATS4se,1148.494718
ATS5dv,293.22222222222223
ATS5pe,898.0751000000001
ATS5se,1138.9191040000003
ATS6dv,258.0
ATS6pe,780.9289999999999
ATS6se,987.3380260000001
ATS7dv,194.44444444444446
ATS7pe,666.3869000000001
ATS7se,843.1584560000001
ATS8dv,194.11111111111111
ATS8pe,585.3496
ATS8se,737.222784
ATSC0Z,730.8771929824561
ATSC0c,0.8620293905706012
ATSC0d,31.263157894736842
ATSC0i,81.37107697549767
ATSC0m,3432.2131241403513
ATSC0p,14.894626331573509
ATSC0s,44.241720747532625
ATSC0v,3014.154639190005
ATSC1Z,20.252077562326825
ATSC1c,-0.35031405308575386
ATSC1d,8.038781163434903
ATSC1i,-17.570396170025717
ATSC1m,95.7332415891043
ATSC1p,-0.8441062127008994
ATSC1s,0.9842796763606195
ATSC1v,-24.587871687323275
ATSC2Z,17.79624499846102
ATSC2c,-0.07624182445541726
ATSC2d,-5.783933518005537
ATSC2i,-6.5923195700351
ATSC2m,86.97875511757468
ATSC2p,0.5147970836267148
ATSC2s,5.131349385450993
ATSC2v,-24.874933574433868
ATSC3Z,170.56663588796548
ATSC3c,-0.1233025060131788
ATSC3d,-10.091412742382271
ATSC3i,18.90922232221452
ATSC3m,793.2662811418897
ATSC3p,3.407435561503424
ATSC3s,-9.235086098502446
ATSC3v,210.10364374253822
ATSC4Z,-69.70544783010156
ATSC4c,0.19782418159642678
ATSC4d,-8.44321329639889
ATSC4i,-24.58620383503836
ATSC4m,-342.5372493942751
ATSC4p,-3.904378283000453
ATSC4s,-1.8309288088783382
ATSC4v,-946.3155837631422
ATSC5Z,-13.196675900276961
ATSC5c,-0.1347062448620573
ATSC5d,0.34626038781163315
ATSC5i,-0.4176626060461146
ATSC5m,-53.98320009602957
ATSC5p,0.2562833587089294
ATSC5s,3.8028414497204546
ATSC5v,161.08558817822063
ATSC6Z,-165.47214527546936
ATSC6c,0.10771275084559892
ATSC6d,-0.5346260387811642
ATSC6i,-16.12506885129198
ATSC6m,-784.8253908137891
ATSC6p,-4.4021039328027864
ATSC6s,12.155219286165876
ATSC6v,-610.0136956748876
ATSC7Z,-61.37273007079098
ATSC7c,-0.09904252295689012
ATSC7d,0.2548476454293622
ATSC7i,-1.7905644959959606
ATSC7m,-282.5656692406894
ATSC7p,-0.15871596680638891
ATSC7s,-5.389579814670089
ATSC7v,-12.978002942047581
ATSC8Z,-21.174823022468416
ATSC8c,0.03877260346053704
ATSC8d,-4.698060941828256
ATSC8i,19.10575774613736
ATSC8m,-87.80919762726987
ATSC8p,2.8904408584779824
ATSC8s,-6.611553311586051
ATSC8v,316.4090629371448
AXp-0d,0.6974691494688162
AXp-1d,0.44234414510072795
AXp-2d,0.2881652541924667
AXp-3d,0.1892297186427838
AXp-4d,0.1211704344258539
AXp-5d,0.07906741454739538
AXp-6d,0.05359108584418155
AXp-7d,0.035340438043883926
GATS1Z,0.6053000480076812
GATS1c,1.456569965837022
GATS1d,0.8209876543209875
GATS1i,1.4410112454215818
GATS1m,0.6111768417038683
GATS1p,0.9942762668509924
GATS1s,0.5562425409718452
GATS1v,0.969607242453478
GATS2Z,0.7096160706814008
GATS2c,1.3688873560438684
GATS2d,1.2818089148364378
GATS2i,1.2005023370817265
GATS2m,0.7131847877784533
GATS2p,0.8894895740299309
GATS2s,0.6049101588439515
GATS2v,0.9398227016282654
GATS3Z,0.7875431344182854
GATS3c,1.2763895387510773
GATS3d,1.1961674914695049
GATS3i,0.9562946701618263
GATS3m,0.7897020174512741
GATS3p,0.849290480580737
GATS3s,1.0559513565864405
GATS3v,0.9236063268842016
GATS4Z,0.9039187446462023
GATS4c,0.8133306091345682
GATS4d,0.9834290618604344
GATS4i,1.0916303870639676
GATS4m,0.9084062163033566
GATS4p,1.0625178187499522
GATS4s,0.8331468030410645
GATS4v,1.103922457077097
GATS5Z,0.9835437199363664
GATS5c,0.8966892577271429
GATS5d,0.8722079179595519
GATS5i,0.9171475217484824
GATS5m,0.9839848026912709
GATS5p,0.9799842104228766
GATS5s,0.6668108002092769
GATS5v,0.9823379073891857
GATS6Z,1.1881989057180447
GATS6c,0.8582238674039216
GATS6d,0.8819492636286529
GATS6i,1.001881670084929
GATS6m,1.1874364828583879
GATS6p,1.1333311501729002
GATS6s,0.6592626728047661
GATS6v,1.083401013600372
GATS7Z,0.961173787806049
GATS7c,1.2312588713248966
GATS7d,0.8716329966329965
GATS7i,0.9393683980889167
GATS7m,0.9617347030501648
GATS7p,0.9533666063174154
GATS7s,0.8114320096551385
GATS7v,0.9731948544789618
GATS8Z,0.84360469103628
GATS8c,1.0851564016146198
GATS8d,1.0966810966810967
GATS8i,0.8328081970932143
GATS8m,0.8449810959420663
GATS8p,0.8163732019510922
GATS8s,1.0232957998078733
GATS8v,0.904721837047218
MATS1Z,0.026323811809889526
MATS1c,-0.3860638095079075
MATS1d,0.24427609427609429
MATS1i,-0.20513279388634198
MATS1m,0.026497940605721564
MATS1p,-0.05383826919954288
MATS1s,0.02113538254713426
MATS1v,-0.007749595126690064
MATS2Z,0.012733046461745775
MATS2c,-0.04625083362858033
MATS2d,-0.09674728940783982
MATS2i,-0.04236591063178422
MATS2m,0.0132521791304177
MATS2p,0.018074022696557543
MATS2s,0.060652392064597896
MATS2v,-0.004315635507714427
MATS3Z,0.0892767272293768
MATS3c,-0.05471903344362618
MATS3d,-0.12348315368449596
MATS3i,0.0888980410928811
MATS3m,0.08841650301759034
MATS3p,0.08751583211756749
MATS3s,-0.07985415635537463
MATS3v,0.02666592429374682
MATS4Z,-0.03553086140841358
MATS4c,0.08549500250761656
MATS4d,-0.10061398296692413
MATS4i,-0.11256537918725407
MATS4m,-0.03718065045071079
MATS4p,-0.09765752219151562
MATS4s,-0.015417816513328597
MATS4v,-0.11696445112229643
MATS5Z,-0.006726723334557034
MATS5c,-0.05821690073141806
MATS5d,0.00412622961642568
MATS5i,-0.0019122248370411856
MATS5m,-0.005859597741648702
MATS5p,0.006410238961579257
MATS5s,0.03202282438113433
MATS5v,0.019910152308866273
MATS6Z,-0.0985108457047784
MATS6c,0.05436865685971786
MATS6d,-0.007440820417919666
MATS6i,-0.0862253713853913
MATS6m,-0.09949525223387583
MATS6p,-0.12859800748483036
MATS6s,0.11954580696953007
MATS6v,-0.08805978401504821
MATS7Z,-0.04273540909402645
MATS7c,-0.05847314519724986
MATS7d,0.0041486291486291385
MATS7i,-0.011198935357244248
MATS7m,-0.0418988382073274
MATS7p,-0.005423102832627207
MATS7s,-0.06199829277285257
MATS7v,-0.00219128654230793
MATS8Z,-0.01685094104852692
MATS8c,0.026160839135560752
MATS8d,-0.08740465883323029
MATS8i,0.13656612373432273
MATS8m,-0.01488039778762814
MATS8p,0.11287122936876715
MATS8s,-0.08692011134508108
MATS8v,0.06105653649482397
MAXsCl,6.356444292641386
MAXssO,5.890788191640256
MINsCl,6.146204605139809
MINssO,5.890788191640256
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,10
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.33546591849611
SpAD_D,439.19985038838723
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,9.178572039921946
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,797
TMWC10,139.25383205643396
TSRW10,65.58699223719005
VE1_Dt,5.399954172251853
VE2_Dt,0.1799984724083951
VE3_Dt,2.7850027555822994
VR1_Dt,191.04756561603713
VR2_Dt,6.368252187201238
VR3_Dt,6.351134720349699
Xc-3dv,0.9543081210330024
Xc-4dv,0.0
Xc-5dv,0.1911223326231659
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2874574785652648
Xch-7d,0.5910085549915427
Xp-0dv,18.51388003698624
Xp-1dv,11.32472006067595
Xp-2dv,8.609495445837595
Xp-3dv,6.567346235473261
Xp-4dv,4.43219956801867
Xp-5dv,3.180053870371908
Xp-6dv,1.801078231464377
Xp-7dv,1.141216265603631
Xpc-4d,4.177168821539659
Xpc-5d,6.127819108549588
Xpc-6d,9.13382363353113
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,60
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,5.912488978172641
AATS0dv,6.056313623565085
AATS0pe,6.168433333333334
AATS0se,7.654210280701753
AATS1dv,5.92037037037037
AATS1pe,6.450766666666667
AATS1se,7.72499573333333
AATS2dv,4.189602446483181
AATS2pe,6.333932110091742
AATS2se,7.721031816513758
AATS3dv,2.8832546192725164
AATS3pe,6.179111409395972
AATS3se,7.667341791946307
AATS4dv,2.187363834422658
AATS4pe,5.989366013071896
AATS4se,7.506501424836601
AATS5dv,1.916485112563544
AATS5pe,5.8697718954248375
AATS5se,7.443915712418303
AATS6dv,1.9694656488549618
AATS6pe,5.961290076335877
AATS6se,7.5369314961832075
AATS7dv,1.7361111111111112
AATS7pe,5.9498830357142865
AATS7se,7.528200500000001
AATS8dv,1.9807256235827664
AATS8pe,5.9729551020408165
AATS8se,7.522681469387756
AATSC0Z,12.822406894429054
AATSC0c,0.015123322641589495
AATSC0d,0.5484764542936288
AATSC0i,1.4275627539560996
AATSC0m,60.21426533579564
AATSC0p,0.2613092338872545
AATSC0s,0.7761705394303969
AATSC0v,52.87990595070185
AATSC1Z,0.3375346260387804
AATSC1c,-0.005838567551429231
AATSC1d,0.1339796860572484
AATSC1i,-0.2928399361670953
AATSC1m,1.5955540264850716
AATSC1p,-0.014068436878348323
AATSC1s,0.016404661272676993
AATSC1v,-0.40979786145538794
AATSC2Z,0.1632683027381745
AATSC2c,-0.0006994662794074978
AATSC2d,-0.053063610256931536
AATSC2i,-0.060479996055367885
AATSC2m,0.797970230436465
AATSC2p,0.0047229090240983014
AATSC2s,0.04707659986652287
AATSC2v,-0.22821039976544832
AATSC3Z,1.1447425227380232
AATSC3c,-0.0008275335974038846
AATSC3d,-0.06772760229786759
AATSC3i,0.12690753236385585
AATSC3m,5.3239347727643604
AATSC3p,0.022868695043647143
AATSC3s,-0.06198044361411038
AATSC3v,1.4100915687418674
AATSC4Z,-0.4555911622882455
AATSC4c,0.0012929685071661882
AATSC4d,-0.055184400630058104
AATSC4i,-0.16069414271266902
