DLiP-ID,C000Y1
DLiP-Mol-ID,31542
Vendor-ID,
Standard Inchi(RDKit),InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14
Standard Inchi Key(RDKit),CRQQGFGUEAVUIL-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),265.914
MW Monoisotopic(RDKit),263.88155872
MolLogP(RDKit),4.04356
XLogP(SDF),
XLogP(CDK),3.956
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),47.58
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.524970362119586
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1177.3115965560655
qed,0.5249703621195863
Chi0,10.878315177510851
Chi1,6.540111220059324
TPSA,47.58
Chi0n,6.406285083036825
Chi0v,9.430000867110643
Chi1n,3.2031425415184125
Chi1v,4.715000433555321
Chi2n,2.229535743768433
Chi2v,3.741393635805343
Chi3n,1.486982078692391
Chi3v,3.192304069148645
Chi4n,0.8298680485500368
Chi4v,1.8999259193287028
MolMR,55.912000000000006
MolWt,265.914
fr_SH,0
Kappa1,11.434850299401196
Kappa2,4.255635544020216
Kappa3,1.6287921069730855
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
