DLiP-ID,C001FS
ATS2Z,1035.0
ATS2d,171.0
ATS2i,7272.637941430543
ATS2m,3884.3115429999993
ATS2p,82.53863251394299
ATS2s,112.5864197530864
ATS2v,10996.541687776033
ATS3Z,1215.0
ATS3d,189.0
ATS3i,9138.92326979427
ATS3m,4484.763356
ATS3p,99.298091823641
ATS3s,132.82098765432102
ATS3v,12847.972565865515
ATS4Z,1191.0
ATS4d,167.0
ATS4i,9259.362890989774
ATS4m,4281.601163
ATS4p,103.198359674245
ATS4s,134.66666666666669
ATS4v,12620.848448112627
ATS5Z,813.0
ATS5d,129.0
ATS5i,10340.500832748538
ATS5m,2584.328944000001
ATS5p,91.16275374818798
ATS5s,128.0185185185185
ATS5v,10009.303091509633
ATS6Z,390.0
ATS6d,82.0
ATS6i,9058.972890580766
ATS6m,1097.6130779999996
ATS6p,54.731216566375984
ATS6s,86.64814814814814
ATS6v,5372.792767485936
ATS7Z,111.0
ATS7d,32.0
ATS7i,4421.385178460226
ATS7m,209.04710399999996
ATS7p,21.378647152735
ATS7s,34.888888888888886
ATS7v,1792.7450347410677
ATS8Z,6.0
ATS8d,6.0
ATS8i,1109.505912145494
ATS8m,6.0963840000000005
ATS8p,2.6676774290939997
ATS8s,6.0
ATS8v,186.50246658558157
C1SP1,0
C1SP2,0
C1SP3,3
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.0
JGI10,0.0
JGT10,0.43795008354218884
Kier1,10.515555555555556
Kier2,4.244897959183674
Kier3,1.8834720570749108
MAXdS,5.335402494331065
MID_C,24.25268270207586
MID_N,2.1852378900413765
MID_O,0.0
MID_X,0.0
MID_h,3.962873740879097
MINdS,5.335402494331065
MPC10,13
MWC01,15.0
MWC02,4.290459441148391
MWC03,5.153291594497779
MWC04,6.042632833682381
MWC05,6.92461239604856
MWC06,7.818832443803404
MWC07,8.704668113450987
MWC08,9.59933728737704
MWC09,10.486177920013498
MWC10,11.380730322023455
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,1
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.699110000000002
SRW02,3.4339872044851463
SRW03,0.0
SRW04,4.74493212836325
SRW05,0.0
SRW06,6.293419278846481
SRW07,0.0
SRW08,7.955425088912672
SRW09,0.0
SRW10,9.674137279312397
SaaCH,10.377222222222223
SaaNH,0
SaaSe,0
SaaaC,2.411990740740741
SaasC,1.2325925925925927
SaasN,2.2828703703703703
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,4.258162320483748
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.4382452874143086
VE1_D,3.6905153797279153
VE2_A,0.24558894910102205
VE2_D,0.2636082414091368
VE3_A,1.571433486997982
VE3_D,1.642238354223758
VR1_A,61.917053097086495
VR1_D,61.27640814159689
VR2_A,4.422646649791893
VR2_D,4.376886295828349
VR3_A,4.4622678726688285
VR3_D,4.451867146458353
WPath,270
Xc-3d,0.8796528112548947
Xc-4d,0.0
Xc-5d,0.30356120084098637
Xc-6d,0.0
Xp-0d,10.129392033067417
Xp-1d,6.736382105218447
Xp-2d,5.874539201183697
Xp-3d,5.101579695755899
Xp-4d,4.489447066382232
Xp-5d,3.304867111470225
Xp-6d,2.116012333193062
Xp-7d,1.147352208286925
ZMIC0,48.08812182576664
ZMIC1,31.375866076015043
ZMIC2,22.876857331407752
ZMIC3,20.484323157603306
ZMIC4,20.28025741670231
ZMIC5,20.28025741670231
nAcid,0
nAtom,27
nBase,0
nRing,2
piPC1,3.1135153092103742
piPC2,3.817712325956905
piPC3,4.51085950651685
piPC4,5.169062530690774
piPC5,5.741399338227508
piPC6,6.014631606389516
piPC7,6.218973555931831
piPC8,6.453748022821001
piPC9,6.751448630891297
AATS0Z,27.77777777777778
AATS0d,3.1481481481481484
AATS0i,157.18635627427176
AATS0m,109.94140492592591
AATS0p,1.8098802875198894
AATS0s,2.2237590814408374
AATS0v,234.31047809564353
AATS1Z,24.857142857142858
AATS1d,3.7857142857142856
AATS1i,142.60581559109647
AATS1m,94.07444164285708
AATS1p,1.982427715357142
AATS1s,2.6446208112874783
AATS1v,272.00110094730553
AATS2Z,21.5625
AATS2d,3.5625
AATS2i,151.51329044646965
AATS2m,80.92315714583331
AATS2p,1.7195548440404789
AATS2s,2.3455504115226335
AATS2v,229.094618495334
AATS3Z,20.593220338983052
AATS3d,3.2033898305084745
AATS3i,154.89700457278423
AATS3m,76.01293823728814
AATS3p,1.6830185054854407
AATS3s,2.251203180581712
AATS3v,217.76224687907654
AATS4Z,19.20967741935484
AATS4d,2.693548387096774
AATS4i,149.34456275789958
AATS4m,69.05808327419355
AATS4p,1.6644896721652418
AATS4s,2.1720430107526885
AATS4v,203.56207174375206
AATS5Z,12.134328358208956
AATS5d,1.9253731343283582
AATS5i,154.33583332460503
AATS5m,38.57207379104479
AATS5p,1.3606381156445968
AATS5s,1.9107241569928135
AATS5v,149.39258345536766
AATS6Z,7.090909090909091
AATS6d,1.490909090909091
AATS6i,164.70859801055937
AATS6m,19.956601418181812
AATS6p,0.9951130284795634
AATS6s,1.5754208754208752
AATS6v,97.68714122701701
AATS7Z,4.269230769230769
AATS7d,1.2307692307692308
AATS7i,170.05327609462407
AATS7m,8.040273230769229
AATS7p,0.8222556597205769
AATS7s,1.3418803418803418
AATS7v,68.95173210542568
AATS8Z,1.0
AATS8d,1.0
AATS8i,184.917652024249
AATS8m,1.016064
AATS8p,0.44461290484899996
AATS8s,1.0
AATS8v,31.083744430930263
AMID_C,1.7323344787197041
AMID_N,0.1560884207172412
AMID_O,0.0
AMID_X,0.0
AMID_h,0.28306241006279265
ATS0dv,140.44444444444446
ATS0pe,156.848
ATS0se,196.77170900000004
ATS1dv,165.66666666666669
ATS1pe,174.29250000000008
ATS1se,209.90698600000005
ATS2dv,221.66666666666666
ATS2pe,291.1890000000001
ATS2se,357.36500800000016
ATS3dv,201.33333333333331
ATS3pe,357.2555
ATS3se,441.33959000000004
ATS4dv,115.0
ATS4pe,365.96919999999994
ATS4se,455.07405200000005
ATS5dv,46.33333333333333
ATS5pe,377.11600000000004
ATS5se,481.374756
ATS6dv,6.666666666666666
ATS6pe,293.02200000000005
ATS6se,385.37852200000003
ATS7dv,0.0
ATS7pe,134.508
ATS7se,180.71164800000003
ATS8dv,0.0
ATS8pe,29.04
ATS8se,40.310784
ATSC0Z,318.0
ATSC0c,0.17555585408260294
ATSC0d,16.51851851851852
ATSC0i,42.82661478289396
ATSC0m,1437.5990511851855
ATSC0p,9.243305628241405
ATSC0s,5.248920388152213
ATSC0v,1540.7585868866643
ATSC1Z,8.0
ATSC1c,-0.046887742181325014
ATSC1d,9.795610425240056
ATSC1i,-6.473673399013275
ATSC1m,37.97087151165967
ATSC1p,-0.31248583945201547
ATSC1s,-0.6097628899539194
ATSC1v,-19.588269726290456
ATSC2Z,71.0
ATSC2c,0.0009024538594724805
ATSC2d,4.485596707818932
ATSC2i,2.1706954355209627
ATSC2m,333.3125820781893
ATSC2p,1.9394751419774594
ATSC2s,1.4037762423298157
ATSC2v,355.4286989712583
ATSC3Z,23.0
ATSC3c,-0.07884330360197624
ATSC3d,-8.540466392318244
ATSC3i,28.20701073976585
ATSC3m,117.05971089163202
ATSC3p,3.4845850153548863
ATSC3s,-0.3318378709960291
ATSC3v,489.0243216483181
ATSC4Z,-49.0
ATSC4c,0.039119364632402065
ATSC4d,-18.153635116598082
ATSC4i,-17.72380841456949
ATSC4m,-255.85881383264754
ATSC4p,-3.0286519160679357
ATSC4s,-1.3675102222071702
ATSC4v,-766.4341117582751
ATSC5Z,-235.0
ATSC5c,-0.027840950563463883
ATSC5d,-6.842249657064472
ATSC5i,-30.705143162753537
ATSC5m,-1091.0381869780522
ATSC5p,-7.487509792858232
ATSC5s,-3.461579460372836
ATSC5v,-1338.1250553852124
ATSC6Z,-10.0
ATSC6c,0.005295593980272082
ATSC6d,3.3141289437585724
ATSC6i,-5.391982706037143
ATSC6m,-39.69597511796934
ATSC6p,-0.6890530853667554
ATSC6s,-0.25161118543732663
ATSC6v,-40.26684209058044
ATSC7Z,-21.0
ATSC7c,0.010318994854526671
ATSC7d,5.574759945130314
ATSC7i,0.917096383276943
ATSC7m,-75.74832788202991
ATSC7p,-0.30771624874024517
ATSC7s,0.9125876626003662
ATSC7v,190.3153800327901
ATSC8Z,54.0
ATSC8c,0.010157661978790356
ATSC8d,2.1069958847736623
ATSC8i,7.586497732362684
ATSC8m,255.1986137366256
ATSC8p,1.779703911032132
ATSC8s,1.0814775299609936
ATSC8v,359.26658486466016
AXp-0d,0.7235280023619584
AXp-1d,0.44909214034789646
AXp-2d,0.27973996196112844
AXp-3d,0.17591654123296205
AXp-4d,0.118143343852164
AXp-5d,0.073441491366005
AXp-6d,0.05161005690714785
AXp-7d,0.03374565318490956
GATS1Z,0.6248876909254268
GATS1c,1.4596941384733475
GATS1d,0.5902466367713004
GATS1i,1.1278349835370682
GATS1m,0.6419692645748512
GATS1p,0.7821278303642416
GATS1s,1.1423735293690624
GATS1v,0.9088004180305903
GATS2Z,0.6191692872117401
GATS2c,1.5405524900915553
GATS2d,1.131306053811659
GATS2i,0.9825217024728108
GATS2m,0.6294168269975491
GATS2p,0.6780505325515058
GATS2s,0.7908317866804757
GATS2v,0.774643775965842
GATS3Z,0.8771985929005438
GATS3c,2.1342739011138927
GATS3d,1.520635403207418
GATS3i,0.7742076472720757
GATS3m,0.8756313328582814
GATS3p,0.7179337108866009
GATS3s,0.978161383322652
GATS3v,0.7622790418548202
GATS4Z,1.0246500304321364
GATS4c,0.7812359517392785
GATS4d,1.5612975553305366
GATS4i,1.1464022040533544
GATS4m,1.0319454056801156
GATS4p,1.1045186272193719
GATS4s,1.0102861619367984
GATS4v,1.1680492202771882
GATS5Z,1.4253261991927157
GATS5c,0.516113846124906
GATS5d,0.9162037346897798
GATS5i,1.2148476231113101
GATS5m,1.4192702699550257
GATS5p,1.4148215539719358
GATS5s,1.250798550693965
GATS5v,1.3458777931554835
GATS6Z,1.0405946255002858
GATS6c,0.3308810642387134
GATS6d,0.5008153281695882
GATS6i,0.9324252328507857
GATS6m,1.0393188120435541
GATS6p,1.064666180209411
GATS6s,1.0260900190459934
GATS6v,1.029270271971848
GATS7Z,1.3757861635220126
GATS7c,0.32672572049916393
GATS7d,0.18161434977578475
GATS7i,0.8779312441021462
GATS7m,1.342936398301301
GATS7p,1.244848743453124
GATS7s,0.7871499160330834
GATS7v,0.9305190316266906
GATS8Z,0.0
GATS8c,0.09171674472008279
GATS8d,0.0
GATS8i,0.0
GATS8m,0.0
GATS8p,0.0
GATS8s,0.0
GATS8v,0.0
MATS1Z,0.024258760107816708
MATS1c,-0.2575429922108413
MATS1d,0.5718289557975658
MATS1i,-0.14576148054815075
MATS1m,0.025469388650114836
MATS1p,-0.032599336538165165
MATS1s,-0.11202030139594596
MATS1v,-0.012259343433421764
MATS2Z,0.12558962264150944
MATS2c,0.00289156005993636
MATS2d,0.15274663677130051
MATS2i,0.028510686372723682
MATS2m,0.1304176760998919
MATS2p,0.11802647356256268
MATS2s,0.15043553300843532
MATS2v,0.12975987599414834
MATS3Z,0.03309881675727535
MATS3c,-0.20552338764376948
MATS3d,-0.23660408907805733
MATS3i,0.30140820412350733
MATS3m,0.037263309377173856
MATS3p,0.17251843273200754
MATS3s,-0.028931284441590384
MATS3v,0.145247148493907
MATS4Z,-0.06710286062081558
MATS4c,0.0970395002145658
MATS4d,-0.4785910603211341
MATS4i,-0.18022514120705838
MATS4m,-0.0775058849525515
MATS4p,-0.14269019258579546
MATS4s,-0.11345735905977049
MATS4v,-0.21662685943853716
MATS5Z,-0.29780343565192907
MATS5c,-0.06390836465767386
MATS5d,-0.16692323137674853
MATS5i,-0.2889258110079063
MATS5m,-0.3058377819863167
MATS5p,-0.32643675477151046
MATS5s,-0.26576224328223136
MATS5v,-0.3499863183590062
MATS6Z,-0.015437392795883362
MATS6c,0.014808137502813356
MATS6d,0.0984916428862617
MATS6i,-0.06180673727860233
MATS6m,-0.013555319921675418
MATS6p,-0.03659539534125029
MATS6s,-0.02353211883045516
MATS6v,-0.012829627569630943
MATS7Z,-0.068577648766328
MATS7c,0.06103971484178708
MATS7d,0.3504656778199378
MATS7i,0.02223779128757306
MATS7m,-0.054717429761386896
MATS7p,-0.03457112659999809
MATS7s,0.18054897350398028
MATS7v,0.12827136192769523
MATS8Z,0.7641509433962265
MATS8c,0.26037000670481364
MATS8d,0.5739910313901345
MATS8i,0.7971500892306846
MATS8m,0.7988275735630573
MATS8p,0.8664289510427334
MATS8s,0.9271714038203743
MATS8v,1.0492880881214213
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,3
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,17.763908092249793
SpAD_D,79.48987511791907
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.9880555555555555
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,304
TMWC10,99.4007423520455
TSRW10,46.10190097991995
VE1_Dt,3.7358316859103153
VE2_Dt,0.2668451204221654
VE3_Dt,1.654442704021739
VR1_Dt,57.30211854482113
VR2_Dt,4.093008467487223
VR3_Dt,4.384809832517435
Xc-3dv,0.5216515877599205
Xc-4dv,0.0
Xc-5dv,0.1381302558086269
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.12869425449598476
Xch-7d,0.28317193205517815
Xp-0dv,9.265816594026225
Xp-1dv,5.23762111677839
Xp-2dv,3.851204109596895
Xp-3dv,2.8800323483800474
Xp-4dv,2.215667124470236
Xp-5dv,1.3252008192226237
Xp-6dv,0.7665133854176525
Xp-7dv,0.3219971420942103
Xpc-4d,2.369982717195869
Xpc-5d,4.19405972406579
Xpc-6d,6.531111987065173
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,28
nFRing,1
nHBAcc,2
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.3736496999543535
AATS0dv,5.20164609053498
AATS0pe,5.809185185185186
AATS0se,7.287841074074076
AATS1dv,5.916666666666667
AATS1pe,6.224732142857145
AATS1se,7.4966780714285735
AATS2dv,4.618055555555555
AATS2pe,6.066437500000002
AATS2se,7.445104333333337
AATS3dv,3.412429378531073
AATS3pe,6.055177966101694
AATS3se,7.480332033898306
AATS4dv,1.8548387096774193
AATS4pe,5.902729032258064
AATS4se,7.33990406451613
AATS5dv,0.6915422885572139
AATS5pe,5.628597014925374
AATS5se,7.184697850746269
AATS6dv,0.1212121212121212
AATS6pe,5.327672727272728
AATS6se,7.0068822181818184
AATS7dv,0.0
AATS7pe,5.173384615384616
AATS7se,6.950448000000001
AATS8dv,0.0
AATS8pe,4.84
AATS8se,6.718464
AATSC0Z,11.777777777777779
AATSC0c,0.006502068669726035
AATSC0d,0.6117969821673526
AATSC0i,1.5861709178849617
AATSC0m,53.24440930315502
AATSC0p,0.34234465289782984
AATSC0s,0.19440445882045232
AATSC0v,57.06513284765423
AATSC1Z,0.2857142857142857
AATSC1c,-0.0016745622207616077
AATSC1d,0.3498432294728592
AATSC1i,-0.23120262139333123
AATSC1m,1.3561025539878453
AATSC1p,-0.011160208551857695
AATSC1s,-0.021777246069782836
AATSC1v,-0.6995810616532305
AATSC2Z,1.4791666666666667
AATSC2c,1.8801122072343345e-05
AATSC2d,0.09344993141289441
AATSC2i,0.04522282157335339
AATSC2m,6.944012126628944
AATSC2p,0.04040573212453041
AATSC2s,0.02924533838187116
AATSC2v,7.404764561901215
AATSC3Z,0.3898305084745763
AATSC3c,-0.0013363271796945125
AATSC3d,-0.14475366766641093
AATSC3i,0.4780849277926415
AATSC3m,1.9840628964683393
AATSC3p,0.059060762972116716
AATSC3s,-0.005624370694847951
AATSC3v,8.288547824547765
AATSC4Z,-0.7903225806451613
AATSC4c,0.000630957494071001
AATSC4d,-0.29280056639674323
AATSC4i,-0.2858678776543466
AATSC4m,-4.126755061816896
AATSC4p,-0.04884922445270864
AATSC4s,-0.022056616487212424
AATSC4v,-12.361840512230243
AATSC5Z,-3.5074626865671643
AATSC5c,-0.0004155365755740878
AATSC5d,-0.1021231292099175
AATSC5i,-0.4582857188470677
AATSC5m,-16.28415204444854
AATSC5p,-0.11175387750534674
AATSC5s,-0.05166536508019158
AATSC5v,-19.972015752018095
AATSC6Z,-0.18181818181818182
AATSC6c,9.628352691403785e-05
AATSC6d,0.0602568898865195
AATSC6i,-0.09803604920067532
AATSC6m,-0.7217450021448971
AATSC6p,-0.012528237915759188
AATSC6s,-0.004574748826133211
AATSC6v,-0.7321244016469171
AATSC7Z,-0.8076923076923077
AATSC7c,0.00039688441748179503
AATSC7d,0.2144138440434736
AATSC7i,0.03527293781834396
AATSC7m,-2.9133972262319197
