DLiP-ID,C0028A
DLiP-Mol-ID,29247
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H20N2/c1-3-7-17-15(5-1)9-11-19(17)13-14-20-12-10-16-6-2-4-8-18(16)20/h1-8H,9-14H2"
Standard Inchi Key(RDKit),GOVGXMFTKMWFCG-UHFFFAOYSA-N
Canonical SMILES(RDKit),c1ccc2c(c1)CCN2CCN1CCc2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),264.372
MW Monoisotopic(RDKit),264.16264864
MolLogP(RDKit),3.1118
XLogP(SDF),
XLogP(CDK),4.184
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),6.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.840202251733881
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,111087.63855961057
qed,0.8402022517338814
Chi0,13.363596551749424
Chi1,9.915816237971965
TPSA,6.48
Chi0n,11.755870031636212
Chi0v,11.755870031636212
Chi1n,7.573931979133109
Chi1v,7.573931979133109
Chi2n,5.7315209818636195
Chi2v,5.7315209818636195
Chi3n,4.60656053125678
Chi3v,4.60656053125678
Chi4n,3.5191192854184616
Chi4v,3.5191192854184616
MolMR,84.71800000000005
MolWt,264.37199999999996
fr_SH,0
Kappa1,11.832710607353004
Kappa2,4.858234364832686
Kappa3,1.9586440209505118
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,564.8202167358058
MolLogP,3.1118000000000015
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4547874399205674
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,12.841643245852019
SMR_VSA6,35.97884508535126
SMR_VSA7,59.65783953108687
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,120.18615504528894
NHOHCount,0
PEOE_VSA1,9.799819461700956
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,36.101280366169235
PEOE_VSA8,37.55379817301743
PEOE_VSA9,0.0
RingCount,4
