DLiP-ID,C000P3
DLiP-Mol-ID,31148
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H21NO/c1-20(2)13-7-11-17-16-9-4-3-8-15(16)14-21-19-12-6-5-10-18(17)19/h3-6,8-12H,7,13-14H2,1-2H3/b17-11+"
Standard Inchi Key(RDKit),ODQWQRRAPPTVAG-GZTJUZNOSA-N
Canonical SMILES(RDKit),CN(C)CC/C=C1\c2ccccc2COc2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),279.383
MW Monoisotopic(RDKit),279.162314292
MolLogP(RDKit),3.9624
XLogP(SDF),
XLogP(CDK),3.994
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),12.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.842863706973304
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,89136.52250761147
qed,0.8428637069733037
Chi0,14.656489770562878
Chi1,10.254020195423491
TPSA,12.47
Chi0n,12.672934652230099
Chi0v,12.672934652230099
Chi1n,7.4086315908747
Chi1v,7.4086315908747
Chi2n,5.651731947012883
Chi2v,5.651731947012883
Chi3n,3.792715741036061
Chi3v,3.792715741036061
Chi4n,2.7115302451163505
Chi4v,2.7115302451163505
MolMR,87.46600000000005
MolWt,279.383
fr_SH,0
Kappa1,13.901814763425588
Kappa2,6.146844081766772
Kappa3,3.006125990520758
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,608.6208590133427
MolLogP,3.9624000000000033
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.0659497027232017
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,13.027703587438928
SMR_VSA6,20.640100371266954
SMR_VSA7,71.29731112961775
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,126.22103684033402
NHOHCount,0
PEOE_VSA1,9.636772684650527
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,48.54058958606515
PEOE_VSA7,43.28254017020525
PEOE_VSA8,12.10820789760957
PEOE_VSA9,0.0
