DLiP-ID,C000TV
AATSC5Z,1.5823312866950598
AATSC5c,0.006368541888520444
AATSC5d,-0.037030941408821585
AATSC5i,0.05575486506191935
AATSC5m,7.207118942218297
AATSC5p,0.022627204500225494
AATSC5s,0.07498557897843314
AATSC5v,3.578049294505261
AATSC6Z,-0.575517776683957
AATSC6c,-0.0019080534511340653
AATSC6d,-0.07031539888682743
AATSC6i,-0.17287626671592876
AATSC6m,-2.69896695540873
AATSC6p,-0.020406937631428576
AATSC6s,0.02240816778393713
AATSC6v,-4.837400393522473
AATSC7Z,-1.3581570950375612
AATSC7c,-0.003814876710515768
AATSC7d,-0.03609221466364324
AATSC7i,0.27814803392818915
AATSC7m,-6.217906622047913
AATSC7p,-0.00025143493134263233
AATSC7s,-0.0997600255384792
AATSC7v,0.5875773232715814
AATSC8Z,-1.0535335196095479
AATSC8c,0.002165703433648352
AATSC8d,-0.1222508420844066
AATSC8i,0.17014575078360428
AATSC8m,-4.6733406241210185
AATSC8p,-0.017213060147125144
AATSC8s,0.026390949735846332
AATSC8v,-1.3614829686832206
ATS0are,314.45320000000004
ATS1are,343.1748
ATS2are,565.8124
ATS3are,595.7044
ATS4are,684.916
ATS5are,778.6200000000001
ATS6are,714.412
ATS7are,693.369
ATS8are,629.8900000000001
ATSC0dv,226.87074829931973
ATSC0pe,6.536791836734691
ATSC0se,4.486287999999999
ATSC1dv,97.45462538757
ATSC1pe,0.6615617242815504
ATSC1se,0.09237963265306
ATSC2dv,19.342496182146355
ATSC2pe,-1.3922040399833384
ATSC2se,-1.5290815306122472
ATSC3dv,-59.34309778333099
ATSC3pe,-1.5471503123698422
ATSC3se,-1.1660490204081657
ATSC4dv,-11.078670924151956
ATSC4pe,-0.5856007080383151
ATSC4se,-0.2000674081632664
ATSC5dv,29.295339904669344
ATSC5pe,3.6027696376509777
ATSC5se,2.6074785306122443
ATSC6dv,-40.37650978758848
ATSC6pe,0.02586118284048591
ATSC6se,0.08575710204081376
ATSC7dv,-63.760470174464324
ATSC7pe,-3.095173844231568
ATSC7se,-1.6513000816326546
ATSC8dv,-26.62399925956777
ATSC8pe,-0.0342481466055828
ATSC8se,-0.057297897959182005
AXp-0dv,0.5971655452265924
AXp-1dv,0.3052987387777514
AXp-2dv,0.15696459568220614
AXp-3dv,0.08616710850715989
AXp-4dv,0.04521215057885914
AXp-5dv,0.02520257433845406
AXp-6dv,0.01362038578286348
AXp-7dv,0.007493489540788222
BertzCT,1058.0883126506667
ECIndex,635
ETA_eta,24.22015024068799
GATS1dv,0.4514035290047283
GATS1pe,0.7052930491445548
GATS1se,0.8397479334637179
GATS2dv,1.0167316341829087
GATS2pe,1.254159065937345
GATS2se,1.411526442246883
GATS3dv,1.1069771780776279
GATS3pe,1.067471654946507
GATS3se,1.1403168647814554
GATS4dv,0.9297954796186813
GATS4pe,0.9120520415104377
GATS4se,0.8890683857542535
GATS5dv,0.9353058954393769
GATS5pe,0.7083320794794699
GATS5se,0.6614357693573638
GATS6dv,1.1026435872972606
GATS6pe,1.0554902423581685
GATS6se,1.075499031716198
GATS7dv,1.1531012271641956
GATS7pe,1.2500831504855199
GATS7se,1.1686593063624586
GATS8dv,1.0034369223155413
GATS8pe,0.8312512682932027
GATS8se,0.7551287151435404
LogEE_A,4.3041820080993896
LogEE_D,158.52685876906142
MATS1dv,0.4047778034059893
MATS1pe,0.09536707260946654
MATS1se,0.019403577849112078
MATS2dv,0.048577106795439556
MATS2pe,-0.12134890542963245
MATS2se,-0.19419637617848537
MATS3dv,-0.14241157199178184
MATS3pe,-0.12886097849354466
MATS3se,-0.14150872862177208
MATS4dv,-0.022573524558475444
MATS4pe,-0.041412090342532105
MATS4se,-0.02061481353092763
MATS5dv,0.05102634166787572
MATS5pe,0.2177941617703925
MATS5se,0.22967196502880804
MATS6dv,-0.079278179092272
MATS6pe,0.0017623295547499172
MATS6se,0.008515033120720241
MATS7dv,-0.12751031891461675
MATS7pe,-0.2148289056480305
MATS7se,-0.16699796423300595
MATS8dv,-0.055828202403652535
MATS8pe,-0.002492477658064731
MATS8se,-0.0060758968886906245
MAXaaCH,1.9184761064919795
MAXaasC,0.8684007306626356
MAXaasN,1.7327673847316705
MAXdssC,0.8418158436213993
MAXsCH3,1.6388800332397013
MDEC-11,0.5978168738784045
MDEC-12,4.511372412812374
MDEC-13,6.116574790750961
MDEC-22,4.3686651623314265
MDEC-23,17.281915255434868
MDEC-33,9.647613274119268
MDEN-22,1.4422495703074083
MDEN-23,1.8898815748423097
MDEO-22,0.7600614211775565
MINaaCH,1.8070839760120965
MINaasC,0.6007064384395733
MINaasN,1.7327673847316705
MINdssC,0.8418158436213993
MINsCH3,1.6101298686436465
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.1964285714285716
SM1_Dzi,1.506634590074004
SM1_Dzm,2.1924217327564635
SM1_Dzp,-5.977766399049398
SM1_Dzv,-2.71569755003435
SddssSe,0
SpAD_Dt,621.1461205953769
SpAbs_A,38.7034429026843
SpAbs_D,317.0537175381229
SpMAD_A,1.3346014794029069
SpMAD_D,10.932886811659408
SpMax_A,2.4925858581176636
SpMax_D,158.52685876906142
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,105.29
TpiPC10,9.223860283447559
VAdjMat,6.0
VE1_DzZ,5.294482648258153
VE1_Dzi,5.289127727711386
VE1_Dzm,5.294438782905648
VE1_Dzp,5.236038716021561
VE1_Dzv,5.277167903781863
VE2_DzZ,0.18256836718131564
VE2_Dzi,0.1823837147486685
VE2_Dzm,0.18256685458295338
VE2_Dzp,0.18055305917315728
VE2_Dzv,0.1819713070269608
VE3_DzZ,2.7313760055608873
VE3_Dzi,2.7303640784748566
VE3_Dzm,2.731367720420084
VE3_Dzp,2.720275979210904
VE3_Dzv,2.7281003089468925
VR1_DzZ,187.59811952839615
VR1_Dzi,188.74649611606003
VR1_Dzm,187.60306871014714
VR1_Dzp,193.82052540456894
VR1_Dzv,189.4681671358142
VR2_DzZ,6.468900673392971
VR2_Dzi,6.508499866071036
VR2_Dzm,6.46907133483266
VR2_Dzp,6.683466393260998
VR2_Dzv,6.533385073648766
VR3_DzZ,6.2990127496784725
VR3_Dzi,6.305115561325733
VR3_Dzm,6.299039131160762
VR3_Dzp,6.3316433410812945
VR3_Dzv,6.308931763951941
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.139980260384448
Xch-7dv,0.19422153207235293
Xpc-4dv,1.6764809351632235
Xpc-5dv,2.335775262990565
Xpc-6dv,3.135590118250918
Zagreb1,154.0
Zagreb2,185.0
fragCpx,212.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,32
nBondsS,34
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,9
naHRing,1
AATS0are,6.41741224489796
AATS1are,6.599515384615385
AATS2are,6.579213953488372
AATS3are,6.618937777777777
AATS4are,6.461471698113208
AATS5are,6.279193548387098
AATS6are,6.494654545454546
AATS7are,6.420083333333333
AATS8are,6.115436893203884
AATSC0dv,4.630015271414688
AATSC0pe,0.13340391503540186
AATSC0se,0.09155689795918366
AATSC1dv,1.874127411299423
AATSC1pe,0.012722340851568276
AATSC1se,0.0017765313971742308
AATSC2dv,0.22491274630402738
AATSC2pe,-0.016188419069573703
AATSC2se,-0.01778001779781683
AATSC3dv,-0.6593677531481221
AATSC3pe,-0.01719055902633158
AATSC3se,-0.012956100226757397
AATSC4dv,-0.10451576343539581
AATSC4pe,-0.005524534981493539
AATSC4se,-0.0018874283788987397
AATSC5dv,0.23625274116668826
AATSC5pe,0.029054593852024014
AATSC5se,0.021028052666227776
AATSC6dv,-0.367059179887168
AATSC6pe,0.00023510166218623554
AATSC6se,0.0007796100185528523
AATSC7dv,-0.5903747238376327
AATSC7pe,-0.028659017076218225
AATSC7se,-0.015289815570672728
AATSC8dv,-0.25848542970454147
AATSC8pe,-0.0003325062777241048
AATSC8se,-0.000556290271448369
AETA_eta,0.8351775945064823
ATSC0are,7.102212244897956
ATSC1are,0.6193747605164521
ATSC2are,-1.8649684298209057
ATSC3are,-1.831598000832983
ATSC4are,-0.5480346522282357
ATSC5are,3.9731281965847547
ATSC6are,0.19131128696376712
ATSC7are,-3.4178841316118245
ATSC8are,0.0419946688879624
BCUTZ-1h,16.00200423878318
BCUTZ-1l,5.691962734822423
BCUTc-1h,0.4200794350292515
BCUTc-1l,-0.5301905067722958
BCUTd-1h,3.2480618952090508
BCUTd-1l,0.9871992360108295
BCUTi-1h,14.692620119644399
BCUTi-1l,10.338107020342514
BCUTm-1h,32.0609992660699
BCUTm-1l,11.70402840761585
BCUTp-1h,2.9163647835802227
BCUTp-1l,0.775913535268958
BCUTs-1h,3.517534683504895
BCUTs-1l,0.626756815602342
BCUTv-1h,24.434229380531317
BCUTv-1l,14.705532473535554
BalabanJ,1.4416903072846117
Diameter,13
ETA_beta,38.75
GATS1are,0.7428909540910289
GATS2are,1.3114826177812389
GATS3are,1.107962757987068
GATS4are,0.9188091165789036
GATS5are,0.7006176825320235
GATS6are,1.0631453096586696
GATS7are,1.2640005241252796
GATS8are,0.8088594178895112
HybRatio,0.25
Lipinski,True
LogEE_Dt,310.5730602976885
MATS1are,0.08217743727317647
MATS2are,-0.14961511354056317
MATS3are,-0.14040742822427385
MATS4are,-0.03567012143038041
MATS5are,0.2210616087835626
MATS6are,0.011999146102116161
MATS7are,-0.2183413612366188
MATS8are,0.002812932882782825
MAXssCH2,0.6419571995464853
MINssCH2,0.6419571995464853
NsssssAs,0
RotRatio,0.1875
SM1_Dzpe,1.69124847001224
SM1_Dzse,1.626387277483714
SMR_VSA1,18.947451815200196
SMR_VSA2,0.0
SMR_VSA3,14.873466057497485
SMR_VSA4,5.101407525739723
SMR_VSA5,5.156436481820707
SMR_VSA6,34.19204377185692
SMR_VSA7,41.96165390246666
SMR_VSA8,0.0
SMR_VSA9,34.38590332283254
SpAD_DzZ,224.53916035428577
SpAD_Dzi,225.76242127111573
SpAD_Dzm,224.60828682623549
SpAD_Dzp,363.01739152095195
SpAD_Dzv,306.2345272495848
SpAbs_Dt,621.1461205953769
SpDiam_A,4.917546581324977
SpDiam_D,232.57154759674486
SpMAD_Dt,21.41883174466817
SpMax_Dt,310.5730602976885
SsssssAs,0
VE1_Dzpe,5.29981699029409
VE1_Dzse,5.300101558426737
VE2_Dzpe,0.18275231001014103
VE2_Dzse,0.18276212270437023
VE3_Dzpe,2.732383026821135
VE3_Dzse,2.7324367193342254
VMcGowan,290.27000000000055
VR1_Dzpe,187.31393202298975
VR1_Dzse,187.23943435362554
VR2_Dzpe,6.459101104241026
VR2_Dzse,6.456532219090536
VR3_Dzpe,6.297496727141133
VR3_Dzse,6.297098932449993
mZagreb1,8.86111111111111
mZagreb2,6.638888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,43
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.14494310703873378
AATSC1are,0.01191105308685485
AATSC2are,-0.02168567941652216
AATSC3are,-0.020351088898144257
AATSC4are,-0.005170138228568261
AATSC5are,0.032041356424070605
AATSC6are,0.0017391935178524282
AATSC7are,-0.03164707529270208
AATSC8are,0.00040771523192196504
AETA_beta,1.3362068965517242
BCUTdv-1h,6.010996981824452
BCUTdv-1l,0.6562067880650897
BCUTpe-1h,3.4702884391057944
BCUTpe-1l,2.2397276500315146
BCUTse-1h,3.6836902543668586
BCUTse-1l,2.4357073405969154
ETA_alpha,13.76666666666667
ETA_dBeta,0.25
ETA_eta_B,0.2541539616829773
ETA_eta_F,29.77611070958805
ETA_eta_L,6.275709013965513
ETA_eta_R,53.99626095027604
ETA_psi_1,0.5455746367239106
LabuteASA,171.99904395187068
LogEE_DzZ,112.14827403984759
LogEE_Dzi,112.93316355245697
LogEE_Dzm,112.18184260937737
LogEE_Dzp,180.36959228311648
LogEE_Dzv,152.64903990926928
PEOE_VSA1,18.947451815200196
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,9.777509966635131
PEOE_VSA5,10.197363616602075
PEOE_VSA6,11.761884949391115
PEOE_VSA7,30.33183534230805
PEOE_VSA8,22.946123658602392
PEOE_VSA9,34.150875167880834
SM1_Dzare,1.8609379886947035
SpAD_Dzpe,225.89034001997044
SpAD_Dzse,227.9517627673078
SpAbs_DzZ,222.64568744788184
SpAbs_Dzi,224.45489859509865
SpAbs_Dzm,222.7182680911006
SpAbs_Dzp,366.7169509652824
SpAbs_Dzv,308.0137773685728
SpDiam_Dt,442.2155005074915
SpMAD_DzZ,7.742729667389164
SpMAD_Dzi,7.784911078314336
SpMAD_Dzm,7.745113338835706
SpMAD_Dzp,12.517841086929378
SpMAD_Dzv,10.559811284468442
SpMax_DzZ,112.14827403984759
SpMax_Dzi,112.93316355245697
SpMax_Dzm,112.18184260937737
SpMax_Dzp,180.36959228311648
SpMax_Dzv,152.64903990926928
VE1_Dzare,5.300467699600589
VE2_Dzare,0.18277474826208928
VE3_Dzare,2.732505798864784
VR1_Dzare,187.2591309620264
VR2_Dzare,6.4572114124836695
VR3_Dzare,6.297204121682975
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.474712643678161
AETA_dBeta,0.008620689655172414
AETA_eta_B,0.008763929713206114
AETA_eta_F,1.026762438261657
AETA_eta_L,0.21640375910225906
AETA_eta_R,1.8619400327681392
BCUTare-1h,3.527149982642802
BCUTare-1l,2.1900796998247647
ETA_beta_s,19.25
ETA_dPsi_A,0.16842536327608937
ETA_dPsi_B,0.0
ETA_eta_BR,0.5981539616829773
ETA_eta_FL,7.884350586724605
ETA_eta_RL,14.160059600690118
LogEE_Dzpe,113.00348892274425
LogEE_Dzse,114.03196370356714
PEOE_VSA10,22.99804733313562
PEOE_VSA11,5.824404497999927
PEOE_VSA12,5.156436481820707
PEOE_VSA13,0.0
SlogP_VSA1,18.947451815200196
SlogP_VSA2,54.77719483212511
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,46.65604641833009
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
SlogP_VSA9,0.0
SpAD_Dzare,222.55104237566272
SpAbs_Dzpe,224.35827926774192
SpAbs_Dzse,226.49307564969644
SpDiam_DzZ,164.68205944609485
SpDiam_Dzi,163.33693801294763
SpDiam_Dzm,164.72869454860702
SpDiam_Dzp,262.474591593579
SpDiam_Dzv,224.50356302480589
SpMAD_Dzpe,7.789322069654153
SpMAD_Dzse,7.860405612665786
SpMax_Dzpe,113.00348892274425
SpMax_Dzse,114.03196370356714
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6637931034482759
AETA_eta_BR,0.020625998678723355
AETA_eta_FL,0.27187415816291743
AETA_eta_RL,0.4882779172651765
DetourIndex,4442
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,28.232718253135232
EState_VSA4,28.3376116527325
EState_VSA5,0.0
EState_VSA6,44.877177555396656
EState_VSA7,36.39820241076966
EState_VSA8,10.197363616602075
EState_VSA9,24.04885934093992
ETA_beta_ns,19.5
ETA_shape_p,0.1452784503631961
ETA_shape_x,0.0
ETA_shape_y,0.35593220338983045
GhoseFilter,True
LogEE_Dzare,111.3396914633036
SlogP_VSA10,0.0
SlogP_VSA11,22.99804733313562
SpAbs_Dzare,220.8844462268895
SpDiam_Dzpe,165.2007700963521
SpDiam_Dzse,166.93182463664408
SpMAD_Dzare,7.674173875022852
SpMax_Dzare,111.3396914633036
TopoPSA(NO),79.99000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7327673847316705
VSA_EState9,60.04117163223312
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6724137931034483
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02528735632183899
FilterItLogS,-5.280649826671764
SpDiam_Dzare,162.6917723841628
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6374149659863946
ETA_epsilon_2,0.8701149425287352
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.5710382513661197
ETA_epsilon_5,0.8701149425287352
AETA_beta_ns_d,0.06896551724137931
ETA_dEpsilon_A,0.19420508944318499
ETA_dEpsilon_B,0.06637671462027483
ETA_dEpsilon_C,-0.12782837482291015
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7241379310344828
MDEDescriptor,"0.5978168738784045,4.511372412812374,6.116574790750961,0.0,4.3686651623314265,17.281915255434868,0.0,9.647613274119268,0.0,0.0,0.0,0.0,0.7600614211775565,0.0,0.0,0.0,1.4422495703074083,1.8898815748423097,0.0"
APolDescriptor,59.04385999999999
BCUTDescriptor,"11.849999999999982,31.972072477214738,-0.34960376779984753,0.19249924579664182,4.9460787723899315,11.38818241751975"
BPolDescriptor,35.10814
TPSADescriptor,105.29
ALOGPDescriptor,"4.389099999999998,19.264198809999986,112.6445"
XLogPDescriptor,4.642
VAdjMaDescriptor,6.0
WeightDescriptor,412.12052628
ChiPathDescriptor,"20.38010440969447,14.160059600690118,12.173513935861333,11.072357831023792,9.226370701443429,7.804881054189907,5.824172341144573,4.3286188711896765,17.31780081157118,9.769559640888046,7.063406805699273,5.428527835951072,3.843032799203027,2.822688325906856,1.7570297659893879,1.1390104101998095"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3957624642754414,0.6903410476205556,0.0,0.0,0.022360679774997897,0.139980260384448,0.1942215320723529"
AtomCountDescriptor,49
BondCountDescriptor,32
SmallRingDescriptor,"4,3,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.6872873928263243,0.0,0.3277210825314642,0.0,0.7200832559562156,0.0,0.09506525309480013,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,2,1,0,0,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"59.69148687998357,2.058327133792537,27.461662708357935,11.208192840738825,13.103767704608979"
FractionalPSADescriptor,0.25548351340419434
WienerNumbersDescriptor,"2221.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.501761850326953,7.394856797148257,10.48370872957741,1.6764809351632237,2.335775262990565,2.8382028312119334"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,1,0,0,6,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,10.08,4.768959435626102"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1892.09
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"39.66555038571971,39.54717649462167,55.76902956483476,62.10327061288118,58.48675106103368"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.7745106129654526,-0.39741037578022287,-0.03537881115085472,-0.011128146210049308,-0.07189382114554196"
EccentricConnectivityIndexDescriptor,635
AutocorrelationDescriptorPolarizability,"2143.2932243998675,2569.0740985898137,3706.4691743195085,3866.0093660330213,3608.4414956859596"
