DLiP-ID,J1005Z
DLiP-Mol-ID,36917
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H22N4O/c1-4-22(5-2)16-11-9-15(10-12-16)21-19(24)18-14(3)20-17-8-6-7-13-23(17)18/h6-13H,4-5H2,1-3H3,(H,21,24)"
Standard Inchi Key(RDKit),MEXRPGYWZHBNSX-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(CC)c1ccc(NC(=O)c2c(C)nc3ccccn23)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),322.412
MW Monoisotopic(RDKit),322.179361324
MolLogP(RDKit),3.74122
XLogP(SDF),
XLogP(CDK),4.274
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),49.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.778263935793989
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,383930.3104858173
qed,0.778263935793989
Chi0,17.10408352775558
Chi1,11.634560252985372
TPSA,49.64
Chi0n,14.282904792853842
Chi0v,14.282904792853842
Chi1n,8.23706845777649
Chi1v,8.23706845777649
Chi2n,5.64794788162005
Chi2v,5.64794788162005
Chi3n,4.17306729126409
Chi3v,4.17306729126409
Chi4n,2.9216967838193306
Chi4v,2.9216967838193306
MolMR,97.88520000000004
MolWt,322.412
fr_SH,0
Kappa1,16.052453343715868
Kappa2,6.743193220459684
Kappa3,2.9725454484410614
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,847.4342208303952
MolLogP,3.741220000000003
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.8267118327041445
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,9.384673127209002
SMR_VSA4,0.0
