DLiP-ID,C001WQ
AATSC5s,-0.03685540597384839
AATSC5v,-2.7559010988731365
AATSC6Z,-2.187374010521658
AATSC6c,-0.004665322948782471
AATSC6d,-0.13830025512015778
AATSC6i,-0.01751808265954843
AATSC6m,-10.206200338938327
AATSC6p,-0.008502927794105865
AATSC6s,-0.2502000049773621
AATSC6v,-7.020166313976268
AATSC7Z,-1.1180542741704578
AATSC7c,0.003805104285282449
AATSC7d,-0.06061782203416791
AATSC7i,-0.040923353741134046
AATSC7m,-5.326806598740177
AATSC7p,-0.012298839253335353
AATSC7s,-0.04232777300572295
AATSC7v,-5.935342174507208
AATSC8Z,-0.25131394655461686
AATSC8c,-0.0017251068773759975
AATSC8d,0.0022465365894246557
AATSC8i,-0.21533348361644988
AATSC8m,-1.2546805784623696
AATSC8p,-0.03497197106177303
AATSC8s,-0.09019004651779124
AATSC8v,-4.9669746263132035
ATS0are,279.36999999999995
ATS1are,295.25
ATS2are,488.68
ATS3are,530.9799999999999
ATS4are,636.23
ATS5are,715.6399999999999
ATS6are,638.69
ATS7are,532.82
ATS8are,469.92999999999995
ATSC0dv,212.51162790697674
ATSC0pe,6.936167441860464
ATSC0se,5.207137674418603
ATSC1dv,81.65062195781498
ATSC1pe,0.10034570037857986
ATSC1se,-0.27479003136830693
ATSC2dv,24.049756625202832
ATSC2pe,-2.401071876690109
ATSC2se,-2.2557932071389932
ATSC3dv,34.362358031368316
ATSC3pe,0.8458319091400691
ATSC3se,0.36574483071930797
ATSC4dv,13.311519740400241
ATSC4pe,3.2164882098431526
ATSC4se,2.7249849518658733
ATSC5dv,-101.85559762033529
ATSC5pe,-1.3646043266630634
ATSC5se,-0.9603354851270953
ATSC6dv,-163.85235262303945
ATSC6pe,-4.309913412655489
ATSC6se,-2.6126703666846933
ATSC7dv,-49.66252028123308
ATSC7pe,-0.6401612222823125
ATSC7se,0.017985248242293368
ATSC8dv,-4.788534342888056
ATSC8pe,-0.3350665224445609
ATSC8se,-0.44931122336398055
AXp-0dv,0.5765436543168374
AXp-1dv,0.27891973712862644
AXp-2dv,0.1375121819506275
AXp-3dv,0.07230836010355088
AXp-4dv,0.03652990344318844
AXp-5dv,0.018923710497612836
AXp-6dv,0.009702564184748637
AXp-7dv,0.005136076452239919
BertzCT,956.2956405282714
ECIndex,513
ETA_eta,18.07626854765594
GATS1dv,0.45236740351645144
GATS1pe,0.7345718476436734
GATS1se,0.8510362526237838
GATS2dv,0.9815043211300598
GATS2pe,1.2942453852144615
GATS2se,1.3974022583834198
GATS3dv,0.8706001645652736
GATS3pe,0.8785276942851524
GATS3se,0.9784999102034188
GATS4dv,0.9226492034419601
GATS4pe,0.796933502090262
GATS4se,0.8308153229123301
GATS5dv,1.2116348127510308
GATS5pe,1.153701613267448
GATS5se,1.1702491282803853
GATS6dv,1.3934353382810376
GATS6pe,1.3962994330582217
GATS6se,1.3709925637985207
GATS7dv,1.0811865126878066
GATS7pe,1.011787603762305
GATS7se,0.9564748788837578
GATS8dv,0.91343418017745
GATS8pe,0.8609121419406033
GATS8se,0.8347713869399219
LogEE_A,4.1445300809857395
LogEE_D,120.77650148669287
MATS1dv,0.36714087692419906
MATS1pe,0.013824045090691475
MATS1se,-0.05042638729819811
MATS2dv,0.06576044199156483
MATS2pe,-0.20115106123883228
MATS2se,-0.2517311500979357
MATS3dv,0.08801194621984704
MATS3pe,0.06637520273607453
MATS3se,0.03823142630604009
MATS4dv,0.028352397737613954
MATS4pe,0.20989749011831726
MATS4se,0.23686991174255523
MATS5dv,-0.1856725405642017
MATS5pe,-0.07621363084939257
MATS5se,-0.07144459736995956
MATS6dv,-0.3348908211022459
MATS6pe,-0.26988716882438774
MATS6se,-0.21793090385301825
MATS7dv,-0.11822126092722048
MATS7pe,-0.04668951090128407
MATS7se,0.0017472977032546777
MATS8dv,-0.01242206396507121
MATS8pe,-0.026630868034471105
MATS8se,-0.04756878507303909
MAXaaCH,1.7957853835978836
MAXaaaC,0.29950745884773666
MAXaasC,0.7160073643654996
MAXsCH3,1.587222865366874
MDEC-11,0.7112601668997666
MDEC-12,3.9018554375440226
MDEC-13,7.128764231684854
MDEC-22,4.6282380363573035
MDEC-23,16.57904491844502
MDEC-33,12.971593779805154
MDEO-12,0.9856032998392005
MDEO-22,1.8620332325422393
MINaaCH,1.4105914588057444
MINaaaC,0.2786682203745696
MINaasC,0.34414899614574956
MINsCH3,1.4862937819756001
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5
SM1_Dzi,1.0388051152698072
SM1_Dzm,1.4955934745921624
SM1_Dzp,-6.493765586034912
SM1_Dzv,-2.393966868348154
SddssSe,0
SpAD_Dt,479.27386268929456
SpAbs_A,32.72110092973835
SpAbs_D,241.55300297338556
SpMAD_A,1.308844037189534
SpMAD_D,9.662120118935428
SpMax_A,2.51764657867561
SpMax_D,120.77650148669287
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,67.13
TpiPC10,9.466804754297128
VAdjMat,5.754887502163468
VE1_DzZ,4.8987204529760495
VE1_Dzi,4.893422865126914
VE1_Dzm,4.898669845229771
VE1_Dzp,4.816439359927169
VE1_Dzv,4.85580108681749
VE2_DzZ,0.19594881811904197
VE2_Dzi,0.19573691460507658
VE2_Dzm,0.19594679380919083
VE2_Dzp,0.19265757439708675
VE2_Dzv,0.1942320434726996
VE3_DzZ,2.5052647708441227
VE3_Dzi,2.504182762913094
VE3_Dzm,2.5052544399815684
VE3_Dzp,2.4883256649403003
VE3_Dzv,2.4964648224401254
VR1_DzZ,148.84022147149713
VR1_Dzi,149.46961006209793
VR1_Dzm,148.84631823434245
VR1_Dzp,158.06364617200154
VR1_Dzv,153.8041031331388
VR2_DzZ,5.9536088588598854
VR2_Dzi,5.978784402483917
VR2_Dzm,5.953852729373698
VR2_Dzp,6.322545846880062
VR2_Dzv,6.152164125325552
VR3_DzZ,5.919164123335191
VR3_Dzi,5.923383826864688
VR3_Dzm,5.919205084292662
VR3_Dzp,5.979288507662795
VR3_Dzv,5.95197046695875
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.060551364964673324
Xch-7dv,0.09182415190121734
Xpc-4dv,1.3558365875782101
Xpc-5dv,1.854042820350509
Xpc-6dv,2.420150189802604
Zagreb1,130.0
Zagreb2,158.0
fragCpx,129.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,27
nBondsS,27
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.496976744186045
AATS1are,6.561111111111111
AATS2are,6.603783783783784
AATS3are,6.721265822784809
AATS4are,6.697157894736843
AATS5are,6.447207207207206
AATS6are,6.451414141414142
AATS7are,6.268470588235295
AATS8are,6.024743589743589
AATSC0dv,4.942130881557599
AATSC0pe,0.16130621957815033
AATSC0se,0.12109622498647914
AATSC1dv,1.8144582657292216
AATSC1pe,0.00222990445285733
AATSC1se,-0.006106445141517932
AATSC2dv,0.3249967111513896
AATSC2pe,-0.03244691725256904
AATSC2se,-0.030483691988364772
AATSC3dv,0.4349665573590926
AATSC3pe,0.010706733027089483
AATSC3se,0.004629681401510227
AATSC4dv,0.1401212604252657
AATSC4pe,0.033857770629927925
AATSC4se,0.02868405212490393
AATSC5dv,-0.9176179965795972
AATSC5pe,-0.01229373267264021
AATSC5se,-0.00865167103718104
AATSC6dv,-1.6550742689195903
AATSC6pe,-0.043534478915712015
AATSC6se,-0.02639060976449185
AATSC7dv,-0.584264944485095
AATSC7pe,-0.007531308497438971
AATSC7se,0.0002115911557916867
AATSC8dv,-0.06139146593446226
AATSC8pe,-0.00429572464672514
AATSC8se,-0.0057604002995382125
AETA_eta,0.7230507419062375
ATSC0are,7.611627906976742
ATSC1are,-0.06937804218496423
ATSC2are,-2.9674526771227665
ATSC3are,0.7930557057869143
ATSC4are,3.7836127636560337
ATSC5are,-1.4681557598701984
ATSC6are,-4.426073553272036
ATSC7are,-0.42461330448891266
ATSC8are,-0.45992969172525916
BCUTZ-1h,8.02525204390274
BCUTZ-1l,5.6677197733694475
BCUTc-1h,0.505590662426464
BCUTc-1l,-0.531073710826056
BCUTd-1h,3.3163435026409678
BCUTd-1l,0.9777597071497355
BCUTi-1h,13.639876054768411
BCUTi-1l,10.928775516585448
BCUTm-1h,16.013316903135447
BCUTm-1l,11.68129345186745
BCUTp-1h,2.0206030328213767
BCUTp-1l,0.7494695390033279
BCUTs-1h,7.008279332342476
BCUTs-1l,1.3542011836685575
BCUTv-1h,20.92036956040424
BCUTv-1l,14.701724638370248
BalabanJ,1.7232281870996398
Diameter,13
ETA_beta,34.25
GATS1are,0.7737284855891639
GATS2are,1.3406941313449106
GATS3are,0.9146399192472358
GATS4are,0.8050287037483719
GATS5are,1.1614875186827525
GATS6are,1.390894277328741
GATS7are,0.9906205855394402
GATS8are,0.8481961973254365
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,239.63693134464728
MATS1are,-0.008709644566656408
MATS2are,-0.2265390046324967
MATS3are,0.056711026542443733
MATS4are,0.22499557785389257
MATS5are,-0.07472055006427135
MATS6are,-0.25256568125495704
MATS7are,-0.028220556783666712
MATS8are,-0.03331100613410438
NsssssAs,0
RotRatio,0.18518518518518517
SM1_Dzpe,1.552325581395349
SM1_Dzse,1.4909688013136286
SMR_VSA1,23.364602752253543
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,28.439190165110134
SMR_VSA7,46.818325913919466
SMR_VSA8,0.0
SMR_VSA9,34.12495031652961
SpAD_DzZ,167.19287122302228
SpAD_Dzi,172.8466622237383
SpAD_Dzm,167.24654184658556
SpAD_Dzp,253.79599847795717
SpAD_Dzv,210.45382830570867
SpAbs_Dt,479.27386268929445
SpDiam_A,5.035293157351218
SpDiam_D,176.74486072136474
SpMAD_Dt,19.170954507571782
SpMax_Dt,239.63693134464728
SsssssAs,0
VE1_Dzpe,4.899321256709208
VE1_Dzse,4.898616730357674
VE2_Dzpe,0.19597285026836833
VE2_Dzse,0.19594466921430698
VE3_Dzpe,2.5053874083571506
VE3_Dzse,2.5052435972096054
VMcGowan,246.81
VR1_Dzpe,148.76770499298203
VR1_Dzse,148.85271512709082
VR2_Dzpe,5.950708199719282
VR2_Dzse,5.954108605083633
VR3_Dzpe,5.918676794379866
VR3_Dzse,5.919248059862163
mZagreb1,8.75
mZagreb2,5.86111111111111
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,37
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1770146024878312
AATSC1are,-0.0015417342707769828
AATSC2are,-0.04010071185301036
AATSC3are,0.010038679820087522
AATSC4are,0.03982750277532667
AATSC5are,-0.013226628467299086
AATSC6are,-0.0447078136694145
AATSC7are,-0.004995450641046032
AATSC8are,-0.005896534509298194
AETA_beta,1.37
BCUTdv-1h,6.023532931253441
BCUTdv-1l,0.9966232915334067
BCUTpe-1h,3.495397229213163
BCUTpe-1l,2.2123304476904098
BCUTse-1h,3.7082659124272364
BCUTse-1l,2.4085000724292263
ETA_alpha,11.5
ETA_dBeta,1.75
ETA_eta_B,0.2761233495375883
ETA_eta_F,27.40600434996278
ETA_eta_L,4.7917329848211185
ETA_eta_R,45.48227289761872
ETA_psi_1,0.5203619909502265
LabuteASA,144.0504501569629
LogEE_DzZ,83.65213561170127
LogEE_Dzi,86.46488331647993
LogEE_Dzm,83.6789329788384
LogEE_Dzp,125.57788204003765
LogEE_Dzv,104.74812077918472
PEOE_VSA1,23.364602752253543
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,17.696185628620217
PEOE_VSA8,6.06636706846161
PEOE_VSA9,34.00264165680713
SM1_Dzare,1.7142857142857142
SpAD_Dzpe,166.55592731279077
SpAD_Dzse,167.3028746682649
SpAbs_DzZ,165.93287122302235
SpAbs_Dzi,171.96274226897168
SpAbs_Dzm,165.99024332792817
SpAbs_Dzp,257.6495296661104
SpAbs_Dzv,211.89020842671772
SpDiam_Dt,319.04142131376864
SpMAD_DzZ,6.6877148489208915
SpMAD_Dzi,6.913866488949532
SpMAD_Dzm,6.6898616738634225
SpMAD_Dzp,10.151839939118286
SpMAD_Dzv,8.418153132228348
SpMax_DzZ,83.65213561170127
SpMax_Dzi,86.46488331647993
SpMax_Dzm,83.6789329788384
SpMax_Dzp,125.57788204003765
SpMax_Dzv,104.74812077918472
VE1_Dzare,4.9011785241704935
VE2_Dzare,0.19604714096681974
VE3_Dzare,2.505766423208443
VR1_Dzare,148.54186151157384
VR2_Dzare,5.941674460462954
VR3_Dzare,5.917157546092616
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46
AETA_dBeta,0.07
AETA_eta_B,0.011044933981503533
AETA_eta_F,1.0962401739985113
AETA_eta_L,0.19166931939284473
AETA_eta_R,1.8192909159047488
BCUTare-1h,3.5491689762987466
BCUTare-1l,2.163291422441556
ETA_beta_s,16.25
ETA_dPsi_A,0.19363800904977346
ETA_dPsi_B,0.0
ETA_eta_BR,0.5341233495375883
ETA_eta_FL,7.346357228014389
ETA_eta_RL,12.138090212835507
LogEE_Dzpe,83.33404716633228
LogEE_Dzse,83.70705862850954
PEOE_VSA10,23.14841087667166
PEOE_VSA11,11.332531974926148
PEOE_VSA12,11.178302225184446
PEOE_VSA13,0.0
SlogP_VSA1,24.376242207100738
SlogP_VSA2,28.439190165110134
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,45.806686459072274
SlogP_VSA7,0.0
SlogP_VSA8,22.09614733950103
SlogP_VSA9,0.0
SpAD_Dzare,164.58885889069478
SpAbs_Dzpe,165.25197382441866
SpAbs_Dzse,166.05046087516146
SpDiam_DzZ,122.17986928651686
SpDiam_Dzi,125.76756975446372
SpDiam_Dzm,122.21399062116993
SpDiam_Dzp,169.7956050839372
SpDiam_Dzv,146.88937279931736
SpMAD_Dzpe,6.6622370925116305
SpMAD_Dzse,6.692114986730596
SpMax_Dzpe,83.33404716633228
SpMax_Dzse,83.70705862850954
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.65
AETA_eta_BR,0.021364933981503534
AETA_eta_FL,0.29385428912057554
AETA_eta_RL,0.4855236085134203
DetourIndex,2964
EState_VSA1,0.0
EState_VSA2,11.011810533542782
EState_VSA3,39.51117453099441
EState_VSA4,0.0
EState_VSA5,27.592555619471657
EState_VSA6,37.441632883585584
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,23.364602752253543
ETA_beta_ns,18.0
ETA_shape_p,0.2028985507246377
ETA_shape_x,0.0
ETA_shape_y,0.391304347826087
GhoseFilter,True
LogEE_Dzare,82.35090007644338
SlogP_VSA10,0.0
SlogP_VSA11,22.99804733313562
SpAbs_Dzare,163.14885889069475
SpDiam_Dzpe,121.77493237722508
SpDiam_Dzse,122.24980450791763
SpMAD_Dzare,6.583554355627792
SpMax_Dzare,82.35090007644338
TopoPSA(NO),67.13
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.725377928949357
VSA_EState9,53.774622071050636
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.72
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04
FilterItLogS,-5.696796816687836
SpDiam_Dzare,120.52438683302323
ETA_beta_ns_d,2.5
ETA_epsilon_1,0.6395348837209304
ETA_epsilon_2,0.8839999999999997
ETA_epsilon_3,0.44084507042253557
ETA_epsilon_4,0.5561403508771933
ETA_epsilon_5,0.8839999999999997
AETA_beta_ns_d,0.1
ETA_dEpsilon_A,0.1986898132983948
ETA_dEpsilon_B,0.0833945328437371
ETA_dEpsilon_C,-0.1152952804546577
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.64
MDEDescriptor,"0.7112601668997666,3.9018554375440226,7.128764231684854,0.0,4.6282380363573035,16.57904491844502,0.0,12.971593779805154,0.0,0.0,0.0,0.9856032998392005,1.8620332325422393,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,50.25427399999999
BCUTDescriptor,"11.850000000000005,15.999943366366962,-0.34935132265509916,0.20089737782655237,4.777158414720277,10.553590888277663"
BPolDescriptor,30.215725999999997
TPSADescriptor,67.13
ALOGPDescriptor,"4.0727,16.58688529,87.0306"
XLogPDescriptor,3.9410000000000007
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,342.11033843999996
ChiPathDescriptor,"17.974327015758657,12.13809021283551,10.17504145691071,9.509881766590695,8.098331780826005,6.629162996443888,4.738515844335999,3.514120844819272,14.413591357920934,7.530832902472914,5.225462914123846,3.9769598056952993,2.703212854795944,1.8355999182684444,1.0672820603223496,0.64714563298223"
ChiChainDescriptor,"0.0,0.0,0.0,0.1842498100515403,0.41330788781570404,0.0,0.0,0.0,0.060551364964673324,0.09182415190121733"
AtomCountDescriptor,43
BondCountDescriptor,27
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.415933636536781,0.0,0.435272245803514,0.0,0.5569877378477204,0.0,0.1014793591944492,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,3,0,0,0,0"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"50.784355906389806,2.0313742362555924,17.00486597222602,17.00486597222602,0.0"
FractionalPSADescriptor,0.19622324278800887
WienerNumbersDescriptor,"1446.0,46.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.2542199178431686,7.503356296108636,10.976464973203523,1.35583658757821,1.8540428203505095,2.1571662238483778"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.753086419753085,8.79224376731302,3.84"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1425.06
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"29.646814213245676,30.6530117484582,42.317195702723325,53.19450168233547,54.517908788958316"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.8730323127479293,-0.410341810506522,-0.09161257919610606,-0.06674596811618097,0.24199353243149138"
EccentricConnectivityIndexDescriptor,513
AutocorrelationDescriptorPolarizability,"1610.116178034567,1925.2487966150102,2790.023374647399,3138.8059168638038,2804.9010124689858"
