DLiP-ID,T0051I
DLiP-Mol-ID,21793
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H23N5O4/c1-26-11-14-9-13(7-8-15(14)23-18(22(26)31)10-20(28)29)21(30)27(2)12-19-24-16-5-3-4-6-17(16)25-19/h3-9,18,23H,10-12H2,1-2H3,(H,24,25)(H,28,29)/t18-/m1/s1"
Standard Inchi Key(RDKit),PVNQAXDNDZYXIW-GOSISDBHSA-N
Canonical SMILES(RDKit),CN(Cc1nc2ccccc2[nH]1)C(=O)c1ccc2c(c1)CN(C)C(=O)[C@@H](CC(=O)O)N2
SMILES(SDF),
MW(SDF),
MW(RDKit),421.457
MW Monoisotopic(RDKit),421.175004216
MolLogP(RDKit),2.0623
XLogP(SDF),
XLogP(CDK),1.733
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),118.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.580337795633697
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,10381268.806892002
qed,0.580337795633697
Chi0,22.12059138570063
Chi1,14.812570843487293
TPSA,118.63000000000001
Chi0n,17.25372175046807
Chi0v,17.25372175046807
