DLiP-ID,T006IF
nS,0
nX,0
ABC,21.379612376740432
AMW,6.767566195563651
IC0,1.530461764115139
IC1,3.091973750429414
IC2,3.988571369267791
IC3,4.531740514375558
IC4,4.944996077161022
IC5,4.944996077161022
MID,55.57677172074369
Mpe,0.9631372549019604
Mse,1.0013507250215192
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,101.63580000000006
SdO,23.889693291005983
SdS,0
Spe,52.972549019607825
SsF,0
SsI,0
Sse,55.074289876183556
StN,0
fMF,0.41818181818181815
nBr,0
nCl,0
AMID,2.058398952620137
BIC0,0.2560465267985973
BIC1,0.5172877613232056
BIC2,0.6672887032756425
BIC3,0.7581609983763413
BIC4,0.8272987279246486
BIC5,0.8272987279246486
CIC0,4.250897949409521
CIC1,2.689385963095246
CIC2,1.792788344256869
CIC3,1.2496191991491017
CIC4,0.8363636363636378
CIC5,0.8363636363636378
GGI1,6.0
GGI2,3.7777777777777795
GGI3,1.8194444444444444
GGI4,1.4866666666666668
GGI5,0.8994444444444447
GGI6,0.4857142857142857
GGI7,0.3880385487528345
GGI8,0.23055240614764425
GGI9,0.20625771604938273
JGI1,0.19999999999999998
JGI2,0.08785529715762276
JGI3,0.042312661498708014
JGI4,0.0412962962962963
JGI5,0.02901433691756273
JGI6,0.016748768472906402
JGI7,0.014371798101956832
JGI8,0.010024017658593226
JGI9,0.010312885802469137
MIC0,14.388208613012857
MIC1,28.947018221624646
MIC2,33.1985851637215
MIC3,35.81957059519982
MIC4,36.70882311157849
MIC5,36.70882311157849
MPC2,43
MPC3,57
MPC4,71
MPC5,90
MPC6,100
MPC7,114
MPC8,122
MPC9,134
Mare,0.9773090909090912
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.19700878894467427
RPCG,0.13085405817919657
SIC0,0.2647234975770222
SIC1,0.5348177424760798
SIC2,0.689901955060347
SIC3,0.7838537539489547
SIC4,0.8553344407186626
SIC5,0.8553344407186626
SaaN,4.100765296143858
SaaO,0
SaaS,0
Sare,53.75200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.112120415378236
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,84.17539702633265
TIC1,170.05855627361777
TIC2,219.3714253097285
TIC3,249.2457282906557
TIC4,271.9747842438562
TIC5,271.9747842438562
Vabc,351.32575614056276
WPol,43
apol,58.87620399999998
bpol,36.09579600000001
nRot,2
ABCGG,15.817012071435292
ATS0Z,1136.0
ATS0d,174.0
ATS0i,9114.895487126472
ATS0m,4466.420411000003
ATS0p,74.99677333577198
ATS0s,235.4236111111111
ATS0v,10963.111902832448
ATS1Z,1352.0
ATS1d,229.0
ATS1i,8608.474336159452
ATS1m,5078.355118000001
ATS1p,99.44788435600003
ATS1s,161.30555555555554
ATS1v,14395.475399298815
ATS2Z,2074.0
ATS2d,387.0
ATS2i,17391.47808507924
ATS2m,7579.541235
ATS2p,161.89479917333898
ATS2s,299.625
ATS2v,22547.52550368429
ATS3Z,2308.0
ATS3d,463.0
ATS3i,25684.63144888463
ATS3m,8030.766686999999
ATS3p,204.80399493407396
ATS3s,370.41666666666663
ATS3v,26994.34677452131
ATS4Z,2171.0
ATS4d,442.0
ATS4i,30836.7284995214
ATS4m,7233.6878879999995
ATS4p,199.28828912390304
ATS4s,461.4722222222222
ATS4v,25516.23093195257
ATS5Z,1823.0
ATS5d,391.0
ATS5i,28314.761685996546
ATS5m,6055.722650999997
ATS5p,174.496681247846
ATS5s,395.8611111111111
ATS5v,22040.362408237066
ATS6Z,1610.0
ATS6d,339.0
ATS6i,22418.201242905514
ATS6m,5487.123820999999
ATS6p,157.96672117996002
ATS6s,285.66666666666663
ATS6v,19865.79729734088
ATS7Z,1579.0
ATS7d,314.0
ATS7i,22227.92684391806
ATS7m,5413.347002999999
ATS7p,142.62156998735597
ATS7s,374.3611111111111
ATS7v,17923.58145445559
ATS8Z,1305.0
ATS8d,274.0
ATS8i,18729.56832323492
ATS8m,4445.920294999999
ATS8p,121.21408025256397
ATS8s,248.83333333333334
ATS8v,15386.095250603406
C1SP1,0
C1SP2,3
C1SP3,6
C2SP1,0
C2SP2,3
C2SP3,5
C3SP2,0
C3SP3,1
C4SP3,1
FCSP3,0.65
GGI10,0.14100397918579735
JGI10,0.00829435171681161
JGT10,0.460230413622927
Kier1,20.28
Kier2,8.788534342888047
Kier3,4.609418282548477
MAXdO,12.805860934683533
MID_C,41.65886248880366
MID_N,8.706086216848817
MID_O,5.211823015091206
MID_X,0.0
MID_h,13.917909231940023
MINdO,11.083832356322452
MPC10,144
MWC01,30.0
MWC02,4.990432586778736
MWC03,5.849324779946859
MWC04,6.734591659972948
MWC05,7.610357618312838
MWC06,8.50086053679534
MWC07,9.384041546476526
MWC08,10.277977856344862
MWC09,11.165790583860716
MWC10,12.06221959597663
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,3
NsssP,0
SLogP,2.2904999999999998
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.4510384535657
SRW05,2.3978952727983707
SRW06,6.99117688712121
SRW07,4.727387818712341
SRW08,8.610501368549889
SRW09,6.842683282238422
SRW10,10.269553264861555
SaaCH,7.820538776693073
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.2376688945907923
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6391909136371612
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,6.256581046994974
SsssP,0
VE1_A,4.233916467270412
VE1_D,5.108287949034585
VE2_A,0.15681172101001528
VE2_D,0.18919584996424388
VE3_A,2.436379216494424
VE3_D,2.6241160817598117
VR1_A,324.4533290364705
VR1_D,167.07627733399912
VR2_A,12.016789964313723
VR2_D,6.188010271629597
VR3_A,6.7753934745779745
VR3_D,6.111702231651268
WPath,2093
Xc-3d,2.06622353758309
Xc-4d,0.125
Xc-5d,0.44245008972987526
Xc-6d,0.0
Xp-0d,18.85516038331214
Xp-1d,13.062080607913936
Xp-2d,12.016392497547129
Xp-3d,10.394519093616521
Xp-4d,8.214570714131584
Xp-5d,6.515589121580799
Xp-6d,4.654558706901061
Xp-7d,3.4736018196305443
ZMIC0,90.76197324502361
ZMIC1,50.95747893866115
ZMIC2,39.36726159147844
ZMIC3,30.98485430983759
ZMIC4,27.45401151789904
ZMIC5,27.45401151789904
nAcid,1
nAtom,55
nBase,0
nRing,4
piPC1,3.58351893845611
piPC2,4.034240638152395
piPC3,4.415824014257172
piPC4,4.737294338915133
piPC5,5.094899846459348
piPC6,5.135430722392689
piPC7,5.3735407877856245
piPC8,5.465419526978621
piPC9,5.69204721843778
AATS0Z,20.654545454545456
AATS0d,3.1636363636363636
AATS0i,165.7253724932086
AATS0m,81.20764383636369
AATS0p,1.3635776970140359
AATS0s,4.280429292929292
AATS0v,199.32930732422633
AATS1Z,23.310344827586206
AATS1d,3.9482758620689653
AATS1i,148.421971313094
AATS1m,87.55784686206898
AATS1p,1.714618695793104
AATS1s,2.7811302681992336
AATS1v,248.19785171204853
AATS2Z,18.854545454545455
AATS2d,3.518181818181818
AATS2i,158.1043462279931
AATS2m,68.90492031818181
AATS2p,1.471770901575809
AATS2s,2.723863636363636
AATS2v,204.9775045789481
AATS3Z,14.335403726708075
AATS3d,2.875776397515528
AATS3i,159.53187235332067
AATS3m,49.88053842857143
AATS3p,1.2720745026961116
AATS3s,2.300724637681159
AATS3v,167.66675015230626
AATS4Z,11.672043010752688
AATS4d,2.3763440860215055
AATS4i,165.78886290065267
AATS4m,38.89079509677419
AATS4p,1.07144241464464
AATS4s,2.481033452807646
AATS4v,137.1840372685622
AATS5Z,10.851190476190476
AATS5d,2.3273809523809526
AATS5i,168.54024813093181
AATS5m,36.04596816071427
AATS5p,1.038670721713369
AATS5s,2.3563161375661372
AATS5v,131.19263338236348
AATS6Z,11.666666666666666
AATS6d,2.4565217391304346
AATS6i,162.45073364424286
AATS6m,39.76176681884058
AATS6p,1.144686385362029
AATS6s,2.070048309178744
AATS6v,143.95505287928174
AATS7Z,11.783582089552239
AATS7d,2.343283582089552
AATS7i,165.88005107401537
AATS7m,40.398111962686556
AATS7p,1.0643400745325071
AATS7s,2.793739635157545
AATS7v,133.75807055563874
AATS8Z,11.548672566371682
AATS8d,2.424778761061947
AATS8i,165.74839224101697
AATS8m,39.34442738938052
AATS8p,1.072690975686407
AATS8s,2.202064896755162
AATS8v,136.1601349610921
AMID_C,1.5429208329186541
AMID_N,0.3224476376610673
AMID_O,0.19303048204041506
AMID_X,0.0
AMID_h,0.5154781197014823
ATS0dv,350.0
ATS0pe,338.03719999999987
ATS0se,419.7890039999998
ATS1dv,336.0
ATS1pe,374.666
ATS1se,448.87510399999985
ATS2dv,460.0
ATS2pe,695.1138999999998
ATS2se,847.0115639999997
ATS3dv,391.0
ATS3pe,974.434
ATS3se,1210.5412599999995
ATS4dv,345.0
ATS4pe,1119.0386000000003
ATS4se,1409.097232
ATS5dv,327.0
ATS5pe,998.5793000000002
ATS5se,1265.6121560000004
ATS6dv,302.0
ATS6pe,799.9385000000002
ATS6se,1011.2516919999999
ATS7dv,348.0
ATS7pe,790.0410999999999
ATS7se,999.317612
ATS8dv,234.0
ATS8pe,662.4075
ATS8se,838.238548
ATSC0Z,408.7272727272728
ATSC0c,1.135149703679451
ATSC0d,33.199999999999996
ATSC0i,79.28335342963344
ATSC0m,1943.9993935272719
ATSC0p,11.971184291233529
ATSC0s,91.13560606060605
ATSC0v,2698.077808715451
ATSC1Z,28.03305785123969
ATSC1c,-0.7079824634566434
ATSC1d,9.480000000000002
ATSC1i,-26.567080483051534
ATSC1m,132.54575642578524
ATSC1p,-0.9634162860797114
ATSC1s,0.3224012855831048
ATSC1v,-43.18563231067591
ATSC2Z,1.2727272727272778
ATSC2c,0.3196528959573547
ATSC2d,-13.000000000000007
ATSC2i,16.97499758972473
ATSC2m,1.056707436363844
ATSC2p,1.0777171823756622
ATSC2s,29.405555555555548
ATSC2v,64.82392084124348
ATSC3Z,-141.25619834710744
ATSC3c,-0.11126668298380907
ATSC3d,-20.840000000000003
ATSC3i,-35.896046528479154
ATSC3m,-682.0258215252888
ATSC3p,-6.2227563746618815
ATSC3s,-4.913748852157939
ATSC3v,-1240.5712146633987
ATSC4Z,-173.13223140495865
ATSC4c,-0.19037034384427806
ATSC4d,-0.23999999999999774
ATSC4i,-16.21497716268386
ATSC4m,-814.9376005649588
ATSC4p,-2.8686208466593306
ATSC4s,-41.42160009182738
ATSC4v,-830.9147570003794
ATSC5Z,-50.0578512396694
ATSC5c,0.2086687013535923
ATSC5d,6.680000000000001
ATSC5i,43.132676532928905
ATSC5m,-215.70388157421513
ATSC5p,5.299935735337112
ATSC5s,-34.80158861340679
ATSC5v,617.7969019181908
ATSC6Z,23.88429752066115
ATSC6c,-0.5354210304637658
ATSC6d,-0.5199999999999994
ATSC6i,-20.94550340804215
ATSC6m,103.94165878611561
ATSC6p,-2.5602218555621588
ATSC6s,6.433363177226825
ATSC6v,-271.39249888221235
ATSC7Z,103.62809917355371
ATSC7c,0.7638988337256395
ATSC7d,1.0400000000000018
ATSC7i,3.0410407791802507
ATSC7m,470.9063618790083
ATSC7p,0.1455446963120584
ATSC7s,58.3140587695133
ATSC7v,64.12691324885908
ATSC8Z,42.85123966942149
ATSC8c,-0.27589830127430653
ATSC8d,-1.5199999999999994
ATSC8i,-13.448202039391894
ATSC8m,201.8493015894214
ATSC8p,-0.8074741533709938
ATSC8s,-1.5031037649219388
ATSC8v,80.42742499126003
AXp-0d,0.6983392734560051
AXp-1d,0.4354026869304645
AXp-2d,0.2794509883150495
AXp-3d,0.18235998409853546
AXp-4d,0.11569817907227584
AXp-5d,0.0723954346842311
AXp-6d,0.04654558706901061
AXp-7d,0.03047019140026793
GATS1Z,0.8507907411952385
GATS1c,1.6316095990763857
GATS1d,0.9534690486082261
GATS1i,1.6568343322370707
GATS1m,0.8584889967513616
GATS1p,1.2842613982512954
GATS1s,0.5861386757306722
GATS1v,1.1280698030607124
GATS2Z,0.9452402135231315
GATS2c,0.9207458762303123
GATS2d,1.6856516976998908
GATS2i,1.120227901682861
GATS2m,0.950756984487935
GATS2p,1.0217163888340688
GATS2s,0.38139967913282746
GATS2v,1.0171284767734559
GATS3Z,1.0540673835680023
GATS3c,0.9680145551598501
GATS3d,1.3537379330988553
GATS3i,1.2366500906915496
GATS3m,1.0602862400269177
GATS3p,1.2294862458308835
GATS3s,0.6773232059104904
GATS3v,1.186553962932515
GATS4Z,1.124063683848008
GATS4c,1.0343562631422598
GATS4d,0.8832102603964245
GATS4i,1.0027706192535624
GATS4m,1.1208286990543808
GATS4p,1.0248993259374668
GATS4s,1.2818876165811586
GATS4v,1.0518346130303056
GATS5Z,1.0419976487036093
GATS5c,0.8353121623930903
GATS5d,0.8761833046471602
GATS5i,0.7281522087725479
GATS5m,1.0361524617256372
GATS5p,0.7777396781214465
GATS5s,1.2079967711404798
GATS5v,0.870776497851054
GATS6Z,0.8922713909948938
GATS6c,0.8428329484395434
GATS6d,0.8898638030382401
GATS6i,1.0804786399732387
GATS6m,0.900552964219867
GATS6p,1.1104900722004054
GATS6s,0.4845413258341444
GATS6v,1.0689299934282936
GATS7Z,0.8622141737929567
GATS7c,0.3945143852810359
GATS7d,0.9224959539651143
GATS7i,0.9064389046653945
GATS7m,0.8682622135555454
GATS7p,0.9624896117400902
GATS7s,0.627376153422697
GATS7v,0.9730212869075939
GATS8Z,0.9049459893553364
GATS8c,0.8860505407499473
GATS8d,1.000373174112379
GATS8i,1.0255996063631396
GATS8m,0.9079571984485711
GATS8p,0.9990713746177099
GATS8s,0.7336084859943738
GATS8v,0.9702304474230365
MATS1Z,0.06503865504969938
MATS1c,-0.5914309616501835
MATS1d,0.27077274615704205
MATS1i,-0.317758016757967
MATS1m,0.06465533984050667
MATS1p,-0.07631529070039755
MATS1s,0.003354620331543647
MATS1v,-0.015178173355903582
MATS2Z,0.0015569395017793653
MATS2c,0.14079768286122896
MATS2d,-0.1957831325301206
MATS2i,0.10705272201175618
MATS2m,0.0002717869768586992
MATS2p,0.04501297265822196
MATS2s,0.16132857851409124
MATS2v,0.01201298210004292
MATS3Z,-0.11806215600892993
MATS3c,-0.033484885225135326
MATS3d,-0.2144353812766595
MATS3i,-0.15466833906511945
MATS3m,-0.1198509568744444
MATS3p,-0.17757527471420823
MATS3s,-0.018418814872542294
MATS3v,-0.1570739059292871
MATS4Z,-0.12525470669268737
MATS4c,-0.04959020452808457
MATS4d,-0.002137582588418169
MATS4i,-0.06047614163800224
MATS4m,-0.12395897499372746
MATS4p,-0.07085749239027164
MATS4s,-0.13439667696567648
MATS4v,-0.09106505357058689
MATS5Z,-0.040095163955261796
MATS5c,0.060180747931134954
MATS5d,0.06587062535857718
MATS5i,0.17810569446488544
MATS5m,-0.03632580463613403
MATS5p,0.14493954536002884
MATS5s,-0.12501565213765647
MATS5v,0.07496260392292849
MATS6Z,0.023289622982103242
MATS6c,-0.18798616516033254
MATS6d,-0.006242360747337168
MATS6i,-0.10529127742540814
MATS6m,0.02130968948199305
MATS6p,-0.08523620144372414
MATS6s,0.028134136228117335
MATS6v,-0.04008916152875269
MATS7Z,0.10406430923673445
MATS7c,0.2762107632721176
MATS7d,0.012857399748246743
MATS7i,0.015743385282284885
MATS7m,0.0994251657736194
MATS7p,0.004990190886852833
MATS7s,0.26262923902834306
MATS7v,0.009755370245533888
MATS8Z,0.05102864296286964
MATS8c,-0.11829874365539979
MATS8d,-0.02228382556775775
MATS8i,-0.08255938706263546
MATS8m,0.050537688239000095
MATS8p,-0.03283036863123693
MATS8s,-0.008027588878164175
MATS8v,0.014508881724409088
MAXaaN,4.100765296143858
MAXsOH,9.112120415378236
MINaaN,4.100765296143858
MINsOH,9.112120415378236
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,11
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.79343494954473
SpAD_D,322.6452816479772
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,9.28439351610642
SssNH2,0
SsssAs,0
SsssCH,-0.2950615676185251
SsssNH,0
SssssB,0
SssssC,0.31582457767567784
SssssN,0
TMPC10,932
TMWC10,133.57559676446544
TSRW10,76.40111021202081
VE1_Dt,5.131947912490368
VE2_Dt,0.19007214490705066
VE3_Dt,2.628737070158458
VR1_Dt,166.66423865338953
VR2_Dt,6.172749579755168
VR3_Dt,6.109233014578587
Xc-3dv,1.3549196010747748
Xc-4dv,0.125
Xc-5dv,0.1044449425061193
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.10206207261596575
Xch-6d,0.46082732199428766
Xch-7d,0.6186391248370643
Xp-0dv,15.717490497427674
Xp-1dv,9.979842070811054
Xp-2dv,8.246149596378109
Xp-3dv,6.675535621809978
Xp-4dv,4.80855873593199
Xp-5dv,3.564155364167438
Xp-6dv,2.191167142044418
Xp-7dv,1.3846531053583762
Xpc-4d,4.921436574891476
Xpc-5d,7.045173679208269
Xpc-6d,9.681889330769739
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,58
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,4
nSpiro,1
naRing,1
piPC10,5.826368770979096
AATS0dv,6.363636363636363
AATS0pe,6.146130909090907
AATS0se,7.632527345454542
AATS1dv,5.793103448275862
AATS1pe,6.459758620689655
AATS1se,7.73922593103448
AATS2dv,4.181818181818182
AATS2pe,6.319217272727271
AATS2se,7.700105127272725
AATS3dv,2.4285714285714284
AATS3pe,6.052385093167701
AATS3se,7.518889813664593
AATS4dv,1.8548387096774193
AATS4pe,6.016336559139787
AATS4se,7.575791569892473
AATS5dv,1.9464285714285714
AATS5pe,5.943924404761906
AATS5se,7.533405690476193
AATS6dv,2.1884057971014492
AATS6pe,5.796655797101451
AATS6se,7.327910811594203
AATS7dv,2.5970149253731343
AATS7pe,5.895829104477611
AATS7se,7.4575941194029856
AATS8dv,2.0707964601769913
AATS8pe,5.862013274336284
AATS8se,7.418040247787611
AATSC0Z,7.431404958677687
AATSC0c,0.020639085521444563
AATSC0d,0.6036363636363635
AATSC0i,1.441515516902426
AATSC0m,35.34544351867767
AATSC0p,0.21765789620424597
AATSC0s,1.6570110192837464
AATSC0v,49.055960158462746
AATSC1Z,0.4833285836420636
AATSC1c,-0.012206594197528335
AATSC1d,0.163448275862069
AATSC1i,-0.45805311177675057
AATSC1m,2.2852716625135385
AATSC1p,-0.01661062562206399
AATSC1s,0.005558642854881118
AATSC1v,-0.7445798674254468
AATSC2Z,0.011570247933884344
AATSC2c,0.0029059354177941336
AATSC2d,-0.11818181818181825
AATSC2i,0.15431815990658845
AATSC2m,0.00960643123967131
AATSC2p,0.009797428930687838
AATSC2s,0.26732323232323224
AATSC2v,0.5893083712840316
AATSC3Z,-0.8773676915969406
AATSC3c,-0.0006910974098373234
AATSC3d,-0.1294409937888199
AATSC3i,-0.22295681073589538
AATSC3m,-4.236185226865148
AATSC3p,-0.0386506607121856
AATSC3s,-0.030520179205949932
AATSC3v,-7.705411271201234
AATSC4Z,-0.9308184484137562
AATSC4c,-0.0010234964722810648
AATSC4d,-0.0012903225806451491
AATSC4i,-0.08717729657356914
AATSC4m,-4.381384949273972
AATSC4p,-0.015422692723974896
AATSC4s,-0.22269677468724397
AATSC4v,-4.467283639786986
AATSC5Z,-0.2979634002361274
AATSC5c,0.0012420756032951923
