DLiP-ID,J1009C
DLiP-Mol-ID,37038
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H24N4O3/c1-6-24(12(2)3)16-9-7-15(8-10-16)21-20(25)18-14(5)22-27-19(18)17-11-13(4)26-23-17/h7-12H,6H2,1-5H3,(H,21,25)"
Standard Inchi Key(RDKit),IMBNQDUCKAJZPD-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(c1ccc(NC(=O)c2c(C)noc2-c2cc(C)on2)cc1)C(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),368.437
MW Monoisotopic(RDKit),368.184840628
MolLogP(RDKit),4.43344
XLogP(SDF),
XLogP(CDK),4.158
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),84.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.692582487548272
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,1426956.625137955
qed,0.6925824875482717
Chi0,19.551677284948283
Chi1,12.901085903164898
TPSA,84.4
Chi0n,16.23759405421577
Chi0v,16.23759405421577
Chi1n,8.983292650181186
Chi1v,8.983292650181186
Chi2n,6.675672599886642
Chi2v,6.675672599886642
Chi3n,4.371247526653371
Chi3v,4.371247526653371
Chi4n,3.061062205506237
Chi4v,3.061062205506237
MolMR,104.02520000000003
MolWt,368.43700000000007
fr_SH,0
Kappa1,18.69368535444889
Kappa2,7.652481272719595
Kappa3,3.8647994328790563
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,925.1123528541234
MolLogP,4.433440000000004
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.8126788352148777
SMR_VSA1,13.840727058018519
SMR_VSA2,0.0
SMR_VSA3,10.31332651425089
SMR_VSA4,0.0
SMR_VSA5,40.660526827601075
SMR_VSA6,16.761454740769384
SMR_VSA7,47.34946224772795
SMR_VSA8,0.0
SMR_VSA9,11.454175413722904
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
