DLiP-ID,C001YF
DLiP-Mol-ID,27030
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H11NO2S/c1-17-11-7-4-5-9(13(11)16)14-15-10-6-2-3-8-12(10)18-14/h2-8,16H,1H3"
Standard Inchi Key(RDKit),CKFLKUKQCSXXBI-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(-c2nc3ccccc3s2)c1O
SMILES(SDF),
MW(SDF),
MW(RDKit),257.314
MW Monoisotopic(RDKit),257.051049592
MolLogP(RDKit),3.6775
XLogP(SDF),
XLogP(CDK),2.745
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),42.35
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.761159189311778
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,24920.35959954232
qed,0.7611591893117782
Chi0,12.535169427003234
Chi1,8.792024997884276
TPSA,42.35
Chi0n,9.752375656255024
Chi0v,10.56887223718275
Chi1n,5.512808324455515
Chi1v,6.329304905383241
Chi2n,3.8431830006006926
Chi2v,4.873831882527058
Chi3n,2.7432108597174945
Chi3v,3.812894510399203
Chi4n,1.8470388887408336
Chi4v,2.83887079241672
MolMR,73.27280000000003
MolWt,257.314
fr_SH,0
Kappa1,11.045231228589588
Kappa2,4.308806656920966
Kappa3,1.7076133871730892
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,672.8354153932231
MolLogP,3.6775000000000015
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.196235553761727
SMR_VSA1,9.843390348640755
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,42.46456947923127
SMR_VSA8,0.0
SMR_VSA9,22.07009885511757
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,108.30289420475371
NHOHCount,1
PEOE_VSA1,9.843390348640755
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,18.19910120538483
PEOE_VSA7,24.26546827384644
PEOE_VSA8,0.0
PEOE_VSA9,22.88986966705989
RingCount,3
SMR_VSA10,21.5534065120201
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,257.051049592
NumHDonors,1
PEOE_VSA10,5.007623696852765
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,17.200303457065445
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,20.787695822635122
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
