DLiP-ID,J1009L
AATSC4s,-0.03720835746670654
AATSC4v,1.756551434465334
AATSC5Z,-1.299170819728475
AATSC5c,-0.0019064450124226529
AATSC5d,-0.0817795153806496
AATSC5i,0.06315584273947378
AATSC5m,-5.98871175309331
AATSC5p,0.007438420106607465
AATSC5s,-0.13474776116553053
AATSC5v,-1.5395337205510506
AATSC6Z,-1.257613946649863
AATSC6c,0.0047503132874818456
AATSC6d,-0.09287964713295525
AATSC6i,-0.07103337269084584
AATSC6m,-5.948025034845617
AATSC6p,-0.019320655261478845
AATSC6s,-0.2558256902144742
AATSC6v,-6.50994349091144
AATSC7Z,-1.2908136588505008
AATSC7c,-0.003935267745045605
AATSC7d,-0.013755379479547926
AATSC7i,-0.16504587880789007
AATSC7m,-6.096239301512289
AATSC7p,-0.027629021384677488
AATSC7s,-0.2307774381387783
AATSC7v,-7.067240429630788
AATSC8Z,0.30951915346674436
AATSC8c,0.00019875998658653291
AATSC8d,0.09212784911891879
AATSC8i,0.09257868797533197
AATSC8m,1.3915850020859093
AATSC8p,0.007953541384588345
AATSC8s,0.3099030195047404
AATSC8v,1.1082979869436402
ATS0are,298.46979999999985
ATS1are,311.52400000000006
ATS2are,501.0749999999999
ATS3are,605.4980000000002
ATS4are,649.1278999999998
ATS5are,583.0889999999999
ATS6are,574.882
ATS7are,581.3460000000001
ATS8are,524.6700000000001
ATSC0dv,207.73913043478268
ATSC0pe,6.629245652173912
ATSC0se,4.7963356521739104
ATSC1dv,71.0113421550095
ATSC1pe,0.3267827977315676
ATSC1se,0.16149462381852533
ATSC2dv,30.833648393194697
ATSC2pe,1.499868241965971
ATSC2se,0.8538146767485826
ATSC3dv,-45.211720226843106
ATSC3pe,-1.507077079395085
ATSC3se,-1.0168394706994337
ATSC4dv,-35.52551984877127
ATSC4pe,-0.2633221644612492
ATSC4se,-0.3173222079395098
ATSC5dv,-101.50094517958412
ATSC5pe,-3.0563612476370525
ATSC5se,-1.9306104650283562
ATSC6dv,-86.62003780718335
ATSC6pe,-1.5632936672967854
ATSC6se,-0.8636986238185256
ATSC7dv,-52.20604914933837
ATSC7pe,-2.135288941398864
ATSC7se,-1.3493686805292995
ATSC8dv,69.66729678638943
ATSC8pe,1.3779723534971664
ATSC8se,1.2548613534971658
AXp-0dv,0.5497040804183021
AXp-1dv,0.2850360347500552
AXp-2dv,0.14970767648589312
AXp-3dv,0.0754233117621607
AXp-4dv,0.03888435372526366
AXp-5dv,0.021036700142841574
AXp-6dv,0.010604623689365907
AXp-7dv,0.0056141190960661575
BertzCT,1007.03502571186
ECIndex,729
ETA_eta,19.69660472947041
GATS1dv,0.3993891272498952
GATS1pe,0.5954438796072605
GATS1se,0.6377986179122977
GATS2dv,0.776213897028045
GATS2pe,0.6629147916036087
GATS2se,0.7070142580139707
GATS3dv,1.0563030826773243
GATS3pe,1.1010959416592565
GATS3se,1.1288960800053498
GATS4dv,1.1356025723962095
GATS4pe,1.1435484569617147
GATS4se,1.1701866985214637
GATS5dv,1.288629942159138
GATS5pe,1.380121548177507
GATS5se,1.40720665608261
GATS6dv,1.1360401841774797
GATS6pe,1.0552633537883676
GATS6se,1.037944039163231
GATS7dv,1.048522483367918
GATS7pe,1.041973757260728
GATS7se,0.9954763753081283
GATS8dv,0.7556725509158352
GATS8pe,0.7423843577508984
GATS8se,0.6447189062884928
LogEE_A,4.247793898405188
LogEE_D,172.70530958751326
MATS1dv,0.3275865076042976
MATS1pe,0.047240193569141546
MATS1se,0.032267483425450744
MATS2dv,0.08753260134591229
MATS2pe,0.13342961289560218
MATS2se,0.10498258857535314
MATS3dv,-0.10764840645071269
MATS3pe,-0.11244657595545719
MATS3se,-0.10486189727923408
MATS4dv,-0.079459306332475
MATS4pe,-0.018456355247576602
MATS4se,-0.030740684715440225
MATS5dv,-0.2554035541687278
MATS5pe,-0.24099927250738246
MATS5se,-0.2104070307559894
MATS6dv,-0.21311566903864926
MATS6pe,-0.12052906246173031
MATS6se,-0.09203817149138456
MATS7dv,-0.12297943588967158
MATS7pe,-0.15762406248358823
MATS7se,-0.13767371639269696
MATS8dv,0.17731653219016275
MATS8pe,0.10990437248608362
MATS8se,0.13833266876219466
MAXaaCH,1.8741662753542436
MAXaasC,0.77135619491139
MAXdssC,-0.2402359979077182
MAXsCH3,1.6691269190976428
MAXssNH,2.7665184607793734
MDEC-11,0.07692307692307693
MDEC-12,2.672169775595543
MDEC-13,3.4076851612391392
MDEC-22,9.606234748922539
MDEC-23,19.944335522341365
MDEC-33,9.15139190011067
MDEN-22,0.25
MDEO-11,0.3944303841493943
MDEO-12,1.1098828828528144
MDEO-22,0.09999999999999998
MINaaCH,1.5105808295540437
MINaasC,0.28276101824262034
MINdssC,-0.6024820284610499
MINsCH3,1.335640028310552
MINssNH,2.7665184607793734
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5357142857142856
SM1_Dzi,1.3161701003068016
SM1_Dzm,1.5313282524578438
SM1_Dzp,-6.447834958059396
SM1_Dzv,-2.633621646776986
SddssSe,0
SpAD_Dt,512.7545849901751
SpAbs_A,35.80910129857716
SpAbs_D,345.41061917502645
SpMAD_A,1.2788964749491847
SpMAD_D,12.336093541965235
SpMax_A,2.4404968317017697
SpMax_D,172.70530958751326
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,98.5
TpiPC10,8.492652325124315
VAdjMat,5.906890595608519
VE1_DzZ,5.200341987231169
VE1_Dzi,5.195605764128567
VE1_Dzm,5.2003359694142235
VE1_Dzp,5.1859759242468435
VE1_Dzv,5.197773610407802
VE2_DzZ,0.1857264995439703
VE2_Dzi,0.18555734871887739
VE2_Dzm,0.18572628462193655
VE2_Dzp,0.1852134258659587
VE2_Dzv,0.18563477180027865
VE3_DzZ,2.6783438073812253
VE3_Dzi,2.677432640156542
VE3_Dzm,2.678342650184171
VE3_Dzp,2.675577461835417
VE3_Dzv,2.677849799240715
VR1_DzZ,170.64475396933847
VR1_Dzi,171.17823548044936
VR1_Dzm,170.6456474968692
VR1_Dzp,172.19136636126404
VR1_Dzv,171.00995440433417
VR2_DzZ,6.094455498904945
VR2_Dzi,6.113508410016048
VR2_Dzm,6.094487410602471
VR2_Dzp,6.1496916557594306
VR2_Dzv,6.107498371583363
VR3_DzZ,6.169203350598343
VR3_Dzi,6.172324743604215
VR3_Dzm,6.169208586769807
VR3_Dzp,6.178225870642984
VR3_Dzv,6.171341184880356
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.10549633919152082
Xch-7dv,0.09588257696983307
Xpc-4dv,1.1853257740450085
Xpc-5dv,1.4747041238898044
Xpc-6dv,1.7003774593919485
Zagreb1,142.0
Zagreb2,164.0
fragCpx,144.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,30
nBondsS,28
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.488473913043475
AATS1are,6.4900833333333345
AATS2are,6.42403846153846
AATS3are,6.510731182795701
AATS4are,6.556847474747473
AATS5are,6.626011363636363
AATS6are,6.387577777777778
AATS7are,6.184531914893618
AATS8are,6.030689655172415
AATSC0dv,4.516068052930058
AATSC0pe,0.14411403591682417
AATSC0se,0.10426816635160675
AATSC1dv,1.479402961562698
AATSC1pe,0.006807974952740992
AATSC1se,0.0033644713295526113
AATSC2dv,0.3953031845281371
AATSC2pe,0.019229080025204758
AATSC2se,0.010946342009597213
AATSC3dv,-0.4861475293208936
AATSC3pe,-0.016205129885968655
AATSC3se,-0.010933757749456277
AATSC4dv,-0.3588436348360734
AATSC4pe,-0.002659819843042921
AATSC4se,-0.003205274827671816
AATSC5dv,-1.1534198315861832
AATSC5pe,-0.03473137781405741
AATSC5se,-0.02193875528441314
AATSC6dv,-0.9624448645242595
AATSC6pe,-0.01736992963663095
AATSC6se,-0.009596651375761395
AATSC7dv,-0.5553835015887061
AATSC7pe,-0.022715839802115573
AATSC7se,-0.014354985963077655
AATSC8dv,0.8007735262803383
AATSC8pe,0.015838762683875476
AATSC8se,0.014423693718358227
AETA_eta,0.7034501689096574
ATSC0are,7.257895652173907
ATSC1are,0.3398349716446122
ATSC2are,1.5431291115311898
ATSC3are,-1.6436281663516064
ATSC4are,-0.3430623818525515
ATSC5are,-3.296004725897918
ATSC6are,-1.5086697542533074
ATSC7are,-2.2548998109640817
ATSC8are,1.5995886578449907
BCUTZ-1h,8.034668566650192
BCUTZ-1l,5.689793364651114
BCUTc-1h,0.45721989537070634
BCUTc-1l,-0.48319935910892925
BCUTd-1h,3.2605029305602846
BCUTd-1l,0.9725377371644462
BCUTi-1h,14.56499440553492
BCUTi-1l,10.950798115508622
BCUTm-1h,16.01785512329384
BCUTm-1l,11.701344915748088
BCUTp-1h,1.9963021442519722
BCUTp-1l,0.7157178605515074
BCUTs-1h,7.010446945114517
BCUTs-1l,1.408876475854071
BCUTv-1h,20.901484413973606
BCUTv-1l,14.681674335417654
BalabanJ,1.4558775713466923
Diameter,16
ETA_beta,38.5
GATS1are,0.6101006527523851
GATS2are,0.6770199821133561
GATS3are,1.1157926263637135
GATS4are,1.1621387551439148
GATS5are,1.4015813587720964
GATS6are,1.0467944655176138
GATS7are,1.0268889976748283
GATS8are,0.7106754998805626
HybRatio,0.14285714285714285
Lipinski,True
LogEE_Dt,256.3772924950876
MATS1are,0.044871846712465864
MATS2are,0.12538765301753257
MATS3are,-0.1120128218377616
MATS4are,-0.02196266390702913
MATS5are,-0.23738444913420176
MATS6are,-0.10624262339252194
MATS7are,-0.15203602566126845
MATS8are,0.11652957837531815
MAXssCH2,-0.2714783655995916
MINssCH2,-0.2714783655995916
NsssssAs,0
RotRatio,0.2
SM1_Dzpe,1.6159730722154224
SM1_Dzse,1.5229999873188609
SMR_VSA1,23.64356944298886
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,11.923670568519249
SMR_VSA7,71.48445401842294
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,269.30873100613184
SpAD_Dzi,267.9661825376324
SpAD_Dzm,269.3616227417515
SpAD_Dzp,369.4654649377022
SpAD_Dzv,325.9308237329726
SpAbs_Dt,512.7545849901751
SpDiam_A,4.7874200151595465
SpDiam_D,263.89547030623294
SpMAD_Dt,18.31266374964911
SpMax_Dt,256.3772924950876
SsssssAs,0
VE1_Dzpe,5.19993756291815
VE1_Dzse,5.200392031208376
VE2_Dzpe,0.18571205581850533
VE2_Dzse,0.18572828682887058
VE3_Dzpe,2.6782660355653287
VE3_Dzse,2.678353430543806
VMcGowan,276.1800000000003
VR1_Dzpe,170.68541183357237
VR1_Dzse,170.63985806646116
VR2_Dzpe,6.095907565484728
VR2_Dzse,6.094280645230755
VR3_Dzpe,6.1694415824834765
VR3_Dzse,6.169174659572114
mZagreb1,9.5
mZagreb2,6.222222222222223
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,37
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15778034026465015
AATSC1are,0.007079895242596087
AATSC2are,0.019783706558092178
AATSC3are,-0.01767342114356566
AATSC4are,-0.003465276584369207
AATSC5are,-0.03745459915793089
AATSC6are,-0.016762997269481193
AATSC7are,-0.02398829586132002
AATSC8are,0.018386076526953916
AETA_beta,1.375
BCUTdv-1h,6.034483111039542
BCUTdv-1l,0.995024808990993
BCUTpe-1h,3.5161455565397963
BCUTpe-1l,2.238839045715812
BCUTse-1h,3.7246857472711197
BCUTse-1l,2.4347233542224065
ETA_alpha,12.966666666666669
ETA_dBeta,3.5
ETA_eta_B,0.4618160641919413
ETA_eta_F,30.983616080993286
ETA_eta_L,5.326072800612073
ETA_eta_R,50.680220810463695
ETA_psi_1,0.5350756533700141
LabuteASA,160.84855148204358
LogEE_DzZ,134.70921244184143
LogEE_Dzi,134.03009734382715
LogEE_Dzm,134.7355016656064
LogEE_Dzp,183.5813333691976
LogEE_Dzv,162.49512228670469
PEOE_VSA1,14.576746494779727
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.4884985994335
PEOE_VSA7,38.112942673227685
PEOE_VSA8,11.250837766380558
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.799906933457422
SpAD_Dzpe,267.8708965089461
SpAD_Dzse,269.5242411531118
SpAbs_DzZ,267.8827105979685
SpAbs_Dzi,266.74402458734755
SpAbs_Dzm,267.93967507875493
SpAbs_Dzp,373.61050169645466
SpAbs_Dzv,327.6238662201864
SpDiam_Dt,377.14086337222716
SpMAD_DzZ,9.618168964504708
SpMAD_Dzi,9.570220804915442
SpMAD_Dzm,9.620057955062553
SpMAD_Dzp,13.195195176346507
SpMAD_Dzv,11.640386561891878
SpMax_DzZ,134.70921244184143
SpMax_Dzi,134.03009734382715
SpMax_Dzm,134.7355016656064
SpMax_Dzp,183.5813333691976
SpMax_Dzv,162.49512228670469
VE1_Dzare,5.199759920275757
VE2_Dzare,0.1857057114384199
VE3_Dzare,2.6782318725249716
VR1_Dzare,170.69501331779617
VR2_Dzare,6.0962504756355775
VR3_Dzare,6.169497833419494
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46309523809523817
AETA_dBeta,0.125
AETA_eta_B,0.016493430863997904
AETA_eta_F,1.1065577171783316
AETA_eta_L,0.19021688573614548
AETA_eta_R,1.8100078860879891
BCUTare-1h,3.570409791608222
BCUTare-1l,2.1890646599777837
ETA_beta_s,17.5
ETA_dPsi_A,0.1789243466299859
ETA_dPsi_B,0.0
ETA_eta_BR,0.7198160641919413
ETA_eta_FL,8.126324697569082
ETA_eta_RL,13.452397498181154
LogEE_Dzpe,133.9931615784807
LogEE_Dzse,134.81651343324586
PEOE_VSA10,23.624508869932818
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,29.423275185306657
SlogP_VSA3,9.53140013787187
SlogP_VSA4,6.923737199690624
SlogP_VSA5,33.399961970102694
SlogP_VSA6,59.12039855312784
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,265.27637084144135
SpAbs_Dzpe,266.37035008474606
SpAbs_Dzse,268.11002687917284
SpDiam_DzZ,207.8314349161834
SpDiam_Dzi,205.92462555583407
SpDiam_Dzm,207.87151373452437
SpDiam_Dzp,283.4042789214128
SpDiam_Dzv,251.3323134314386
SpMAD_Dzpe,9.56681773246236
SpMAD_Dzse,9.62586575546828
SpMax_Dzpe,133.9931615784807
SpMax_Dzse,134.81651343324586
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.625
AETA_eta_BR,0.025707716578283617
AETA_eta_FL,0.29022588205603866
AETA_eta_RL,0.4804427677921841
DetourIndex,3471
EState_VSA1,5.969305287951849
EState_VSA2,23.860758131926357
EState_VSA3,22.70501318010346
EState_VSA4,5.563451491696996
EState_VSA5,19.056471336613843
EState_VSA6,19.056471336613843
EState_VSA7,30.33183534230805
EState_VSA8,10.473451861131776
EState_VSA9,9.259957890773396
ETA_beta_ns,21.0
ETA_shape_p,0.1542416452442159
ETA_shape_x,0.0
ETA_shape_y,0.3470437017994858
GhoseFilter,True
LogEE_Dzare,132.70246781120127
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,263.605028688945
SpDiam_Dzpe,206.63349489103615
SpDiam_Dzse,208.00909368232522
SpMAD_Dzare,9.474156101480048
SpMax_Dzare,132.70246781120127
TopoPSA(NO),98.5
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.206119459870778
VSA_EState9,66.79388054012924
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.036904761904761836
FilterItLogS,-5.667957730845778
SpDiam_Dzare,204.58010757027932
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6442028985507247
ETA_epsilon_2,0.8654761904761902
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.5638888888888887
ETA_epsilon_5,0.8459770114942525
AETA_beta_ns_d,0.017857142857142856
ETA_dEpsilon_A,0.20420289855072482
ETA_dEpsilon_B,0.080314009661836
ETA_dEpsilon_C,-0.12388888888888883
ETA_dEpsilon_D,0.019499178981937648
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6785714285714286
MDEDescriptor,"0.07692307692307693,2.672169775595543,3.4076851612391392,0.0,9.606234748922539,19.944335522341365,0.0,9.15139190011067,0.0,0.0,0.3944303841493943,1.1098828828528144,0.09999999999999998,0.0,0.0,0.0,0.25,0.0,0.0"
APolDescriptor,55.17227399999998
BCUTDescriptor,"11.850000000000017,15.998946172782803,-0.3043260686328384,0.29345773970700634,3.9894372703998027,10.335156325987464"
BPolDescriptor,27.043725999999996
TPSADescriptor,98.5
ALOGPDescriptor,"3.0555999999999996,9.336691359999998,103.2112"
XLogPDescriptor,3.3100000000000005
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,378.12157182
ChiPathDescriptor,"20.0956473593183,13.452397498181154,12.13620187508562,9.619816224418427,7.865161832934025,6.043709659755845,3.8180204172588965,2.728942535958274,15.391714251712457,8.551081042501657,6.138014735921618,3.922012211632357,2.5663673458674032,1.6198259109988011,0.8271606477705404,0.47158600406955714"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.39273156192534786,0.4825564644496306,0.0,0.0,0.02282177322938192,0.10549633919152082,0.09588257696983309"
AtomCountDescriptor,46
BondCountDescriptor,30
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.9000064248147412,0.0,0.38838827336806375,0.0,0.7074990423255165,0.0,0.08477149079174798,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,13,3,3,0,0,0"
ZagrebIndexDescriptor,142.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"56.526990427323895,2.018821086690139,19.630770788647734,13.471692796221188,6.159077992426536"
FractionalPSADescriptor,0.26049822951357476
WienerNumbersDescriptor,"2325.0,41.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.9801648635981595,6.2479205956062405,8.18253825967114,1.1853257740450083,1.4747041238898047,1.535424105639747"
FractionalCSP3Descriptor,0.14285714285714285
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,9,0,0,0,3,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.68,10.85782272456871,6.25"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1548.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.14285714285714285
AutocorrelationDescriptorMass,"32.59230578025769,33.04455925940334,46.3138500258833,46.75693624944269,47.05738592244364"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.677725339318649,-0.2718958265893768,-0.01084348045603403,-0.08652130869522487,0.015900369412300597"
EccentricConnectivityIndexDescriptor,729
AutocorrelationDescriptorPolarizability,"1645.267349728905,1903.3327901643736,2590.850523003625,2543.7305966422573,2357.3829554354497"
