DLiP-ID,C004RA
piPC9,1.6094379124341003
AATS0Z,41.72222222222222
AATS0d,2.388888888888889
AATS0i,161.61377655014945
AATS0m,165.7424718888889
AATS0p,2.0233682804716664
AATS0s,1.7432365493065083
AATS0v,214.73836665616233
AATS1Z,33.02857142857143
AATS1d,2.857142857142857
AATS1i,146.44386930314568
AATS1m,125.62174131428576
AATS1p,2.0637281771428575
AATS1s,2.101949833431315
AATS1v,243.50258463550693
AATS2Z,27.870967741935484
AATS2d,2.4193548387096775
AATS2i,162.38594858591267
AATS2m,105.35449138709676
AATS2p,1.5903205012513548
AATS2s,1.743849285366609
AATS2v,178.0032603638259
AATS3Z,27.835616438356166
AATS3d,2.315068493150685
AATS3i,162.32723566548188
AATS3m,105.75756198630137
AATS3p,1.7031943325530958
AATS3s,1.608001202623222
AATS3v,183.76181126141418
AATS4Z,26.43243243243243
AATS4d,2.081081081081081
AATS4i,146.58707680431985
AATS4m,93.63027897297296
AATS4p,1.98896373457827
AATS4s,1.5674007340674008
AATS4v,197.65950124822822
AATS5Z,20.8125
AATS5d,1.7
AATS5i,154.71469769328291
AATS5m,68.04141956250001
AATS5p,1.6554903979547
AATS5s,1.2821159122085048
AATS5v,147.35537182372013
AATS6Z,19.08
AATS6d,2.2
AATS6i,157.44992390809682
AATS6m,65.86486095999999
AATS6p,1.5598276633456403
AATS6s,1.4444444444444446
AATS6v,162.01688431548735
AATS7Z,23.8
AATS7d,2.5
AATS7i,154.35194178031597
AATS7m,82.67671939999998
AATS7p,1.8143876930000005
AATS7s,2.0435185185185185
AATS7v,203.78045244051842
AATS8Z,13.75
AATS8d,2.0
AATS8i,156.80352588698247
AATS8m,39.68860016666666
AATS8p,1.502791103333333
AATS8s,1.8240740740740744
AATS8v,164.62289424963086
AMID_C,1.1555398672766706
AMID_N,0.26185843451749735
AMID_O,0.0
AMID_X,0.0
AMID_h,0.7281365036576195
ATS0dv,103.77777777777777
ATS0pe,206.93380000000002
ATS0se,265.15310800000003
ATS1dv,99.11111111111111
ATS1pe,217.6944
ATS1se,266.36258499999997
ATS2dv,79.55555555555554
ATS2pe,371.01059999999995
ATS2se,467.9110140000001
ATS3dv,58.222222222222214
ATS3pe,426.32970000000006
ATS3se,543.672458
ATS4dv,58.0
ATS4pe,429.67100000000005
ATS4se,550.4460279999998
ATS5dv,66.77777777777777
ATS5pe,449.0224000000001
ATS5se,592.3966810000001
ATS6dv,61.333333333333336
ATS6pe,283.446
ATS6se,367.57258399999995
ATS7dv,38.66666666666667
ATS7pe,249.566
ATS7se,310.683368
ATS8dv,16.0
ATS8pe,290.148
ATS8se,365.52694400000007
ATSC0Z,808.5555555555555
ATSC0c,0.34154658784558806
ATSC0d,16.555555555555554
ATSC0i,65.3765831384355
ATSC0m,3524.3266942222235
ATSC0p,19.46396304310222
ATSC0s,5.9495884773662535
ATSC0v,2199.832588502871
ATSC1Z,136.07098765432096
ATSC1c,-0.15984028875504097
ATSC1d,9.1820987654321
ATSC1i,-16.691893077370683
ATSC1m,569.1898005061735
ATSC1p,1.3897117373922834
ATSC1s,-0.8212258039932941
ATSC1v,-152.22828977844574
ATSC2Z,464.48765432098764
ATSC2c,-0.011365639049852251
ATSC2d,0.15432098765432256
ATSC2i,3.141957231654983
ATSC2m,1994.0923152839514
ATSC2p,7.795728464295731
ATSC2s,-1.408760097546106
ATSC2v,600.6713880128309
ATSC3Z,585.3734567901237
ATSC3c,-0.010730160015277577
ATSC3d,-9.626543209876539
ATSC3i,66.72046821534663
ATSC3m,2574.5956709382717
ATSC3p,17.267890975337053
ATSC3s,-1.444434918457552
ATSC3v,1718.5461434287547
ATSC4Z,-436.9197530864198
ATSC4c,-0.08242509948123854
ATSC4d,-3.253086419753086
ATSC4i,-27.226538959531098
ATSC4m,-1879.5754896790118
ATSC4p,-9.417500713979239
ATSC4s,-2.379496265813139
ATSC4v,-1161.7779419776411
ATSC5Z,-761.5679012345681
ATSC5c,0.16640931658444724
ATSC5d,6.987654320987653
ATSC5i,-43.37142929292077
ATSC5m,-3291.672123049383
ATSC5p,-19.052549036177826
ATSC5s,1.486130163084896
ATSC5v,-1285.6752607402545
ATSC6Z,-207.10493827160494
ATSC6c,0.008286906132206952
ATSC6d,-4.660493827160493
ATSC6i,-10.513468421535165
ATSC6m,-840.4753995308645
ATSC6p,-4.0027029865233095
ATSC6s,4.195035055631763
ATSC6v,172.59879864784816
ATSC7Z,-349.06172839506183
ATSC7c,-0.03793414657526859
ATSC7d,-11.728395061728397
ATSC7i,-9.064909916655058
ATSC7m,-1535.0436771358022
ATSC7p,-6.236123951120249
ATSC7s,-0.29820149367474524
ATSC7v,-734.2897720259775
ATSC8Z,-644.9629629629629
ATSC8c,-0.11542344361618136
ATSC8d,-11.40740740740741
ATSC8i,-10.355794726247394
ATSC8m,-2889.6633954074077
ATSC8p,-12.693173142585184
ATSC8s,-1.9583904892546868
ATSC8v,-1604.128928423642
AXp-0d,0.7845026102423619
AXp-1d,0.5066189381716859
AXp-2d,0.3158372505667884
AXp-3d,0.22782550273331761
AXp-4d,0.17688966229403308
AXp-5d,0.09652019664325313
AXp-6d,0.05845549118462454
AXp-7d,0.045034289862558086
GATS1Z,0.5602583482204205
GATS1c,1.8878175325389586
GATS1d,0.7852348993288593
GATS1i,1.3528310310346148
GATS1m,0.5750139291349756
GATS1p,0.7226042721795223
GATS1s,1.5607239610352186
GATS1v,1.0706916324354347
GATS2Z,0.45940147260258796
GATS2c,1.9184377453022732
GATS2d,1.3298332972504874
GATS2i,0.9952776536447157
GATS2m,0.4722511973530261
GATS2p,0.5643320467941142
GATS2s,1.265337409053976
GATS2v,0.7373990843531081
GATS3Z,0.531897270627479
GATS3c,1.5954320345033683
GATS3d,1.6796910912935554
GATS3i,0.5108150367757109
GATS3m,0.5327536101393965
GATS3p,0.45494342287463824
GATS3s,1.0703313206635419
GATS3v,0.5538234050480358
GATS4Z,1.6969700908824175
GATS4c,0.6718043835991111
GATS4d,1.1427534917467805
GATS4i,1.358378838745984
GATS4m,1.673314330950059
GATS4p,1.6260468583740717
GATS4s,1.2209131143940068
GATS4v,1.4134989100033941
GATS5Z,2.181127181530851
GATS5c,0.2999980320294417
GATS5d,0.4756711409395974
GATS5i,1.4698621515864738
GATS5m,2.145569618683229
GATS5p,2.0701665787405608
GATS5s,0.8802452590927432
GATS5v,1.4211475985229383
GATS6Z,1.43020475470661
GATS6c,0.8496635482327726
GATS6d,1.43758389261745
GATS6i,1.1547596811933596
GATS6m,1.4065273727111058
GATS6p,1.3531265271938837
GATS6s,0.3912963283186352
GATS6v,0.990432087554859
GATS7Z,1.5107187027621272
GATS7c,2.518277990651916
GATS7d,2.5369127516778525
GATS7i,1.3559282297425452
GATS7m,1.507296486789611
GATS7p,1.367242825650103
GATS7s,1.1777624070551622
GATS7v,1.2941993848115243
GATS8Z,1.5926034079978013
GATS8c,1.999759566224268
GATS8d,1.585570469798658
GATS8i,1.2481995499923275
GATS8m,1.6071073886237168
GATS8p,1.4648053010878734
GATS8s,1.1675744999711801
GATS8v,1.503720675811227
MATS1Z,0.173097233946485
MATS1c,-0.4813608450463279
MATS1d,0.5704697986577183
MATS1i,-0.26261397405547493
MATS1m,0.16611750754965793
MATS1p,0.07343919549511427
MATS1s,-0.14197442421547568
MATS1v,-0.07117708424938035
MATS2Z,0.3335608878171171
MATS2c,-0.019322117550337276
MATS2d,0.005412426932236471
MATS2i,0.027905439164333495
MATS2m,0.3285336901184663
MATS2p,0.23256065589020455
MATS2s,-0.13748677529057182
MATS2v,0.15854703525987743
MATS3Z,0.357028430728454
MATS3c,-0.015493013103533364
MATS3d,-0.2867518617265789
MATS3i,0.5032879208397311
MATS3m,0.3602570728265306
MATS3p,0.4375096809910919
MATS3s,-0.11972661169527755
MATS3v,0.38525759284940414
MATS4Z,-0.2628830562044799
MATS4c,-0.11740330154624563
MATS4d,-0.09559223653183384
MATS4i,-0.2026007270762773
MATS4m,-0.2594504299386054
MATS4p,-0.23538304217297404
MATS4s,-0.19456686498014542
MATS4v,-0.2569237641191832
MATS5Z,-0.4238491136457333
MATS5c,0.2192503017973528
MATS5d,0.18993288590604027
MATS5i,-0.29853415771954034
MATS5m,-0.42029374229142424
MATS5p,-0.44048825243317613
MATS5s,0.11240417315119033
MATS5v,-0.26299904381671974
MATS6Z,-0.18442215198570838
MATS6c,0.01746927835767597
MATS6d,-0.20268456375838922
MATS6i,-0.11578606436920108
MATS6m,-0.1717043680014943
MATS6p,-0.14806574303058534
MATS6s,0.507669606317367
MATS6v,0.05649117831781247
MATS7Z,-0.3885392332004949
MATS7c,-0.0999592241078884
MATS7d,-0.63758389261745
MATS7i,-0.12479114896099762
MATS7m,-0.3920009208247112
MATS7p,-0.2883539977742214
MATS7s,-0.04510922819759074
MATS7v,-0.3004141307285289
MATS8Z,-0.5982547753194998
MATS8c,-0.25345761249786775
MATS8d,-0.516778523489933
MATS8i,-0.11880165147571538
MATS8m,-0.6149394578285091
MATS8p,-0.48910285309612794
MATS8s,-0.24687301861778782
MATS8v,-0.5469037519516504
MAXssS,1.592037037037037
MINssS,1.592037037037037
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,18.87784094917179
SpAD_D,129.7901816083616
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.8370042831947595
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,136
TMWC10,97.12238946541427
TSRW10,46.69040712047571
VE1_Dt,3.9395273159824513
VE2_Dt,0.2462204572489032
VE3_Dt,1.841064374795705
VR1_Dt,66.14376431632991
VR2_Dt,4.133985269770619
VR3_Dt,4.6618342495482805
Xc-3dv,0.8944271909999159
Xc-4dv,0.0
Xc-5dv,0.33541019662496846
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.0
Xch-7d,0.0
Xp-0dv,13.621833801312464
Xp-1dv,8.490041527096679
Xp-2dv,6.440025306611317
Xp-3dv,5.959013761853877
Xp-4dv,4.199059082202098
Xp-5dv,2.471316865204645
Xp-6dv,1.2674211853123336
Xp-7dv,0.943079536287077
Xpc-4d,2.2357022603955157
Xpc-5d,2.968592464645271
Xpc-6d,2.683796407992744
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,35
nFRing,0
nHBAcc,4
nHBDon,0
nHRing,0
nSpiro,0
naRing,0
piPC10,0.0
AATS0dv,2.882716049382716
AATS0pe,5.748161111111112
AATS0se,7.365364111111112
AATS1dv,2.831746031746032
AATS1pe,6.2198400000000005
AATS1se,7.61035957142857
AATS2dv,1.2831541218637992
AATS2pe,5.98404193548387
AATS2se,7.546951838709679
AATS3dv,0.7975646879756467
AATS3pe,5.84013287671233
AATS3se,7.447567917808219
AATS4dv,0.7837837837837838
AATS4pe,5.806364864864865
AATS4se,7.4384598378378355
AATS5dv,0.8347222222222221
AATS5pe,5.612780000000002
AATS5se,7.4049585125
AATS6dv,1.2266666666666668
AATS6pe,5.668920000000001
AATS6se,7.351451679999999
AATS7dv,0.9666666666666668
AATS7pe,6.23915
AATS7se,7.767084199999999
AATS8dv,0.3333333333333333
AATS8pe,6.0447500000000005
AATS8se,7.6151446666666684
AATSC0Z,22.459876543209877
AATSC0c,0.009487405217933002
AATSC0d,0.4598765432098765
AATSC0i,1.8160161982898753
AATSC0m,97.8979637283951
AATSC0p,0.5406656400861727
AATSC0s,0.16526634659350703
AATSC0v,61.10646079174642
AATSC1Z,3.8877425044091702
AATSC1c,-0.0045668653930011705
AATSC1d,0.26234567901234573
AATSC1i,-0.4769112307820195
AATSC1m,16.262565728747813
AATSC1p,0.03970604963977953
AATSC1s,-0.023463594399808402
AATSC1v,-4.349379707955593
AATSC2Z,7.4917363600159295
AATSC2c,-0.0001833167588685847
AATSC2d,0.0024890481879729447
AATSC2i,0.050676729542822305
AATSC2m,32.16277927877341
AATSC2p,0.1257375558757376
AATSC2s,-0.02272193705719526
AATSC2v,9.688248193755337
AATSC3Z,8.018814476577036
AATSC3c,-0.0001469884933599668
AATSC3d,-0.1318704549298156
AATSC3i,0.9139790166485839
AATSC3m,35.26843384846948
AATSC3p,0.23654645171694594
AATSC3s,-0.019786779704897974
AATSC3v,23.54172799217472
AATSC4Z,-5.904320987654321
AATSC4c,-0.0011138526956924126
AATSC4d,-0.04396062729396062
AATSC4i,-0.36792620215582567
AATSC4m,-25.399668779446106
AATSC4p,-0.1272635231618816
AATSC4s,-0.0321553549434208
AATSC4v,-15.699701918616773
AATSC5Z,-9.519598765432102
AATSC5c,0.0020801164573055904
AATSC5d,0.08734567901234566
AATSC5i,-0.5421428661615096
AATSC5m,-41.145901538117286
AATSC5p,-0.23815686295222283
AATSC5s,0.0185766270385612
AATSC5v,-16.070940759253183
AATSC6Z,-4.142098765432099
AATSC6c,0.00016573812264413903
AATSC6d,-0.09320987654320985
AATSC6i,-0.21026936843070332
AATSC6m,-16.80950799061729
