DLiP-ID,I000T1
DLiP-Mol-ID,28909
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H26N4O3/c1-15-14-26(23(29)18-8-5-4-6-9-18)12-13-27(15)22(28)16(2)30-20-11-7-10-19-21(20)25-17(3)24-19/h4-11,15-16H,12-14H2,1-3H3,(H,24,25)/t15-,16-/m1/s1"
Standard Inchi Key(RDKit),NEHXLWBZDUOFAT-HZPDHXFCSA-N
Canonical SMILES(RDKit),Cc1nc2c(O[C@H](C)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)cccc2[nH]1
SMILES(SDF),
MW(SDF),
MW(RDKit),406.486
MW Monoisotopic(RDKit),406.200490692
MolLogP(RDKit),3.01172
XLogP(SDF),
XLogP(CDK),2.917
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),78.53
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.722471422914122
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CD4_gp120
Common Target Pref Name,CD4/gp120
RDKit Descriptors
Ipc,8201092.745002665
qed,0.7224714229141218
Chi0,21.250347897697548
Chi1,14.435560745775547
TPSA,78.53
Chi0n,17.461208693347366
