DLiP-ID,C001LJ
DLiP-Mol-ID,32546
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H9Cl2N5OS/c15-10-2-1-9(7-11(10)16)18-13(22)19-14-21-20-12(23-14)8-3-5-17-6-4-8/h1-7H,(H2,18,19,21,22)"
Standard Inchi Key(RDKit),VENGYPNOQYXRLX-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccc(Cl)c(Cl)c1)Nc1nnc(-c2ccncc2)s1
SMILES(SDF),
MW(SDF),
MW(RDKit),366.233
MW Monoisotopic(RDKit),364.990486268
MolLogP(RDKit),4.5509
XLogP(SDF),
XLogP(CDK),3.698
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),79.8
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.712694918615903
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,248152.14021594566
qed,0.712694918615903
Chi0,16.233840039752504
Chi1,11.114193540729627
TPSA,79.8
Chi0n,11.455518197773438
Chi0v,13.783872670738072
Chi1n,6.3859990912681805
Chi1v,7.958424618214361
Chi2n,4.356268039987274
Chi2v,6.148189100834392
Chi3n,2.75020338347292
Chi3v,4.376994642474949
Chi4n,1.7182394741386282
Chi4v,2.7604355631870217
MolMR,92.2434
MolWt,366.23300000000006
fr_SH,0
Kappa1,15.667174415584117
Kappa2,6.907321607289892
Kappa3,3.9514841381241883
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,840.1938451898068
MolLogP,4.550900000000002
NOCount,6
fr_Ar_N,3
fr_COO2,0
fr_urea,1
BalabanJ,1.6621179588342072
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,15.181342137549283
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,10.633577208012662
SMR_VSA7,52.77078911301685
