DLiP-ID,C000KA
AMW,8.252616906250012
IC0,1.7176289320199487
IC1,3.4408279122009975
IC2,4.4200427723692055
IC3,4.871115365169272
IC4,5.037782031835941
IC5,5.079448698502608
MID,57.83023485201208
Mpe,0.9808823529411766
Mse,1.0124954479242534
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,108.83200000000004
SdO,0
SdS,0
Spe,47.08235294117648
SsF,0
SsI,0
Sse,48.59978150036416
StN,0
fMF,0.4375
nBr,0
nCl,0
AMID,2.065365530429003
BIC0,0.2907839419434856
BIC1,0.5825108585486725
BIC2,0.7482858706838568
BIC3,0.8246496674224347
BIC4,0.852865302022232
BIC5,0.8599192106721812
CIC0,3.8673335687012074
CIC1,2.1441345885201586
CIC2,1.1649197283519506
CIC3,0.7138471355518838
CIC4,0.5471804688852151
CIC5,0.5055138022185481
GGI1,4.5
GGI2,3.555555555555557
GGI3,1.6944444444444446
GGI4,1.5288888888888892
GGI5,1.0627777777777778
GGI6,0.5903401360544218
GGI7,0.41408021541950113
GGI8,0.2748803224993701
GGI9,0.21313271604938272
JGI1,0.1451612903225806
JGI2,0.08268733850129201
JGI3,0.036052009456264786
JGI4,0.033975308641975316
JGI5,0.025304232804232808
JGI6,0.015535266738274255
JGI7,0.012547885315742458
JGI8,0.009817154374977502
JGI9,0.008880529835390947
MIC0,18.766836876917363
MIC1,35.43136698899839
MIC2,42.039703676027855
MIC3,44.328218182903655
MIC4,45.12084318290366
MIC5,45.621301516237
MPC2,43
MPC3,61
MPC4,82
MPC5,105
MPC6,119
MPC7,141
MPC8,161
MPC9,182
Mare,0.9935
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,1
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,3
NssS,1
NtCH,0
NtsC,0
RNCG,0.20153618674923518
RPCG,0.08675063884330464
SIC0,0.30754529359832955
SIC1,0.6160879167508648
SIC2,0.7914185228277664
SIC3,0.8721840772503471
SIC4,0.902026115875521
SIC5,0.9094866255318145
SaaN,8.65268942994502
SaaO,0
SaaS,0
Sare,47.688
SdNH,0
SdSe,0
SddC,0
SdsN,4.819650415721845
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,16.501623900590353
SssS,1.59545157260435
StCH,0
StsC,0
TIC0,82.44618873695754
TIC1,165.15973978564787
TIC2,212.16205307372186
TIC3,233.81353752812507
TIC4,241.81353752812515
TIC5,243.81353752812518
Vabc,337.4889448239098
WPol,47
apol,56.441859999999984
bpol,30.582139999999995
nRot,6
ABCGG,17.137814342981425
ATS0Z,1384.0
ATS0d,168.0
ATS0i,7742.884078132582
ATS0m,5486.135499
ATS0p,79.84987009698
ATS0s,154.8923182441701
ATS0v,11311.219184151647
ATS1Z,1484.0
ATS1d,209.0
ATS1i,7485.306020164
ATS1m,5707.079432999999
ATS1p,96.22032619999999
ATS1s,166.08024691358025
ATS1v,13984.535522096256
ATS2Z,2157.0
ATS2d,326.0
ATS2i,13188.9897565957
ATS2m,8167.769324
ATS2p,137.32789575133899
ATS2s,252.28395061728395
ATS2v,19756.948146959432
ATS3Z,2414.0
ATS3d,355.0
ATS3i,14601.630941631593
ATS3m,9172.477947
ATS3p,151.48185055449
ATS3s,292.85493827160496
ATS3v,21742.414420798475
ATS4Z,2329.0
ATS4d,350.0
ATS4i,15410.310488363099
ATS4m,8677.692297999998
ATS4p,157.06368082454702
ATS4s,306.39506172839504
ATS4v,22204.52318946831
ATS5Z,2347.0
ATS5d,357.0
ATS5i,18554.99972398195
ATS5m,8552.549726
ATS5p,168.77326734588598
ATS5s,324.0216049382716
ATS5v,22622.504118218458
ATS6Z,2257.0
ATS6d,333.0
ATS6i,17886.802747755846
ATS6m,8251.821124999999
ATS6p,159.742459669282
ATS6s,284.58950617283955
ATS6v,20999.974162654515
ATS7Z,1939.0
ATS7d,296.0
ATS7i,16880.301188208643
ATS7m,7027.3920849999995
ATS7p,140.24362353898
ATS7s,260.0462962962963
ATS7v,18460.644572245816
ATS8Z,1623.0
ATS8d,251.0
ATS8i,13913.47198509022
ATS8m,5741.882057999999
ATS8p,125.063740385339
ATS8s,229.12037037037038
ATS8v,16241.159248645312
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.13968166513621058
JGI10,0.007351666586116347
JGT10,0.377312682576847
Kier1,21.240374609781476
Kier2,9.871281773931855
Kier3,4.541789841440473
MID_C,41.427968806214196
MID_N,8.551758993988894
MID_O,5.776047295777217
MID_X,0.0
MID_h,16.402266045797894
MPC10,210
MWC01,31.0
MWC02,5.003946305945459
MWC03,5.877735781779639
MWC04,6.767343125265392
MWC05,7.660585461703256
MWC06,8.558910784768106
MWC07,9.458683724312134
MWC08,10.36100733177766
MWC09,11.264143541476004
MWC10,12.168905422522062
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.7191000000000027
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.459585514144159
SRW05,2.3978952727983707
SRW06,6.9930151229329605
SRW07,4.727387818712341
SRW08,8.623892810075294
SRW09,6.842683282238422
SRW10,10.304040616283272
SaaCH,13.575067408206456
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.359951508403856
SaasN,1.775854828042328
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.9105500703367769
SdssS,0
SsCH3,5.204357692305022
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.431889392631048
VE1_D,5.20708682583107
VE2_A,0.1582817640225374
VE2_D,0.1859673866368239
VE3_A,2.5184454097784057
VE3_D,2.6796399660512185
VR1_A,288.0228130651219
VR1_D,177.4777039761872
VR2_A,10.286529038040069
VR2_D,6.338489427720972
VR3_A,6.6926591062116705
VR3_D,6.208464406805094
WPath,2065
Xc-3d,1.4082482904638631
Xc-4d,0.0
Xc-5d,0.4138605412657321
Xc-6d,0.0
Xp-0d,19.509860921691395
Xp-1d,13.74504470051759
Xp-2d,11.645125858136412
Xp-3d,10.582512045895152
Xp-4d,9.123091178998955
Xp-5d,7.44537519877099
Xp-6d,5.3419393661471
Xp-7d,4.073328762492269
ZMIC0,89.90357367556106
ZMIC1,51.922258850834034
ZMIC2,34.1502619073056
ZMIC3,28.992419013977376
ZMIC4,27.349311201146843
ZMIC5,26.453070575966553
nAcid,0
nAtom,48
nBase,0
nRing,4
piPC1,3.7256934272366524
piPC2,4.334017415487521
piPC3,4.979316610838828
piPC4,5.583731243588371
piPC5,6.1092475827643655
piPC6,6.450865288881785
piPC7,6.883462586413092
piPC8,7.277377296675071
piPC9,7.675915713768594
AATS0Z,28.833333333333332
AATS0d,3.5
AATS0i,161.31008496109544
AATS0m,114.2944895625
AATS0p,1.66353896035375
AATS0s,3.2269232967535437
AATS0v,235.650399669826
AATS1Z,29.098039215686274
AATS1d,4.098039215686274
AATS1i,146.77070627772548
AATS1m,111.90351829411763
AATS1p,1.8866730627450978
AATS1s,3.2564754296780443
AATS1v,274.2065788646325
AATS2Z,25.376470588235293
AATS2d,3.835294117647059
AATS2i,155.1645853717141
AATS2m,96.0914038117647
AATS2p,1.6156223029569292
AATS2s,2.9680464778503994
AATS2v,232.43468408187567
AATS3Z,25.680851063829788
AATS3d,3.776595744680851
AATS3i,155.3364993790595
AATS3m,97.57955262765957
AATS3p,1.6115090484520211
AATS3s,3.1154780667192017
AATS3v,231.3022810723242
AATS4Z,23.525252525252526
AATS4d,3.5353535353535355
AATS4i,155.65970190265756
AATS4m,87.65345755555553
AATS4p,1.586501826510576
AATS4s,3.0948996134181317
AATS4v,224.28811302493241
AATS5Z,20.232758620689655
AATS5d,3.0775862068965516
AATS5i,159.9568941722582
AATS5m,73.72887694827585
AATS5p,1.4549419598783275
AATS5s,2.7932896977437207
AATS5v,195.02158722602118
AATS6Z,20.151785714285715
AATS6d,2.9732142857142856
AATS6i,159.70359596210577
AATS6m,73.67697433035713
AATS6p,1.426271961332875
AATS6s,2.5409777336860673
AATS6v,187.4997693094153
AATS7Z,18.825242718446603
AATS7d,2.8737864077669903
AATS7i,163.88641930299653
AATS7m,68.22710762135922
AATS7p,1.3615885780483494
AATS7s,2.5247213232650125
AATS7v,179.22955895384288
AATS8Z,18.655172413793103
AATS8d,2.8850574712643677
AATS8i,159.9249653458646
AATS8m,65.99864434482758
AATS8p,1.437514257302747
AATS8s,2.633567475521499
AATS8v,186.67999136373922
AMID_C,1.4795703145076498
AMID_N,0.30541996407103195
AMID_O,0.20628740342061488
AMID_X,0.0
AMID_h,0.5857952159213534
ATS0dv,410.44444444444446
ATS0pe,305.97360000000003
ATS0se,374.78514099999995
ATS1dv,432.0
ATS1pe,339.2732
ATS1se,403.70093599999996
ATS2dv,600.3333333333333
ATS2pe,557.9216
ATS2se,676.949374
ATS3dv,630.0
ATS3pe,618.7662
ATS3se,748.471324
ATS4dv,573.6666666666667
ATS4pe,652.1557
ATS4se,786.947518
ATS5dv,524.3333333333334
ATS5pe,740.3423
ATS5se,908.695088
ATS6dv,430.6666666666667
ATS6pe,696.6991
ATS6se,860.910518
ATS7dv,376.0
ATS7pe,642.0437999999999
ATS7se,795.899984
ATS8dv,357.33333333333337
ATS8pe,547.1532
ATS8se,676.5064520000001
ATSC0Z,482.66666666666663
ATSC0c,1.0949700876573303
ATSC0d,27.916666666666664
ATSC0i,78.86147175390494
ATSC0m,2211.4584943125
ATSC0p,13.481462591571665
ATSC0s,26.572673754000913
ATSC0v,2399.1079783782516
ATSC1Z,45.33333333333337
ATSC1c,-0.37737222156926
ATSC1d,17.880208333333336
ATSC1i,-3.8970220462327285
ATSC1m,207.71393423046868
ATSC1p,-0.7049091259119805
ATSC1s,1.0897365826474632
ATSC1v,-74.17171354375674
ATSC2Z,69.77777777777781
ATSC2c,-0.39584945661064885
ATSC2d,12.022569444444448
ATSC2i,-4.062067392359402
ATSC2m,348.79758355078104
ATSC2p,1.6782316793758398
ATSC2s,-3.211069077693948
ATSC2v,659.0435752924864
ATSC3Z,140.44444444444449
ATSC3c,0.3191955635339845
ATSC3d,-2.7534722222222174
ATSC3i,-10.56332019388433
ATSC3m,644.9587227421874
ATSC3p,1.7754314977092356
ATSC3s,3.3459778901844235
ATSC3v,409.7486753643182
ATSC4Z,-75.99999999999996
ATSC4c,0.01785473795493692
ATSC4d,-8.536458333333329
ATSC4i,-26.3901173937195
ATSC4m,-368.2260792070313
ATSC4p,-1.9399349912537303
ATSC4s,-5.203216092249657
ATSC4v,-704.242001257755
ATSC5Z,-98.44444444444441
ATSC5c,-0.25554189326259624
ATSC5d,-4.881944444444445
ATSC5i,0.6823057360672466
ATSC5m,-452.01497704687506
ATSC5p,1.1002317106594717
ATSC5s,-4.7154802049992375
ATSC5v,-267.8218455364718
ATSC6Z,48.444444444444464
ATSC6c,0.27329350526854923
ATSC6d,-2.9722222222222223
ATSC6i,-13.219902300310496
ATSC6m,196.56089062500007
ATSC6p,-1.9438117851435557
ATSC6s,-3.3071321063862227
ATSC6v,-239.94192356575996
ATSC7Z,16.44444444444444
ATSC7c,-0.09852300814784341
ATSC7d,-3.02951388888889
ATSC7i,28.00671951270087
ATSC7m,78.23461318359374
ATSC7p,2.5577682170812146
ATSC7s,-8.339730628905656
ATSC7v,444.3921395319493
ATSC8Z,-257.66666666666674
ATSC8c,-0.17837617846296844
ATSC8d,-9.307291666666666
ATSC8i,15.769434935467434
ATSC8m,-1157.5933935039066
ATSC8p,-3.4033875512875635
ATSC8s,0.3182388117283961
ATSC8v,-497.18031896343575
AXp-0d,0.6967807472032641
AXp-1d,0.4433885387263739
AXp-2d,0.27081688042177704
AXp-3d,0.17348380403106806
AXp-4d,0.11125720949998726
AXp-5d,0.07090833522639038
AXp-6d,0.04489024677434538
AXp-7d,0.02888885647157638
GATS1Z,0.6959497887552811
GATS1c,1.314801638445268
GATS1d,0.4786654960491659
GATS1i,1.1563334273908419
GATS1m,0.6960526007831461
GATS1p,1.0014248406163397
GATS1s,0.7776598492566043
GATS1v,0.9339977576668842
GATS2Z,0.9542817679558012
GATS2c,1.4884638437180682
GATS2d,0.8814047410008781
GATS2i,1.0756156696184607
GATS2m,0.9338354634573204
GATS2p,0.9730083941324847
GATS2s,1.1309416821918368
GATS2v,0.7768702668855575
GATS3Z,0.7727900552486188
GATS3c,1.0859201233585196
GATS3d,1.2179104477611942
GATS3i,1.120855025443414
GATS3m,0.7696439217047709
GATS3p,0.8905746342655217
GATS3s,0.9941129086898587
GATS3v,0.8263442514744731
GATS4Z,0.8970366649924661
GATS4c,1.062814935799135
GATS4d,1.1989145183175034
GATS4i,1.2430690043200596
GATS4m,0.9064658143277454
GATS4p,0.9498713179172549
GATS4s,1.079882258173797
GATS4v,1.0290695979561375
GATS5Z,1.108487926271671
GATS5c,1.0906924036064698
GATS5d,1.044981986618631
GATS5i,1.0419020488312578
GATS5m,1.101657340447096
GATS5p,0.9652990475889939
GATS5s,1.0885562667505875
GATS5v,0.9922914628234618
GATS6Z,1.051570515982636
GATS6c,0.6534140530687418
GATS6d,1.0823027718550107
GATS6i,1.1169862725315058
GATS6m,1.0445902029616587
GATS6p,1.1246936012879567
GATS6s,0.9386354885995412
GATS6v,1.0332940565245385
GATS7Z,1.0853135225017434
GATS7c,0.8157494170042381
GATS7d,1.0379365309375452
GATS7i,0.8884165653533823
GATS7m,1.0750792168470955
GATS7p,0.9374364160523052
GATS7s,1.1537336156284292
GATS7v,0.8883378562235222
GATS8Z,1.582075157172795
GATS8c,0.9619817019835563
GATS8d,1.1127123005661348
GATS8i,0.9610004356618222
GATS8m,1.5452973295944705
GATS8p,1.3363921233041725
GATS8s,1.0126515018543045
GATS8v,1.1075899788206272
MATS1Z,0.0883977900552487
MATS1c,-0.32436854631754003
MATS1d,0.602809482001756
MATS1i,-0.04650921893422876
MATS1m,0.08840114703206543
MATS1p,-0.04921156578560307
MATS1s,0.03859733650523593
MATS1v,-0.02909776141788492
MATS2Z,0.08163795905102376
MATS2c,-0.20415034090338086
MATS2d,0.24319578577699746
MATS2i,-0.029087376889664028
MATS2m,0.08906703322182453
MATS2p,0.07029706864944159
MATS2s,-0.06823963646271708
MATS2v,0.15512673337285846
MATS3Z,0.14858351945456688
MATS3c,0.1488565588125956
MATS3d,-0.050365195300095186
MATS3i,-0.06839887366695667
MATS3m,0.1489246238290242
MATS3p,0.06724814253803396
MATS3s,0.06429855235418326
MATS3v,0.08721298417127485
MATS4Z,-0.07634354595680559
MATS4c,0.007906008339770327
MATS4d,-0.14825870646766162
MATS4i,-0.16224917122073584
MATS4m,-0.08073127171248586
MATS4p,-0.06976798955047785
MATS4s,-0.09493856214927032
MATS4v,-0.14232400973769466
MATS5Z,-0.08439702800533433
MATS5c,-0.09657019334693409
MATS5d,-0.0723623262995368
MATS5i,0.003580118424734396
MATS5m,-0.08457797450793891
MATS5p,0.03376994825106089
MATS5s,-0.07343006602720056
MATS5v,-0.046193349209190424
MATS6Z,0.04301499605367011
MATS6c,0.10696711197182016
MATS6d,-0.04562899786780384
MATS6i,-0.07184335123872755
MATS6m,0.03809268042474264
MATS6p,-0.06179316138545426
MATS6s,-0.05333834089973649
MATS6v,-0.0428627030894486
MATS7Z,0.01587727297108834
MATS7c,-0.041931405599623134
MATS7d,-0.05057238081437475
MATS7i,0.16550128754183055
MATS7m,0.016486336486089753
MATS7p,0.0884154554052106
MATS7s,-0.14625838730293125
MATS7v,0.08632181955205859
MATS8Z,-0.2945322918651173
MATS8c,-0.08987865915174872
MATS8d,-0.18394235717961915
MATS8i,0.11032482278013656
MATS8m,-0.2888013583561081
MATS8p,-0.1392824443212315
MATS8s,0.006607541103409284
MATS8v,-0.11433682241422245
MAXaaN,4.360540907338346
MAXdsN,4.819650415721845
MAXssO,5.752296104002834
MAXssS,1.59545157260435
MINaaN,4.292148522606675
MINdsN,4.819650415721845
MINssO,5.326308023933975
MINssS,1.59545157260435
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.381303155727565
SpAD_D,305.91390038665156
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.2714698405106608
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1163
TMWC10,136.1212614795497
TSRW10,77.49163516357635
VE1_Dt,5.252969085157363
VE2_Dt,0.18760603875562012
VE3_Dt,2.6884128739571698
VR1_Dt,171.98921567981424
VR2_Dt,6.142471988564794
VR3_Dt,6.177051192492949
Xc-3dv,0.6338102409220417
Xc-4dv,0.0
Xc-5dv,0.11025177265211758
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4110544158647976
Xch-7d,0.6546616851101061
Xp-0dv,16.694009571483488
Xp-1dv,9.840020292130495
Xp-2dv,6.894786787064211
Xp-3dv,5.2459054805052
Xp-4dv,3.823933676001289
Xp-5dv,2.732916805192201
Xp-6dv,1.656236810946032
Xp-7dv,1.104561946100022
Xpc-4d,4.173015320328474
Xpc-5d,7.108284773917937
Xpc-6d,10.930292126940454
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,51
nFRing,1
nHBAcc,8
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,8.094619277539456
AATS0dv,8.550925925925926
AATS0pe,6.37445
AATS0se,7.808023770833333
AATS1dv,8.470588235294118
AATS1pe,6.65241568627451
AATS1se,7.91570462745098
AATS2dv,7.062745098039215
AATS2pe,6.563783529411765
AATS2se,7.964110282352942
AATS3dv,6.702127659574468
AATS3pe,6.58261914893617
AATS3se,7.962460893617021
AATS4dv,5.794612794612795
AATS4pe,6.587431313131313
AATS4se,7.948964828282827
AATS5dv,4.520114942528736
AATS5pe,6.382261206896552
AATS5se,7.833578344827587
AATS6dv,3.8452380952380953
AATS6pe,6.220527678571429
AATS6se,7.686701053571428
AATS7dv,3.650485436893204
AATS7pe,6.23343495145631
AATS7se,7.727184310679612
AATS8dv,4.10727969348659
AATS8pe,6.28911724137931
AATS8se,7.775936229885058
AATSC0Z,10.055555555555555
AATSC0c,0.022811876826194382
AATSC0d,0.5815972222222222
AATSC0i,1.642947328206353
AATSC0m,46.07205196484375
AATSC0p,0.28086380399107636
AATSC0s,0.5535973698750191
AATSC0v,49.981416216213574
AATSC1Z,0.8888888888888896
AATSC1c,-0.00739945532488745
AATSC1d,0.35059232026143794
AATSC1i,-0.07641219698495547
AATSC1m,4.072822239813111
AATSC1p,-0.013821747566901578
AATSC1s,0.021367383973479672
AATSC1v,-1.454347324387387
AATSC2Z,0.820915032679739
AATSC2c,-0.004657052430713516
AATSC2d,0.14144199346405234
AATSC2i,-0.04778902814540473
AATSC2m,4.103500982950365
AATSC2p,0.019743902110304
AATSC2s,-0.03777728326698762
AATSC2v,7.753453826970428
AATSC3Z,1.4940898345153668
AATSC3c,0.0033956974844040902
AATSC3d,-0.02929225768321508
AATSC3i,-0.11237574674345031
AATSC3m,6.861263007895611
AATSC3p,0.018887569124566336
AATSC3s,0.03559550947004706
AATSC3v,4.359028461322534
AATSC4Z,-0.7676767676767673
AATSC4c,0.00018035088843370626
AATSC4d,-0.0862268518518518
AATSC4i,-0.266566842360803
AATSC4m,-3.719455345525569
AATSC4p,-0.019595302941956872
AATSC4s,-0.05255773830555209
AATSC4v,-7.113555568260151
AATSC5Z,-0.8486590038314173
