DLiP-ID,P0001C
DLiP-Mol-ID,22469
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C7H7ClN2O/c1-9-7(11)6-4-5(8)2-3-10-6/h2-4H,1H3,(H,9,11)"
Standard Inchi Key(RDKit),BGVBBMZMEKXUTR-UHFFFAOYSA-N
Canonical SMILES(RDKit),CNC(=O)c1cc(Cl)ccn1
SMILES(SDF),
MW(SDF),
MW(RDKit),170.599
MW Monoisotopic(RDKit),170.024690524
MolLogP(RDKit),1.0946
XLogP(SDF),
XLogP(CDK),0.886
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),41.99
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),11
QED Weighted(RDKit),0.685902956378027
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BAZ2B/H4
Common Target Pref Name,BAZ2B/H4
RDKit Descriptors
Ipc,328.9915143024319
qed,0.6859029563780272
Chi0,8.267584713501616
Chi1,5.236382105218448
TPSA,41.99
Chi0n,5.965477166541927
Chi0v,6.7214061125603815
Chi1n,3.0742708063514574
Chi1v,3.4522352793606847
Chi2n,1.938423990518207
Chi2v,2.3748597709901915
Chi3n,1.1816836231242098
Chi3v,1.4167807259119485
Chi4n,0.6570080632887922
Chi4v,0.8167011564771182
MolMR,42.637200000000014
MolWt,170.599
fr_SH,0
Kappa1,8.01090817356206
Kappa2,3.344861860188002
Kappa3,1.9137205122080574
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,274.8980131294879
MolLogP,1.0946
NOCount,3
