DLiP-ID,C000LM
DLiP-Mol-ID,31004
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H10ClN3O/c1-9-5-6-10(8-11(9)15)14-17-13(18-19-14)12-4-2-3-7-16-12/h2-8H,1H3"
Standard Inchi Key(RDKit),DDWOCUSIOXUCPI-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(-c2nc(-c3ccccn3)no2)cc1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),271.707
MW Monoisotopic(RDKit),271.05123962
MolLogP(RDKit),3.76042
XLogP(SDF),
XLogP(CDK),3.789
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),51.81
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.711999987472191
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,41749.76889830267
qed,0.7119999874721914
Chi0,13.242276208189782
Chi1,9.237183443017884
TPSA,51.81
Chi0n,10.169305434300346
Chi0v,10.925234380318802
Chi1n,5.755015654626076
Chi1v,6.132980127635304
Chi2n,4.1020778818666175
