DLiP-ID,J1009P
AATSC4c,0.002364798702994834
AATSC4d,-0.08532562363319618
AATSC4i,-0.10223469068089262
AATSC4m,1.8759612482857033
AATSC4p,-0.033637582610725913
AATSC4s,0.2159496458557336
AATSC4v,-7.680993760620124
AATSC5Z,2.1134861777583893
AATSC5c,0.0012999943017643627
AATSC5d,0.08010598936874928
AATSC5i,0.0009012344804708535
AATSC5m,10.248216656891728
AATSC5p,0.00701101026375054
AATSC5s,-0.1612623635452592
AATSC5v,0.48717414134779097
AATSC6Z,2.8337884197997623
AATSC6c,-0.0019506561993581511
AATSC6d,-0.005828607435412739
AATSC6i,-0.11581258107254647
AATSC6m,14.592363516733174
AATSC6p,0.011625057951224711
AATSC6s,0.018233464465415797
AATSC6v,6.825622603970197
AATSC7Z,3.1627758671737993
AATSC7c,0.0013356868116499317
AATSC7d,-0.021499988612294175
AATSC7i,0.029837093698349162
AATSC7m,15.563418403808049
AATSC7p,0.014998874657996568
AATSC7s,-0.07149066356130644
AATSC7v,0.6813771898821778
AATSC8Z,-5.9788122243226205
AATSC8c,-0.002522266034631375
AATSC8d,0.0448960302457467
AATSC8i,0.17453618994423073
AATSC8m,-30.198618010239443
AATSC8p,-0.025193263439142403
AATSC8s,-0.057609552585824626
AATSC8v,-1.6241075346435383
ATS0are,281.78589999999986
ATS1are,304.599
ATS2are,501.8689999999999
ATS3are,597.7254000000001
ATS4are,636.1469
ATS5are,701.9975
ATS6are,633.0250000000002
ATS7are,502.4898
ATS8are,430.865
ATSC0dv,178.39076757917326
ATSC0pe,4.685323913043475
ATSC0se,2.9809209565217394
ATSC1dv,81.47331844902386
ATSC1pe,0.517448960302457
ATSC1se,0.282555088846881
ATSC2dv,65.94505770911287
ATSC2pe,1.0884296313799606
ATSC2se,0.30035844612476365
ATSC3dv,-6.6220396690186085
ATSC3pe,-1.3993672967863893
ATSC3se,-1.0229716049149329
ATSC4dv,-4.465816653312265
ATSC4pe,1.687473062381852
ATSC4se,1.6010170964083175
ATSC5dv,0.7245858194538375
ATSC5pe,-0.35467169187145525
ATSC5se,-0.06912612854442379
ATSC6dv,42.203497553424036
ATSC6pe,1.4998112476370489
ATSC6se,0.41338784120982897
ATSC7dv,-40.1287103808983
ATSC7pe,0.4277133742911155
ATSC7se,0.49704492627599206
ATSC8dv,4.3018843950721
ATSC8pe,-1.2750156899810965
ATSC8se,-0.8803662797731563
AXp-0dv,0.6645363397290005
AXp-1dv,0.3597699106421541
AXp-2dv,0.19465992504421056
AXp-3dv,0.11235025092793742
AXp-4dv,0.06264585152281772
AXp-5dv,0.03383268597142701
AXp-6dv,0.016259403551430438
AXp-7dv,0.009374630064098157
BertzCT,897.9074384170646
ECIndex,598
ETA_eta,23.537068032187246
GATS1dv,0.4533990337263023
GATS1pe,0.6390766797711078
GATS1se,0.6589612522104706
GATS2dv,0.7912318271576712
GATS2pe,0.7244904056200573
GATS2se,0.7731553548770494
GATS3dv,1.0899880306531633
GATS3pe,1.2174351722237204
GATS3se,1.257468505009875
GATS4dv,1.011073255390945
GATS4pe,0.8432338089610119
GATS4se,0.7798487067747322
GATS5dv,0.9886834857121496
GATS5pe,1.0839124174729482
GATS5se,1.095468432515108
GATS6dv,0.8721855464819044
GATS6pe,0.8340716470966155
GATS6se,0.8967664822348012
GATS7dv,1.1159813381381778
GATS7pe,0.9733713881056776
GATS7se,0.9135758038394275
GATS8dv,0.921501900819705
GATS8pe,1.1444112722010313
GATS8se,1.1406077558216536
LogEE_A,4.18200149220486
LogEE_D,144.46438184050916
MATS1dv,0.43768294686174514
MATS1pe,0.1058386989159953
MATS1se,0.09083835636517083
MATS2dv,0.2099339567561171
MATS2pe,0.1319269580658403
MATS2se,0.05722189043421747
MATS3dv,-0.017787135050752096
MATS3pe,-0.1431128723409686
MATS3se,-0.1644370653134304
MATS4dv,-0.011289798081717225
MATS4pe,0.16242575274433288
MATS4se,0.24221619040531545
MATS5dv,0.0015969430407970484
MATS5pe,-0.029761778214509194
MATS5se,-0.009117247496655878
MATS6dv,0.10076510133730311
MATS6pe,0.13634243997209008
MATS6se,0.059066510518703846
MATS7dv,-0.12467017472211361
MATS7pe,0.05059329320107021
MATS7se,0.09241126687032587
MATS8dv,0.015406773447937876
MATS8pe,-0.17386062791094892
MATS8se,-0.18868539035527246
MAXaaCH,2.014267948978898
MAXaasC,1.1372982465866668
MAXdssC,-0.22327627656000648
MAXsCH3,2.1233389999021934
MAXssNH,2.9397459608843537
MAXsssN,2.252481973668426
MDEC-11,0.3820962723620983
MDEC-12,4.578272040730656
MDEC-13,3.962644990327908
MDEC-22,6.410592342361948
MDEC-23,14.8292907892616
MDEC-33,8.846821404888043
MDEN-22,0.25
MDEN-23,0.29814239699997197
MDEO-12,0.25
MINaaCH,1.9125017059292853
MINaasC,0.46497170781893016
MINdssC,-0.22327627656000648
MINsCH3,1.7475562528283939
MINssNH,2.9397459608843537
MINsssN,2.252481973668426
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.382142857142857
SM1_Dzi,0.9819686195194228
SM1_Dzm,2.4010725146191394
SM1_Dzp,-2.8425370357958326
SM1_Dzv,-1.3743301090424884
SddssSe,0
SpAD_Dt,440.80995238314676
SpAbs_A,33.38401754862655
SpAbs_D,288.9287636810184
SpMAD_A,1.284000674947175
SpMAD_D,11.112644756962244
SpMax_A,2.4543168436459855
SpMax_D,144.46438184050916
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,86.61
TpiPC10,8.358966507626327
VAdjMat,5.807354922057604
VE1_DzZ,5.016383267020165
VE1_Dzi,5.010646798285673
VE1_Dzm,5.016492654294895
VE1_Dzp,5.012976344049639
VE1_Dzv,5.012885433285995
VE2_DzZ,0.19293781796231405
VE2_Dzi,0.19271718454944894
VE2_Dzm,0.19294202516518827
VE2_Dzp,0.19280678246344765
VE2_Dzv,0.1928032858956152
VE3_DzZ,2.5682206543346124
VE3_Dzi,2.5670764532455603
VE3_Dzm,2.568242460101093
VE3_Dzp,2.5675412643767905
VE3_Dzv,2.5675231291250458
VR1_DzZ,153.5379202252555
VR1_Dzi,154.50125473591464
VR1_Dzm,153.5196756274103
VR1_Dzp,154.1922880116853
VR1_Dzv,154.2099398373004
VR2_DzZ,5.905304624048289
VR2_Dzi,5.942355951381332
VR2_Dzm,5.90460290874655
VR2_Dzp,5.9304726158340495
VR2_Dzv,5.931151532203861
VR3_DzZ,5.989459018844081
VR3_Dzi,5.995713662600315
VR3_Dzm,5.989340183823465
VR3_Dzp,5.99371189201159
VR3_Dzv,5.993826364762047
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.12488384584534767
Xch-6dv,0.3248982919788428
Xch-7dv,0.2343263839796755
Xpc-4dv,2.212222209175791
Xpc-5dv,3.098887580098684
Xpc-6dv,3.2688165298446834
Zagreb1,134.0
Zagreb2,158.0
fragCpx,134.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,28
nBondsS,31
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,2
AATS0are,6.125780434782605
AATS1are,6.3458125
AATS2are,6.195913580246913
AATS3are,6.226306250000001
AATS4are,6.236734313725489
AATS5are,5.999978632478632
AATS6are,5.861342592592594
AATS7are,6.054093975903615
AATS8are,5.9842361111111115
AATSC0dv,3.878060164764636
AATSC0pe,0.10185486767485816
AATSC0se,0.06480262948960303
AATSC1dv,1.6973608010213306
AATSC1pe,0.010780186672967854
AATSC1se,0.005886564350976688
AATSC2dv,0.8141365149273194
AATSC2pe,0.013437402856542723
AATSC2se,0.003708128964503255
AATSC3dv,-0.0689795798856105
AATSC3pe,-0.014576742674858222
AATSC3se,-0.010655954217863884
AATSC4dv,-0.04378251620894377
AATSC4pe,0.016543853552763253
AATSC4se,0.015696246043218797
AATSC5dv,0.006193041191913141
AATSC5pe,-0.00303138198180731
AATSC5se,-0.0005908216114908016
AATSC6dv,0.390773125494667
AATSC6pe,0.013887141181824526
AATSC6se,0.0038276651963873053
AATSC7dv,-0.4834784383240759
AATSC7pe,0.005153173184230307
AATSC7se,0.005988493087662555
AATSC8dv,0.059748394376001386
AATSC8pe,-0.017708551249737452
AATSC8se,-0.012227309441293837
AETA_eta,0.9052718473918172
ATSC0are,4.739115217391304
ATSC1are,0.5770536862003758
ATSC2are,0.967640595463135
ATSC3are,-1.6308708884688117
ATSC4are,2.002796691871452
ATSC5are,-0.7102060964083172
ATSC6are,1.076809924385636
ATSC7are,0.16077689035916828
ATSC8are,-1.1419825141776931
BCUTZ-1h,35.00041820654293
BCUTZ-1l,5.698330357767577
BCUTc-1h,0.4413045540996054
BCUTc-1l,-0.4637679377281258
BCUTd-1h,3.260685786485131
BCUTd-1l,0.9778687806127837
BCUTi-1h,14.565076397803495
BCUTi-1l,10.311392984020795
BCUTm-1h,79.9041786028295
BCUTm-1l,11.710527994560175
BCUTp-1h,3.059044277385072
BCUTp-1l,0.7157301900021805
BCUTs-1h,7.008271070670746
BCUTs-1l,0.6100269618273759
BCUTv-1h,26.523893202061274
BCUTv-1l,14.681749249242207
BalabanJ,1.5122965941955842
Diameter,14
ETA_beta,33.25
GATS1are,0.6593398465040938
GATS2are,0.7611066742976798
GATS3are,1.2750600001926606
GATS4are,0.8705459685636869
GATS5are,1.1437099180523123
GATS6are,0.8666746101172493
GATS7are,1.0187009056329506
GATS8are,1.097666655351645
HybRatio,0.2631578947368421
Lipinski,False
LogEE_Dt,220.40497619157338
MATS1are,0.116690512308984
MATS2are,0.11595503877283338
MATS3are,-0.16489554094898495
MATS4are,0.19058874833767872
MATS5are,-0.05891950621452043
MATS6are,0.09677782519553137
MATS7are,0.018802088670352154
MATS8are,-0.1539527751796552
MAXssCH2,0.9462527179089435
MINssCH2,0.9462527179089435
NsssssAs,0
RotRatio,0.21428571428571427
SM1_Dzpe,1.1511359125343217
SM1_Dzse,1.1360747274255205
SMR_VSA1,9.31763212104517
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,20.771211599071872
SMR_VSA6,23.30621114668196
SMR_VSA7,51.50831653917781
SMR_VSA8,0.0
SMR_VSA9,10.57107518854976
SpAD_DzZ,219.149859827561
SpAD_Dzi,221.2676065607579
SpAD_Dzm,219.16424655153583
SpAD_Dzp,289.65769373861633
SpAD_Dzv,270.8099445535478
SpAbs_Dt,440.80995238314665
SpDiam_A,4.788897529267027
SpDiam_D,219.18276405414215
SpMAD_Dt,16.954228937813337
SpMax_Dt,220.40497619157338
SsssssAs,0
VE1_Dzpe,5.011132214363169
VE1_Dzse,5.011321901689743
VE2_Dzpe,0.19273585439858343
VE2_Dzse,0.19274315006499013
VE3_Dzpe,2.567173325482967
VE3_Dzse,2.567211177953909
VMcGowan,287.12000000000023
VR1_Dzpe,154.35097967236112
VR1_Dzse,154.3169660053896
VR2_Dzpe,5.936576141244658
VR2_Dzse,5.935267923284215
VR3_Dzpe,5.994740543039111
VR3_Dzse,5.99452015302074
mZagreb1,9.0
mZagreb2,5.888888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,40
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1030242438563327
AATSC1are,0.012021951795841162
AATSC2are,0.0119461801909029
AATSC3are,-0.01698823842155012
AATSC4are,0.019635261685014237
AATSC5are,-0.006070137576139463
AATSC6are,0.009970462262829962
AATSC7are,0.0019370709681827505
AATSC8are,-0.01586086825246796
AETA_beta,1.2788461538461537
BCUTdv-1h,6.033431794191859
BCUTdv-1l,0.2560074678657172
BCUTpe-1h,3.5153508415926984
BCUTpe-1l,2.2464137885825974
BCUTse-1h,3.723570360976464
BCUTse-1l,2.442135250918927
ETA_alpha,13.533333333333335
ETA_dBeta,0.75
ETA_eta_B,0.3858064592703734
ETA_eta_F,22.648484409264203
ETA_eta_L,6.288058772235954
ETA_eta_R,46.18555244145145
ETA_psi_1,0.6363636363636367
LabuteASA,164.67970659870534
LogEE_DzZ,109.31233065562974
LogEE_Dzi,110.67157130420662
LogEE_Dzm,109.28113116585287
LogEE_Dzp,144.302078341581
LogEE_Dzv,135.24639572573048
PEOE_VSA1,14.739793271830155
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,5.156663257125445
PEOE_VSA7,67.03299083932927
PEOE_VSA8,34.3170676474906
PEOE_VSA9,4.877147193701299
SM1_Dzare,1.191432905699048
SpAD_Dzpe,225.4919665648878
SpAD_Dzse,226.94159209033518
SpAbs_DzZ,217.31744224514335
SpAbs_Dzi,220.36117398889385
SpAbs_Dzm,217.3172676941365
SpAbs_Dzp,291.50176061446535
SpAbs_Dzv,271.8671215605036
SpDiam_Dt,324.69267024211115
SpMAD_DzZ,8.4288407625985
SpMAD_Dzi,8.51029256002915
SpMAD_Dzm,8.429394098135994
SpMAD_Dzp,11.140680528408321
SpMAD_Dzv,10.415767098213376
SpMax_DzZ,109.31233065562974
SpMax_Dzi,110.67157130420662
SpMax_Dzm,109.28113116585287
SpMax_Dzp,144.302078341581
SpMax_Dzv,135.24639572573048
VE1_Dzare,5.010454329162172
VE2_Dzare,0.19270978189085278
VE3_Dzare,2.5670380404761297
VR1_Dzare,154.42217280165875
VR2_Dzare,5.939314338525336
VR3_Dzare,5.995201678536085
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5205128205128206
AETA_dBeta,0.028846153846153848
AETA_eta_B,0.014838709971937437
AETA_eta_F,0.8710955542024693
AETA_eta_L,0.24184841431676746
AETA_eta_R,1.7763674015942865
BCUTare-1h,3.5697161106750706
BCUTare-1l,2.1968593362301467
ETA_beta_s,16.25
ETA_dPsi_A,0.07763636363636328
ETA_dPsi_B,0.0
ETA_eta_BR,0.6438064592703734
ETA_eta_FL,6.240348330866769
ETA_eta_RL,12.528407103102722
LogEE_Dzpe,112.7902577406183
LogEE_Dzse,113.51449122699164
PEOE_VSA10,17.0176269054199
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.216698334856808
SlogP_VSA2,24.1533557983021
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,29.965710494024506
SlogP_VSA6,44.707712565579726
SlogP_VSA7,0.0
SlogP_VSA8,10.57107518854976
SlogP_VSA9,0.0
SpAD_Dzare,223.69514031492724
SpAbs_Dzpe,224.42937956870233
SpAbs_Dzse,225.89290772655772
SpDiam_DzZ,168.56479892215242
SpDiam_Dzi,168.35312090074737
SpDiam_Dzm,168.54197785875678
SpDiam_Dzp,222.47095888665368
SpDiam_Dzv,207.81246246181945
SpMAD_Dzpe,8.672767944803377
SpMAD_Dzse,8.7285227727052
SpMax_Dzpe,112.7902577406183
SpMax_Dzse,113.51449122699164
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.625
AETA_eta_BR,0.024761786895014362
AETA_eta_FL,0.24001339734102956
AETA_eta_RL,0.481861811657797
DetourIndex,2783
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,17.0176269054199
EState_VSA4,33.81415207072599
EState_VSA5,11.336785877934737
EState_VSA6,6.923737199690624
EState_VSA7,35.711898112773966
EState_VSA8,45.15077988931285
EState_VSA9,4.523094936973348
ETA_beta_ns,17.0
ETA_shape_p,0.2339901477832512
ETA_shape_x,0.0
ETA_shape_y,0.3251231527093596
GhoseFilter,True
LogEE_Dzare,111.89339449999052
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,222.59535609428195
SpDiam_Dzpe,172.1308731092592
SpDiam_Dzse,173.3848789499257
SpMAD_Dzare,8.603659242881816
SpMax_Dzare,111.89339449999052
TopoPSA(NO),58.370000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.2267847204847016
VSA_EState9,45.7515316982861
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6538461538461539
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.020512820512820575
ETA_dAlpha_B,0.0
FilterItLogS,-6.6847224425098055
SpDiam_Dzare,170.5976813591338
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.592753623188406
ETA_epsilon_2,0.8179487179487176
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5321839080459773
ETA_epsilon_5,0.7987654320987652
AETA_beta_ns_d,0.057692307692307696
ETA_dEpsilon_A,0.1522130826478652
ETA_dEpsilon_B,0.060569715142428704
ETA_dEpsilon_C,-0.0916433675054365
ETA_dEpsilon_D,0.019183285849952436
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6923076923076923
MDEDescriptor,"0.3820962723620983,4.578272040730656,3.962644990327908,0.0,6.410592342361948,14.8292907892616,0.0,8.846821404888043,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.29814239699997197,0.0"
APolDescriptor,57.62985999999999
BCUTDescriptor,"11.850000000000005,78.91833748343558,-0.2757924929333378,0.23996182708156788,5.662398868704198,12.100834680169438"
BPolDescriptor,30.948139999999995
TPSADescriptor,86.61
ALOGPDescriptor,"5.2411,27.469129210000002,110.94829999999999"
XLogPDescriptor,4.5969999999999995
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,433.04596014
ChiPathDescriptor,"18.681433796945203,12.528407103102722,11.044510912037733,9.416686291171368,7.968616591292084,5.402740656539132,3.5769838742373055,2.71302571389828,17.277944832954013,10.073557497980314,7.59173707672421,5.842213048252747,4.197272052028788,2.435953389942745,1.251974073460144,0.8062181855124422"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.4765620012511172,0.5790685135931167,0.0,0.0,0.12488384584534769,0.3248982919788428,0.2343263839796755"
AtomCountDescriptor,46
BondCountDescriptor,28
SmallRingDescriptor,"3,3,3,3,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.7113976752168418,0.0,0.3538704765036391,0.0,1.0452706704703847,0.0,0.1290449724674621,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,5,0,0,0"
ZagrebIndexDescriptor,134.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"52.47562939109578,2.0182934381190685,20.584120130382956,5.603902335073577,9.425159570887935"
FractionalPSADescriptor,0.2000018657881019
WienerNumbersDescriptor,"1811.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.0608745128290655,6.861559572330183,8.167073822835542,2.2122222091757915,3.098887580098687,2.9255072779330478"
FractionalCSP3Descriptor,0.2631578947368421
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,2,0,0,6,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,9.467455621301776,4.899408284023669"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1654.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.2631578947368421
AutocorrelationDescriptorMass,"78.01472280467674,39.206983020664964,58.85835537334944,68.35322773786305,55.44756933759894"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.3683025172281804,-0.11539549301770131,-0.016747780431682468,-0.1397580161769613,0.07142904219951071"
EccentricConnectivityIndexDescriptor,598
AutocorrelationDescriptorPolarizability,"2039.108458012854,2370.602957534564,3269.5714892107862,3011.934810811432,2835.3944891440606"
