DLiP-ID,C000PC
GATS2d,1.5934593459345932
GATS2i,1.034216041296778
GATS2m,0.9205267108701806
GATS2p,1.0283436184660728
GATS2s,0.6336009332497822
GATS2v,0.994457823595118
GATS3Z,1.005395318382714
GATS3c,0.5471530394916747
GATS3d,1.5131570204000262
GATS3i,1.1813828463292226
GATS3m,1.0129782444072704
GATS3p,1.1826797671146205
GATS3s,0.7017363775148145
GATS3v,1.1492651551771509
GATS4Z,1.1341384736428008
GATS4c,0.7618192780695321
GATS4d,0.9907377834557648
GATS4i,1.1769266699156107
GATS4m,1.138613540278062
GATS4p,1.188362173445088
GATS4s,0.9360838063593151
GATS4v,1.1994614298613067
GATS5Z,0.9028344030808728
GATS5c,0.7050484700863849
GATS5d,0.7935383011985407
GATS5i,0.947787141940532
GATS5m,0.9060003009369527
GATS5p,0.9533120045970983
GATS5s,0.8034006201614063
GATS5v,0.9537550018358166
GATS6Z,0.9043181037444177
GATS6c,0.9817251851958251
GATS6d,0.8553200390461579
GATS6i,0.8508117393724081
GATS6m,0.9014345655302249
GATS6p,0.8479745730958694
GATS6s,0.947810938985454
GATS6v,0.8539108256235582
GATS7Z,1.0865927568366591
GATS7c,1.280013659138778
GATS7d,0.9095409540954094
GATS7i,0.9929397787409883
GATS7m,1.081623223532924
GATS7p,0.9883016339937292
GATS7s,1.2106708915136537
GATS7v,0.9992585923142856
GATS8Z,1.0164227642276422
GATS8c,1.372960502303745
GATS8d,0.9048404840484047
GATS8i,1.062632647762189
GATS8m,1.0139846069177556
GATS8p,1.0442555086462701
GATS8s,1.229962958146077
GATS8v,1.0031244909027754
MATS1Z,0.04275466284074609
MATS1c,-0.43839453518625127
MATS1d,0.47582993593476997
MATS1i,0.10512695451503826
MATS1m,0.04526738957780711
MATS1p,0.10484806852413343
MATS1s,-0.07888762631010185
MATS1v,0.0917287938682522
MATS2Z,0.06010347376201039
MATS2c,-0.09894935406521062
MATS2d,-0.0405040504050404
MATS2i,0.10952501939584751
MATS2m,0.06231700034765045
MATS2p,0.11024444916967718
MATS2s,0.023240767224297174
MATS2v,0.10147489256415713
MATS3Z,-0.04491078736290714
MATS3c,0.13319578046842542
MATS3d,-0.22373579639843175
MATS3i,-0.09538148041907168
MATS3m,-0.0474139700601757
MATS3p,-0.09714167340928016
MATS3s,0.08282092357831816
MATS3v,-0.0899587141881212
MATS4Z,-0.18338316286388673
MATS4c,-0.07680016792153645
MATS4d,-0.08719259022676461
MATS4i,-0.16535854818151488
MATS4m,-0.18455155672031984
MATS4p,-0.17344530777757083
MATS4s,-0.07330842722219558
MATS4v,-0.19107680345351183
MATS5Z,0.027594351732991004
MATS5c,-0.001769839175721033
MATS5d,0.019906201146430408
MATS5i,-0.020081265085474184
MATS5m,0.027054395676398675
MATS5p,-0.014033342673145368
MATS5s,-0.03490197089339679
MATS5v,0.006081171644232377
MATS6Z,0.06866368945379592
MATS6c,0.02560450406139531
MATS6d,-0.0001394505647748002
MATS6i,0.05904694353754021
MATS6m,0.06992015355696528
MATS6p,0.06603688453163156
MATS6s,-0.0485911459158484
MATS6v,0.08006880685122537
MATS7Z,-0.07565410199556541
MATS7c,-0.019429510275975597
MATS7d,-0.044104410441044115
MATS7i,-0.050522343747388836
MATS7m,-0.07475842004315338
MATS7p,-0.051128197602188376
MATS7s,-0.10017601572544667
MATS7v,-0.05726744648833891
MATS8Z,-0.008997289972899742
MATS8c,-0.03361503138157104
MATS8d,-0.08544187752108547
MATS8i,-0.1501602625463378
MATS8m,-0.011184727696491334
MATS8p,-0.1347406568962438
MATS8s,-0.0574924049492582
MATS8v,-0.07948400029145818
MAXsOH,10.434659692593495
MAXssO,5.3242987712060135
MINsOH,10.03047374968506
MINssO,5.3242987712060135
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.96593877204737
SpAD_D,178.38324145810148
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.629918325354834
SssNH2,0
SsssAs,0
SsssCH,1.7802525825144864
SsssNH,0
SssssB,0
SssssC,0.12467813051146437
SssssN,0
TMPC10,1249
TMWC10,124.38873433915269
TSRW10,71.61762387188858
VE1_Dt,4.686308924308135
VE2_Dt,0.21301404201400614
VE3_Dt,2.333102623225306
VR1_Dt,118.74716439713443
VR2_Dt,5.397598381687929
VR3_Dt,5.565453924232945
Xc-3dv,1.464708897614254
Xc-4dv,0.11785113019775792
Xc-5dv,0.5334903293362085
Xc-6dv,0.08538032205746532
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.08333333333333333
Xch-6d,0.43292838774159437
Xch-7d,0.9227289301115622
Xp-0dv,13.509417783720822
Xp-1dv,8.621670675065292
Xp-2dv,7.77602835641369
Xp-3dv,6.97424878237732
Xp-4dv,5.7233565936792425
Xp-5dv,4.459178610796622
Xp-6dv,3.2085071704539927
Xp-7dv,2.3398858878785576
Xpc-4d,5.720278173728704
Xpc-5d,9.195438323716903
Xpc-6d,14.417354115951444
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,51
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,0
nSpiro,0
naRing,1
piPC10,6.667632454703276
AATS0dv,5.125
AATS0pe,5.935172916666667
AATS0se,7.458437833333332
AATS1dv,5.0
AATS1pe,6.30228431372549
AATS1se,7.612781882352942
AATS2dv,3.797979797979798
AATS2pe,6.084914141414141
AATS2se,7.482044242424243
AATS3dv,2.651006711409396
AATS3pe,5.964893288590604
AATS3se,7.4169495838926185
AATS4dv,1.586021505376344
AATS4pe,5.813559139784947
AATS4se,7.34438840860215
AATS5dv,1.2842105263157895
AATS5pe,5.617347368421053
AATS5se,7.2277057052631575
AATS6dv,1.4647887323943662
AATS6pe,5.702742957746478
AATS6se,7.328148507042253
AATS7dv,1.707070707070707
AATS7pe,5.865247474747474
AATS7se,7.458132565656566
AATS8dv,1.617283950617284
AATS8pe,5.817216049382717
AATS8se,7.432109728395062
AATSC0Z,7.118055555555556
AATSC0c,0.0187619293549701
AATSC0d,0.701388888888889
AATSC0i,1.3096992198538737
AATSC0m,33.95924087326389
AATSC0p,0.2350454329329983
AATSC0s,1.0892379195601851
AATSC0v,51.946789487965326
AATSC1Z,0.3043300653594774
AATSC1c,-0.008225127298769399
AATSC1d,0.3337418300653595
AATSC1i,0.13768469031395927
AATSC1m,1.5372461863766271
AATSC1p,0.024644059658443615
AATSC1s,-0.08592739396105666
AATSC1v,4.765016345059061
AATSC2Z,0.42781986531986566
AATSC2c,-0.0018564807906914051
AATSC2d,-0.02840909090909084
AATSC2i,0.14344483245722187
AATSC2m,2.116238025305131
AATSC2p,0.025912454283546695
AATSC2s,0.025314724940375993
AATSC2v,5.2712948823441685
AATSC3Z,-0.3196774794929154
AATSC3c,0.002499009823528704
AATSC3d,-0.15692580164056671
AATSC3i,-0.12492105049336574
AATSC3m,-1.6101424300312288
AATSC3p,-0.022832706682320184
AATSC3s,0.09021169049450035
AATSC3v,-4.673066388538371
AATSC4Z,-1.3053315412186381
AATSC4c,-0.0014409193249937077
AATSC4d,-0.061155913978494625
AATSC4i,-0.21656996154949926
AATSC4m,-6.2672307682011645
AATSC4p,-0.040767527456776274
AATSC4s,-0.07985031875373355
AATSC4v,-9.925826485032905
AATSC5Z,0.1964181286549707
AATSC5c,-3.3205597584536533e-05
AATSC5d,0.013961988304093552
AATSC5i,-0.026300417216124375
