DLiP-ID,T004DG
AATSC4m,-7.226214511618635
AATSC4p,-0.044492312168277676
AATSC4s,-0.31891943489881625
AATSC4v,-7.493604260614483
AATSC5Z,-1.499536246345941
AATSC5c,-0.0005077194671490407
AATSC5d,0.021409427312211755
AATSC5i,-0.018949323696660254
AATSC5m,-7.681446577913811
AATSC5p,-0.0057410884757983826
AATSC5s,0.11227819815036061
AATSC5v,-0.585639619935503
AATSC6Z,0.9221580769022765
AATSC6c,0.0016509756884409811
AATSC6d,-0.03989102806770862
AATSC6i,-0.0681363651366932
AATSC6m,4.291505597648854
AATSC6p,0.005767897359362949
AATSC6s,0.25498717888764183
AATSC6v,3.2461231511637902
AATSC7Z,-0.31956211067577434
AATSC7c,0.0013740631284885915
AATSC7d,-0.04862321962159908
AATSC7i,-0.12866529597864257
AATSC7m,-2.1502586343993357
AATSC7p,-0.03416464983703189
AATSC7s,-0.1547269917853144
AATSC7v,-2.1485086072081243
AATSC8Z,0.17781007387103814
AATSC8c,-0.0014773867341682672
AATSC8d,-0.00479672286688907
AATSC8i,0.01777259436465964
AATSC8m,1.0413215369995257
AATSC8p,0.008269995446711123
AATSC8s,-0.36214751436856446
AATSC8v,0.7369716678935804
ATS0are,262.47229999999996
ATS1are,279.9320000000001
ATS2are,445.71700000000004
ATS3are,588.3288999999999
ATS4are,619.6388000000001
ATS5are,590.6649
ATS6are,560.4328999999999
ATS7are,566.5017999999999
ATS8are,504.922
ATSC0dv,156.7448894242029
ATSC0pe,5.197809756097558
ATSC0se,3.5734712195121943
ATSC1dv,19.2496888895417
ATSC1pe,-0.2905029149315883
ATSC1se,-0.11705952290303373
ATSC2dv,-15.585757546825711
ATSC2pe,0.21819553837001815
ATSC2se,0.33911323497917883
ATSC3dv,-32.45636497316493
ATSC3pe,0.9813044616299823
ATSC3se,0.7688940333135034
ATSC4dv,-71.26368784013043
ATSC4pe,-1.7192011302795949
ATSC4se,-0.9286509827483633
ATSC5dv,38.15710568126458
ATSC5pe,-0.07763188578227262
ATSC5se,-0.1046483759666862
ATSC6dv,63.83053476725676
ATSC6pe,1.4936619869125505
ATSC6se,0.6359617971445565
ATSC7dv,-9.557299406176844
ATSC7pe,-0.12876948245092262
ATSC7se,-0.26291492920880366
ATSC8dv,-61.51286181636281
ATSC8pe,-2.085189530041642
ATSC8se,-1.4799380814991068
AXp-0dv,0.5883312264653769
AXp-1dv,0.3124088278552388
AXp-2dv,0.17297044286871038
AXp-3dv,0.09471325153269633
AXp-4dv,0.051701504798905104
AXp-5dv,0.027853022841532484
AXp-6dv,0.015405795832938765
AXp-7dv,0.008057715740604106
BertzCT,922.5801068877555
ECIndex,496
ETA_eta,19.152305761267243
GATS1dv,0.6142202149184708
GATS1pe,0.7370904272629517
GATS1se,0.7272487074727721
GATS2dv,0.8558124566468734
GATS2pe,0.6484929259268547
GATS2se,0.6098977341973699
GATS3dv,1.0344545435041863
GATS3pe,0.7716343419328133
GATS3se,0.7450770765477591
GATS4dv,1.2149169823438672
GATS4pe,1.2133064460614431
GATS4se,1.198691301217226
GATS5dv,0.954425438315878
GATS5pe,1.1328386082204955
GATS5se,1.1541788020181145
GATS6dv,0.8512536997597022
GATS6pe,0.9380786858800584
GATS6se,1.000866081370557
GATS7dv,1.1118099825276582
GATS7pe,1.238735726355682
GATS7se,1.3286749906239885
GATS8dv,1.274418857146198
GATS8pe,1.434557498622957
GATS8se,1.510607494356754
LogEE_A,4.1416911765917055
LogEE_D,125.51178539035715
MATS1dv,0.11709698855261169
MATS1pe,-0.053289974901728446
MATS1se,-0.03123430610588096
MATS2dv,-0.058239862762922624
MATS2pe,0.024587326181477985
MATS2se,0.055582780439799945
MATS3dv,-0.09031554182058722
MATS3pe,0.08234541006723588
MATS3se,0.09384955229906854
MATS4dv,-0.19217063518948144
MATS4pe,-0.13980362437140723
MATS4se,-0.1098434984430963
MATS5dv,0.10732056323026767
MATS5pe,-0.0065844675867278
MATS5se,-0.012910501498315742
MATS6dv,0.18973011837833928
MATS6pe,0.13388537309037118
MATS6se,0.08291668368354152
MATS7dv,-0.028734682701467257
MATS7pe,-0.011675007664536078
MATS7se,-0.034672851771257035
MATS8dv,-0.2036710527287048
MATS8pe,-0.2082005733314728
MATS8se,-0.2149364255994895
MAXaaCH,1.935200827244478
MAXaaNH,3.1301729270041863
MAXaaaC,0.9660930020156213
MAXaasC,0.8718771914630051
MAXdssC,-0.4019293797766019
MAXssNH,2.6729428854875286
MDEC-22,9.860722827880025
MDEC-23,19.964633100407312
MDEC-33,8.966837279257104
MDEN-22,0.6694329500821695
MDEO-11,0.6694329500821695
MINaaCH,1.651805765516083
MINaaNH,3.1301729270041863
MINaaaC,0.9423953533305988
MINaasC,0.41404302616108213
MINdssC,-0.6752919501133781
MINssNH,1.6214260125346436
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.007142857142857
SM1_Dzi,1.2420033006675162
SM1_Dzm,2.0249793912848943
SM1_Dzp,-4.348969231169468
SM1_Dzv,-1.930903462271982
SddssSe,0
SpAD_Dt,443.4386009113076
SpAbs_A,32.460277170443206
SpAbs_D,251.02357078071438
SpMAD_A,1.2984110868177283
SpMAD_D,10.040942831228573
SpMax_A,2.4185032911979465
SpMax_D,125.51178539035715
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,94.22
TpiPC10,8.263230952741552
VAdjMat,5.754887502163468
VE1_DzZ,4.945155927712011
VE1_Dzi,4.941569448928125
VE1_Dzm,4.945169194307356
VE1_Dzp,4.924774090448451
VE1_Dzv,4.938541599611493
VE2_DzZ,0.19780623710848044
VE2_Dzi,0.197662777957125
VE2_Dzm,0.19780676777229422
VE2_Dzp,0.19699096361793803
VE2_Dzv,0.19754166398445971
VE3_DzZ,2.5146992288504837
VE3_Dzi,2.513973714829496
VE3_Dzm,2.514701911592493
VE3_Dzp,2.5105691354864432
VE3_Dzv,2.5133607967364613
VR1_DzZ,142.34117654371434
VR1_Dzi,143.0515868079294
VR1_Dzm,142.3283862139997
VR1_Dzp,144.80094915309922
VR1_Dzv,143.63374485188163
VR2_DzZ,5.693647061748574
VR2_Dzi,5.722063472317176
VR2_Dzm,5.693135448559988
VR2_Dzp,5.792037966123969
VR2_Dzv,5.745349794075265
VR3_DzZ,5.874517559439055
VR3_Dzi,5.879496043989138
VR3_Dzm,5.874427698551931
VR3_Dzp,5.891650766729006
VR3_Dzv,5.883557352886729
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.12273774037621366
Xch-7dv,0.1764997048741756
Xpc-4dv,1.7294763424827717
Xpc-5dv,2.200200339867296
Xpc-6dv,2.4793921990233616
Zagreb1,128.0
Zagreb2,150.0
fragCpx,129.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,27
nBondsS,25
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.4017634146341456
AATS1are,6.510046511627909
AATS2are,6.367385714285715
AATS3are,6.258818085106381
AATS4are,6.388028865979382
AATS5are,6.351235483870967
AATS6are,6.36855568181818
AATS7are,6.511514942528734
AATS8are,6.391417721518987
AATSC0dv,3.823046083517144
AATSC0pe,0.12677584770969655
AATSC0se,0.08715783462224864
AATSC1dv,0.447667183477714
AATSC1pe,-0.006755881742595077
AATSC1se,-0.0027223144861170637
AATSC2dv,-0.2226536792403673
AATSC2pe,0.0031170791195716877
AATSC2se,0.004844474785416841
AATSC3dv,-0.3452804784379248
AATSC3pe,0.010439409166276408
AATSC3se,0.00817972375865429
AATSC4dv,-0.7346771942281488
AATSC4pe,-0.017723722992573143
AATSC4se,-0.009573721471632612
AATSC5dv,0.41029145893832886
AATSC5pe,-0.0008347514600244367
AATSC5se,-0.001125251354480497
AATSC6dv,0.7253469859915541
AATSC6pe,0.0169734316694608
AATSC6se,0.007226838603915414
AATSC7dv,-0.10985401616295222
AATSC7pe,-0.0014801089936887658
AATSC7se,-0.0030220106805609616
AATSC8dv,-0.7786438204602887
AATSC8pe,-0.0263948041777423
AATSC8se,-0.018733393436697554
AETA_eta,0.7660922304506897
ATSC0are,5.471751219512193
ATSC1are,-0.25914396192742273
ATSC2are,0.40652230814991164
ATSC3are,1.230743545508625
ATSC4are,-1.9573284949434833
ATSC5are,0.05246186793575308
ATSC6are,1.4960168947055323
ATSC7are,-0.40587697798928957
ATSC8are,-2.496918203450324
BCUTZ-1h,35.000418155619535
BCUTZ-1l,5.676101557746661
BCUTc-1h,0.4193909086729779
BCUTc-1l,-0.35650256372712474
BCUTd-1h,3.2408576884801668
BCUTd-1l,0.9771649657571837
BCUTi-1h,14.551027289004402
BCUTi-1l,10.937032751547422
BCUTm-1h,79.90417858271321
BCUTm-1l,11.687543915176812
BCUTp-1h,3.058987780624358
BCUTp-1l,0.7485587800953445
BCUTs-1h,7.009359131534133
BCUTs-1l,1.0433489383537893
BCUTv-1h,26.52389254780114
BCUTv-1l,14.696457952020426
BalabanJ,1.5918248478326136
Diameter,12
ETA_beta,33.0
GATS1are,0.7571828675791156
GATS2are,0.6391268017946595
GATS3are,0.7524604885292526
GATS4are,1.2398638995009943
GATS5are,1.146510340687233
GATS6are,0.9653092047289206
GATS7are,1.2922337521452154
GATS8are,1.489602478297949
HybRatio,0.1111111111111111
Lipinski,True
LogEE_Dt,221.71930045565378
MATS1are,-0.045157527176088036
MATS2are,0.04351548778311881
MATS3are,0.09810637446208362
MATS4are,-0.151199201535014
MATS5are,0.0042268643899238045
MATS6are,0.1273829608538076
MATS7are,-0.0349568812195158
MATS8are,-0.23682892168235453
MAXssCH2,0.24265802154195049
MAXsssCH,-0.9131368102796678
MINssCH2,0.24265802154195049
MINsssCH,-0.9131368102796678
NsssssAs,0
RotRatio,0.18518518518518517
SM1_Dzpe,1.3982289357901356
SM1_Dzse,1.3132134234848374
SMR_VSA1,14.796327392920933
SMR_VSA2,0.0
SMR_VSA3,15.780863723074742
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,0.0
SMR_VSA7,70.32740261853236
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,200.1855219617347
SpAD_Dzi,198.57144726085363
SpAD_Dzm,200.21329604868998
SpAD_Dzp,259.1395846287659
SpAD_Dzv,237.94934702061403
SpAbs_Dt,443.4386009113075
SpDiam_A,4.755861369529812
SpDiam_D,183.00545912910758
SpMAD_Dt,17.737544036452306
SpMax_Dt,221.71930045565378
SsssssAs,0
VE1_Dzpe,4.942811874049094
VE1_Dzse,4.9430301618999595
VE2_Dzpe,0.19771247496196376
VE2_Dzse,0.1977212064759984
VE3_Dzpe,2.5142251064112076
VE3_Dzse,2.5142692681224927
VMcGowan,258.24999999999994
VR1_Dzpe,142.8421978674736
VR1_Dzse,142.83418370784165
VR2_Dzpe,5.713687914698944
VR2_Dzse,5.713367348313666
VR3_Dzpe,5.8780312414007705
VR3_Dzse,5.877975134839985
mZagreb1,8.13888888888889
mZagreb2,5.6388888888888875
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,34
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13345734681737056
AATSC1are,-0.006026603765754017
AATSC2are,0.005807461544998738
AATSC3are,0.013093016441581118
AATSC4are,-0.02017864427776787
AATSC5are,0.0005641061068360546
AATSC6are,0.01700019198529014
AATSC7are,-0.004665252620566547
AATSC8are,-0.031606559537345875
AETA_beta,1.32
BCUTdv-1h,6.02318593338446
BCUTdv-1l,0.25601409342089304
BCUTpe-1h,3.4925040963085627
BCUTpe-1l,2.2253430163671775
BCUTse-1h,3.704958650283657
BCUTse-1l,2.421224015078066
ETA_alpha,12.533333333333333
ETA_dBeta,2.0
ETA_eta_B,0.3176581118485089
ETA_eta_F,24.83090255365483
ETA_eta_L,5.303225964422833
ETA_eta_R,43.983208314922074
ETA_psi_1,0.5949367088607597
LabuteASA,151.87767916051592
LogEE_DzZ,99.94868595731384
LogEE_Dzi,99.33540376245352
LogEE_Dzm,99.92090794689452
LogEE_Dzp,128.69999846814906
LogEE_Dzv,118.58849281785263
PEOE_VSA1,10.30076712495354
PEOE_VSA2,14.796327392920933
PEOE_VSA3,5.480096598121202
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,39.69249659503117
PEOE_VSA8,27.993309642452555
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.5017373553477598
SpAD_Dzpe,201.47119938737944
SpAD_Dzse,202.78662552685967
SpAbs_DzZ,198.4995219617347
SpAbs_Dzi,197.42880422423954
SpAbs_Dzm,198.51231336001067
SpAbs_Dzp,261.74896616746764
SpAbs_Dzv,239.10788909797722
SpDiam_Dt,311.9298205376596
SpMAD_DzZ,8.007420878469388
SpMAD_Dzi,7.942857890434145
SpMAD_Dzm,8.0085318419476
SpMAD_Dzp,10.365583385150636
SpMAD_Dzv,9.517973880824561
SpMax_DzZ,99.94868595731384
SpMax_Dzi,99.33540376245352
SpMax_Dzm,99.92090794689452
SpMax_Dzp,128.69999846814906
SpMax_Dzv,118.58849281785263
VE1_Dzare,4.94230021027929
VE2_Dzare,0.19769200841117163
VE3_Dzare,2.514121584313351
VR1_Dzare,142.87041934537297
VR2_Dzare,5.714816773814919
VR3_Dzare,5.878228792900361
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5013333333333333
AETA_dBeta,0.08
AETA_eta_B,0.012706324473940355
AETA_eta_F,0.9932361021461932
AETA_eta_L,0.21212903857691331
AETA_eta_R,1.759328332596883
BCUTare-1h,3.54705913698607
BCUTare-1l,2.1755324169106536
ETA_beta_s,15.5
ETA_dPsi_A,0.1190632911392403
ETA_dPsi_B,0.0
ETA_eta_BR,0.5756581118485089
ETA_eta_FL,6.793329486101754
ETA_eta_RL,12.096555450524587
LogEE_Dzpe,100.79152885112133
LogEE_Dzse,101.44584130036921
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
SlogP_VSA1,10.796885202127534
SlogP_VSA2,28.04743183357547
SlogP_VSA3,11.21535880699783
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,59.20049963513837
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,200.012798785712
SpAbs_Dzpe,200.18482876645254
SpAbs_Dzse,201.5784691772536
SpDiam_DzZ,149.61480735014817
SpDiam_Dzi,147.72958266324733
SpDiam_Dzm,149.5892606014839
SpDiam_Dzp,191.14204786622338
SpDiam_Dzv,177.07583228234682
SpMAD_Dzpe,8.058847975495178
SpMAD_Dzse,8.111465021074387
SpMax_Dzpe,100.79152885112133
SpMax_Dzse,101.44584130036921
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.62
AETA_eta_BR,0.023026324473940357
AETA_eta_FL,0.27173317944407016
AETA_eta_RL,0.4838622180209835
DetourIndex,2652
EState_VSA1,17.85620028785097
EState_VSA2,6.4208216229260096
EState_VSA3,10.03617100752941
EState_VSA4,16.466376423778055
EState_VSA5,0.0
EState_VSA6,35.94240844358072
EState_VSA7,24.26546827384644
EState_VSA8,26.230711022902888
EState_VSA9,5.20725302477729
ETA_beta_ns,17.5
ETA_shape_p,0.18617021276595744
ETA_shape_x,0.0
ETA_shape_y,0.3191489361702128
GhoseFilter,True
LogEE_Dzare,100.0664688870699
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,198.63120041879205
SpDiam_Dzpe,150.27750426841158
SpDiam_Dzse,151.29968450034116
SpMAD_Dzare,8.00051195142848
SpMax_Dzare,100.0664688870699
TopoPSA(NO),94.22
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.6275471023017924
VSA_EState9,58.804110895576216
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0013333333333333285
ETA_dAlpha_B,0.0
FilterItLogS,-5.089479213460194
SpDiam_Dzare,149.1331840722965
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6308943089430895
ETA_epsilon_2,0.8426666666666663
ETA_epsilon_3,0.44084507042253557
ETA_epsilon_4,0.546666666666667
ETA_epsilon_5,0.7678160919540228
AETA_beta_ns_d,0.02
ETA_dEpsilon_A,0.19004923852055394
ETA_dEpsilon_B,0.08422764227642254
ETA_dEpsilon_C,-0.1058215962441314
ETA_dEpsilon_D,0.07485057471264356
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.76
MDEDescriptor,"0.0,0.0,0.0,0.0,9.860722827880025,19.964633100407312,0.0,8.966837279257104,0.0,0.0,0.6694329500821695,0.0,0.0,0.0,0.0,0.0,0.6694329500821695,0.0,0.0"
APolDescriptor,51.10468799999998
BCUTDescriptor,"11.998832197889378,78.9185182661067,-0.3088040707668458,0.24089138908965155,4.28159001524692,10.82043756962953"
BPolDescriptor,21.357311999999997
TPSADescriptor,94.22
ALOGPDescriptor,"2.575,6.630625000000001,96.03710000000001"
XLogPDescriptor,3.038
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,401.03750360000004
ChiPathDescriptor,"17.81119030894213,12.096555450524587,10.565717020974352,9.119067151727917,7.275914926435685,5.4445851392365965,3.5465242799112184,2.4988560887277216,14.708280661634424,8.435038352091448,6.399906386142283,4.640949325102119,3.1537917927332093,1.9497115989072753,1.0938115041386525,0.6285018277671199"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.37079081189859814,0.5183302655254134,0.0,0.0,0.036084391824351615,0.12273774037621366,0.17649970487417557"
AtomCountDescriptor,41
BondCountDescriptor,27
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.4792723081624561,0.0,0.4463839834155876,0.0,0.8140604523418236,0.0,0.16769254932932304,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,0,2,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"50.72395810489162,2.028958324195665,18.899084854719504,7.473236529227839,8.889754527885295"
FractionalPSADescriptor,0.23494062065072158
WienerNumbersDescriptor,"1523.0,38.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.8741484422660224,5.9846691811882815,7.46549335187625,1.729476342482772,2.200200339867296,2.244727693081359"
FractionalCSP3Descriptor,0.1111111111111111
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,2,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.753086419753085,9.273922571219869,4.837984173261141"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1249.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.1111111111111111
AutocorrelationDescriptorMass,"71.66143880176767,34.701230678378565,51.57182358008323,59.46967073524377,58.48044190193982"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.40164631988228794,-0.15213023554805472,-0.03349445764067917,0.03272032270103487,-0.08316799859622492"
EccentricConnectivityIndexDescriptor,496
AutocorrelationDescriptorPolarizability,"1758.6401922322775,2046.4794425655018,2792.9630753898477,2720.7776672686537,2364.229116141629"
