DLiP-ID,I0012Y
DLiP-Mol-ID,29343
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H16N2O3S/c1-8-3-2-5-14(7-8)12(17)13-10-9(11(15)16)4-6-18-10/h4,6,8H,2-3,5,7H2,1H3,(H,13,17)(H,15,16)/t8-/m1/s1"
Standard Inchi Key(RDKit),SAVTWYBICKMDSC-MRVPVSSYSA-N
Canonical SMILES(RDKit),C[C@@H]1CCCN(C(=O)Nc2sccc2C(=O)O)C1
SMILES(SDF),
MW(SDF),
MW(RDKit),268.338
MW Monoisotopic(RDKit),268.088163372
MolLogP(RDKit),2.7101
XLogP(SDF),
XLogP(CDK),1.61
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),69.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.866055418068873
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,VEGF_VEGFR
Common Target Pref Name,VEGF/VEGFR
RDKit Descriptors
Ipc,14913.314077342598
qed,0.8660554180688725
Chi0,13.120955864630139
Chi1,8.575387400469408
TPSA,69.64
Chi0n,10.179649994706574
Chi0v,10.9961465756343
Chi1n,5.943599141670443
Chi1v,6.823251952925338
Chi2n,4.592120757058566
Chi2v,5.508236834893854
Chi3n,3.0603258270747995
Chi3v,3.890168889875913
Chi4n,2.1245231173524846
Chi4v,2.8932843460089437
MolMR,70.26800000000004
MolWt,268.338
fr_SH,0
Kappa1,12.885564346435487
Kappa2,5.389882272896517
Kappa3,2.8149872651829244
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,457.92992937031073
MolLogP,2.7101000000000006
NOCount,5
fr_Ar_N,0
fr_COO2,1
fr_urea,1
BalabanJ,2.0203790543750957
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,5.917906046161393
SMR_VSA5,19.765380445542643
