DLiP-ID,T007OO
AATSC4i,-0.12600845006513586
AATSC4m,8.622963128451396
AATSC4p,0.03308686241120298
AATSC4s,-0.9857287306343129
AATSC4v,3.4780750076068925
AATSC5Z,-0.45678709677419355
AATSC5c,0.003622440757121899
AATSC5d,0.01661290322580645
AATSC5i,0.13872603913848028
AATSC5m,-2.2929258519807894
AATSC5p,-0.01968842048078747
AATSC5s,0.14523251846197724
AATSC5v,-3.780374229167704
AATSC6Z,0.77536
AATSC6c,0.001928995680627016
AATSC6d,-0.05159999999999999
AATSC6i,-0.003521168522343235
AATSC6m,3.7183805639646956
AATSC6p,0.01197597102478952
AATSC6s,0.23687403368388962
AATSC6v,-0.0942714396108058
AATSC7Z,-1.338092307692308
AATSC7c,-0.004166876546063916
AATSC7d,-0.06230769230769232
AATSC7i,-0.1663361032924966
AATSC7m,-6.128839938599397
AATSC7p,-0.02478954601471178
AATSC7s,-0.2659863288898269
AATSC7v,-2.4480877707027755
AATSC8Z,-2.116276106194691
AATSC8c,0.0036493796154109712
AATSC8d,0.09353982300884954
AATSC8i,0.17587416579309426
AATSC8m,-9.914278462752605
AATSC8p,-0.009149932008738395
AATSC8s,0.23884347528908412
AATSC8v,-2.9118705707378387
ATS0are,335.84119999999996
ATS1are,338.72479999999996
ATS2are,597.5360000000001
ATS3are,817.8919
ATS4are,891.1611
ATS5are,855.1052
ATS6are,806.808
ATS7are,836.7980000000001
ATS8are,746.3582
ATSC0dv,226.6755555555556
ATSC0pe,9.515567999999995
ATSC0se,7.06390122
ATSC1dv,6.208039506172836
ATSC1pe,-0.49904271999999933
ATSC1se,-0.06966978880000038
ATSC2dv,39.31122962962962
ATSC2pe,2.5839982400000006
ATSC2se,2.002537919599999
ATSC3dv,-1.3312197530864198
ATSC3pe,-0.6648227200000022
ATSC3se,-1.2906817988000001
ATSC4dv,-100.58413827160493
ATSC4pe,-6.621426879999996
ATSC4se,-5.0668751251999975
ATSC5dv,-36.82698271604938
ATSC5pe,1.5731993600000067
ATSC5se,2.2735101944
ATSC6dv,4.535308641975306
ATSC6pe,1.633251999999998
ATSC6se,0.8954177899999993
ATSC7dv,-31.044839506172842
ATSC7pe,-2.6622928000000012
ATSC7se,-2.4868061919999995
ATSC8dv,-2.4916938271604883
ATSC8pe,0.31997632000000265
ATSC8se,0.8885104828000004
AXp-0dv,0.5942740671859476
AXp-1dv,0.34953723772045575
AXp-2dv,0.20494384977099647
AXp-3dv,0.11914473152932493
AXp-4dv,0.07582082805595383
AXp-5dv,0.04294368025604039
AXp-6dv,0.027103661558154524
AXp-7dv,0.016168083245966174
BertzCT,1092.2490840174619
ECIndex,716
ETA_eta,28.15415706916448
GATS1dv,0.643397447628164
GATS1pe,0.6012584203712682
GATS1se,0.5921076650746693
GATS2dv,0.7124804390107711
GATS2pe,0.5322868312707703
GATS2se,0.5294210498600375
GATS3dv,0.9260004745495201
GATS3pe,0.8830040041402988
GATS3se,0.9084702938870987
GATS4dv,1.3008104142688128
GATS4pe,1.408775044941312
GATS4se,1.4174300363670562
GATS5dv,1.1577922430900522
GATS5pe,1.0687135578515197
GATS5se,1.0351837522101264
GATS6dv,0.9469866105468628
GATS6pe,0.8439567243910193
GATS6se,0.8398414172614945
GATS7dv,1.03976188967954
GATS7pe,1.0852874913065542
GATS7se,1.1266658577260054
GATS8dv,1.0790686790118358
GATS8pe,1.1051188566272225
GATS8se,1.0927449850075004
LogEE_A,4.35261804205271
LogEE_D,182.34915194347616
MATS1dv,0.02633397651240087
MATS1pe,-0.050427758934702464
MATS1se,-0.009483453894965693
MATS2dv,0.09528851342897848
MATS2pe,0.1492059383893062
MATS2se,0.15576315777243835
MATS3dv,-0.0023121252033998082
MATS3pe,-0.02750663211554557
MATS3se,-0.07193509997474752
MATS4dv,-0.16681810142128514
MATS4pe,-0.2615984905539963
MATS4se,-0.2696583960203761
MATS5dv,-0.0655103271654678
MATS5pe,0.0666649201230199
MATS5se,0.12977785972110512
MATS6dv,0.008003171988898033
MATS6pe,0.06865599615283077
MATS6se,0.05070386813817871
MATS7dv,-0.052675829370860926
MATS7pe,-0.10760879111270817
MATS7se,-0.13540165557411346
MATS8dv,-0.004863865403778281
MATS8pe,0.014879032179463942
MATS8se,0.05565568077513884
MAXaaCH,1.55609751451389
MAXaasC,0.12694669349989796
MAXdssC,-0.765796957671957
MAXssNH,2.3470277112902775
MAXsssN,1.006285115898211
MDEC-22,10.446640021312689
MDEC-23,21.625237509780245
MDEC-33,8.424467155465006
MDEN-23,0.33333333333333337
MDEO-11,1.9905358527674863
MINaaCH,1.1919308478472233
MINaasC,-0.5917549365522563
MINdssC,-1.3558980063814106
MINssNH,2.3470277112902775
MINsssN,1.006285115898211
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.7881652661064424
SM1_Dzi,1.8462946237444298
SM1_Dzm,3.846845462363965
SM1_Dzp,-7.5540117866315875
SM1_Dzv,-2.8561251774310072
SddssSe,0
SpAD_Dt,579.7627651078747
SpAbs_A,38.12056569605123
SpAbs_D,364.6983038869522
SpMAD_A,1.2296956676145558
SpMAD_D,11.764461415708139
SpMax_A,2.487448361995226
SpMax_D,182.34915194347616
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,112.16
TpiPC10,7.825719609608301
VAdjMat,6.044394119358453
VE1_DzZ,5.495246043325594
VE1_Dzi,5.496319746123317
VE1_Dzm,5.49553273046882
VE1_Dzp,5.499527883506253
VE1_Dzv,5.508489602853983
VE2_DzZ,0.1772660013975998
VE2_Dzi,0.17730063697171988
VE2_Dzm,0.17727524936996195
VE2_Dzp,0.17740412527439525
VE2_Dzv,0.17769321299528976
VE3_DzZ,2.835285474199708
VE3_Dzi,2.835480842688912
VE3_Dzm,2.8353376428674957
VE3_Dzp,2.8360643606826175
VE3_Dzv,2.837692577814121
VR1_DzZ,195.26438463012457
VR1_Dzi,195.95767262433134
VR1_Dzm,195.21060792993683
VR1_Dzp,196.0306816346874
VR1_Dzv,194.87649658425738
VR2_DzZ,6.298851117100792
VR2_Dzi,6.321215245946172
VR2_Dzm,6.297116384836672
VR2_Dzp,6.323570375312497
VR2_Dzv,6.286338599492174
VR3_DzZ,6.405756570378743
VR3_Dzi,6.409300791401454
VR3_Dzm,6.4054811278968815
VR3_Dzp,6.409673297423161
VR3_Dzv,6.40376811855351
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.2092809843277655
Xch-7dv,0.3587042881149398
Xpc-4dv,3.338737534879814
Xpc-5dv,5.142132501302632
Xpc-6dv,6.896943458294552
Zagreb1,162.0
Zagreb2,190.0
fragCpx,159.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,33
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,11
naHRing,0
AATS0are,6.716823999999999
AATS1are,6.51393846153846
AATS2are,6.566329670329671
AATS3are,6.4400937007874015
AATS4are,6.700459398496241
AATS5are,6.896009677419355
AATS6are,6.454464
AATS7are,6.4369076923076936
AATS8are,6.604939823008849
AATSC0dv,4.533511111111112
AATSC0pe,0.1903113599999999
AATSC0se,0.1412780244
AATSC1dv,0.11938537511870839
AATSC1pe,-0.009596975384615371
AATSC1se,-0.0013398036307692381
AATSC2dv,0.4319915343915343
AATSC2pe,0.02839558505494506
AATSC2se,0.022005911204395594
AATSC3dv,-0.01048204529989307
AATSC3pe,-0.005234824566929151
AATSC3se,-0.010162848809448819
AATSC4dv,-0.7562717163278566
AATSC4pe,-0.049785164511278165
AATSC4se,-0.03809680545263156
AATSC5dv,-0.2969917960971724
AATSC5pe,0.01268709161290328
AATSC5se,0.018334759632258064
AATSC6dv,0.03628246913580245
AATSC6pe,0.013066015999999984
AATSC6se,0.007163342319999995
AATSC7dv,-0.2388064577397911
AATSC7pe,-0.020479175384615394
AATSC7se,-0.019129278399999998
AATSC8dv,-0.022050387850977772
AATSC8pe,0.0028316488495575454
AATSC8se,0.007862924626548676
AETA_eta,0.9081986151343381
ATSC0are,10.001807999999995
ATSC1are,-0.7833043199999998
ATSC2are,3.10324544
ATSC3are,-0.16409232000000076
ATSC4are,-7.928933279999998
ATSC5are,1.1864521600000026
ATSC6are,1.884631999999999
ATSC7are,-2.4503168
ATSC8are,0.9314099200000008
BCUTZ-1h,17.002129318542508
BCUTZ-1l,5.693501328672118
BCUTc-1h,0.4609334261239763
BCUTc-1l,-0.37499976157430515
BCUTd-1h,4.0485459490554305
BCUTd-1l,0.9706464050747835
BCUTi-1h,17.424773198535373
BCUTi-1l,10.319764741919148
BCUTm-1h,35.451528998239986
BCUTm-1l,11.704852811664152
BCUTp-1h,2.954624096193937
BCUTp-1l,0.545846868554147
BCUTs-1h,8.001923059278077
BCUTs-1l,0.2975837817348233
BCUTv-1h,24.441834715703393
BCUTv-1l,13.304118256071767
BalabanJ,1.6496642577679954
Diameter,14
ETA_beta,39.0
GATS1are,0.6454583011391543
GATS2are,0.5269670320529125
GATS3are,0.8627803085328157
GATS4are,1.500348210727711
GATS5are,1.1326218751907722
GATS6are,0.8625243356001234
GATS7are,1.0519528838416785
GATS8are,1.0651346360471832
HybRatio,0.3
Lipinski,True
LogEE_Dt,289.8813825539373
MATS1are,-0.07530410809417967
MATS2are,0.17047716893664755
MATS3are,-0.006459159742973622
MATS4are,-0.2980263153384275
MATS5are,0.047832164847821455
MATS6are,0.07537165280517281
MATS7are,-0.09422591780021561
MATS8are,0.04120537838617191
MAXddssS,-4.103352195401933
MAXssCH2,0.41335916021341723
MAXsssCH,-1.106270891072479
MINddssS,-4.103352195401933
MINssCH2,-0.2806371024458152
MINsssCH,-1.42114050558495
NsssssAs,0
RotRatio,0.21212121212121213
SM1_Dzpe,2.372973410971316
SM1_Dzse,2.327424436802223
SMR_VSA1,27.50381379498811
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,36.24163000259173
SMR_VSA6,6.544756405912575
SMR_VSA7,63.8905084394568
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,269.4480268032049
SpAD_Dzi,300.1230303447044
SpAD_Dzm,269.1892272593584
SpAD_Dzp,381.55798797560317
SpAD_Dzv,362.7420615429943
SpAbs_Dt,579.7627651078749
SpDiam_A,4.928011909857988
SpDiam_D,270.6468798909643
SpMAD_Dt,18.702024680899182
SpMax_Dt,289.8813825539373
SsssssAs,0
VE1_Dzpe,5.498368558278081
VE1_Dzse,5.49870433838997
VE2_Dzpe,0.1773667276863897
VE2_Dzse,0.17737755930290228
VE3_Dzpe,2.8358535339597797
VE3_Dzse,2.835914601139228
VMcGowan,317.5800000000007
VR1_Dzpe,195.4308148732469
VR1_Dzse,195.38110689830887
VR2_Dzpe,6.304219834620868
VR2_Dzse,6.302616351558351
VR3_Dzpe,6.40660854016696
VR3_Dzse,6.406354157061242
mZagreb1,12.17361111111111
mZagreb2,6.694444444444444
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,42
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2000361599999999
AATSC1are,-0.015063544615384613
AATSC2are,0.03410159824175824
AATSC3are,-0.0012920655118110295
AATSC4are,-0.059616039699248106
AATSC5are,0.009568162580645183
AATSC6are,0.015077055999999991
AATSC7are,-0.018848590769230768
AATSC8are,0.008242565663716821
AETA_beta,1.2580645161290323
BCUTdv-1h,7.004065297925996
BCUTdv-1l,0.6449027948669974
BCUTpe-1h,3.9886832846649303
BCUTpe-1l,2.2396912828875024
BCUTse-1h,4.009976046689128
BCUTse-1l,2.4387709950017675
ETA_alpha,15.014285714285714
ETA_dBeta,0.0
ETA_eta_B,0.8239522782182984
ETA_eta_F,35.27475339160189
ETA_eta_L,7.104243401014848
ETA_eta_R,63.428910460766375
ETA_psi_1,0.5162082514734776
LabuteASA,188.36202064240427
LogEE_DzZ,134.5070830306341
LogEE_Dzi,150.12107306344072
LogEE_Dzm,134.38129030563738
LogEE_Dzp,189.3295458861278
LogEE_Dzv,180.91036542029858
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,17.60274921607558
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,41.40098098584986
PEOE_VSA7,42.67056301139546
PEOE_VSA8,23.01084465632124
PEOE_VSA9,4.895483475517775
SM1_Dzare,2.3987762196652
SpAD_Dzpe,301.3857186386361
SpAD_Dzse,300.9956704474478
SpAbs_DzZ,266.14865705530565
SpAbs_Dzi,298.395851503137
SpAbs_Dzm,265.83874895342854
SpAbs_Dzp,386.2131035588869
SpAbs_Dzv,364.6768560180282
SpDiam_Dt,428.5646029618313
SpMAD_DzZ,8.69187183236145
SpMAD_Dzi,9.681388075635626
SpMAD_Dzm,8.683523459979304
SpMAD_Dzp,12.308322192761393
SpMAD_Dzv,11.701356823967558
SpMax_DzZ,134.5070830306341
SpMax_Dzi,150.12107306344072
SpMax_Dzm,134.38129030563738
SpMax_Dzp,189.3295458861278
SpMax_Dzv,180.91036542029858
VE1_Dzare,5.496787260342525
VE2_Dzare,0.17731571807556532
VE3_Dzare,2.8355658985733343
VR1_Dzare,195.61536567513352
VR2_Dzare,6.31017308629463
VR3_Dzare,6.407552422627745
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48433179723502306
AETA_dBeta,0.0
AETA_eta_B,0.02657910574897737
AETA_eta_F,1.1378952706968353
AETA_eta_L,0.2291691419682209
AETA_eta_R,2.0460938858311732
BCUTare-1h,4.10772778802921
BCUTare-1l,2.1844211947394885
ETA_beta_s,19.5
ETA_dPsi_A,0.19779174852652237
ETA_dPsi_B,0.0
ETA_eta_BR,1.0819522782182984
ETA_eta_FL,7.486017883139949
ETA_eta_RL,14.590261284154797
LogEE_Dzpe,150.7694068487042
LogEE_Dzse,150.57291343136268
PEOE_VSA10,17.900902499341818
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,48.334463451977726
SlogP_VSA3,26.033187144477235
SlogP_VSA4,5.817220841045895
SlogP_VSA5,18.405094737549014
SlogP_VSA6,47.360052954749044
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,300.5385151495977
SpAbs_Dzpe,299.1658402864372
SpAbs_Dzse,298.818402425923
SpDiam_DzZ,205.26974168706894
SpDiam_Dzi,225.85798833977373
SpDiam_Dzm,205.14242497964574
SpDiam_Dzp,290.81090697365846
SpDiam_Dzv,277.8248139515141
SpMAD_Dzpe,9.722119956085034
SpMAD_Dzse,9.709537756369285
SpMax_Dzpe,150.7694068487042
SpMax_Dzse,150.57291343136268
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6290322580645161
AETA_eta_BR,0.03490168639413866
AETA_eta_FL,0.24148444784322418
AETA_eta_RL,0.47065358981144506
DetourIndex,4325
EState_VSA1,39.800678670052754
EState_VSA2,39.89060124646201
EState_VSA3,6.4208216229260096
EState_VSA4,4.305215991296234
EState_VSA5,36.39820241076966
EState_VSA6,6.06636706846161
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,23.20187978046503
ETA_beta_ns,19.5
ETA_shape_p,0.22518236600063432
ETA_shape_x,0.05550269584522677
ETA_shape_y,0.3263558515699334
GhoseFilter,False
LogEE_Dzare,150.34663745285255
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,298.29449868603973
SpDiam_Dzpe,228.06214847219815
SpDiam_Dzse,228.01121399369976
SpMAD_Dzare,9.694790811277345
SpMax_Dzare,150.34663745285255
TopoPSA(NO),103.78
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,41.05812665434911
VSA_EState9,41.19210220616658
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6290322580645161
EState_VSA10,27.50381379498811
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.01566820276497696
FilterItLogS,-5.167417799282042
SpDiam_Dzare,227.02459548137526
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6957142857142852
ETA_epsilon_2,0.938248847926267
ETA_epsilon_3,0.4393258426966286
ETA_epsilon_4,0.6191244239631326
ETA_epsilon_5,0.8995670995670992
AETA_beta_ns_d,0.04838709677419355
ETA_dEpsilon_A,0.25638844301765656
ETA_dEpsilon_B,0.07658986175115257
ETA_dEpsilon_C,-0.179798581266504
ETA_dEpsilon_D,0.03868174835916771
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7096774193548387
MDEDescriptor,"0.0,0.0,0.0,0.0,10.446640021312689,21.625237509780245,0.0,8.424467155465006,0.0,0.0,1.9905358527674863,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,61.896066999999974
BCUTDescriptor,"11.850000000000003,34.96985593767576,-0.33041712187919114,0.2769928182400394,4.521532692901063,12.847938328532662"
BPolDescriptor,33.845932999999995
TPSADescriptor,112.16
ALOGPDescriptor,"2.5970999999999997,6.744928409999999,107.33670000000002"
XLogPDescriptor,3.6490000000000005
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,488.03757644
ChiPathDescriptor,"22.75878406613483,14.5902612841548,14.111597771114758,10.998642299097016,8.875757315280806,6.904820871783833,4.102855093832644,2.5926732664047814,17.80974127273489,10.454006950671028,8.418503470830021,5.852493873293847,4.429110885214975,2.7223247148808705,1.5886828093462089,0.9038384229290006"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.2783416619201666,0.6144087689103361,0.0,0.0,0.09128709291752768,0.15334437904894194,0.24235504610567957"
AtomCountDescriptor,50
BondCountDescriptor,33
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"3.024376520153402,0.16666666666666666,0.9937934918116165,0.15137471507731048,1.2616401121698908,0.022807522979332223,0.21752492186091874,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,1,5,0,0"
ZagrebIndexDescriptor,162.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"61.90970306904704,1.997087195775711,29.96617674586851,12.413754552454101,6.4669044165277905"
FractionalPSADescriptor,0.22981836935211708
WienerNumbersDescriptor,"2740.0,50.0"
AminoAcidCountDescriptor,"2,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.349802854341184,9.24962596302049,14.057882271021231,2.2996852646511425,3.349220863456789,3.9043079662156797"
FractionalCSP3Descriptor,0.3
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,7,2,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"25.619834710743802,10.950520833333334,6.320881483472185"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1774.11
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.3
AutocorrelationDescriptorMass,"58.648002773447914,48.04236943340046,69.68284987922229,74.57156046588165,91.02181761846336"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.7121572015204091,-0.3370493097676428,0.06764916493346322,0.1739975031495768,-0.5610816408034918"
EccentricConnectivityIndexDescriptor,716
AutocorrelationDescriptorPolarizability,"2444.2469667716036,2889.651690114536,4121.416403890717,4168.7562571457365,4047.87352289724"
