DLiP-ID,T007IV
DLiP-Mol-ID,25645
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H26N2O4/c1-16(26)24-22(15-17-8-9-18-6-3-4-7-19(18)14-17)11-12-23(21(28)29-2)10-5-13-25(23)20(22)27/h3-4,6-9,14H,5,10-13,15H2,1-2H3,(H,24,26)/t22-,23+/m0/s1"
Standard Inchi Key(RDKit),XYUZRXVCUAYUFB-XZOQPEGZSA-N
Canonical SMILES(RDKit),COC(=O)[C@]12CCCN1C(=O)[C@](Cc1ccc3ccccc3c1)(NC(C)=O)CC2
SMILES(SDF),
MW(SDF),
MW(RDKit),394.471
MW Monoisotopic(RDKit),394.189257312
MolLogP(RDKit),2.5852
XLogP(SDF),
XLogP(CDK),2.882
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),75.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.809089182193813
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,4560750.703302934
qed,0.8090891821938127
Chi0,20.648053602125596
Chi1,13.899449786001156
TPSA,75.71000000000001
Chi0n,16.864299328802076
Chi0v,16.864299328802076
Chi1n,10.071337326776963
Chi1v,10.071337326776963
Chi2n,8.205082764334255
Chi2v,8.205082764334255
Chi3n,6.409092582974911
Chi3v,6.409092582974911
Chi4n,5.0825532955226596
Chi4v,5.0825532955226596
MolMR,109.12770000000006
MolWt,394.4710000000002
fr_SH,0
Kappa1,19.427453868167994
Kappa2,7.172911611759544
Kappa3,3.1633788960713694
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
