DLiP-ID,C100PH
DLiP-Mol-ID,35963
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H14N4O3/c1-2-23-15-8-4-6-13(10-15)19-11-16(17-18-19)12-5-3-7-14(9-12)20(21)22/h3-11H,2H2,1H3"
Standard Inchi Key(RDKit),RMVXSXVVTAGAGY-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOc1cccc(-n2cc(-c3cccc([N+](=O)[O-])c3)nn2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),310.313
MW Monoisotopic(RDKit),310.106590308
MolLogP(RDKit),3.2412
XLogP(SDF),
XLogP(CDK),3.709
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),83.08
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.533373767060296
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,272737.199643976
qed,0.5333737670602965
Chi0,16.233840039752504
Chi1,11.16903509559602
TPSA,83.08
Chi0n,12.416858457284604
Chi0v,12.416858457284604
Chi1n,7.075483260367153
Chi1v,7.075483260367153
Chi2n,4.7861583825808705
Chi2v,4.7861583825808705
Chi3n,3.2392905306513105
Chi3v,3.2392905306513105
Chi4n,2.18354394856567
Chi4v,2.18354394856567
MolMR,84.61840000000002
MolWt,310.31300000000005
fr_SH,0
Kappa1,14.706242135858965
Kappa2,6.266454204965884
Kappa3,3.1796920280138097
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
