DLiP-ID,C0051E
DLiP-Mol-ID,36032
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H14N3S.ClHO4/c1-13(2)11-12-10(14(3)15-11)9-7-5-4-6-8-9;2-1(3,4)5/h4-8H,1-3H3;(H,2,3,4,5)/q+1;/p-1"
Standard Inchi Key(RDKit),YQGBAIVVBRFNEX-UHFFFAOYSA-M
Canonical SMILES(RDKit),CN(C)c1nc(-c2ccccc2)[n+](C)s1.[O-][Cl+3]([O-])([O-])[O-]
SMILES(SDF),
MW(SDF),
MW(RDKit),319.77
MW Monoisotopic(RDKit),319.039354608
MolLogP(RDKit),-3.0554
XLogP(SDF),
XLogP(CDK),2.094
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),112.25
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.543377278749844
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1
Common Target Pref Name,Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1
RDKit Descriptors
Ipc,19416.54913959873
qed,0.5433772787498438
Chi0,15.336498814253964
Chi1,9.181540550352056
TPSA,112.25
Chi0n,11.147598057776547
Chi0v,12.720023584722728
Chi1n,5.400663310938104
Chi1v,7.408486772768812
Chi2n,3.9451566196736976
Chi2v,5.796530680702482
Chi3n,2.1329594616763194
Chi3v,3.1994922722123857
Chi4n,1.3623558755909702
Chi4v,2.130599830496852
MolMR,63.05300000000003
MolWt,319.7700000000001
fr_SH,0
Kappa1,16.763447354355957
Kappa2,6.931443458386113
Kappa3,5.780708152415934
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,536.3464198645996
MolLogP,-3.055399999999997
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,3.4666664352222394e-07
SMR_VSA1,32.83577907604499
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,7.04767198267719
SMR_VSA5,0.0
SMR_VSA6,18.99525369620486
SMR_VSA7,30.33183534230805
SMR_VSA8,0.0
SMR_VSA9,11.387855989696924
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,122.41730247608527
NHOHCount,0
PEOE_VSA1,4.899909730850478
PEOE_VSA2,0.0
PEOE_VSA3,18.635977669831867
PEOE_VSA4,3.9566611082605965
PEOE_VSA5,10.243140297952529
PEOE_VSA6,18.19910120538483
PEOE_VSA7,17.11671265787043
PEOE_VSA8,14.09534396535438
PEOE_VSA9,12.611123474374185
RingCount,2
SMR_VSA10,16.66404509140601
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,319.03935460799994
NumHDonors,0
PEOE_VSA10,11.532486611566675
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,10.95596297783926
SlogP_VSA1,27.492548508942946
SlogP_VSA2,19.07932248630159
SlogP_VSA3,7.04767198267719
SlogP_VSA4,10.243140297952529
SlogP_VSA5,0.0
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
