DLiP-ID,P0001L
DLiP-Mol-ID,22496
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H25N3O3S/c1-14-5-10-17(11-6-14)28(26,27)22-15-7-12-18-19(13-15)24(16-8-9-16)21(2,3)20(25)23(18)4/h5-7,10-13,16,22H,8-9H2,1-4H3"
Standard Inchi Key(RDKit),BMUTYNYGILXHBP-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(C2CC2)C(C)(C)C(=O)N3C)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),399.516
MW Monoisotopic(RDKit),399.16166266
MolLogP(RDKit),3.51962
XLogP(SDF),
XLogP(CDK),3.518
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),69.72
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.854050478461024
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-1/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,2785332.7151164114
qed,0.8540504784610238
Chi0,20.267220234572108
Chi1,13.109027463715753
TPSA,69.72
Chi0n,16.56043606874547
Chi0v,17.3769326496732
Chi1n,9.421443102962394
Chi1v,10.904606350556787
Chi2n,8.146407531113635
Chi2v,9.828809772523151
Chi3n,5.522094449800669
Chi3v,6.9192934163099915
Chi4n,3.904850407044295
Chi4v,4.954357453210667
MolMR,111.41950000000006
MolWt,399.51600000000025
fr_SH,0
Kappa1,18.806220040307586
Kappa2,6.236688559945104
Kappa3,3.0334968746952904
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1041.0655331774158
MolLogP,3.5196200000000024
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.730278236989274
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,50.089104401972975
SMR_VSA6,21.569586308830235
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,165.75314156454564
NHOHCount,1
PEOE_VSA1,9.799819461700956
PEOE_VSA2,9.51663204852391
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.696185628620217
PEOE_VSA7,63.944690187231934
PEOE_VSA8,13.08951281182515
PEOE_VSA9,21.95764229956846
RingCount,4
SMR_VSA10,32.99262970680977
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
