DLiP-ID,C00064
DLiP-Mol-ID,30006
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H"
Standard Inchi Key(RDKit),ORHBXUUXSCNDEV-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1ccc2ccc(O)cc2o1
SMILES(SDF),
MW(SDF),
MW(RDKit),162.144
MW Monoisotopic(RDKit),162.031694052
MolLogP(RDKit),1.4986
XLogP(SDF),
XLogP(CDK),2.244
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),50.44
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),12
QED Weighted(RDKit),0.59694461608338
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,682.2216965649914
qed,0.5969446160833805
Chi0,8.55204176387779
Chi1,5.7540201954234895
TPSA,50.44
Chi0n,6.150461522375814
Chi0v,6.150461522375814
Chi1n,3.4846967076813185
Chi1v,3.4846967076813185
Chi2n,2.476560028095326
Chi2v,2.476560028095326
Chi3n,1.6066708652206316
Chi3v,1.6066708652206316
Chi4n,1.049344559013076
Chi4v,1.049344559013076
MolMR,44.148800000000016
MolWt,162.14399999999998
fr_SH,0
Kappa1,6.9106599483478695
Kappa2,2.373363897516029
Kappa3,1.0511983348193745
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,470.40249678238496
MolLogP,1.4986
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.8864987761979375
SMR_VSA1,9.523678331894054
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,40.75195884545786
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,67.87364032748098
NHOHCount,1
PEOE_VSA1,9.523678331894054
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
